id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
d_nikke_ce005_03_04_1,d_nikke_ce005_03_04,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_04_1,True,mary,3,worry,NikkeCorridor,3,3,1.0,bgm_story_backtonormal,,,,,
d_nikke_ce005_03_04_2,d_nikke_ce005_03_04,Self,mary,,Locale_NikkeEpisode:d_nikke_ce005_03_04_2,False,,3,worry,,3,3,1.0,,,,,,
d_nikke_ce005_03_04_3,d_nikke_ce005_03_04,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_04_3,True,,3,idle,,3,3,1.0,,,,,,
d_nikke_ce005_03_04_4,d_nikke_ce005_03_04,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_04_4,True,,3,idle,,3,3,1.0,,,,,,
d_nikke_ce005_03_04_5,d_nikke_ce005_03_04,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_04_5,True,,3,idle,,3,3,1.0,,,,,,
d_nikke_ce005_03_04_6,d_nikke_ce005_03_04,Self,mary,,Locale_NikkeEpisode:d_nikke_ce005_03_04_6,False,,3,idle,,3,3,1.0,,,,,,
d_nikke_ce005_03_04_7,d_nikke_ce005_03_04,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_04_7,True,,3,shy,,3,3,1.0,,,,,,
d_nikke_ce005_03_04_8,d_nikke_ce005_03_04,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_04_8,True,,3,idle,,3,3,1.0,,,,,,
d_nikke_ce005_03_04_9,d_nikke_ce005_03_04,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_04_9,True,,3,idle,,3,3,1.0,,,,,,
d_nikke_ce005_03_04_10,d_nikke_ce005_03_04,Self,mary,,Locale_NikkeEpisode:d_nikke_ce005_03_04_10,False,,3,idle,,3,3,1.0,,,,,,
d_nikke_ce005_03_04_11,d_nikke_ce005_03_04,Narration,,,Locale_NikkeEpisode:d_nikke_ce005_03_04_11,False,,3,idle,Park,event_exnii_talk_04,event_exnii_talk_04,1.0,none,mary,black,,,
d_nikke_ce005_03_04_12,d_nikke_ce005_03_04,Narration,,,Locale_NikkeEpisode:d_nikke_ce005_03_04_12,False,,,,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,
d_nikke_ce005_03_04_13,d_nikke_ce005_03_04,Speech,cheerfulnikke,cheerfulnikke,Locale_NikkeEpisode:d_nikke_ce005_03_04_13,True,cheerfulnikke,3,idle,,event_exnii_talk_04,event_exnii_talk_04,1.0,bgm_story_impression,,,ce005_03,1,idle
d_nikke_ce005_03_04_14,d_nikke_ce005_03_04,Speech,cheerfulnikke,cheerfulnikke,Locale_NikkeEpisode:d_nikke_ce005_03_04_14,True,,3,idle,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,1,idle
d_nikke_ce005_03_04_15,d_nikke_ce005_03_04,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_04_15,True,,3,idle,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,1,idle
d_nikke_ce005_03_04_16,d_nikke_ce005_03_04,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_04_16,True,,3,idle,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,1,idle
d_nikke_ce005_03_04_17,d_nikke_ce005_03_04,Speech,cheerfulnikke,cheerfulnikke,Locale_NikkeEpisode:d_nikke_ce005_03_04_17,True,,3,idle,,event_exnii_talk_04,3,1.0,,,,,1,idle
d_nikke_ce005_03_04_18,d_nikke_ce005_03_04,Speech,cheerfulnikke,cheerfulnikke,Locale_NikkeEpisode:d_nikke_ce005_03_04_18,True,,3,idle,,3,3,1.0,,,,,1,idle
d_nikke_ce005_03_04_19,d_nikke_ce005_03_04,Speech,cheerfulnikke,cheerfulnikke,Locale_NikkeEpisode:d_nikke_ce005_03_04_19,True,,3,idle,,3,3,1.0,,,,,1,idle
d_nikke_ce005_03_04_20,d_nikke_ce005_03_04,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_04_20,True,,3,idle,,3,event_exnii_talk_04,1.0,,,,,1,no
d_nikke_ce005_03_04_21,d_nikke_ce005_03_04,Speech,cheerfulnikke,cheerfulnikke,Locale_NikkeEpisode:d_nikke_ce005_03_04_21,True,,3,idle,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,1,idle
d_nikke_ce005_03_04_22,d_nikke_ce005_03_04,Speech,cheerfulnikke,cheerfulnikke,Locale_NikkeEpisode:d_nikke_ce005_03_04_22,True,,3,idle,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,1,idle
d_nikke_ce005_03_04_23,d_nikke_ce005_03_04,Speech,cheerfulnikke,cheerfulnikke,Locale_NikkeEpisode:d_nikke_ce005_03_04_23,True,,3,idle,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,1,idle
d_nikke_ce005_03_04_24,d_nikke_ce005_03_04,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_04_24,True,,3,idle,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,1,sad
d_nikke_ce005_03_04_25,d_nikke_ce005_03_04,Speech,cheerfulnikke,cheerfulnikke,Locale_NikkeEpisode:d_nikke_ce005_03_04_25,True,,3,idle,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,1,idle
d_nikke_ce005_03_04_26,d_nikke_ce005_03_04,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_04_26,True,,3,idle,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,1,idle
d_nikke_ce005_03_04_27,d_nikke_ce005_03_04,Speech,cheerfulnikke,cheerfulnikke,Locale_NikkeEpisode:d_nikke_ce005_03_04_27,True,,3,idle,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,1,idle
d_nikke_ce005_03_04_28,d_nikke_ce005_03_04,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_04_28,True,,3,idle,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,1,idle
d_nikke_ce005_03_04_29,d_nikke_ce005_03_04,Speech,cheerfulnikke,cheerfulnikke,Locale_NikkeEpisode:d_nikke_ce005_03_04_29,True,,3,idle,,event_exnii_talk_04,3,1.0,,,,,1,sad
d_nikke_ce005_03_04_30,d_nikke_ce005_03_04,Speech,cheerfulnikke,cheerfulnikke,Locale_NikkeEpisode:d_nikke_ce005_03_04_30,True,,3,idle,,3,3,1.0,,,,,1,idle
d_nikke_ce005_03_04_31,d_nikke_ce005_03_04,Speech,cheerfulnikke,cheerfulnikke,Locale_NikkeEpisode:d_nikke_ce005_03_04_31,True,,3,idle,,3,3,1.0,,,,,1,idle
d_nikke_ce005_03_04_32,d_nikke_ce005_03_04,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_04_32,True,,3,idle,,3,event_exnii_talk_04,1.0,,,,,1,idle
d_nikke_ce005_03_04_33,d_nikke_ce005_03_04,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_04_33,True,,3,idle,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,1,shy
d_nikke_ce005_03_04_34,d_nikke_ce005_03_04,Speech,cheerfulnikke,cheerfulnikke,Locale_NikkeEpisode:d_nikke_ce005_03_04_34,True,,3,idle,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,1,idle
d_nikke_ce005_03_04_35,d_nikke_ce005_03_04,Speech,cheerfulnikke,cheerfulnikke,Locale_NikkeEpisode:d_nikke_ce005_03_04_35,True,,3,idle,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,1,idle
d_nikke_ce005_03_04_36,d_nikke_ce005_03_04,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_04_36,True,,3,idle,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,1,idle
d_nikke_ce005_03_04_37,d_nikke_ce005_03_04,Narration,,,Locale_NikkeEpisode:d_nikke_ce005_03_04_37,False,,3,idle,,event_exnii_talk_04,event_exnii_talk_04,1.0,,cheerfulnikke,,,1,idle
d_nikke_ce005_03_04_38,d_nikke_ce005_03_04,Self,ce005_03,,Locale_NikkeEpisode:d_nikke_ce005_03_04_38,False,,,,,event_exnii_talk_04,1,1.0,,,,,1,idle
d_nikke_ce005_03_04_39,d_nikke_ce005_03_04,Self,ce005_03,,Locale_NikkeEpisode:d_nikke_ce005_03_04_39,False,,,,,1,1,1.0,,,,,1,idle
d_nikke_ce005_03_04_40,d_nikke_ce005_03_04,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_04_40,True,,,,,1,1,1.0,,,,,1,shy
d_nikke_ce005_03_04_41,d_nikke_ce005_03_04,Self,ce005_03,,Locale_NikkeEpisode:d_nikke_ce005_03_04_41,False,,,,,1,1,1.0,,,,,1,idle
