id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_sound,jump_target,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade
d_nikke_sin_02_1,d_nikke_sin_02,Narration,Narration,Locale_NikkeEpisode:d_nikke_sin_02_1,False,Jail,1,1,1.0,bgm_story_fairytalesend_if,,,,,,,,,,,
d_nikke_sin_02_2,d_nikke_sin_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_sin_02_2,False,,1,1,1.0,,,,,,,,,,,,
d_nikke_sin_02_3,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_3,False,,1,1,1.0,,sin,sin,1,surprise,,,,,,,
d_nikke_sin_02_4,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_4,True,,1,1,1.0,,sin,,1,surprise,,,,,,,
d_nikke_sin_02_5,d_nikke_sin_02,Self,Self,Locale_NikkeEpisode:d_nikke_sin_02_5,False,,1,1,1.0,,sin,,1,surprise,,,,,,,
d_nikke_sin_02_6,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_6,True,,1,10,1.0,,sin,,1,smile,,,,,,,
d_nikke_sin_02_7,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_7,True,,10,10,1.0,,sin,,1,smile,,,,,,,
d_nikke_sin_02_8,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_8,True,,10,10,1.0,,sin,,1,smile,,,,,,,
d_nikke_sin_02_9,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_9,True,,10,10,1.0,,sin,,1,delight,,,,,,,
d_nikke_sin_02_10,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_10,True,,10,10,1.0,,sin,,1,delight,,,,,,,
d_nikke_sin_02_11,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_11,True,,10,10,1.0,,sin,,1,delight,,,,,,,
d_nikke_sin_02_12,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_12,True,,10,10,1.0,,sin,,1,smile,,,,,,,
d_nikke_sin_02_13,d_nikke_sin_02,Self,Self,Locale_NikkeEpisode:d_nikke_sin_02_13,False,,10,10,1.0,,sin,,1,smile,,,,,,,
d_nikke_sin_02_14,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_14,True,,10,10,1.0,,sin,,1,idle,,,,,,,
d_nikke_sin_02_15,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_15,True,,10,10,1.0,,sin,,1,idle,,,,,,,
d_nikke_sin_02_16,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_16,True,,10,10,1.0,,sin,,1,idle,,,,,,,
d_nikke_sin_02_17,d_nikke_sin_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_sin_02_17,False,,10,10,1.0,,sin,,1,idle,sfx_scn_keyboard,,,,,,
d_nikke_sin_02_18,d_nikke_sin_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_sin_02_18,False,,10,10,1.0,,sin,,1,idle,,,,,,,
d_nikke_sin_02_19,d_nikke_sin_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_sin_02_19,False,,10,10,1.0,,sin,,1,idle,,,,,,,
d_nikke_sin_02_20,d_nikke_sin_02,Choice,,Locale_NikkeEpisode:d_nikke_sin_02_20,False,,10,10,1.0,,sin,,1,idle,,d_nikke_sin_02_22,,,,,
d_nikke_sin_02_21,d_nikke_sin_02,Choice,,Locale_NikkeEpisode:d_nikke_sin_02_21,False,,10,10,1.0,,sin,,1,idle,,d_nikke_sin_02_22,,,,,
d_nikke_sin_02_22,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_22,True,,10,10,1.0,,sin,,1,shy,,,,,,,
d_nikke_sin_02_23,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_23,True,,10,10,1.0,,sin,,1,shy,,,,,,,
d_nikke_sin_02_24,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_24,True,,10,1,1.0,,sin,,1,surprise,,,,,,,
d_nikke_sin_02_25,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_25,True,,1,1,1.0,,sin,,1,surprise,,,,,,,
d_nikke_sin_02_26,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_26,True,,1,1,1.0,,sin,,1,surprise,,,,,,,
d_nikke_sin_02_27,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_27,True,,1,1,1.0,,sin,,1,surprise,,,,,,,
d_nikke_sin_02_28,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_28,True,,1,1,1.0,,sin,,1,idle,,,,,,,
d_nikke_sin_02_29,d_nikke_sin_02,Choice,,Locale_NikkeEpisode:d_nikke_sin_02_29,False,,1,1,1.0,,sin,,1,idle,,d_nikke_sin_02_31,,,,,
d_nikke_sin_02_30,d_nikke_sin_02,Choice,,Locale_NikkeEpisode:d_nikke_sin_02_30,False,,1,1,1.0,,sin,,1,idle,,d_nikke_sin_02_35,,,,,
d_nikke_sin_02_31,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_31,True,,1,10,2.0,,sin,,1,surprise,,,,,,,
d_nikke_sin_02_32,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_32,True,,10,10,1.0,,sin,,1,surprise,,,,,,,
d_nikke_sin_02_33,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_33,True,,10,10,1.0,,sin,,1,idle,,,,,,,
d_nikke_sin_02_34,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_34,True,,10,10,1.0,,sin,,1,idle,,d_nikke_sin_02_37,,,,,
d_nikke_sin_02_35,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_35,True,,1,10,2.0,,sin,,1,idle,,,,,,,
d_nikke_sin_02_36,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_36,True,,10,10,1.0,,sin,,1,idle,,,,,,,
d_nikke_sin_02_37,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_37,True,,10,10,1.0,,sin,,1,shy,,,,,,,
d_nikke_sin_02_38,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_38,True,,10,10,1.0,,sin,,1,smile,,,,,,,
d_nikke_sin_02_39,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_39,True,,10,1,2.0,,sin,,1,idle,,,,,,,
d_nikke_sin_02_40,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_40,True,,1,1,1.0,,sin,,1,idle,,,,,,,
d_nikke_sin_02_41,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_41,True,,1,1,1.0,,sin,,1,delight,,,,,,,
d_nikke_sin_02_42,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_42,True,,1,1,1.0,,sin,,1,delight,,,,,,,
d_nikke_sin_02_43,d_nikke_sin_02,Self,Self,Locale_NikkeEpisode:d_nikke_sin_02_43,False,,1,1,1.0,,sin,,1,delight,,,,,,,
d_nikke_sin_02_44,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_44,True,,1,1,2.0,,sin,,1,surprise,,,,,,,
d_nikke_sin_02_45,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_45,True,,1,1,1.0,,sin,,1,surprise,,,,,,,
d_nikke_sin_02_46,d_nikke_sin_02,Self,Self,Locale_NikkeEpisode:d_nikke_sin_02_46,False,,1,1,1.0,,sin,,1,surprise,,,,,,,
d_nikke_sin_02_47,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_47,True,,1,1,1.0,,sin,,1,surprise,,,,,,,
d_nikke_sin_02_48,d_nikke_sin_02,Self,Self,Locale_NikkeEpisode:d_nikke_sin_02_48,False,,1,1,1.0,,sin,,1,surprise,,,,,,,
d_nikke_sin_02_49,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_49,True,,1,1,2.0,,sin,,1,shy,,,,,,,
d_nikke_sin_02_50,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_50,True,,1,1,1.0,,sin,,1,idle,,,,,,,
d_nikke_sin_02_51,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_51,True,,1,1,1.0,,sin,,1,idle,,,,,,,
d_nikke_sin_02_52,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_52,True,,1,10,2.0,,sin,,1,delight,,,,,,,
d_nikke_sin_02_53,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_53,True,,10,10,1.0,,sin,,1,delight,,,,,,,
d_nikke_sin_02_54,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_54,True,,10,10,1.0,,sin,,1,delight,,,,,,,
d_nikke_sin_02_55,d_nikke_sin_02,Self,Self,Locale_NikkeEpisode:d_nikke_sin_02_55,False,,10,10,1.0,,sin,,1,delight,,,,,,,
d_nikke_sin_02_56,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_56,True,,10,10,1.0,,sin,,1,surprise,,,,,,,
d_nikke_sin_02_57,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_57,True,,10,10,1.0,,sin,,1,smile,,,,,,,
d_nikke_sin_02_58,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_58,True,,10,10,1.0,,sin,,1,shy,,,,,,,
d_nikke_sin_02_59,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_59,True,,10,100,2.0,,sin,,1,shy,,,,,,,
d_nikke_sin_02_60,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_60,True,,100,100,1.0,,sin,,1,shy,,,,,,,
d_nikke_sin_02_61,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_61,True,,100,100,1.0,,sin,,1,shy,,,,,,,
d_nikke_sin_02_62,d_nikke_sin_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_sin_02_62,False,,100,100,1.0,,sin,,1,shy,,,,,,,
d_nikke_sin_02_63,d_nikke_sin_02,Choice,,Locale_NikkeEpisode:d_nikke_sin_02_63,False,,100,100,1.0,,sin,,1,shy,,d_nikke_sin_02_65,,,,,
d_nikke_sin_02_64,d_nikke_sin_02,Choice,,Locale_NikkeEpisode:d_nikke_sin_02_64,False,,100,100,1.0,,sin,,1,shy,,d_nikke_sin_02_67,,,,,
d_nikke_sin_02_65,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_65,True,,100,10,2.0,,sin,,1,surprise,,,,,,,
d_nikke_sin_02_66,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_66,True,,10,10,1.0,,sin,,1,surprise,,d_nikke_sin_02_70,,,,,
d_nikke_sin_02_67,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_67,True,,100,10,2.0,,sin,,1,surprise,,,,,,,
d_nikke_sin_02_68,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_68,True,,10,10,1.0,,sin,,1,surprise,,,,,,,
d_nikke_sin_02_69,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_69,True,,10,10,1.0,,sin,,1,smile,,,,,,,
d_nikke_sin_02_70,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_70,True,,10,10,1.0,,sin,,1,delight,,,,,,,
d_nikke_sin_02_71,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_71,True,,10,10,1.0,,sin,,1,delight,,,,,,,
d_nikke_sin_02_72,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_72,True,,10,1,2.0,,sin,,1,shy,,,,,,,
d_nikke_sin_02_73,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_73,True,,1,1,1.0,,sin,,1,idle,,,,,,,
d_nikke_sin_02_74,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_74,True,,1,1,1.0,,sin,,1,idle,,,,,,,
d_nikke_sin_02_75,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_75,True,,1,1,1.0,,sin,,1,idle,,,,,,,
d_nikke_sin_02_76,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_76,True,,1,1,1.0,,sin,,1,idle,,,,,,,
d_nikke_sin_02_77,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_77,True,,1,1,1.0,,sin,,1,delight,,,,,,,
d_nikke_sin_02_78,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_78,True,,1,1,1.0,,sin,,1,delight,,,,,,,
d_nikke_sin_02_79,d_nikke_sin_02,Self,Self,Locale_NikkeEpisode:d_nikke_sin_02_79,False,,1,1,1.0,,sin,,1,delight,,,,,,,
d_nikke_sin_02_80,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_80,True,,1,1,1.0,,sin,,1,smile,,,,,,,
d_nikke_sin_02_81,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_81,True,,1,1,1.0,,sin,,1,smile,,,,,,,
d_nikke_sin_02_82,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_82,True,,1,1,1.0,,sin,,1,smile,,,,,,,
d_nikke_sin_02_83,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_83,True,,1,10,2.0,none,sin,,1,idle,,,,,,,
d_nikke_sin_02_84,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_84,True,,10,10,1.0,,sin,,1,idle,,,,,,,
d_nikke_sin_02_85,d_nikke_sin_02,Self,Self,Locale_NikkeEpisode:d_nikke_sin_02_85,False,,10,10,1.0,,sin,,1,idle,,,,,,,
d_nikke_sin_02_86,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_86,False,,10,10,1.0,,sin,,1,idle,,,,,,,
d_nikke_sin_02_87,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_87,True,,10,100,2.0,,sin,,1,delight,,,,,,,
d_nikke_sin_02_88,d_nikke_sin_02,Narration,Narration,Locale_NikkeEpisode:d_nikke_sin_02_88,False,,100,100,1.0,,sin,,1,delight,sfx_scn_hungry,,,,,,
d_nikke_sin_02_89,d_nikke_sin_02,Speech,sin,Locale_NikkeEpisode:d_nikke_sin_02_89,True,,100,1,0.3,bgm_story_kneeldownfools,sin,,1,shy,,,,,,,
