id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/0/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/1/hide_char_id,set_object,set_object_position,jump_target
treasurestory_miranda_05_1,treasurestory_miranda_05,Monologue,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_1,False,black,black,black,1.0,sfx_scn_autodooropen,none,,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_2,treasurestory_miranda_05,Speech,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_2,True,,black,black,1.0,,,miranda,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_3,treasurestory_miranda_05,Narration,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_3,False,,black,black,1.0,sfx_scn_rustle,,,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_4,treasurestory_miranda_05,Speech,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_4,False,,black,black,1.0,,,miranda,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_5,treasurestory_miranda_05,Speech,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_5,True,,black,black,1.0,,,miranda,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_6,treasurestory_miranda_05,Narration,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_6,False,,black,black,1.0,sfx_scn_rustle_2,,,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_7,treasurestory_miranda_05,Speech,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_7,True,,black,black,1.0,,,miranda,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_8,treasurestory_miranda_05,Speech,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_8,True,,black,black,1.0,,,miranda,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_9,treasurestory_miranda_05,Narration,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_9,False,Police,XS_40,XS_40,1.0,sfx_scn_birthdaybomb,,,white,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_10,treasurestory_miranda_05,Monologue,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_10,False,,XS_40,XS_40,1.0,,,,,,,,,,,,,,,,,,,,,,,
treasurestory_miranda_05_11,treasurestory_miranda_05,Speech,poli,Locale_NikkeEpisode:treasurestory_miranda_05_11,True,,XS_40,XS_40,1.0,,bgm_story_boogiebox,poli,,poli,4,delight,miranda,2,shy,quiry,12,delight,novel,14,idle,,,,,,,
treasurestory_miranda_05_12,treasurestory_miranda_05,Speech,novel,Locale_NikkeEpisode:treasurestory_miranda_05_12,True,,S_140,S_140,1.0,,,novel,,,4,delight,,2,shy,,12,delight,,14,shy,,,,,,,
treasurestory_miranda_05_13,treasurestory_miranda_05,Speech,quiry,Locale_NikkeEpisode:treasurestory_miranda_05_13,True,,S_120,S_120,1.0,,,quiry,,,4,delight,,2,shy,,12,delight,,14,shy,,,,,,,
treasurestory_miranda_05_14,treasurestory_miranda_05,Speech,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_14,True,,S_20,S_20,1.0,,,miranda,,,4,delight,,2,shy,,12,delight,,14,shy,,,,,,,
treasurestory_miranda_05_15,treasurestory_miranda_05,Speech,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_15,True,,S_20,S_20,1.0,,,miranda,,,4,delight,,2,shy,,12,delight,,14,shy,,,,,,,
treasurestory_miranda_05_16,treasurestory_miranda_05,Speech,quiry,Locale_NikkeEpisode:treasurestory_miranda_05_16,True,,13,13,1.5,,,quiry,,,4,delight,,2,shy,,12,delight,,14,shy,,,,,,,
treasurestory_miranda_05_17,treasurestory_miranda_05,Speech,novel,Locale_NikkeEpisode:treasurestory_miranda_05_17,True,,13,13,1.0,,,novel,,,4,delight,,2,shy,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_18,treasurestory_miranda_05,Speech,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_18,True,,3,3,1.0,,,miranda,,,4,idle,,2,shy,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_19,treasurestory_miranda_05,Speech,poli,Locale_NikkeEpisode:treasurestory_miranda_05_19,True,,3,3,1.0,,,poli,,,4,idle,,2,shy,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_20,treasurestory_miranda_05,Speech,poli,Locale_NikkeEpisode:treasurestory_miranda_05_20,True,,3,3,1.0,,,poli,,,4,idle,,2,shy,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_21,treasurestory_miranda_05,Speech,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_21,True,,3,3,1.0,,,miranda,,,4,idle,,2,think,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_22,treasurestory_miranda_05,Speech,poli,Locale_NikkeEpisode:treasurestory_miranda_05_22,True,,3,3,1.0,,,poli,,,4,idle,,2,think,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_23,treasurestory_miranda_05,Speech,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_23,True,,3,3,1.0,,,miranda,,,4,idle,,2,shy,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_24,treasurestory_miranda_05,Speech,novel,Locale_NikkeEpisode:treasurestory_miranda_05_24,True,,13,13,1.0,,,novel,,,4,idle,,2,shy,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_25,treasurestory_miranda_05,Speech,novel,Locale_NikkeEpisode:treasurestory_miranda_05_25,True,,13,13,1.0,,,novel,,,4,idle,,2,shy,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_26,treasurestory_miranda_05,Speech,quiry,Locale_NikkeEpisode:treasurestory_miranda_05_26,True,,13,S_120,1.5,,,quiry,,,4,idle,,2,shy,,12,idle,,14,delight,,,,,,,
treasurestory_miranda_05_27,treasurestory_miranda_05,Monologue,quiry,Locale_NikkeEpisode:treasurestory_miranda_05_27,False,,S_120,S_120,1.0,,,,,,4,idle,,2,shy,,12,idle,,14,delight,,,,,,,
treasurestory_miranda_05_28,treasurestory_miranda_05,Speech,quiry,Locale_NikkeEpisode:treasurestory_miranda_05_28,True,,S_120,S_120,1.0,,,quiry,,,4,idle,,2,shy,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_29,treasurestory_miranda_05,Speech,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_29,True,,3,3,1.0,,,miranda,,,4,idle,,2,shy,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_30,treasurestory_miranda_05,Speech,poli,Locale_NikkeEpisode:treasurestory_miranda_05_30,True,,3,3,1.0,,,poli,,,4,idle,,2,shy,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_31,treasurestory_miranda_05,Speech,poli,Locale_NikkeEpisode:treasurestory_miranda_05_31,True,,3,3,1.0,,,poli,,,4,idle,,2,shy,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_32,treasurestory_miranda_05,Speech,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_32,True,,3,3,1.0,,,miranda,,,4,idle,,2,think,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_33,treasurestory_miranda_05,Speech,poli,Locale_NikkeEpisode:treasurestory_miranda_05_33,True,,3,3,1.0,,,poli,,,4,idle,,2,think,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_34,treasurestory_miranda_05,Speech,poli,Locale_NikkeEpisode:treasurestory_miranda_05_34,True,,3,3,1.0,,,poli,,,4,idle,,2,think,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_35,treasurestory_miranda_05,Speech,poli,Locale_NikkeEpisode:treasurestory_miranda_05_35,True,,3,3,1.0,,,poli,,,4,idle,,2,think,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_36,treasurestory_miranda_05,Speech,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_36,False,,3,3,1.0,,,miranda,,,4,idle,,2,think,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_37,treasurestory_miranda_05,Speech,poli,Locale_NikkeEpisode:treasurestory_miranda_05_37,True,,3,XS_40,1.3,,,poli,,,4,idle,,2,think,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_38,treasurestory_miranda_05,Monologue,poli,Locale_NikkeEpisode:treasurestory_miranda_05_38,False,,XS_40,XS_40,1.0,,,,,,4,idle,,2,think,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_39,treasurestory_miranda_05,Speech,poli,Locale_NikkeEpisode:treasurestory_miranda_05_39,True,,XS_40,XS_40,1.0,,,poli,,,4,idle,,2,think,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_40,treasurestory_miranda_05,Speech,poli,Locale_NikkeEpisode:treasurestory_miranda_05_40,True,,XS_40,XS_40,1.0,,,poli,,,4,idle,,2,think,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_41,treasurestory_miranda_05,Speech,poli,Locale_NikkeEpisode:treasurestory_miranda_05_41,True,,XS_40,XS_40,1.0,,,poli,,,4,idle,,2,think,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_42,treasurestory_miranda_05,Monologue,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_42,False,,XS_40,S_20,1.3,,,,,,4,idle,,2,think,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_43,treasurestory_miranda_05,Monologue,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_43,False,,S_20,S_20,1.0,,,,,,4,idle,,2,think,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_44,treasurestory_miranda_05,Monologue,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_44,False,,S_20,S_20,1.0,,,,,,4,idle,,2,think,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_45,treasurestory_miranda_05,Narration,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_45,False,,S_20,S_20,1.0,,,,,,4,idle,,2,think,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_46,treasurestory_miranda_05,Narration,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_46,False,,S_20,S_20,1.0,,,,,,4,idle,,2,think,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_47,treasurestory_miranda_05,Narration,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_47,False,,S_20,S_20,1.0,,,,,,4,idle,,2,think,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_48,treasurestory_miranda_05,Narration,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_48,False,,S_20,S_20,1.0,,,,,,4,idle,,2,think,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_49,treasurestory_miranda_05,Narration,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_49,False,,S_20,S_20,1.0,,,,,,4,idle,,2,think,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_50,treasurestory_miranda_05,Narration,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_50,False,,S_20,S_20,1.0,,,,,,4,idle,,2,think,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_51,treasurestory_miranda_05,Narration,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_51,False,,S_20,S_20,1.0,,,,,,4,idle,,2,think,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_52,treasurestory_miranda_05,Narration,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_52,False,,S_20,S_20,1.0,,,,,,4,idle,,2,think,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_53,treasurestory_miranda_05,Speech,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_53,True,,S_20,S_200,1.3,,,miranda,,,4,idle,,2,think,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_54,treasurestory_miranda_05,Speech,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_54,True,,S_200,S_200,1.0,,,miranda,,,4,idle,,2,think,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_55,treasurestory_miranda_05,Speech,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_55,True,,S_200,S_200,1.0,,,miranda,,,4,idle,,2,think,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_56,treasurestory_miranda_05,Monologue,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_56,False,,S_200,S_200,1.0,,,,,,4,idle,,2,think,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_57,treasurestory_miranda_05,Speech,poli,Locale_NikkeEpisode:treasurestory_miranda_05_57,True,,XS_40,XS_40,1.0,,,poli,,,4,idle,,2,think,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_58,treasurestory_miranda_05,Self,poli,Locale_NikkeEpisode:treasurestory_miranda_05_58,False,,XS_40,XS_40,1.0,,,,,,4,idle,,2,think,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_59,treasurestory_miranda_05,Speech,poli,Locale_NikkeEpisode:treasurestory_miranda_05_59,True,,XS_40,XS_40,1.0,,,poli,,,4,idle,,2,think,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_60,treasurestory_miranda_05,Self,poli,Locale_NikkeEpisode:treasurestory_miranda_05_60,False,,XS_40,XS_40,1.0,,,,,,4,idle,,2,think,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_61,treasurestory_miranda_05,Speech,poli,Locale_NikkeEpisode:treasurestory_miranda_05_61,True,,XS_40,XS_40,1.0,,,poli,,,4,idle,,2,think,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_62,treasurestory_miranda_05,Speech,poli,Locale_NikkeEpisode:treasurestory_miranda_05_62,True,,XS_40,XS_40,1.0,,,poli,,,4,idle,,2,think,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_63,treasurestory_miranda_05,Speech,poli,Locale_NikkeEpisode:treasurestory_miranda_05_63,True,,XS_40,XS_40,1.0,,,poli,,,4,idle,,2,think,,12,delight,,14,delight,,,,,,,
treasurestory_miranda_05_64,treasurestory_miranda_05,Monologue,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_64,False,,S_20,S_20,1.0,,,,black,,4,idle,,2,think,,12,delight,,14,delight,poli,quiry,novel,,,,
treasurestory_miranda_05_65,treasurestory_miranda_05,Monologue,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_65,False,,S_20,S_20,1.0,,,,,,,,,2,think,,,,,,,,,,,,,
treasurestory_miranda_05_66,treasurestory_miranda_05,Self,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_66,False,,S_20,S_20,1.0,,,,,,,,,2,think,,,,,,,,,,,,,
treasurestory_miranda_05_67,treasurestory_miranda_05,Speech,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_67,True,,S_20,S_20,1.0,,,miranda,,,,,,2,shy,,,,,,,,,,,,,
treasurestory_miranda_05_68,treasurestory_miranda_05,Self,miranda,Locale_NikkeEpisode:treasurestory_miranda_05_68,False,,S_20,S_20,1.0,,,,,,,,,2,shy,,,,,,,,,,,,,
