id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_filter_02,play_sound,fade,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_viper_01_1,d_nikke_viper_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_viper_01_1,False,OuterRim,1,1,1.0,bgm_story_fairytalesend_if,Blur_Low,Vignetting,,,,,,,,,,,,
d_nikke_viper_01_2,d_nikke_viper_01,Self,Self,Locale_NikkeEpisode:d_nikke_viper_01_2,False,,1,1,1.0,,Blur_Low,Vignetting,,,,,,,,,,,,
d_nikke_viper_01_3,d_nikke_viper_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_viper_01_3,False,,1,1,1.0,,Blur_Low,Vignetting,,,,,,,,,,,,
d_nikke_viper_01_4,d_nikke_viper_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_viper_01_4,False,,1,1,1.0,,Blur_Low,Vignetting,,,,,,,,,,,,
d_nikke_viper_01_5,d_nikke_viper_01,Self,Self,Locale_NikkeEpisode:d_nikke_viper_01_5,False,,1,1,1.0,,Blur_Low,Vignetting,,,,,,,,,,,,
d_nikke_viper_01_6,d_nikke_viper_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_viper_01_6,False,,1,1,1.0,,Blur_Low,Vignetting,sfx_scn_paperopen,,,,,,,,,,,
d_nikke_viper_01_7,d_nikke_viper_01,Self,Self,Locale_NikkeEpisode:d_nikke_viper_01_7,False,,1,1,1.0,,Blur_Low,Vignetting,,,,,,,,,,,,
d_nikke_viper_01_8,d_nikke_viper_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_viper_01_8,False,CommanderRoom,black,black,1.0,none,,,,black,,,,,,,,,,
d_nikke_viper_01_10,d_nikke_viper_01,Speech,shifty_c,Locale_NikkeEpisode:d_nikke_viper_01_10,True,,1,1,1.0,bgm_inark,,,,,shifty_c,shifty_c,OP_center,idle,,,,,,
d_nikke_viper_01_11,d_nikke_viper_01,Speech,shifty_c,Locale_NikkeEpisode:d_nikke_viper_01_11,True,,1,1,1.0,,,,,,shifty_c,,OP_center,idle,,,,,,
d_nikke_viper_01_12,d_nikke_viper_01,Self,Self,Locale_NikkeEpisode:d_nikke_viper_01_12,False,,1,1,1.0,,,,,,shifty_c,,OP_center,idle,,,,,,
d_nikke_viper_01_13,d_nikke_viper_01,Speech,shifty_c,Locale_NikkeEpisode:d_nikke_viper_01_13,True,,1,1,1.0,,,,,,shifty_c,,OP_center,angry,,,,,,
d_nikke_viper_01_14,d_nikke_viper_01,Speech,shifty_c,Locale_NikkeEpisode:d_nikke_viper_01_14,True,,1,1,1.0,,,,,,shifty_c,,OP_center,angry,,,,,,
d_nikke_viper_01_15,d_nikke_viper_01,Speech,shifty_c,Locale_NikkeEpisode:d_nikke_viper_01_15,True,,1,1,1.0,,,,,,shifty_c,,OP_center,think,,,,,,
d_nikke_viper_01_16,d_nikke_viper_01,Speech,shifty_c,Locale_NikkeEpisode:d_nikke_viper_01_16,True,,1,1,1.0,,,,,,shifty_c,,OP_center,think,,,,,,
d_nikke_viper_01_17,d_nikke_viper_01,Self,Self,Locale_NikkeEpisode:d_nikke_viper_01_17,False,,1,1,1.0,,,,,,shifty_c,,OP_center,think,,,,,,
d_nikke_viper_01_18,d_nikke_viper_01,Speech,shifty_c,Locale_NikkeEpisode:d_nikke_viper_01_18,True,,1,1,1.0,,,,,,shifty_c,,OP_center,pain,,,,,,
d_nikke_viper_01_19,d_nikke_viper_01,Speech,shifty_c,Locale_NikkeEpisode:d_nikke_viper_01_19,True,,1,1,1.0,,,,,,shifty_c,,OP_center,angry,,,,,,
d_nikke_viper_01_20,d_nikke_viper_01,Choice,,Locale_NikkeEpisode:d_nikke_viper_01_20,False,,1,1,1.0,,,,,,shifty_c,,OP_center,angry,d_nikke_viper_01_22,,,,,
d_nikke_viper_01_21,d_nikke_viper_01,Choice,,Locale_NikkeEpisode:d_nikke_viper_01_21,False,,1,1,1.0,,,,,,shifty_c,,OP_center,angry,d_nikke_viper_01_22,,,,,
d_nikke_viper_01_22,d_nikke_viper_01,Speech,shifty_c,Locale_NikkeEpisode:d_nikke_viper_01_22,True,Backstreet_n,1,1,1.0,,,,,,shifty_c,,OP_center,think,,shifty_c,,,,
d_nikke_viper_01_23,d_nikke_viper_01,Speech,shifty_c,Locale_NikkeEpisode:d_nikke_viper_01_23,True,,1,1,1.0,,,,,,shifty_c,,,,,,idollflower,1,idle,
d_nikke_viper_01_24,d_nikke_viper_01,Speech,shifty_c,Locale_NikkeEpisode:d_nikke_viper_01_24,True,,1,1,1.0,,,,,,shifty_c,,,,,,,1,idle,
d_nikke_viper_01_25,d_nikke_viper_01,Self,Self,Locale_NikkeEpisode:d_nikke_viper_01_25,False,CommanderRoom,1,1,1.0,,,,,,shifty_c,shifty_c,OP_center,angry,,,,1,idle,idollflower
d_nikke_viper_01_26,d_nikke_viper_01,Self,Self,Locale_NikkeEpisode:d_nikke_viper_01_26,False,,1,1,1.0,,,,,,shifty_c,,OP_center,angry,,,,,,
d_nikke_viper_01_27,d_nikke_viper_01,Speech,shifty_c,Locale_NikkeEpisode:d_nikke_viper_01_27,True,,1,1,1.0,,,,,,shifty_c,,OP_center,think,,,,,,
d_nikke_viper_01_28,d_nikke_viper_01,Speech,shifty_c,Locale_NikkeEpisode:d_nikke_viper_01_28,True,,1,1,1.0,,,,,,shifty_c,,OP_center,think,,,,,,
d_nikke_viper_01_29,d_nikke_viper_01,Choice,,Locale_NikkeEpisode:d_nikke_viper_01_29,False,,1,1,1.0,,,,,,shifty_c,,OP_center,think,d_nikke_viper_01_31,,,,,
d_nikke_viper_01_30,d_nikke_viper_01,Choice,,Locale_NikkeEpisode:d_nikke_viper_01_30,False,,1,1,1.0,,,,,,shifty_c,,OP_center,think,d_nikke_viper_01_32,,,,,
d_nikke_viper_01_31,d_nikke_viper_01,Speech,shifty_c,Locale_NikkeEpisode:d_nikke_viper_01_31,True,,1,1,1.0,,,,,,shifty_c,,OP_center,idle,d_nikke_viper_01_33,,,,,
d_nikke_viper_01_32,d_nikke_viper_01,Speech,shifty_c,Locale_NikkeEpisode:d_nikke_viper_01_32,True,,1,1,1.0,,,,,,shifty_c,,OP_center,idle,,,,,,
d_nikke_viper_01_33,d_nikke_viper_01,Speech,shifty_c,Locale_NikkeEpisode:d_nikke_viper_01_33,True,,1,1,1.0,,,,,,shifty_c,,OP_center,idle,,,,,,
d_nikke_viper_01_34,d_nikke_viper_01,Speech,shifty_c,Locale_NikkeEpisode:d_nikke_viper_01_34,True,,1,1,1.0,,,,,,shifty_c,,OP_center,delight,,,,,,
d_nikke_viper_01_35,d_nikke_viper_01,Self,Self,Locale_NikkeEpisode:d_nikke_viper_01_35,False,,1,1,1.0,,,,,,shifty_c,,OP_center,delight,,,,,,
d_nikke_viper_01_36,d_nikke_viper_01,Speech,shifty_c,Locale_NikkeEpisode:d_nikke_viper_01_36,True,,1,1,1.0,,,,,,shifty_c,,OP_center,idle,,,,,,
d_nikke_viper_01_37,d_nikke_viper_01,Speech,shifty_c,Locale_NikkeEpisode:d_nikke_viper_01_37,True,,1,1,1.0,,,,,,shifty_c,,OP_center,idle,,,,,,
d_nikke_viper_01_38,d_nikke_viper_01,Speech,shifty_c,Locale_NikkeEpisode:d_nikke_viper_01_38,True,,1,1,1.0,,,,,,shifty_c,,OP_center,idle,,,,,,
d_nikke_viper_01_39,d_nikke_viper_01,Self,Self,Locale_NikkeEpisode:d_nikke_viper_01_39,False,,1,1,1.0,,,,,,shifty_c,,OP_center,idle,,,,,,
d_nikke_viper_01_40,d_nikke_viper_01,Speech,shifty_c,Locale_NikkeEpisode:d_nikke_viper_01_40,True,,1,1,1.0,,,,,,shifty_c,,OP_center,idle,,,,,,
d_nikke_viper_01_41,d_nikke_viper_01,Self,Self,Locale_NikkeEpisode:d_nikke_viper_01_41,False,,1,1,1.0,,,,,,shifty_c,,OP_center,idle,,,,,,
d_nikke_viper_01_42,d_nikke_viper_01,Speech,shifty_c,Locale_NikkeEpisode:d_nikke_viper_01_42,True,,1,1,1.0,,,,,,shifty_c,,OP_center,idle,,,,,,
d_nikke_viper_01_43,d_nikke_viper_01,Speech,shifty_c,Locale_NikkeEpisode:d_nikke_viper_01_43,True,,1,1,1.0,,,,,,shifty_c,,OP_center,idle,,,,,,
d_nikke_viper_01_44,d_nikke_viper_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_viper_01_44,False,,1,1,1.0,,,,,,shifty_c,,OP_center,idle,,,,,,
d_nikke_viper_01_45,d_nikke_viper_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_viper_01_45,False,,1,1,1.0,,,,,,shifty_c,,OP_center,idle,,,,,,
d_nikke_viper_01_46,d_nikke_viper_01,Self,Self,Locale_NikkeEpisode:d_nikke_viper_01_46,False,,1,1,1.0,,,,,,shifty_c,,OP_center,idle,,,,,,
d_nikke_viper_01_47,d_nikke_viper_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_viper_01_47,False,,1,1,1.0,,,,,,shifty_c,,OP_center,idle,,,,,,
d_nikke_viper_01_48,d_nikke_viper_01,Self,Self,Locale_NikkeEpisode:d_nikke_viper_01_48,False,,1,1,1.0,,,,,,shifty_c,,OP_center,idle,,,,,,
d_nikke_viper_01_49,d_nikke_viper_01,Speech,shifty_c,Locale_NikkeEpisode:d_nikke_viper_01_49,True,,1,1,1.0,,,,,,shifty_c,,OP_center,pain,,,,,,
d_nikke_viper_01_50,d_nikke_viper_01,Speech,shifty_c,Locale_NikkeEpisode:d_nikke_viper_01_50,True,,1,1,1.0,,,,,,shifty_c,,OP_center,idle,,,,,,
d_nikke_viper_01_51,d_nikke_viper_01,Speech,shifty_c,Locale_NikkeEpisode:d_nikke_viper_01_51,True,,1,1,1.0,,,,,,shifty_c,,OP_center,think,,,,,,
d_nikke_viper_01_53,d_nikke_viper_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_viper_01_53,False,Backstreet_n,black,black,1.0,none,,,,black,,,OP_center,idle,,shifty_c,,,,
d_nikke_viper_01_54,d_nikke_viper_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_viper_01_54,False,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_viper_01_55,d_nikke_viper_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_viper_01_55,False,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_viper_01_56,d_nikke_viper_01,Self,Self,Locale_NikkeEpisode:d_nikke_viper_01_56,False,,1,1,1.0,,,,,,,,,,,,,,,
