id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_mihara_bondingchain_02_1,d_nikke_mihara_bondingchain_02,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_02_1,True,TreeOfWater,L_30,L_30,1.0,bgm_areah,mihara_b,1,idle,littlemermaid,3,surprise
d_nikke_mihara_bondingchain_02_2,d_nikke_mihara_bondingchain_02,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_02_2,True,,L_30,31,1.0,,,1,idle,,3,surprise
d_nikke_mihara_bondingchain_02_3,d_nikke_mihara_bondingchain_02,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_02_3,True,,31,31,1.0,,,1,idle,,3,surprise
d_nikke_mihara_bondingchain_02_4,d_nikke_mihara_bondingchain_02,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_02_4,False,,31,31,1.0,,,1,idle,,3,think
d_nikke_mihara_bondingchain_02_5,d_nikke_mihara_bondingchain_02,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_02_5,True,,31,31,1.0,,,1,idle,,3,think
d_nikke_mihara_bondingchain_02_6,d_nikke_mihara_bondingchain_02,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_02_6,True,,31,31,1.0,,,1,idle,,3,think
d_nikke_mihara_bondingchain_02_7,d_nikke_mihara_bondingchain_02,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_02_7,True,,31,31,1.0,,,1,sad_01,,3,think
d_nikke_mihara_bondingchain_02_8,d_nikke_mihara_bondingchain_02,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_02_8,True,,31,31,1.0,,,1,sad_01,,3,think
d_nikke_mihara_bondingchain_02_9,d_nikke_mihara_bondingchain_02,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_02_9,True,,31,31,1.0,,,1,sad_01,,3,idle
d_nikke_mihara_bondingchain_02_10,d_nikke_mihara_bondingchain_02,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_02_10,True,,31,31,1.0,,,1,idle,,3,idle
