id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_nikke_anis_sprklingsummer_05_1,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_1,True,RuinIndoor,1,1,1.0,bgm_story_lastbullet,,,anis_s,1,idle,
d_nikke_anis_sprklingsummer_05_2,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_2,True,,1,1,1.0,,,,,1,idle,
d_nikke_anis_sprklingsummer_05_3,d_nikke_anis_sparklingsummer_05,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_3,False,,1,XS_10,1.0,,,,,1,idle,
d_nikke_anis_sprklingsummer_05_4,d_nikke_anis_sparklingsummer_05,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_4,False,,XS_10,XS_10,1.0,,,,,1,idle,
d_nikke_anis_sprklingsummer_05_5,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_5,True,,XS_10,XS_10,1.0,,,,,1,worry,
d_nikke_anis_sprklingsummer_05_6,d_nikke_anis_sparklingsummer_05,Self,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_6,False,,XS_10,XS_10,1.0,,,,,1,worry,
d_nikke_anis_sprklingsummer_05_7,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_7,False,,XS_10,XS_10,1.0,,,,,1,void,
d_nikke_anis_sprklingsummer_05_8,d_nikke_anis_sparklingsummer_05,Self,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_8,False,,XS_10,XS_10,1.0,,,,,1,void,
d_nikke_anis_sprklingsummer_05_9,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_9,True,,XS_10,XS_10,1.0,,,,,1,void,
d_nikke_anis_sprklingsummer_05_10,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_10,True,,XS_10,XS_10,1.0,,,,,1,void,
d_nikke_anis_sprklingsummer_05_11,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_11,True,,XS_10,XS_10,1.0,,,,,1,delight,
d_nikke_anis_sprklingsummer_05_12,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_12,False,,XS_10,XS_10,1.0,,,,,1,delight,
d_nikke_anis_sprklingsummer_05_13,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_13,True,,XS_10,XS_10,1.0,,,,,1,delight,
d_nikke_anis_sprklingsummer_05_14,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_14,True,,XS_10,XS_10,1.0,,,,,1,delight,
d_nikke_anis_sprklingsummer_05_15,d_nikke_anis_sparklingsummer_05,Narration,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_15,False,White,XS_10,1,1.0,none,sfx_scn_heavydoordrag,,,1,delight,anis_s
d_nikke_anis_sprklingsummer_05_16,d_nikke_anis_sparklingsummer_05,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_16,False,,1,1,1.0,ambient_scn_wind,,,,,,
d_nikke_anis_sprklingsummer_05_17,d_nikke_anis_sparklingsummer_05,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_17,False,,1,1,1.0,,,,,,,
d_nikke_anis_sprklingsummer_05_18,d_nikke_anis_sparklingsummer_05,Self,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_18,False,,1,1,1.0,,,,,,,
d_nikke_anis_sprklingsummer_05_19,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_19,True,,1,1,1.0,,,,,,,
d_nikke_anis_sprklingsummer_05_20,d_nikke_anis_sparklingsummer_05,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_20,False,,1,1,1.0,,,,,,,
d_nikke_anis_sprklingsummer_05_21,d_nikke_anis_sparklingsummer_05,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_21,False,,1,XS_10,1.0,,,,anis_s,1,shy,
d_nikke_anis_sprklingsummer_05_22,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_22,True,,XS_10,XS_10,1.0,,,,,1,shy,
d_nikke_anis_sprklingsummer_05_23,d_nikke_anis_sparklingsummer_05,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_23,False,Sunset,XS_10,5,1.0,bgm_story_shapeofhope,,,,1,shy,
d_nikke_anis_sprklingsummer_05_24,d_nikke_anis_sparklingsummer_05,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_24,False,,5,5,1.0,,,,,1,shy,
d_nikke_anis_sprklingsummer_05_25,d_nikke_anis_sparklingsummer_05,Self,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_25,False,,5,5,1.0,,,,,1,shy,
d_nikke_anis_sprklingsummer_05_26,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_26,True,,5,1,1.0,,,,,1,special,
d_nikke_anis_sprklingsummer_05_27,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_27,True,,1,1,1.0,,,,,1,special,
d_nikke_anis_sprklingsummer_05_28,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_28,True,,1,1,1.0,,,,,1,special,
d_nikke_anis_sprklingsummer_05_29,d_nikke_anis_sparklingsummer_05,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_29,False,,1,1,1.0,,,,,1,special,
d_nikke_anis_sprklingsummer_05_30,d_nikke_anis_sparklingsummer_05,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_30,False,,1,1,1.0,,,,,1,special,
d_nikke_anis_sprklingsummer_05_31,d_nikke_anis_sparklingsummer_05,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_31,False,,1,1,1.0,,,,,1,special,
d_nikke_anis_sprklingsummer_05_32,d_nikke_anis_sparklingsummer_05,Narration,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_32,False,,1,1,1.0,,,,,1,special,
d_nikke_anis_sprklingsummer_05_33,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_33,True,,1,1,1.0,,,,,1,void,
d_nikke_anis_sprklingsummer_05_34,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_34,True,,1,XS_10,1.0,,,,,1,void,
d_nikke_anis_sprklingsummer_05_35,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_35,True,,XS_10,XS_10,1.0,,,,,1,void,
d_nikke_anis_sprklingsummer_05_36,d_nikke_anis_sparklingsummer_05,Self,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_36,False,,XS_10,XS_10,1.0,,,,,1,void,
d_nikke_anis_sprklingsummer_05_37,d_nikke_anis_sparklingsummer_05,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_37,False,,XS_10,XS_10,1.0,,,,,1,void,
d_nikke_anis_sprklingsummer_05_38,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_38,True,,XS_10,XS_10,1.0,,,,,1,worry,
d_nikke_anis_sprklingsummer_05_39,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_39,True,,XS_10,XS_10,1.0,,,,,1,worry,
d_nikke_anis_sprklingsummer_05_40,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_40,False,,XS_10,XS_10,1.0,,,,,1,worry,
d_nikke_anis_sprklingsummer_05_41,d_nikke_anis_sparklingsummer_05,Narration,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_41,False,,XS_10,1,0.7,,,,,1,void,
d_nikke_anis_sprklingsummer_05_42,d_nikke_anis_sparklingsummer_05,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_42,False,,1,1,1.0,,,,,1,void,
d_nikke_anis_sprklingsummer_05_43,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_43,True,,1,1,1.0,,,,,1,idle,
d_nikke_anis_sprklingsummer_05_44,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_44,True,,1,1,1.0,,,,,1,idle,
d_nikke_anis_sprklingsummer_05_45,d_nikke_anis_sparklingsummer_05,Self,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_45,False,,1,1,1.0,,,,,1,idle,
d_nikke_anis_sprklingsummer_05_46,d_nikke_anis_sparklingsummer_05,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_46,False,,1,1,1.0,,,,,1,idle,
d_nikke_anis_sprklingsummer_05_47,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_47,True,,1,1,1.0,,,,,1,idle,
d_nikke_anis_sprklingsummer_05_48,d_nikke_anis_sparklingsummer_05,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sprklingsummer_05_48,True,,1,1,1.0,,,,,1,idle,
