id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,play_sound,set_camera_shake,characters/1/hide_char_id
d_nikke_Mary_BayGoddess_04_1,d_nikke_Mary_BayGoddess_04,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_1,True,mary_s,1,think,LogHouseIn_d,1,10,2.0,bgm_story_fairytalesend_if,,,,,,,
d_nikke_Mary_BayGoddess_04_2,d_nikke_Mary_BayGoddess_04,Self,mary_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_2,False,,1,think,,10,10,1.0,,,,,,,,
d_nikke_Mary_BayGoddess_04_3,d_nikke_Mary_BayGoddess_04,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_3,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_Mary_BayGoddess_04_4,d_nikke_Mary_BayGoddess_04,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_4,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_Mary_BayGoddess_04_5,d_nikke_Mary_BayGoddess_04,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_5,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_Mary_BayGoddess_04_6,d_nikke_Mary_BayGoddess_04,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_6,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_Mary_BayGoddess_04_7,d_nikke_Mary_BayGoddess_04,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_7,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_Mary_BayGoddess_04_8,d_nikke_Mary_BayGoddess_04,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_8,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_Mary_BayGoddess_04_9,d_nikke_Mary_BayGoddess_04,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_9,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_Mary_BayGoddess_04_10,d_nikke_Mary_BayGoddess_04,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_10,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_Mary_BayGoddess_04_11,d_nikke_Mary_BayGoddess_04,Self,mary_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_11,False,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_Mary_BayGoddess_04_12,d_nikke_Mary_BayGoddess_04,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_12,True,,1,idle,,10,100,2.0,,,,,,,,
d_nikke_Mary_BayGoddess_04_13,d_nikke_Mary_BayGoddess_04,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_13,True,,1,idle,,100,100,1.0,,,,,,,,
d_nikke_Mary_BayGoddess_04_14,d_nikke_Mary_BayGoddess_04,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_14,True,,1,idle,,100,100,1.0,,,,,,,,
d_nikke_Mary_BayGoddess_04_15,d_nikke_Mary_BayGoddess_04,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_15,True,,1,idle,,100,100,1.0,,,,,,,,
d_nikke_Mary_BayGoddess_04_16,d_nikke_Mary_BayGoddess_04,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_16,True,,1,idle,,100,100,1.0,,,,,,,,
d_nikke_Mary_BayGoddess_04_17,d_nikke_Mary_BayGoddess_04,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_17,True,,1,idle,,100,100,1.0,,,,,,,,
d_nikke_Mary_BayGoddess_04_18,d_nikke_Mary_BayGoddess_04,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_18,True,,1,idle,,100,100,1.0,,,,,,,,
d_nikke_Mary_BayGoddess_04_19,d_nikke_Mary_BayGoddess_04,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_19,True,,1,idle,,100,100,1.0,,,,,,,,
d_nikke_Mary_BayGoddess_04_20,d_nikke_Mary_BayGoddess_04,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_20,True,,1,idle,,100,100,1.0,,,,,,,,
d_nikke_Mary_BayGoddess_04_21,d_nikke_Mary_BayGoddess_04,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_21,True,,1,idle,,100,100,1.0,,,,,,,,
d_nikke_Mary_BayGoddess_04_22,d_nikke_Mary_BayGoddess_04,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_22,True,,1,idle,,100,100,1.0,,,,,,,,
d_nikke_Mary_BayGoddess_04_23,d_nikke_Mary_BayGoddess_04,Self,mary_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_23,False,,1,idle,,100,100,1.0,,,,,,,,
d_nikke_Mary_BayGoddess_04_24,d_nikke_Mary_BayGoddess_04,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_24,True,,1,idle,,100,10,1.0,,,,,,,,
d_nikke_Mary_BayGoddess_04_25,d_nikke_Mary_BayGoddess_04,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_25,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_Mary_BayGoddess_04_26,d_nikke_Mary_BayGoddess_04,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_26,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_Mary_BayGoddess_04_27,d_nikke_Mary_BayGoddess_04,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_27,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_Mary_BayGoddess_04_28,d_nikke_Mary_BayGoddess_04,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_28,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_Mary_BayGoddess_04_29,d_nikke_Mary_BayGoddess_04,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_29,True,,1,think,,10,10,1.0,,,,,,,,
d_nikke_Mary_BayGoddess_04_30,d_nikke_Mary_BayGoddess_04,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_30,True,,1,think,,10,10,1.0,,,,,,,,
d_nikke_Mary_BayGoddess_04_31,d_nikke_Mary_BayGoddess_04,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_31,True,,1,think,,10,10,1.0,,,,,,,,
d_nikke_Mary_BayGoddess_04_32,d_nikke_Mary_BayGoddess_04,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_32,True,,1,think,,10,10,1.0,,,,,,,,
d_nikke_Mary_BayGoddess_04_33,d_nikke_Mary_BayGoddess_04,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_33,True,,1,think,,10,10,1.0,,,,,,,,
d_nikke_Mary_BayGoddess_04_34,d_nikke_Mary_BayGoddess_04,Self,mary_s,,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_34,False,,1,think,,10,10,1.0,,,,,,,,
d_nikke_Mary_BayGoddess_04_35,d_nikke_Mary_BayGoddess_04,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_35,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_Mary_BayGoddess_04_36,d_nikke_Mary_BayGoddess_04,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_36,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_Mary_BayGoddess_04_37,d_nikke_Mary_BayGoddess_04,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_04_37,True,,1,idle,,10,10,1.0,,,,,,,,
