id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
d_nikke_d_killerwife_02_1,d_nikke_d_killerwife_02,Speech,d_w,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_02_1,True,CommanderRoom,10,10,1.0,bgm_story_tuffguys,,,d_w,1,special
d_nikke_d_killerwife_02_2,d_nikke_d_killerwife_02,Self,d_w,,Locale_NikkeEpisode:d_nikke_d_killerwife_02_2,True,,10,10,1.0,,,,,1,special
d_nikke_d_killerwife_02_3,d_nikke_d_killerwife_02,Speech,d_w,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_02_3,True,,10,10,1.0,,,,,1,special
d_nikke_d_killerwife_02_4,d_nikke_d_killerwife_02,Speech,d_w,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_02_4,True,,10,10,1.0,,,,,1,special
d_nikke_d_killerwife_02_5,d_nikke_d_killerwife_02,Speech,d_w,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_02_5,True,,10,10,1.0,,,,,1,special
d_nikke_d_killerwife_02_6,d_nikke_d_killerwife_02,Choice,d_w,,Locale_NikkeEpisode:d_nikke_d_killerwife_02_6,True,,10,10,1.0,,d_nikke_d_killerwife_02_8,,,1,special
d_nikke_d_killerwife_02_7,d_nikke_d_killerwife_02,Choice,d_w,,Locale_NikkeEpisode:d_nikke_d_killerwife_02_7,True,,10,10,1.0,,d_nikke_d_killerwife_02_9,,,1,special
d_nikke_d_killerwife_02_8,d_nikke_d_killerwife_02,Speech,d_w,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_02_8,True,,10,10,1.0,,d_nikke_d_killerwife_02_12,,,1,special
d_nikke_d_killerwife_02_9,d_nikke_d_killerwife_02,Speech,d_w,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_02_9,True,,10,10,1.0,,,,,1,void
d_nikke_d_killerwife_02_10,d_nikke_d_killerwife_02,Self,d_w,,Locale_NikkeEpisode:d_nikke_d_killerwife_02_10,True,,10,10,1.0,,,,,1,void
d_nikke_d_killerwife_02_11,d_nikke_d_killerwife_02,Speech,d_w,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_02_11,True,,10,10,1.0,,d_nikke_d_killerwife_02_12,,,1,special
d_nikke_d_killerwife_02_12,d_nikke_d_killerwife_02,Speech,d_w,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_02_12,True,,10,10,1.0,,,,,1,special
d_nikke_d_killerwife_02_13,d_nikke_d_killerwife_02,Speech,d_w,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_02_13,True,,10,10,1.0,,,,,1,special
d_nikke_d_killerwife_02_14,d_nikke_d_killerwife_02,Speech,d_w,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_02_14,True,,10,10,1.0,,,,,1,special
d_nikke_d_killerwife_02_15,d_nikke_d_killerwife_02,Speech,d_w,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_02_15,True,,10,10,1.0,,,,,1,special
d_nikke_d_killerwife_02_16,d_nikke_d_killerwife_02,Speech,d_w,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_02_16,True,,10,10,1.0,,,,,1,special
d_nikke_d_killerwife_02_17,d_nikke_d_killerwife_02,Self,d_w,,Locale_NikkeEpisode:d_nikke_d_killerwife_02_17,True,,10,10,1.0,,,,,1,special
d_nikke_d_killerwife_02_18,d_nikke_d_killerwife_02,Speech,d_w,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_02_18,True,,10,10,1.0,,,,,1,special
d_nikke_d_killerwife_02_19,d_nikke_d_killerwife_02,Speech,d_w,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_02_19,True,,10,10,1.0,,,,,1,special
d_nikke_d_killerwife_02_20,d_nikke_d_killerwife_02,Speech,d_w,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_02_20,True,,10,10,1.0,,,,,1,special
d_nikke_d_killerwife_02_21,d_nikke_d_killerwife_02,Speech,d_w,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_02_21,True,,10,10,1.0,,,,,1,special
d_nikke_d_killerwife_02_22,d_nikke_d_killerwife_02,Speech,d_w,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_02_22,True,,10,10,1.0,,,,,1,special
d_nikke_d_killerwife_02_23,d_nikke_d_killerwife_02,Self,d_w,,Locale_NikkeEpisode:d_nikke_d_killerwife_02_23,True,,10,10,1.0,,,,,1,special
d_nikke_d_killerwife_02_24,d_nikke_d_killerwife_02,Speech,d_w,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_02_24,True,,10,100,1.0,,,,,1,special
d_nikke_d_killerwife_02_25,d_nikke_d_killerwife_02,Speech,d_w,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_02_25,True,,100,100,1.0,,,,,1,special
d_nikke_d_killerwife_02_26,d_nikke_d_killerwife_02,Speech,d_w,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_02_26,True,,100,100,1.0,,,,,1,special
d_nikke_d_killerwife_02_27,d_nikke_d_killerwife_02,Self,d_w,,Locale_NikkeEpisode:d_nikke_d_killerwife_02_27,True,,100,100,1.0,,,,,1,special
d_nikke_d_killerwife_02_28,d_nikke_d_killerwife_02,Speech,d_w,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_02_28,True,,100,100,1.0,,,,,1,special
d_nikke_d_killerwife_02_29,d_nikke_d_killerwife_02,Speech,d_w,d_w,Locale_NikkeEpisode:d_nikke_d_killerwife_02_29,True,,100,100,1.0,,,,,1,special
d_nikke_d_killerwife_02_30,d_nikke_d_killerwife_02,Choice,d_w,,Locale_NikkeEpisode:d_nikke_d_killerwife_02_30,True,,100,100,1.0,,d_nikke_d_killerwife_02_32,,,1,special
d_nikke_d_killerwife_02_31,d_nikke_d_killerwife_02,Choice,d_w,,Locale_NikkeEpisode:d_nikke_d_killerwife_02_31,True,,100,100,1.0,,d_nikke_d_killerwife_02_38,,,1,special
