id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
treasurestory_julia_05_1,treasurestory_julia_05,Monologue,julia,Locale_NikkeEpisode:treasurestory_julia_05_1,False,CommanderRoom_n,S_10,S_10,1.0,none,,julia,1,idle
treasurestory_julia_05_2,treasurestory_julia_05,Monologue,julia,Locale_NikkeEpisode:treasurestory_julia_05_2,False,,S_10,S_10,1.0,,,,1,idle
treasurestory_julia_05_3,treasurestory_julia_05,Self,julia,Locale_NikkeEpisode:treasurestory_julia_05_3,False,,S_10,S_10,1.0,,,,1,idle
treasurestory_julia_05_4,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_4,True,,S_10,S_10,1.0,bgm_story_inwonderland,julia,,1,idle
treasurestory_julia_05_5,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_5,True,,S_10,S_10,1.0,,julia,,1,idle
treasurestory_julia_05_6,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_6,True,,S_10,S_10,1.0,,julia,,1,idle
treasurestory_julia_05_7,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_7,True,,S_10,S_10,1.0,,julia,,1,idle
treasurestory_julia_05_8,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_8,True,,S_10,S_10,1.0,,julia,,1,idle
treasurestory_julia_05_9,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_9,True,,S_10,S_10,1.0,,julia,,1,idle
treasurestory_julia_05_10,treasurestory_julia_05,Self,julia,Locale_NikkeEpisode:treasurestory_julia_05_10,False,,S_10,S_10,1.0,,,,1,idle
treasurestory_julia_05_11,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_11,True,,S_10,S_10,1.3,,julia,,1,delight
treasurestory_julia_05_12,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_12,True,,S_10,S_10,1.0,,julia,,1,delight
treasurestory_julia_05_13,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_13,True,,S_10,S_10,1.0,,julia,,1,delight
treasurestory_julia_05_14,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_14,True,,S_10,S_10,1.0,,julia,,1,delight
treasurestory_julia_05_15,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_15,True,,S_10,S_10,1.0,,julia,,1,delight
treasurestory_julia_05_16,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_16,True,,S_10,S_10,1.0,,julia,,1,delight
treasurestory_julia_05_17,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_17,True,,S_10,S_10,1.0,,julia,,1,delight
treasurestory_julia_05_18,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_18,True,,S_10,S_10,1.0,,julia,,1,delight
treasurestory_julia_05_19,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_19,True,,S_10,S_10,1.0,,julia,,1,delight
treasurestory_julia_05_20,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_20,True,,S_10,S_10,1.0,,julia,,1,delight
treasurestory_julia_05_21,treasurestory_julia_05,Self,julia,Locale_NikkeEpisode:treasurestory_julia_05_21,False,,S_10,S_10,1.0,,,,1,delight
treasurestory_julia_05_22,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_22,True,,S_10,S_10,1.0,,julia,,1,delight
treasurestory_julia_05_23,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_23,False,,S_10,S_10,1.3,,julia,,1,idle
treasurestory_julia_05_24,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_24,True,,S_10,S_10,1.0,,julia,,1,idle
treasurestory_julia_05_25,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_25,True,,S_10,S_10,1.0,,julia,,1,idle
treasurestory_julia_05_26,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_26,True,,S_10,S_10,1.0,,julia,,1,delight
treasurestory_julia_05_27,treasurestory_julia_05,Monologue,julia,Locale_NikkeEpisode:treasurestory_julia_05_27,False,,S_10,S_100,1.5,,,,1,delight
treasurestory_julia_05_28,treasurestory_julia_05,Self,julia,Locale_NikkeEpisode:treasurestory_julia_05_28,False,,S_100,S_100,1.0,,,,1,delight
treasurestory_julia_05_29,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_29,True,,S_100,S_100,1.0,,julia,,1,delight
treasurestory_julia_05_30,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_30,True,,S_100,S_100,1.0,,julia,,1,delight
treasurestory_julia_05_31,treasurestory_julia_05,Monologue,julia,Locale_NikkeEpisode:treasurestory_julia_05_31,False,,S_100,S_100,1.0,,,,1,delight
treasurestory_julia_05_32,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_32,True,,S_100,S_100,1.0,,julia,,1,delight
treasurestory_julia_05_33,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_33,True,,S_100,S_100,1.0,,julia,,1,delight
treasurestory_julia_05_34,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_34,True,,S_100,S_100,1.0,,julia,,1,delight
treasurestory_julia_05_35,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_35,True,,S_100,S_100,1.0,,julia,,1,delight
treasurestory_julia_05_36,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_36,True,,S_100,S_100,1.0,,julia,,1,delight
treasurestory_julia_05_37,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_37,True,,S_100,S_10,1.3,,julia,,1,delight
treasurestory_julia_05_38,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_38,True,,S_10,S_10,1.0,,julia,,1,delight
treasurestory_julia_05_39,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_39,True,,S_10,S_10,1.0,,julia,,1,delight
treasurestory_julia_05_40,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_40,True,,S_10,S_10,1.0,,julia,,1,delight
treasurestory_julia_05_41,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_41,True,,S_10,S_10,1.0,,julia,,1,delight
treasurestory_julia_05_42,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_42,True,,S_10,S_10,1.0,,julia,,1,delight
treasurestory_julia_05_43,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_43,True,,S_10,S_10,1.0,,julia,,1,delight
treasurestory_julia_05_44,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_44,True,,S_10,S_10,1.0,,julia,,1,delight
treasurestory_julia_05_45,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_45,True,,S_10,S_10,1.0,,julia,,1,delight
treasurestory_julia_05_46,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_46,True,,S_10,S_10,1.0,,julia,,1,delight
treasurestory_julia_05_47,treasurestory_julia_05,Self,julia,Locale_NikkeEpisode:treasurestory_julia_05_47,False,,S_10,S_10,1.0,,,,1,delight
treasurestory_julia_05_48,treasurestory_julia_05,Self,julia,Locale_NikkeEpisode:treasurestory_julia_05_48,False,,S_10,S_10,1.0,,,,1,delight
treasurestory_julia_05_49,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_49,True,,S_10,S_10,1.0,,julia,,1,delight
treasurestory_julia_05_50,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_50,True,,S_10,S_10,1.0,,julia,,1,delight
treasurestory_julia_05_51,treasurestory_julia_05,Self,julia,Locale_NikkeEpisode:treasurestory_julia_05_51,False,,S_10,S_10,1.0,,,,1,delight
treasurestory_julia_05_52,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_52,True,,S_10,S_10,1.0,,julia,,1,delight
treasurestory_julia_05_53,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_53,True,,S_10,S_10,1.0,,julia,,1,delight
treasurestory_julia_05_54,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_54,True,,S_10,S_10,1.0,,julia,,1,delight
treasurestory_julia_05_55,treasurestory_julia_05,Self,julia,Locale_NikkeEpisode:treasurestory_julia_05_55,False,,S_10,S_10,1.0,,,,1,delight
treasurestory_julia_05_56,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_56,True,,S_10,S_10,1.0,,julia,,1,delight
treasurestory_julia_05_57,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_57,True,,S_10,S_10,1.0,,julia,,1,delight
treasurestory_julia_05_58,treasurestory_julia_05,Speech,julia,Locale_NikkeEpisode:treasurestory_julia_05_58,True,,S_10,S_10,1.0,,julia,,1,delight
