id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
treasurestory_laplace_04_1,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_1,True,CityForest_03_d,1,S_10,1.0,bgm_underwaterflowers,,laplace,1,angry
treasurestory_laplace_04_2,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_2,True,,S_10,S_10,1.0,,,,1,angry
treasurestory_laplace_04_3,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_3,True,,S_10,S_10,1.0,,,,1,angry
treasurestory_laplace_04_4,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_4,True,,S_10,S_10,1.0,,,,1,angry
treasurestory_laplace_04_5,treasurestory_laplace_04,Self,laplace,,Locale_NikkeEpisode:treasurestory_laplace_04_5,False,,S_10,S_10,1.0,,,,1,angry
treasurestory_laplace_04_6,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_6,True,,S_10,S_10,1.0,,,,1,idle
treasurestory_laplace_04_7,treasurestory_laplace_04,Self,laplace,,Locale_NikkeEpisode:treasurestory_laplace_04_7,False,,S_10,S_10,1.0,,,,1,idle
treasurestory_laplace_04_8,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_8,True,,S_10,S_10,1.0,,,,1,delight
treasurestory_laplace_04_9,treasurestory_laplace_04,Self,laplace,,Locale_NikkeEpisode:treasurestory_laplace_04_9,False,,S_10,S_10,1.0,,,,1,delight
treasurestory_laplace_04_10,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_10,True,,S_10,S_100,1.0,,,,1,angry
treasurestory_laplace_04_11,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_11,True,,S_100,S_100,1.0,,,,1,angry
treasurestory_laplace_04_12,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_12,True,,S_100,S_100,1.0,,,,1,idle
treasurestory_laplace_04_13,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_13,True,,S_100,S_100,1.0,,,,1,delight
treasurestory_laplace_04_14,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_14,True,,S_100,S_100,1.0,,,,1,idle
treasurestory_laplace_04_15,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_15,True,,S_100,S_100,1.0,,,,1,idle
treasurestory_laplace_04_16,treasurestory_laplace_04,Self,laplace,,Locale_NikkeEpisode:treasurestory_laplace_04_16,False,,S_100,S_100,1.0,,,,1,idle
treasurestory_laplace_04_17,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_17,True,,S_100,S_100,1.0,,,,1,idle
treasurestory_laplace_04_18,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_18,True,,S_100,S_100,1.0,,,,1,idle
treasurestory_laplace_04_19,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_19,True,,S_100,S_10,1.0,,,,1,delight
treasurestory_laplace_04_20,treasurestory_laplace_04,Self,laplace,,Locale_NikkeEpisode:treasurestory_laplace_04_20,False,,S_10,S_10,1.0,,,,1,delight
treasurestory_laplace_04_21,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_21,True,,S_10,S_10,1.0,,,,1,idle
treasurestory_laplace_04_22,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_22,True,,S_10,S_10,1.0,,,,1,idle
treasurestory_laplace_04_23,treasurestory_laplace_04,Self,laplace,,Locale_NikkeEpisode:treasurestory_laplace_04_23,False,,S_10,S_10,1.0,,,,1,idle
treasurestory_laplace_04_24,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_24,True,,S_10,S_10,1.0,,,,1,idle
treasurestory_laplace_04_25,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_25,True,,S_10,S_10,1.0,,,,1,angry
treasurestory_laplace_04_26,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_26,True,,S_10,S_10,1.0,,,,1,angry
treasurestory_laplace_04_27,treasurestory_laplace_04,Choice,laplace,,Locale_NikkeEpisode:treasurestory_laplace_04_27,False,,S_10,S_10,1.0,,treasurestory_laplace_04_29,,1,angry
treasurestory_laplace_04_28,treasurestory_laplace_04,Choice,laplace,,Locale_NikkeEpisode:treasurestory_laplace_04_28,False,,S_10,S_10,1.0,,treasurestory_laplace_04_34,,1,angry
treasurestory_laplace_04_29,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_29,True,,S_10,S_10,1.0,,,,1,shy
treasurestory_laplace_04_30,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_30,True,,S_10,S_10,1.0,,,,1,angry
treasurestory_laplace_04_31,treasurestory_laplace_04,Self,laplace,,Locale_NikkeEpisode:treasurestory_laplace_04_31,False,,S_10,S_10,1.0,,,,1,angry
treasurestory_laplace_04_32,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_32,True,,S_10,S_10,1.0,,,,1,idle
treasurestory_laplace_04_33,treasurestory_laplace_04,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_04_33,True,,S_10,S_10,1.0,,treasurestory_laplace_04_40,,1,angry
