id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_camera_shake,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_nikke_vesti_tactical_03_1,d_nikke_vesti_tactical_03,Monologue,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_1,False,Park,XS_10,XS_10,1.0,bgm_story_apricot,,,,,,,,,,,,,,
d_nikke_vesti_tactical_03_2,d_nikke_vesti_tactical_03,Monologue,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_2,False,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,
d_nikke_vesti_tactical_03_3,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_3,True,,XS_10,XS_10,1.0,,vesti_t,vesti_t,1,idle,,,,,,,,,,
d_nikke_vesti_tactical_03_4,d_nikke_vesti_tactical_03,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_4,False,,XS_10,XS_10,1.0,,,,1,idle,,,,,,,,,,
d_nikke_vesti_tactical_03_5,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_5,True,,XS_10,XS_10,1.0,,vesti_t,,1,shy,,,,,,,,,,
d_nikke_vesti_tactical_03_6,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_6,False,,XS_10,XS_10,1.0,,vesti_t,,1,shy,,,,,,,,,,
d_nikke_vesti_tactical_03_7,d_nikke_vesti_tactical_03,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_7,False,,XS_10,XS_10,1.0,,,,1,shy,,,,,,,,,,
d_nikke_vesti_tactical_03_8,d_nikke_vesti_tactical_03,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_8,False,,XS_10,XS_10,1.0,,,,1,shy,,,,,,,,,,
d_nikke_vesti_tactical_03_9,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_9,True,,XS_10,XS_100,0.5,,vesti_t,,1,idle,,,,,,,,,,
d_nikke_vesti_tactical_03_10,d_nikke_vesti_tactical_03,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_10,False,,XS_100,XS_100,1.0,,,,1,idle,,,,,,,,,,
d_nikke_vesti_tactical_03_11,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_11,True,,XS_100,XS_100,1.0,,vesti_t,,1,idle,,,,,,,,,,
d_nikke_vesti_tactical_03_12,d_nikke_vesti_tactical_03,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_12,False,,XS_100,XS_100,1.0,,,,1,idle,,,,,,,,,,
d_nikke_vesti_tactical_03_13,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_13,True,,XS_100,XS_100,1.0,,vesti_t,,1,idle,,,,,,,,,,
d_nikke_vesti_tactical_03_14,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_14,True,,XS_100,XS_100,1.0,,vesti_t,,1,worry,,,,,,,,,,
d_nikke_vesti_tactical_03_15,d_nikke_vesti_tactical_03,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_15,False,,XS_100,XS_100,1.0,,,,1,worry,,,,,,,,,,
d_nikke_vesti_tactical_03_16,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_16,True,,XS_100,XS_100,1.0,,vesti_t,,1,shy,,,,,,,,,,
d_nikke_vesti_tactical_03_17,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_17,True,,XS_100,XS_10,1.5,,vesti_t,,1,idle,,,,,,,,,,
d_nikke_vesti_tactical_03_18,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_18,True,,XS_10,XS_10,1.0,,vesti_t,,1,idle,,,,,,,,,,
d_nikke_vesti_tactical_03_19,d_nikke_vesti_tactical_03,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_19,False,,XS_10,XS_10,1.0,,,,1,idle,,,,,,,,,,
d_nikke_vesti_tactical_03_20,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_20,False,,XS_10,XS_100,0.5,,vesti_t,,1,shy,,,,,,,,,,
d_nikke_vesti_tactical_03_21,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_21,True,,XS_100,XS_100,1.0,,vesti_t,,1,shy,,,,,,,,,,
d_nikke_vesti_tactical_03_22,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_22,True,,XS_100,XS_100,1.0,,vesti_t,,1,worry,,,,,,,,,,
d_nikke_vesti_tactical_03_23,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_23,True,,XS_100,XS_100,1.0,,vesti_t,,1,worry,,,,,,,,,,
d_nikke_vesti_tactical_03_24,d_nikke_vesti_tactical_03,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_24,False,,XS_100,XS_100,1.0,,,,1,worry,,,,,,,,,,
d_nikke_vesti_tactical_03_25,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_25,True,,XS_100,XS_10,1.0,,vesti_t,,1,idle,,,,,,,,,,
d_nikke_vesti_tactical_03_26,d_nikke_vesti_tactical_03,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_26,False,,XS_10,XS_10,1.0,,,,1,idle,,,,,,,,,,
d_nikke_vesti_tactical_03_27,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_27,True,,XS_10,XS_10,1.0,,vesti_t,,1,idle,,,,,,,,,,
d_nikke_vesti_tactical_03_28,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_28,True,,XS_10,XS_10,1.0,,vesti_t,,1,worry,,,,,,,,,,
d_nikke_vesti_tactical_03_29,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_29,True,,XS_10,XS_10,1.0,,vesti_t,,1,worry,,,,,,,,,,
d_nikke_vesti_tactical_03_30,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_30,True,,XS_10,XS_10,1.0,,vesti_t,,1,worry,,,,,,,,,,
d_nikke_vesti_tactical_03_31,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_31,True,,XS_10,XS_100,1.5,,vesti_t,,1,shy,,,,,,,,,,
d_nikke_vesti_tactical_03_32,d_nikke_vesti_tactical_03,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_32,False,,XS_100,XS_100,1.0,,,,1,shy,,,,,,,,,,
d_nikke_vesti_tactical_03_33,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_33,True,,XS_100,XS_10,0.5,,vesti_t,,1,worry,,,,,,,,,,
d_nikke_vesti_tactical_03_34,d_nikke_vesti_tactical_03,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_34,False,,XS_10,XS_10,1.0,,,,1,worry,,,,,,,,,,
d_nikke_vesti_tactical_03_35,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_35,True,,XS_10,XS_10,1.0,,vesti_t,,1,shy,,,,,,,,,,
d_nikke_vesti_tactical_03_36,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_36,True,Theater,XS_10,XS_10,1.0,,vesti_t,,1,idle,black,,,,,,,,,
d_nikke_vesti_tactical_03_37,d_nikke_vesti_tactical_03,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_37,False,,XS_10,XS_10,1.0,,,,1,idle,,,,,,,,,,
d_nikke_vesti_tactical_03_38,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_38,True,,XS_10,XS_10,1.0,,vesti_t,,1,idle,,,,,,,,,,
d_nikke_vesti_tactical_03_39,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_39,True,,XS_10,XS_10,1.0,,vesti_t,,1,shy,,,,,,,,,,
d_nikke_vesti_tactical_03_40,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_40,False,,XS_10,XS_10,1.0,,unknown,,1,shy,,,,,,,,,,
d_nikke_vesti_tactical_03_41,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_41,True,,XS_10,XS_10,1.0,none,vesti_t,,1,worry,,,,,,,,,,
d_nikke_vesti_tactical_03_42,d_nikke_vesti_tactical_03,Speech,laplace,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_42,True,,S_30,S_30,1.0,bgm_story_languor,laplace,,1,worry,,laplace,3,idle,,,,,,
d_nikke_vesti_tactical_03_43,d_nikke_vesti_tactical_03,Speech,laplace,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_43,True,,S_30,2,1.0,,laplace,,1,worry,,,3,idle,,,,,,
d_nikke_vesti_tactical_03_44,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_44,True,,2,2,1.0,,vesti_t,,1,idle,,,3,idle,,,,,,
d_nikke_vesti_tactical_03_45,d_nikke_vesti_tactical_03,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_45,False,,2,2,1.0,,,,1,idle,,,3,idle,,,,,,
d_nikke_vesti_tactical_03_46,d_nikke_vesti_tactical_03,Speech,laplace,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_46,True,,2,2,1.0,,laplace,,1,idle,,,3,delight,,,,,,
d_nikke_vesti_tactical_03_47,d_nikke_vesti_tactical_03,Speech,laplace,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_47,True,,2,2,1.0,,laplace,,1,idle,,,3,delight,,,,,,
d_nikke_vesti_tactical_03_48,d_nikke_vesti_tactical_03,Speech,laplace,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_48,True,,2,2,1.0,,laplace,,1,idle,,,3,idle,,,,,,
d_nikke_vesti_tactical_03_49,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_49,True,,2,2,1.0,,vesti_t,,1,idle,,,3,idle,,,,,,
d_nikke_vesti_tactical_03_50,d_nikke_vesti_tactical_03,Speech,laplace,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_50,True,,2,2,1.0,,laplace,,1,idle,,,3,delight,,,,,,
d_nikke_vesti_tactical_03_51,d_nikke_vesti_tactical_03,Speech,laplace,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_51,True,,2,2,1.0,,laplace,,1,idle,,,3,delight,,,,,,
d_nikke_vesti_tactical_03_52,d_nikke_vesti_tactical_03,Self,laplace,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_52,False,,2,2,1.0,,,,1,idle,,,3,delight,,,,,,
d_nikke_vesti_tactical_03_53,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_53,True,,2,2,1.0,,vesti_t,,1,worry,,,3,delight,,,,,,
d_nikke_vesti_tactical_03_54,d_nikke_vesti_tactical_03,Speech,laplace,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_54,True,,2,2,1.0,,laplace,,1,worry,,,3,idle,,,,,,
d_nikke_vesti_tactical_03_55,d_nikke_vesti_tactical_03,Speech,laplace,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_55,True,,2,2,1.0,,laplace,,1,worry,,,3,idle,,,,,,
d_nikke_vesti_tactical_03_56,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_56,True,,2,2,1.0,,vesti_t,,1,worry,,,3,idle,,,,,,
d_nikke_vesti_tactical_03_57,d_nikke_vesti_tactical_03,Speech,laplace,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_57,True,,2,2,1.0,,laplace,,1,worry,,,3,idle,,,,,,
d_nikke_vesti_tactical_03_58,d_nikke_vesti_tactical_03,Self,laplace,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_58,False,,2,2,1.0,,,,1,worry,,,3,idle,,,,,,
d_nikke_vesti_tactical_03_59,d_nikke_vesti_tactical_03,Speech,laplace,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_59,True,,2,2,1.0,,laplace,,1,worry,,,3,delight,,,,,,
d_nikke_vesti_tactical_03_60,d_nikke_vesti_tactical_03,Speech,laplace,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_60,True,,2,S_30,1.0,,laplace,,1,worry,,,3,delight,,,,,,
d_nikke_vesti_tactical_03_61,d_nikke_vesti_tactical_03,Narration,laplace,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_61,False,,S_30,S_30,0.5,,,,1,worry,,,3,delight,Low_2,,,,,
d_nikke_vesti_tactical_03_62,d_nikke_vesti_tactical_03,Speech,laplace,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_62,True,,S_30,S_30,1.0,,laplace,,1,worry,,,3,delight,,,,,,
d_nikke_vesti_tactical_03_63,d_nikke_vesti_tactical_03,Speech,laplace,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_63,True,,S_30,2,1.5,,laplace,,1,worry,,,3,idle,,,,,,
d_nikke_vesti_tactical_03_64,d_nikke_vesti_tactical_03,Speech,laplace,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_64,True,,2,2,1.0,,laplace,,1,worry,,,3,idle,,,,,,
d_nikke_vesti_tactical_03_65,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_65,True,,2,2,1.0,,vesti_t,,1,worry,,,3,idle,,,,,,
d_nikke_vesti_tactical_03_66,d_nikke_vesti_tactical_03,Monologue,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_66,False,,black,black,1.0,,,,1,worry,,,3,idle,,,,,,
d_nikke_vesti_tactical_03_67,d_nikke_vesti_tactical_03,Speech,laplace,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_67,True,,S_30,S_30,1.0,,laplace,,1,worry,,,3,angry,,,,,,
d_nikke_vesti_tactical_03_68,d_nikke_vesti_tactical_03,Speech,laplace,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_68,True,,S_30,S_30,1.0,,laplace,,1,worry,,,3,idle,,,,,,
d_nikke_vesti_tactical_03_69,d_nikke_vesti_tactical_03,Speech,laplace,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_69,True,,S_30,S_30,1.0,,laplace,,1,worry,,,3,delight,,,,,,
d_nikke_vesti_tactical_03_70,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_70,False,,XS_10,XS_10,1.0,,vesti_t,,1,angry,,,3,delight,,,,,,
d_nikke_vesti_tactical_03_71,d_nikke_vesti_tactical_03,Monologue,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_71,False,,black,black,1.0,,,,1,angry,,,3,delight,,,,,,
d_nikke_vesti_tactical_03_72,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_72,True,Cafe,XS_10,XS_10,1.0,bgm_story_girlstalk,vesti_t,,1,idle,black,,3,delight,,laplace,,,,
d_nikke_vesti_tactical_03_73,d_nikke_vesti_tactical_03,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_73,False,,XS_10,XS_10,1.0,,,,1,idle,,,,,,,,,,
d_nikke_vesti_tactical_03_74,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_74,True,,XS_10,XS_10,1.0,,vesti_t,,1,delight,,,,,,,,,,
d_nikke_vesti_tactical_03_75,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_75,True,,XS_10,XS_10,1.0,,vesti_t,,1,idle,,,,,,,,,,
d_nikke_vesti_tactical_03_76,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_76,True,,XS_10,XS_10,1.0,,vesti_t,,1,idle,,,,,,,,,,
d_nikke_vesti_tactical_03_77,d_nikke_vesti_tactical_03,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_77,False,,XS_10,XS_10,1.0,,,,1,idle,,,,,,,,,,
d_nikke_vesti_tactical_03_78,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_78,True,,XS_10,XS_10,1.0,,vesti_t,,1,idle,,,,,,,,,,
d_nikke_vesti_tactical_03_79,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_79,True,,XS_10,XS_10,1.0,,vesti_t,,1,idle,,,,,,,,,,
d_nikke_vesti_tactical_03_80,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_80,True,,XS_10,XS_10,1.0,,vesti_t,,1,idle,,,,,,,,,,
d_nikke_vesti_tactical_03_81,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_81,True,,XS_10,XS_100,1.5,,vesti_t,,1,worry,,,,,,,,,,
d_nikke_vesti_tactical_03_82,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_82,True,,XS_100,XS_100,1.0,,vesti_t,,1,shy,,,,,,,,,,
d_nikke_vesti_tactical_03_83,d_nikke_vesti_tactical_03,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_83,False,,XS_100,XS_100,1.0,,,,1,shy,,,,,,,,,,
d_nikke_vesti_tactical_03_84,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_84,True,,XS_100,XS_10,1.0,,vesti_t,,1,delight,,,,,,,,,,
d_nikke_vesti_tactical_03_85,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_85,True,,XS_10,XS_10,1.0,,vesti_t,,1,shy,,,,,,,,,,
d_nikke_vesti_tactical_03_86,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_86,False,,black,black,1.0,none,unknown,,1,shy,,,,,,,,,,
