id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,characters/1/hide_char_id,fade,jump_target
d_nikke_leona_04_1,d_nikke_leona_04,Monologue,Locale_NikkeEpisode:d_nikke_leona_04_1,False,leona_no,1,idle,timi,3,idle,land_d,black,black,1.0,bgm_story_tragedy,,,,,,
d_nikke_leona_04_2,d_nikke_leona_04,Monologue,Locale_NikkeEpisode:d_nikke_leona_04_2,False,,1,idle,,3,idle,,black,black,1.0,,,,,,,
d_nikke_leona_04_3,d_nikke_leona_04,Monologue,Locale_NikkeEpisode:d_nikke_leona_04_3,False,,1,idle,,3,idle,,black,black,1.0,,,,,,,
d_nikke_leona_04_4,d_nikke_leona_04,Monologue,Locale_NikkeEpisode:d_nikke_leona_04_4,False,,1,idle,,3,idle,,black,black,1.0,,,,,,,
d_nikke_leona_04_5,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_5,True,,1,idle,,3,idle,,2,2,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_6,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_6,True,,1,idle,,3,idle,,2,2,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_7,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_7,True,,1,idle,,3,sad,,2,2,1.0,,timi,timi,sfx_scn_whine,,,
d_nikke_leona_04_8,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_8,True,,1,idle,,3,sad,,2,2,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_9,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_9,True,,1,sad,,3,sad,,2,2,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_10,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_10,True,,1,sad,,3,sad,,2,2,1.0,,timi,timi,sfx_scn_whine,,,
d_nikke_leona_04_11,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_11,True,,1,sad,,3,sad,,2,2,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_12,d_nikke_leona_04,Self,Locale_NikkeEpisode:d_nikke_leona_04_12,False,,1,sad,,3,sad,,2,2,1.0,,,,,,,
d_nikke_leona_04_13,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_13,True,,1,sad,,3,sad,,2,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_14,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_14,True,,1,sad,,3,sad,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_15,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_15,True,,1,sad,,3,sad,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_16,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_16,True,,1,idle,,3,sad,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_17,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_17,True,,1,idle,,3,sad,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_18,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_18,True,,1,idle,,3,sad,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_19,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_19,True,,1,idle,,3,sad,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_20,d_nikke_leona_04,Self,Locale_NikkeEpisode:d_nikke_leona_04_20,False,,1,idle,,3,sad,,Leo_10,Leo_10,1.0,,,,,,,
d_nikke_leona_04_21,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_21,True,,1,idle,,3,sad,,Leo_10,2,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_22,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_22,True,,1,idle,,3,think,,2,2,1.0,,timi,timi,sfx_scn_lionask,,,
d_nikke_leona_04_23,d_nikke_leona_04,Self,Locale_NikkeEpisode:d_nikke_leona_04_23,False,,1,idle,,3,think,,2,XS_30,1.0,,,,,,,
d_nikke_leona_04_24,d_nikke_leona_04,Self,Locale_NikkeEpisode:d_nikke_leona_04_24,False,,1,idle,,3,think,,XS_30,XS_30,1.0,,,,,,,
d_nikke_leona_04_25,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_25,True,,1,idle,,3,sad,,XS_30,XS_30,1.0,,timi,timi,sfx_scn_whine,,,
d_nikke_leona_04_26,d_nikke_leona_04,Self,Locale_NikkeEpisode:d_nikke_leona_04_26,False,,1,idle,,3,sad,,XS_30,Leo_10,1.0,,,,,,,
d_nikke_leona_04_27,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_27,True,,1,sad,,3,sad,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_28,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_28,True,,1,sad,,3,sad,,Leo_10,Leo_10,1.0,none,leona_no,leona_no,,,,
d_nikke_leona_04_29,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_29,False,,1,sad,,3,sad,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_30,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_30,True,,1,idle,,3,sad,,Leo_10,2,0.6,bgm_story_destinedtofight,leona_no,leona_no,,,,
d_nikke_leona_04_31,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_31,True,,1,idle,,3,surprise,,2,2,1.0,,timi,timi,sfx_scn_lionask,,,
d_nikke_leona_04_32,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_32,True,,1,idle,,3,surprise,,2,2,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_33,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_33,True,,1,idle,,3,surprise,,2,2,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_34,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_34,True,,1,idle,,3,surprise,,2,2,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_35,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_35,True,,1,idle,,3,think,,2,2,1.0,,timi,timi,sfx_scn_lionask,,,
d_nikke_leona_04_36,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_36,True,,1,idle,,3,think,,2,2,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_37,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_37,True,,1,idle,,3,think,,2,2,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_38,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_38,True,,1,delight,,3,think,,2,2,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_39,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_39,True,,1,delight,,3,angry,,2,XS_30,0.6,,timi,timi,sfx_scn_liongrowl,,,
d_nikke_leona_04_40,d_nikke_leona_04,Monologue,Locale_NikkeEpisode:d_nikke_leona_04_40,False,,1,delight,,3,angry,,XS_30,XS_30,1.0,,,,,,,
d_nikke_leona_04_41,d_nikke_leona_04,Monologue,Locale_NikkeEpisode:d_nikke_leona_04_41,False,,1,delight,,3,angry,,XS_30,XS_30,1.0,,,,,,,
d_nikke_leona_04_42,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_42,True,,1,delight,,3,angry,,XS_30,2,0.6,,timi,timi,sfx_scn_lionroar,,,
d_nikke_leona_04_43,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_43,True,,1,idle,,3,angry,,2,2,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_44,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_44,True,,1,idle,,3,angry,,2,2,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_45,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_45,True,,1,sad,,3,angry,,2,2,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_46,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_46,False,,1,sad,,3,angry,,2,2,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_47,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_47,True,,1,idle,,3,angry,,2,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_48,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_48,True,,1,idle,,3,angry,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_49,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_49,True,,1,idle,,3,angry,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_50,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_50,True,,1,idle,,3,angry,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_51,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_51,True,,1,idle,,3,angry,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_52,d_nikke_leona_04,Narration,Locale_NikkeEpisode:d_nikke_leona_04_52,False,,1,idle,,3,angry,,Leo_10,XS_30,1.0,,,,,,,
d_nikke_leona_04_53,d_nikke_leona_04,Monologue,Locale_NikkeEpisode:d_nikke_leona_04_53,False,,1,idle,,3,angry,,XS_30,XS_30,1.0,,,,,,,
d_nikke_leona_04_54,d_nikke_leona_04,Monologue,Locale_NikkeEpisode:d_nikke_leona_04_54,False,,1,idle,,3,angry,,XS_30,3,1.0,,,,,timi,,
d_nikke_leona_04_55,d_nikke_leona_04,Monologue,Locale_NikkeEpisode:d_nikke_leona_04_55,False,,1,idle,,,,,3,Leo_1,1.0,,,,,,,
d_nikke_leona_04_56,d_nikke_leona_04,Monologue,Locale_NikkeEpisode:d_nikke_leona_04_56,False,,1,idle,,,,land_n,Leo_1,Leo_1,1.0,bgm_story_backtonormal,,,,,black,
d_nikke_leona_04_57,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_57,True,,1,idle,,,,,Leo_1,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_58,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_58,False,,1,idle,,,,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_59,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_59,True,,1,idle,,,,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_60,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_60,True,,1,idle,,,,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_61,d_nikke_leona_04,Self,Locale_NikkeEpisode:d_nikke_leona_04_61,False,,1,idle,,,,,Leo_10,Leo_10,1.0,,,,,,,
d_nikke_leona_04_62,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_62,True,,1,sad,,,,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_63,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_63,True,,1,sad,,,,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_64,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_64,True,,1,idle,,,,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_65,d_nikke_leona_04,Monologue,Locale_NikkeEpisode:d_nikke_leona_04_65,False,,1,idle,,,,,Leo_10,Leo_1,1.0,,,,,,,
d_nikke_leona_04_66,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_66,True,,1,idle,,,,,Leo_1,Leo_1,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_67,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_67,True,,1,idle,,,,,Leo_1,Leo_1,1.0,,leona_no,leona_no,,,,
