id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,highlight,speaker,set_camera_shake,jump_target,play_sound,fade
d_nikke_nihilister_03_1,d_nikke_nihilister_03,Monologue,Locale_NikkeEpisode:d_nikke_nihilister_03_1,False,nihilister,1,idle,rapi,15,angry,anis,17,angry,neon,19,angry,Volcano_04,black,black,1.0,none,Blur_Middle,,,,,,
d_nikke_nihilister_03_2,d_nikke_nihilister_03,Monologue,Locale_NikkeEpisode:d_nikke_nihilister_03_2,False,,1,idle,,15,angry,,17,angry,,19,angry,,black,black,1.0,,Blur_Middle,,,,,,
d_nikke_nihilister_03_3,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_3,False,,1,idle,,15,angry,,17,angry,,19,angry,,100,100,1.0,,Blur_Middle,unknown,unknown,,,,
d_nikke_nihilister_03_4,d_nikke_nihilister_03,Self,Locale_NikkeEpisode:d_nikke_nihilister_03_4,False,,1,idle,,15,angry,,17,angry,,19,angry,,100,100,1.0,,Blur_Middle,,,Low_2,,,
d_nikke_nihilister_03_5,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_5,True,,1,smile,,15,angry,,17,angry,,19,angry,,100,100,1.0,bgm_story_anotherway,Blur_Low,unknown,unknown,,,,
d_nikke_nihilister_03_6,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_6,True,,1,smile,,15,angry,,17,angry,,19,angry,,100,100,1.0,,Blur_Low,unknown,unknown,,,,
d_nikke_nihilister_03_7,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_7,True,,1,shy,,15,angry,,17,angry,,19,angry,,100,100,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_8,d_nikke_nihilister_03,Self,Locale_NikkeEpisode:d_nikke_nihilister_03_8,False,,1,shy,,15,angry,,17,angry,,19,angry,,100,100,1.0,,,,,,,,
d_nikke_nihilister_03_9,d_nikke_nihilister_03,Monologue,Locale_NikkeEpisode:d_nikke_nihilister_03_9,False,,1,shy,,15,angry,,17,angry,,19,angry,,black,black,1.0,,,,,,,,
d_nikke_nihilister_03_10,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_10,False,,1,smile,,15,angry,,17,angry,,19,surprise,,S_190,S_190,1.0,,,neon,neon,,,,
d_nikke_nihilister_03_11,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_11,False,,1,smile,,15,angry,,17,angry,,19,surprise,,170,170,1.0,,,anis,anis,,,,
d_nikke_nihilister_03_12,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_12,False,,1,smile,,15,angry,,17,angry,,19,surprise,,150,150,1.0,,,rapi,rapi,,,,
d_nikke_nihilister_03_13,d_nikke_nihilister_03,Monologue,Locale_NikkeEpisode:d_nikke_nihilister_03_13,False,,1,smile,,15,angry,,17,angry,,19,surprise,,150,18,0.5,,,rapi,,,,,
d_nikke_nihilister_03_14,d_nikke_nihilister_03,Self,Locale_NikkeEpisode:d_nikke_nihilister_03_14,False,,1,smile,,15,angry,,17,angry,,19,surprise,,18,18,1.0,,,rapi,,,,,
d_nikke_nihilister_03_15,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_15,True,,1,smile,,15,angry,,17,angry,,19,surprise,,18,16,1.0,,,rapi,rapi,,,,
d_nikke_nihilister_03_16,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_16,True,,1,smile,,15,angry,,17,angry,,19,surprise,,16,16,1.0,,,rapi,rapi,,,,
d_nikke_nihilister_03_17,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_17,True,,1,smile,,15,angry,,17,angry,,19,surprise,,16,16,1.0,,,rapi,rapi,,,,
d_nikke_nihilister_03_18,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_18,True,,1,smile,,15,angry,,17,angry,,19,surprise,,16,18,1.0,,,anis,anis,,,,
d_nikke_nihilister_03_19,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_19,True,,1,smile,,15,angry,,17,angry,,19,angry,,18,18,1.0,,,neon,neon,,,,
d_nikke_nihilister_03_20,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_20,True,,1,smile,,15,angry,,17,angry,,19,angry,,18,1,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_21,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_21,True,,1,smile,,15,angry,,17,angry,,19,angry,,1,1,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_22,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_22,True,,1,idle,,15,angry,,17,angry,,19,angry,,1,10,2.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_23,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_23,True,,1,idle,,15,angry,,17,angry,,19,angry,,10,10,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_24,d_nikke_nihilister_03,Monologue,Locale_NikkeEpisode:d_nikke_nihilister_03_24,False,,1,idle,,15,angry,,17,angry,,19,angry,,black,black,1.0,,,nihilister,,,,,
d_nikke_nihilister_03_25,d_nikke_nihilister_03,Monologue,Locale_NikkeEpisode:d_nikke_nihilister_03_25,False,,1,smile,,15,angry,,17,angry,,19,angry,,black,black,1.0,,,nihilister,,,,,
d_nikke_nihilister_03_26,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_26,True,,1,smile,,15,angry,,17,angry,,19,angry,,10,10,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_27,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_27,True,,1,smile,,15,angry,,17,angry,,19,angry,,10,10,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_28,d_nikke_nihilister_03,Choice,Locale_NikkeEpisode:d_nikke_nihilister_03_28,False,,1,smile,,15,angry,,17,angry,,19,angry,,10,10,1.0,,,nihilister,,,d_nikke_nihilister_03_30,,
d_nikke_nihilister_03_29,d_nikke_nihilister_03,Choice,Locale_NikkeEpisode:d_nikke_nihilister_03_29,False,,1,smile,,15,angry,,17,angry,,19,angry,,10,10,1.0,,,nihilister,,,d_nikke_nihilister_03_38,,
d_nikke_nihilister_03_30,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_30,True,,1,idle,,15,angry,,17,angry,,19,angry,,10,1,2.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_31,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_31,True,,1,idle,,15,angry,,17,angry,,19,angry,,1,1,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_32,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_32,True,,1,smile,,15,angry,,17,angry,,19,angry,,1,1,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_33,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_33,True,,1,smile,,15,angry,,17,angry,,19,angry,,1,1,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_34,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_34,True,,1,shy,,15,angry,,17,angry,,19,angry,,1,100,0.3,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_35,d_nikke_nihilister_03,Monologue,Locale_NikkeEpisode:d_nikke_nihilister_03_35,False,,1,shy,,15,angry,,17,angry,,19,angry,,100,100,1.0,,,nihilister,,Low_2,,sfx_scn_press,
d_nikke_nihilister_03_36,d_nikke_nihilister_03,Self,Locale_NikkeEpisode:d_nikke_nihilister_03_36,False,,1,shy,,15,angry,,17,angry,,19,angry,,100,100,1.0,,,nihilister,,,,,
d_nikke_nihilister_03_37,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_37,True,,1,shy,,15,angry,,17,angry,,19,angry,,17,170,0.3,,,anis,anis,,d_nikke_nihilister_03_45,,
d_nikke_nihilister_03_38,d_nikke_nihilister_03,Monologue,Locale_NikkeEpisode:d_nikke_nihilister_03_38,False,,1,smile,,15,angry,,17,angry,,19,angry,,10,10,1.0,,,nihilister,,,,,
d_nikke_nihilister_03_39,d_nikke_nihilister_03,Monologue,Locale_NikkeEpisode:d_nikke_nihilister_03_39,False,,1,smile,,15,angry,,17,angry,,19,angry,,10,100,0.3,,,nihilister,,Low_2,,sfx_scn_press,
d_nikke_nihilister_03_40,d_nikke_nihilister_03,Self,Locale_NikkeEpisode:d_nikke_nihilister_03_40,False,,1,smile,,15,angry,,17,angry,,19,angry,,100,100,1.0,,,nihilister,,,,,
d_nikke_nihilister_03_41,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_41,True,,1,shy,,15,angry,,17,angry,,19,angry,,100,100,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_42,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_42,True,,1,shy,,15,angry,,17,angry,,19,angry,,100,100,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_43,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_43,True,,1,shy,,15,angry,,17,angry,,19,angry,,100,100,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_44,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_44,True,,1,shy,,15,angry,,17,angry,,19,angry,,17,170,0.3,,,anis,anis,,d_nikke_nihilister_03_45,,
d_nikke_nihilister_03_45,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_45,True,,1,angry,,15,angry,,17,angry,,19,angry,,100,100,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_46,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_46,True,,1,angry,,15,angry,,17,angry,,19,angry,,100,100,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_47,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_47,False,,1,angry,,15,angry,,17,angry,,19,angry,,100,100,1.0,,,anis,anis,,,,
d_nikke_nihilister_03_48,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_48,True,,1,idle,,15,angry,,17,angry,,19,angry,,100,10,2.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_49,d_nikke_nihilister_03,Self,Locale_NikkeEpisode:d_nikke_nihilister_03_49,False,,1,idle,,15,angry,,17,angry,,19,angry,,10,10,1.0,,,nihilister,,,,,
d_nikke_nihilister_03_50,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_50,True,,1,smile,,15,angry,,17,angry,,19,angry,,10,10,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_51,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_51,True,,1,smile,,15,angry,,17,angry,,19,angry,,10,10,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_52,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_52,True,,1,smile,,15,angry,,17,angry,,19,angry,,10,10,2.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_53,d_nikke_nihilister_03,Monologue,Locale_NikkeEpisode:d_nikke_nihilister_03_53,False,,1,smile,,15,angry,,17,angry,,19,angry,,10,10,1.0,,Blur_Low,nihilister,,,,,
d_nikke_nihilister_03_54,d_nikke_nihilister_03,Monologue,Locale_NikkeEpisode:d_nikke_nihilister_03_54,False,,1,smile,,15,angry,,17,angry,,19,angry,,10,10,1.0,,Blur_Low,nihilister,,,,,
d_nikke_nihilister_03_55,d_nikke_nihilister_03,Choice,Locale_NikkeEpisode:d_nikke_nihilister_03_55,False,,1,smile,,15,angry,,17,angry,,19,angry,,10,10,1.0,,Blur_Low,nihilister,,,d_nikke_nihilister_03_57,,
d_nikke_nihilister_03_56,d_nikke_nihilister_03,Choice,Locale_NikkeEpisode:d_nikke_nihilister_03_56,False,,1,smile,,15,angry,,17,angry,,19,angry,,10,10,1.0,,Blur_Low,nihilister,,,d_nikke_nihilister_03_57,,
d_nikke_nihilister_03_57,d_nikke_nihilister_03,Monologue,Locale_NikkeEpisode:d_nikke_nihilister_03_57,False,,1,smile,,15,angry,,17,angry,,19,angry,,10,10,1.0,,Blur_Low,nihilister,,,,,
d_nikke_nihilister_03_58,d_nikke_nihilister_03,Monologue,Locale_NikkeEpisode:d_nikke_nihilister_03_58,False,,1,smile,,15,angry,,17,angry,,19,angry,,10,10,1.0,,Blur_Low,nihilister,,,,,
d_nikke_nihilister_03_59,d_nikke_nihilister_03,Monologue,Locale_NikkeEpisode:d_nikke_nihilister_03_59,False,,1,smile,,15,angry,,17,angry,,19,angry,,10,10,1.0,,Blur_Low,nihilister,,,,,
d_nikke_nihilister_03_60,d_nikke_nihilister_03,Monologue,Locale_NikkeEpisode:d_nikke_nihilister_03_60,False,,1,smile,,15,angry,,17,angry,,19,angry,,10,10,1.0,,Blur_Low,nihilister,,,,,
d_nikke_nihilister_03_61,d_nikke_nihilister_03,Self,Locale_NikkeEpisode:d_nikke_nihilister_03_61,False,,1,smile,,15,angry,,17,angry,,19,angry,,10,10,1.0,,Blur_Low,nihilister,,,,,
d_nikke_nihilister_03_62,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_62,False,,1,shy,,15,angry,,17,angry,,19,angry,,10,10,0.7,,Blur_Low,nihilister,nihilister,,,sfx_scn_blanket,
d_nikke_nihilister_03_63,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_63,True,,1,shy,,15,angry,,17,angry,,19,angry,,10,10,1.0,,Blur_Low,nihilister,nihilister,,,,
d_nikke_nihilister_03_64,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_64,True,,1,shy,,15,angry,,17,angry,,19,angry,,10,10,1.0,,Blur_Low,nihilister,nihilister,,,,
d_nikke_nihilister_03_65,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_65,True,,1,shy,,15,angry,,17,angry,,19,angry,,10,10,1.0,,Blur_Low,nihilister,nihilister,,,,
d_nikke_nihilister_03_66,d_nikke_nihilister_03,Self,Locale_NikkeEpisode:d_nikke_nihilister_03_66,False,,1,shy,,15,angry,,17,angry,,19,angry,,10,10,1.0,,Blur_Low,nihilister,,,,,
d_nikke_nihilister_03_67,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_67,True,,1,idle,,15,angry,,17,angry,,19,angry,,10,10,1.0,,Blur_Low,nihilister,nihilister,,,,
d_nikke_nihilister_03_68,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_68,True,,1,idle,,15,angry,,17,angry,,19,angry,,10,10,2.0,,Blur_Low,nihilister,nihilister,,,,
d_nikke_nihilister_03_69,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_69,True,,1,idle,,15,angry,,17,angry,,19,angry,,10,10,1.0,,Blur_Low,nihilister,nihilister,,,,
d_nikke_nihilister_03_70,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_70,True,,1,idle,,15,angry,,17,angry,,19,angry,,10,10,1.0,,Blur_Low,nihilister,nihilister,,,,
d_nikke_nihilister_03_71,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_71,True,,1,angry2,,15,angry,,17,angry,,19,angry,,10,10,1.0,,Blur_Low,nihilister,nihilister,,,,
d_nikke_nihilister_03_72,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_72,True,,1,shy,,15,angry,,17,angry,,19,angry,,10,100,1.0,,Blur_Low,nihilister,nihilister,,,,
d_nikke_nihilister_03_73,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_73,True,,1,shy,,15,angry,,17,angry,,19,angry,,100,100,1.0,,Blur_Low,nihilister,nihilister,,,,
d_nikke_nihilister_03_74,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_74,True,,1,shy,,15,angry,,17,angry,,19,angry,,100,100,1.0,,Blur_Low,nihilister,nihilister,,,,
d_nikke_nihilister_03_75,d_nikke_nihilister_03,Self,Locale_NikkeEpisode:d_nikke_nihilister_03_75,False,,1,shy,,15,angry,,17,angry,,19,angry,,100,100,1.0,,Blur_Low,nihilister,,,,,
d_nikke_nihilister_03_76,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_76,True,,1,shy,,15,angry,,17,angry,,19,angry,,100,100,1.0,,Blur_Low,nihilister,nihilister,,,,
d_nikke_nihilister_03_77,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_77,True,,1,angry2,,15,angry,,17,angry,,19,angry,,100,100,1.0,,Blur_Low,nihilister,nihilister,,,,
d_nikke_nihilister_03_78,d_nikke_nihilister_03,Narration,Locale_NikkeEpisode:d_nikke_nihilister_03_78,False,,1,angry2,,15,angry,,17,angry,,19,angry,,100,10,0.7,,Blur_Low,nihilister,,,,sfx_scn_aim,
d_nikke_nihilister_03_79,d_nikke_nihilister_03,Self,Locale_NikkeEpisode:d_nikke_nihilister_03_79,False,,1,angry2,,15,angry,,17,angry,,19,angry,,10,10,1.0,,Blur_Low,nihilister,,,,,
d_nikke_nihilister_03_80,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_80,False,,1,surprise,,15,angry,,17,angry,,19,angry,,10,10,1.0,,Blur_Low,nihilister,nihilister,,,,
d_nikke_nihilister_03_81,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_81,True,,1,shy,,15,angry,,17,angry,,19,angry,,10,10,2.0,,Blur_Low,nihilister,nihilister,,,,
d_nikke_nihilister_03_82,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_82,True,,1,shy,,15,angry,,17,angry,,19,angry,,10,10,1.0,,Blur_Low,nihilister,nihilister,,,,
d_nikke_nihilister_03_83,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_83,True,,1,shy,,15,angry,,17,angry,,19,angry,,10,10,1.0,,Blur_Low,nihilister,nihilister,,,,
d_nikke_nihilister_03_84,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_84,True,,1,shy,,15,angry,,17,angry,,19,angry,,10,10,1.0,,Blur_Low,nihilister,nihilister,,,,
d_nikke_nihilister_03_85,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_85,True,,1,angry,,15,angry,,17,angry,,19,angry,,10,100,0.3,,Blur_Low,nihilister,nihilister,,,,
d_nikke_nihilister_03_86,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_86,True,,1,angry2,,15,angry,,17,angry,,19,angry,,100,100,1.0,,Blur_Low,nihilister,nihilister,,,,
