id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,characters/0/hide_char_id,characters/1/hide_char_id,set_camera_shake,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_nikke_rosanna_chicocean_01_1,d_nikke_rosanna_chicocean_01,Narration,anis_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_1,False,anis_s,12,idle,neon_s,14,idle,UninhabitedIsland_d,9,9,1.0,sfx_scn_wavebreak,bgm_story_lullabyforsunlight,,,,,,,
d_nikke_rosanna_chicocean_01_2,d_nikke_rosanna_chicocean_01,Monologue,anis_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_2,False,,12,idle,,14,idle,,9,9,1.0,,,,,,,,,
d_nikke_rosanna_chicocean_01_3,d_nikke_rosanna_chicocean_01,Speech,anis_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_3,True,,12,angry,,14,idle,,12,XS_1200,0.5,sfx_scn_spraywater,,anis_s,,,,,,
d_nikke_rosanna_chicocean_01_4,d_nikke_rosanna_chicocean_01,Speech,neon_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_4,True,,12,angry,,14,worry,,XS_1200,13,1.0,,,neon_s,,,,,,
d_nikke_rosanna_chicocean_01_5,d_nikke_rosanna_chicocean_01,Speech,anis_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_5,True,,12,angry,,14,worry,,13,13,1.0,,,anis_s,,,,,,
d_nikke_rosanna_chicocean_01_6,d_nikke_rosanna_chicocean_01,Speech,anis_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_6,True,,12,angry,,14,worry,,13,13,1.0,,,anis_s,,,,,,
d_nikke_rosanna_chicocean_01_7,d_nikke_rosanna_chicocean_01,Speech,neon_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_7,True,,12,angry,,14,no,,13,13,1.0,,,neon_s,,,,,,
d_nikke_rosanna_chicocean_01_8,d_nikke_rosanna_chicocean_01,Speech,anis_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_8,True,,12,angry,,14,no,,13,13,1.0,,,anis_s,,,,,,
d_nikke_rosanna_chicocean_01_9,d_nikke_rosanna_chicocean_01,Speech,anis_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_9,True,,12,angry,,14,no,,13,13,1.0,,,anis_s,,,,,,
d_nikke_rosanna_chicocean_01_10,d_nikke_rosanna_chicocean_01,Speech,neon_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_10,True,,12,angry,,14,no,,13,13,1.0,,,neon_s,,,,,,
d_nikke_rosanna_chicocean_01_11,d_nikke_rosanna_chicocean_01,Speech,anis_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_11,True,,12,angry,,14,no,,13,XS_120,1.0,,,anis_s,,,,,,
d_nikke_rosanna_chicocean_01_12,d_nikke_rosanna_chicocean_01,Speech,anis_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_12,True,,12,idle,,14,no,,XS_120,XS_120,1.0,,,anis_s,,,,,,
d_nikke_rosanna_chicocean_01_13,d_nikke_rosanna_chicocean_01,Speech,neon_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_13,True,,12,idle,,14,surprise,,XS_120,XS_140,1.0,,,neon_s,anis_s,,,,,
d_nikke_rosanna_chicocean_01_14,d_nikke_rosanna_chicocean_01,Narration,neon_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_14,False,,,,,14,surprise,,XS_140,XS_140,1.0,sfx_scn_runaway2,,,,neon_s,,,,
d_nikke_rosanna_chicocean_01_15,d_nikke_rosanna_chicocean_01,Monologue,,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_15,False,,,,,,,,XS_140,XS_140,1.0,,,,,,,,,
d_nikke_rosanna_chicocean_01_16,d_nikke_rosanna_chicocean_01,Monologue,,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_16,False,,,,,,,,XS_140,14,1.0,,,,,,,,,
d_nikke_rosanna_chicocean_01_17,d_nikke_rosanna_chicocean_01,Self,,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_17,False,,,,,,,,14,14,1.0,,,,,,,,,
d_nikke_rosanna_chicocean_01_18,d_nikke_rosanna_chicocean_01,Monologue,,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_18,False,,,,,,,,14,2,2.0,,,,,,,,,
d_nikke_rosanna_chicocean_01_19,d_nikke_rosanna_chicocean_01,Monologue,,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_19,False,,,,,,,,2,2,1.0,,,,,,,,,
d_nikke_rosanna_chicocean_01_20,d_nikke_rosanna_chicocean_01,Monologue,,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_20,False,,,,,,,,2,2,1.0,,,,,,,,,
d_nikke_rosanna_chicocean_01_21,d_nikke_rosanna_chicocean_01,Narration,,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_21,False,,,,,,,,2,2,1.0,sfx_scn_wavebreak,,,,,,,,
d_nikke_rosanna_chicocean_01_22,d_nikke_rosanna_chicocean_01,Narration,,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_22,False,,,,,,,,2,20,1.0,sfx_scn_waterdive,,,,,Low_2,,,
d_nikke_rosanna_chicocean_01_23,d_nikke_rosanna_chicocean_01,Self,,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_23,False,,,,,,,,20,20,1.0,,,,,,,,,
d_nikke_rosanna_chicocean_01_24,d_nikke_rosanna_chicocean_01,Self,,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_24,False,,,,,,,,20,20,1.0,,,,,,,,,
d_nikke_rosanna_chicocean_01_25,d_nikke_rosanna_chicocean_01,Narration,,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_25,False,,,,,,,,20,20,1.0,sfx_scn_wavebreak,,,,,,,,
d_nikke_rosanna_chicocean_01_26,d_nikke_rosanna_chicocean_01,Narration,,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_26,False,,,,,,,,20,200,1.0,sfx_scn_waterdive,,,,,Low_2,,,
d_nikke_rosanna_chicocean_01_27,d_nikke_rosanna_chicocean_01,Self,,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_27,False,,,,,,,,200,2,0.5,,,,,,,,,
d_nikke_rosanna_chicocean_01_28,d_nikke_rosanna_chicocean_01,Monologue,,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_28,False,,,,,,,,2,2,1.0,,,,,,,,,
d_nikke_rosanna_chicocean_01_29,d_nikke_rosanna_chicocean_01,Narration,,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_29,False,,,,,,,,2,20,1.0,sfx_scn_waterdive,,,,,Low_2,,,
d_nikke_rosanna_chicocean_01_30,d_nikke_rosanna_chicocean_01,Narration,,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_30,False,,,,,,,,20,200,1.0,sfx_scn_waterdive,,,,,Low_2,,,
d_nikke_rosanna_chicocean_01_31,d_nikke_rosanna_chicocean_01,Self,,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_31,False,,,,,,,,200,20,1.0,,,,,,,,,
d_nikke_rosanna_chicocean_01_32,d_nikke_rosanna_chicocean_01,Monologue,,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_32,False,,,,,,,,20,20,1.0,,,,,,,,,
d_nikke_rosanna_chicocean_01_33,d_nikke_rosanna_chicocean_01,Narration,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_33,False,,,,,,,,20,20,1.0,,,,,,,rosanna_s,2,idle
d_nikke_rosanna_chicocean_01_34,d_nikke_rosanna_chicocean_01,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_34,True,,,,,,,,20,20,1.0,,,rosanna_s,,,,,2,idle
d_nikke_rosanna_chicocean_01_35,d_nikke_rosanna_chicocean_01,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_35,True,,,,,,,,20,20,1.0,,,rosanna_s,,,,,2,idle
d_nikke_rosanna_chicocean_01_36,d_nikke_rosanna_chicocean_01,Monologue,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_36,False,,,,,,,,20,200,1.0,,,,,,,,2,idle
d_nikke_rosanna_chicocean_01_37,d_nikke_rosanna_chicocean_01,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_37,True,,,,,,,,200,200,1.0,,,rosanna_s,,,,,2,idle
d_nikke_rosanna_chicocean_01_38,d_nikke_rosanna_chicocean_01,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_38,False,,,,,,,,200,200,1.0,,,,,,,,2,idle
d_nikke_rosanna_chicocean_01_39,d_nikke_rosanna_chicocean_01,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_39,True,,,,,,,,200,200,1.0,,,rosanna_s,,,,,2,idle
d_nikke_rosanna_chicocean_01_40,d_nikke_rosanna_chicocean_01,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_40,True,,,,,,,,200,200,1.0,,,rosanna_s,,,,,2,smile
d_nikke_rosanna_chicocean_01_41,d_nikke_rosanna_chicocean_01,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_41,True,,,,,,,,200,200,1.0,,,rosanna_s,,,,,2,smile
d_nikke_rosanna_chicocean_01_42,d_nikke_rosanna_chicocean_01,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_42,True,,,,,,,,200,200,1.0,,,rosanna_s,,,,,2,idle
d_nikke_rosanna_chicocean_01_43,d_nikke_rosanna_chicocean_01,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_43,True,,,,,,,,200,200,1.0,,,rosanna_s,,,,,2,idle
d_nikke_rosanna_chicocean_01_44,d_nikke_rosanna_chicocean_01,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_44,False,,,,,,,,200,200,1.0,,,,,,,,2,idle
d_nikke_rosanna_chicocean_01_45,d_nikke_rosanna_chicocean_01,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_45,True,,,,,,,,200,20,1.0,,,rosanna_s,,,,,2,idle
d_nikke_rosanna_chicocean_01_46,d_nikke_rosanna_chicocean_01,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_46,True,,,,,,,,20,20,1.0,,,rosanna_s,,,,,2,delight
d_nikke_rosanna_chicocean_01_47,d_nikke_rosanna_chicocean_01,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_47,True,,,,,,,,20,20,1.0,,,rosanna_s,,,,,2,delight
d_nikke_rosanna_chicocean_01_48,d_nikke_rosanna_chicocean_01,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_48,False,,,,,,,,20,20,1.0,,,,,,,,2,delight
d_nikke_rosanna_chicocean_01_49,d_nikke_rosanna_chicocean_01,Monologue,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_49,False,,,,,,,,20,20,1.0,,,,,,,,2,delight
d_nikke_rosanna_chicocean_01_50,d_nikke_rosanna_chicocean_01,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_50,True,,,,,,,,20,20,1.0,,,rosanna_s,,,,,2,delight
d_nikke_rosanna_chicocean_01_51,d_nikke_rosanna_chicocean_01,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_51,False,,,,,,,,20,20,1.0,,,,,,,,2,delight
d_nikke_rosanna_chicocean_01_52,d_nikke_rosanna_chicocean_01,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_52,True,,,,,,,,20,200,1.0,,,rosanna_s,,,,,2,idle
d_nikke_rosanna_chicocean_01_53,d_nikke_rosanna_chicocean_01,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_53,False,,,,,,,,200,200,1.0,,,,,,,,2,idle
d_nikke_rosanna_chicocean_01_54,d_nikke_rosanna_chicocean_01,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_54,True,,,,,,,,200,200,1.0,,,rosanna_s,,,,,2,idle
d_nikke_rosanna_chicocean_01_55,d_nikke_rosanna_chicocean_01,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_55,False,,,,,,,,200,200,1.0,,,,,,,,2,idle
d_nikke_rosanna_chicocean_01_56,d_nikke_rosanna_chicocean_01,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_56,True,,,,,,,,200,200,1.0,,,rosanna_s,,,,,2,delight
d_nikke_rosanna_chicocean_01_57,d_nikke_rosanna_chicocean_01,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_57,True,,,,,,,,200,200,1.0,,,rosanna_s,,,,,2,delight
d_nikke_rosanna_chicocean_01_58,d_nikke_rosanna_chicocean_01,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_58,False,,,,,,,,200,200,1.0,,,,,,,,2,delight
d_nikke_rosanna_chicocean_01_59,d_nikke_rosanna_chicocean_01,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_59,True,,,,,,,,200,200,1.0,,,rosanna_s,,,,,2,delight
d_nikke_rosanna_chicocean_01_60,d_nikke_rosanna_chicocean_01,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_60,False,,,,,,,,200,200,1.0,,,,,,,,2,delight
d_nikke_rosanna_chicocean_01_61,d_nikke_rosanna_chicocean_01,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_61,True,,,,,,,,200,20,1.0,,,rosanna_s,,,,,2,idle
d_nikke_rosanna_chicocean_01_62,d_nikke_rosanna_chicocean_01,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_01_62,True,,,,,,,,20,20,1.0,,,rosanna_s,,,,,2,idle
