id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,fade
d_nikke_brid_02_1,d_nikke_brid_02,Monologue,brid,Locale_NikkeEpisode:d_nikke_brid_02_1,False,Police,3,1,1.0,none,,,,,,
d_nikke_brid_02_2,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_2,True,,1,1,1.0,,brid,brid,1,idle,,
d_nikke_brid_02_3,d_nikke_brid_02,Monologue,brid,Locale_NikkeEpisode:d_nikke_brid_02_3,False,,1,L_10,2.0,,,,1,idle,,
d_nikke_brid_02_4,d_nikke_brid_02,Self,brid,Locale_NikkeEpisode:d_nikke_brid_02_4,False,,L_10,L_10,1.0,bgm_story_breakaway,,,1,idle,,
d_nikke_brid_02_5,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_5,True,,L_10,L_10,1.0,,brid,,1,idle,,
d_nikke_brid_02_6,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_6,False,,L_10,L_100,2.0,,brid,,1,idle,,
d_nikke_brid_02_7,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_7,True,,L_100,L_100,1.0,,brid,,1,idle,,
d_nikke_brid_02_8,d_nikke_brid_02,Self,brid,Locale_NikkeEpisode:d_nikke_brid_02_8,False,,L_100,L_100,1.0,,,,1,idle,,
d_nikke_brid_02_9,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_9,True,,L_100,L_100,1.0,,brid,,1,idle,,
d_nikke_brid_02_10,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_10,True,,L_100,L_100,1.0,,brid,,1,idle,,
d_nikke_brid_02_11,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_11,True,,L_100,L_100,1.0,,brid,,1,idle,,
d_nikke_brid_02_12,d_nikke_brid_02,Choice,brid,Locale_NikkeEpisode:d_nikke_brid_02_12,False,,L_100,L_100,1.0,,,,1,idle,d_nikke_brid_02_14,
d_nikke_brid_02_13,d_nikke_brid_02,Choice,brid,Locale_NikkeEpisode:d_nikke_brid_02_13,False,,L_100,L_100,1.0,,,,1,idle,d_nikke_brid_02_21,
d_nikke_brid_02_14,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_14,False,,L_100,L_10,2.0,,brid,,1,idle,,
d_nikke_brid_02_15,d_nikke_brid_02,Self,brid,Locale_NikkeEpisode:d_nikke_brid_02_15,False,,L_10,L_10,1.0,,,,1,idle,,
d_nikke_brid_02_16,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_16,False,,L_10,L_10,1.0,,brid,,1,idle,,
d_nikke_brid_02_17,d_nikke_brid_02,Self,brid,Locale_NikkeEpisode:d_nikke_brid_02_17,False,,L_10,L_10,1.0,,,,1,idle,,
d_nikke_brid_02_18,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_18,True,,L_10,L_10,1.0,,brid,,1,idle,,
d_nikke_brid_02_19,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_19,True,,L_10,L_10,1.0,,brid,,1,idle,,
d_nikke_brid_02_20,d_nikke_brid_02,Self,brid,Locale_NikkeEpisode:d_nikke_brid_02_20,False,,L_10,L_10,1.0,,,,1,idle,d_nikke_brid_02_27,
d_nikke_brid_02_21,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_21,True,,L_100,L_10,1.0,,brid,,1,idle,,
d_nikke_brid_02_22,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_22,True,,L_10,L_10,1.0,,brid,,1,idle,,
d_nikke_brid_02_23,d_nikke_brid_02,Self,brid,Locale_NikkeEpisode:d_nikke_brid_02_23,False,,L_10,L_10,1.0,,,,1,idle,,
d_nikke_brid_02_24,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_24,False,,L_10,L_10,1.0,,brid,,1,idle,,
d_nikke_brid_02_25,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_25,True,,L_10,L_10,1.0,,brid,,1,angry,,
d_nikke_brid_02_26,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_26,True,,L_10,L_10,1.0,,brid,,1,angry,,
d_nikke_brid_02_27,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_27,True,,L_10,L_10,1.0,,brid,,1,angry,,
d_nikke_brid_02_28,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_28,True,,L_10,L_10,1.0,,brid,,1,angry,,
d_nikke_brid_02_29,d_nikke_brid_02,Self,brid,Locale_NikkeEpisode:d_nikke_brid_02_29,False,,L_10,L_10,1.0,,,,1,angry,,
d_nikke_brid_02_30,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_30,True,,L_10,L_10,1.0,,brid,,1,idle,,
d_nikke_brid_02_31,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_31,False,,L_10,L_10,1.0,,brid,,1,idle,,
d_nikke_brid_02_32,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_32,True,,L_10,L_10,1.0,,brid,,1,idle,,
d_nikke_brid_02_33,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_33,True,,L_10,L_10,1.0,,brid,,1,idle,,
d_nikke_brid_02_34,d_nikke_brid_02,Self,brid,Locale_NikkeEpisode:d_nikke_brid_02_34,False,,L_10,L_10,1.0,,,,1,idle,,
d_nikke_brid_02_35,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_35,True,,L_10,L_100,1.0,,brid,,1,idle,,
d_nikke_brid_02_36,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_36,True,,L_100,L_100,1.0,,brid,,1,idle,,
d_nikke_brid_02_37,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_37,True,,L_100,L_100,1.0,,brid,,1,idle,,
d_nikke_brid_02_38,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_38,True,,L_100,L_100,1.0,,brid,,1,idle,,
d_nikke_brid_02_39,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_39,True,,L_100,L_100,1.0,,brid,,1,idle,,
d_nikke_brid_02_40,d_nikke_brid_02,Self,brid,Locale_NikkeEpisode:d_nikke_brid_02_40,False,,L_100,L_100,1.0,,,,1,idle,,
d_nikke_brid_02_41,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_41,True,,L_100,L_10,1.0,,brid,,1,idle,,
d_nikke_brid_02_42,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_42,True,,L_10,L_10,1.0,,brid,,1,idle,,
d_nikke_brid_02_43,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_43,True,,L_10,L_10,1.0,,brid,,1,idle,,
d_nikke_brid_02_44,d_nikke_brid_02,Self,brid,Locale_NikkeEpisode:d_nikke_brid_02_44,False,,L_10,L_10,1.0,,,,1,idle,,
d_nikke_brid_02_45,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_45,True,,L_10,L_10,1.0,,brid,,1,idle,,
d_nikke_brid_02_46,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_46,True,,L_10,L_10,1.0,,brid,,1,idle,,
d_nikke_brid_02_47,d_nikke_brid_02,Self,brid,Locale_NikkeEpisode:d_nikke_brid_02_47,False,,L_10,L_10,1.0,,,,1,idle,,
d_nikke_brid_02_48,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_48,True,,L_10,L_10,1.0,,brid,,1,idle,,
d_nikke_brid_02_49,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_49,True,,L_10,L_10,1.0,,brid,,1,idle,,
d_nikke_brid_02_50,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_50,True,,L_10,L_10,1.0,,brid,,1,idle,,
d_nikke_brid_02_51,d_nikke_brid_02,Self,brid,Locale_NikkeEpisode:d_nikke_brid_02_51,False,,L_10,L_10,1.0,,,,1,idle,,
d_nikke_brid_02_52,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_52,True,,L_10,L_10,1.0,,brid,,1,idle,,
d_nikke_brid_02_53,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_53,True,,L_10,L_10,1.0,,brid,,1,idle,,
d_nikke_brid_02_54,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_54,True,,L_10,L_100,1.0,,brid,,1,idle,,
d_nikke_brid_02_55,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_55,True,,L_100,L_100,1.0,,brid,,1,idle,,
d_nikke_brid_02_56,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_56,True,,L_100,L_10,2.0,,brid,,1,idle,,
d_nikke_brid_02_57,d_nikke_brid_02,Self,brid,Locale_NikkeEpisode:d_nikke_brid_02_57,False,,L_10,L_10,1.0,,,,1,idle,,
d_nikke_brid_02_58,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_58,True,,L_10,L_10,1.0,,brid,,1,idle,,
d_nikke_brid_02_59,d_nikke_brid_02,Self,brid,Locale_NikkeEpisode:d_nikke_brid_02_59,False,,L_10,L_10,1.0,,,,1,idle,,
