id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_ce005_02_04_1,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_1,True,ce005_02,1,idle,NikkeRoom,1,1,1.0,bgm_story_orangepop,,,,,
d_nikke_ce005_02_04_2,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_2,True,,1,idle,,1,1,1.0,,,,,,
d_nikke_ce005_02_04_3,d_nikke_ce005_02_04,Self,ce005_02,,Locale_NikkeEpisode:d_nikke_ce005_02_04_3,False,,1,idle,,1,1,1.0,,,,,,
d_nikke_ce005_02_04_4,d_nikke_ce005_02_04,Self,ce005_02,,Locale_NikkeEpisode:d_nikke_ce005_02_04_4,False,,1,idle,,1,1,1.0,,,,,,
d_nikke_ce005_02_04_5,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_5,True,,1,idle,,1,1,1.0,,,,,,
d_nikke_ce005_02_04_6,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_6,True,,1,idle,,1,1,1.0,,,,,,
d_nikke_ce005_02_04_7,d_nikke_ce005_02_04,Choice,ce005_02,,Locale_NikkeEpisode:d_nikke_ce005_02_04_7,False,,1,idle,,1,1,1.0,,d_nikke_ce005_02_04_9,,,,
d_nikke_ce005_02_04_8,d_nikke_ce005_02_04,Choice,ce005_02,,Locale_NikkeEpisode:d_nikke_ce005_02_04_9,False,,1,idle,,1,1,1.0,,d_nikke_ce005_02_04_10,,,,
d_nikke_ce005_02_04_9,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_8,True,,1,idle,,1,1,1.0,,d_nikke_ce005_02_04_11,,,,
d_nikke_ce005_02_04_10,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_10,True,,1,idle,,1,1,1.0,,d_nikke_ce005_02_04_11,,,,
d_nikke_ce005_02_04_11,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_11,True,,1,idle,,1,1,1.0,,,,,,
d_nikke_ce005_02_04_12,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_12,True,,1,idle,Park,1,1,1.0,,,black,,,
d_nikke_ce005_02_04_13,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_13,True,,1,idle,,1,1,1.0,,,,,,
d_nikke_ce005_02_04_14,d_nikke_ce005_02_04,Self,ce005_02,,Locale_NikkeEpisode:d_nikke_ce005_02_04_14,False,,1,idle,,1,1,1.0,,,,,,
d_nikke_ce005_02_04_15,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_15,True,,1,idle,,1,1,1.0,,,,,,
d_nikke_ce005_02_04_16,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_16,True,,1,idle,,1,10,1.0,,,,,,
d_nikke_ce005_02_04_17,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_17,True,,1,idle,,10,10,1.0,,,,,,
d_nikke_ce005_02_04_18,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_18,True,,1,idle,,10,10,1.0,,,,,,
d_nikke_ce005_02_04_19,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_19,True,,1,idle,,10,1,1.0,,,,,,
d_nikke_ce005_02_04_20,d_nikke_ce005_02_04,Self,ce005_02,,Locale_NikkeEpisode:d_nikke_ce005_02_04_20,False,,1,idle,,1,1,1.0,,,,,,
d_nikke_ce005_02_04_21,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_21,True,,1,idle,,1,1,1.0,,,,,,
d_nikke_ce005_02_04_22,d_nikke_ce005_02_04,Self,ce005_02,,Locale_NikkeEpisode:d_nikke_ce005_02_04_22,False,,1,idle,ShoppingMall,1,1,1.0,,,black,,,
d_nikke_ce005_02_04_23,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_23,True,,1,idle,,1,1,1.0,,,,,,
d_nikke_ce005_02_04_24,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_24,True,,1,idle,,1,1,1.0,,,,,,
d_nikke_ce005_02_04_25,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_25,True,,1,idle,,1,1,1.0,,,,,,
d_nikke_ce005_02_04_26,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_26,True,,1,idle,,1,1,1.0,,,,,,
d_nikke_ce005_02_04_27,d_nikke_ce005_02_04,Self,ce005_02,,Locale_NikkeEpisode:d_nikke_ce005_02_04_27,False,,1,idle,,1,1,1.0,,,,,,
d_nikke_ce005_02_04_28,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_28,True,,1,idle,,1,1,1.0,,,,,,
d_nikke_ce005_02_04_29,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_29,True,,1,idle,,1,1,1.0,,,,,,
d_nikke_ce005_02_04_30,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_30,True,,1,idle,,1,1,1.0,,,,,,
d_nikke_ce005_02_04_31,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_31,True,,1,idle,,1,1,1.0,,,,,,
d_nikke_ce005_02_04_32,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_32,True,,1,shy,,1,1,1.0,,,,,,
d_nikke_ce005_02_04_33,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_33,True,,1,shy,,1,10,1.0,,,,,,
d_nikke_ce005_02_04_34,d_nikke_ce005_02_04,Self,,,Locale_NikkeEpisode:d_nikke_ce005_02_04_34,False,,1,shy,,10,10,1.0,,,,,,
d_nikke_ce005_02_04_35,d_nikke_ce005_02_04,Narration,,,Locale_NikkeEpisode:d_nikke_ce005_02_04_35,False,,1,idle,NikkeCorridor,1,1,1.0,,,black,,,
d_nikke_ce005_02_04_36,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_36,True,,1,idle,,1,1,1.0,,,,,,
d_nikke_ce005_02_04_37,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_37,True,,1,idle,,1,1,1.0,,,,,,
d_nikke_ce005_02_04_38,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_38,True,,1,idle,,1,1,1.0,,,,,,
d_nikke_ce005_02_04_39,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_39,True,,1,idle,,1,1,1.0,,,,,,
d_nikke_ce005_02_04_40,d_nikke_ce005_02_04,Narration,,,Locale_NikkeEpisode:d_nikke_ce005_02_04_40,False,,1,idle,,1,1,1.0,none,,,,,
d_nikke_ce005_02_04_41,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_41,True,,1,idle,NikkeRoom,13,13,1.0,,,black,trony,13,idle
d_nikke_ce005_02_04_42,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_42,True,,1,idle,,13,13,1.0,,,,,13,idle
d_nikke_ce005_02_04_43,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_43,True,,1,idle,,13,12,1.0,bgm_story_inwonderland,,,,13,idle
d_nikke_ce005_02_04_44,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_44,True,,1,idle,,12,13,1.0,,,,,13,idle
d_nikke_ce005_02_04_45,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_45,True,,1,idle,,13,13,1.0,,,,,13,idle
d_nikke_ce005_02_04_46,d_nikke_ce005_02_04,Self,trony,,Locale_NikkeEpisode:d_nikke_ce005_02_04_46,False,,1,idle,,13,13,1.0,,,,,13,idle
d_nikke_ce005_02_04_47,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_47,True,,1,idle,,13,13,1.0,,,,,13,idle
d_nikke_ce005_02_04_48,d_nikke_ce005_02_04,Narration,trony,,Locale_NikkeEpisode:d_nikke_ce005_02_04_48,False,,1,idle,,black,black,1.0,,,,,13,idle
d_nikke_ce005_02_04_49,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_49,True,,1,idle,,13,13,1.0,,,,,13,idle
d_nikke_ce005_02_04_50,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_50,True,,1,idle,,13,13,1.0,,,,,13,idle
d_nikke_ce005_02_04_51,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_51,True,,1,idle,,13,event_exnii_talk_15,1.0,,,,,13,idle
d_nikke_ce005_02_04_52,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_52,True,,1,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,,13,idle
