id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
d_nikke_ludmilla_winterowner_05_1,d_nikke_ludmilla_winterowner_05,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_1,False,HotSpringInnIn_d,1,1,1.0,event_bgm_neverland_hugme_day,,,,ludmilla_w,1,idle
d_nikke_ludmilla_winterowner_05_2,d_nikke_ludmilla_winterowner_05,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_2,False,,1,1,1.0,,,,,,1,idle
d_nikke_ludmilla_winterowner_05_3,d_nikke_ludmilla_winterowner_05,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_3,True,,1,10,1.0,,ludmilla_w,ludmilla_w,,,1,idle
d_nikke_ludmilla_winterowner_05_4,d_nikke_ludmilla_winterowner_05,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_4,False,,10,10,1.0,,ludmilla_w,,,,1,idle
d_nikke_ludmilla_winterowner_05_5,d_nikke_ludmilla_winterowner_05,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_5,False,,10,10,1.0,,ludmilla_w,,,,1,idle
d_nikke_ludmilla_winterowner_05_6,d_nikke_ludmilla_winterowner_05,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_6,True,,10,10,1.0,,ludmilla_w,ludmilla_w,,,1,smile
d_nikke_ludmilla_winterowner_05_7,d_nikke_ludmilla_winterowner_05,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_7,True,,10,10,1.0,,ludmilla_w,ludmilla_w,,,1,smile
d_nikke_ludmilla_winterowner_05_8,d_nikke_ludmilla_winterowner_05,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_8,True,,10,10,1.0,,ludmilla_w,ludmilla_w,,,1,smile
d_nikke_ludmilla_winterowner_05_9,d_nikke_ludmilla_winterowner_05,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_9,False,,10,10,1.0,,ludmilla_w,,,,1,smile
d_nikke_ludmilla_winterowner_05_10,d_nikke_ludmilla_winterowner_05,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_10,True,,10,10,1.0,,ludmilla_w,ludmilla_w,,,1,idle
d_nikke_ludmilla_winterowner_05_11,d_nikke_ludmilla_winterowner_05,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_11,False,,10,10,1.0,,ludmilla_w,,,,1,idle
d_nikke_ludmilla_winterowner_05_12,d_nikke_ludmilla_winterowner_05,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_12,False,,10,10,1.0,,ludmilla_w,,,,1,idle
d_nikke_ludmilla_winterowner_05_13,d_nikke_ludmilla_winterowner_05,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_13,True,,10,10,1.0,,ludmilla_w,ludmilla_w,,,1,idle
d_nikke_ludmilla_winterowner_05_14,d_nikke_ludmilla_winterowner_05,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_14,False,,10,10,1.0,,ludmilla_w,,,,1,idle
d_nikke_ludmilla_winterowner_05_15,d_nikke_ludmilla_winterowner_05,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_15,True,,10,1,1.0,,ludmilla_w,ludmilla_w,,,1,idle
d_nikke_ludmilla_winterowner_05_16,d_nikke_ludmilla_winterowner_05,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_16,True,,1,1,1.0,,ludmilla_w,ludmilla_w,,,1,idle
d_nikke_ludmilla_winterowner_05_17,d_nikke_ludmilla_winterowner_05,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_17,False,,1,1,1.0,,ludmilla_w,,,,1,idle
d_nikke_ludmilla_winterowner_05_18,d_nikke_ludmilla_winterowner_05,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_18,True,,1,1,1.0,,ludmilla_w,ludmilla_w,,,1,idle
d_nikke_ludmilla_winterowner_05_19,d_nikke_ludmilla_winterowner_05,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_19,True,,1,1,1.0,,ludmilla_w,ludmilla_w,,,1,idle
d_nikke_ludmilla_winterowner_05_20,d_nikke_ludmilla_winterowner_05,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_20,True,,1,1,1.0,,ludmilla_w,ludmilla_w,,,1,idle
d_nikke_ludmilla_winterowner_05_21,d_nikke_ludmilla_winterowner_05,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_21,True,,1,1,1.0,,ludmilla_w,ludmilla_w,,,1,idle
d_nikke_ludmilla_winterowner_05_22,d_nikke_ludmilla_winterowner_05,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_22,False,,1,1,1.0,,ludmilla_w,,sfx_scn_fillacup,,1,idle
d_nikke_ludmilla_winterowner_05_23,d_nikke_ludmilla_winterowner_05,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_23,True,,1,10,1.0,,ludmilla_w,ludmilla_w,,,1,idle
d_nikke_ludmilla_winterowner_05_24,d_nikke_ludmilla_winterowner_05,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_24,False,,10,10,1.0,,ludmilla_w,,,,1,idle
d_nikke_ludmilla_winterowner_05_25,d_nikke_ludmilla_winterowner_05,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_25,False,,10,10,1.0,,ludmilla_w,,,,1,idle
d_nikke_ludmilla_winterowner_05_26,d_nikke_ludmilla_winterowner_05,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_26,False,,10,10,1.0,,ludmilla_w,,,,1,idle
d_nikke_ludmilla_winterowner_05_27,d_nikke_ludmilla_winterowner_05,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_27,True,,10,10,1.0,,ludmilla_w,ludmilla_w,,,1,idle
d_nikke_ludmilla_winterowner_05_28,d_nikke_ludmilla_winterowner_05,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_28,False,,10,10,1.0,,ludmilla_w,,sfx_scn_putdown,,1,idle
d_nikke_ludmilla_winterowner_05_29,d_nikke_ludmilla_winterowner_05,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_29,True,,10,10,1.0,,ludmilla_w,ludmilla_w,,,1,idle
d_nikke_ludmilla_winterowner_05_30,d_nikke_ludmilla_winterowner_05,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_30,True,,10,10,1.0,,ludmilla_w,ludmilla_w,,,1,idle
d_nikke_ludmilla_winterowner_05_31,d_nikke_ludmilla_winterowner_05,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_31,True,,10,10,1.0,,ludmilla_w,ludmilla_w,,,1,idle
d_nikke_ludmilla_winterowner_05_32,d_nikke_ludmilla_winterowner_05,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_32,True,,10,10,1.0,,ludmilla_w,ludmilla_w,,,1,idle
d_nikke_ludmilla_winterowner_05_33,d_nikke_ludmilla_winterowner_05,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_33,True,,10,10,1.0,,ludmilla_w,ludmilla_w,,,1,idle
d_nikke_ludmilla_winterowner_05_34,d_nikke_ludmilla_winterowner_05,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_34,True,,10,10,1.0,,ludmilla_w,ludmilla_w,,,1,idle
d_nikke_ludmilla_winterowner_05_35,d_nikke_ludmilla_winterowner_05,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_35,True,,10,10,1.0,,ludmilla_w,ludmilla_w,,,1,idle
d_nikke_ludmilla_winterowner_05_36,d_nikke_ludmilla_winterowner_05,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_36,True,,10,10,1.0,,ludmilla_w,ludmilla_w,,,1,idle
d_nikke_ludmilla_winterowner_05_37,d_nikke_ludmilla_winterowner_05,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_37,True,,10,10,1.0,,ludmilla_w,ludmilla_w,,,1,idle
d_nikke_ludmilla_winterowner_05_38,d_nikke_ludmilla_winterowner_05,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_38,False,,10,10,1.0,,ludmilla_w,,,,1,idle
d_nikke_ludmilla_winterowner_05_39,d_nikke_ludmilla_winterowner_05,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_39,True,,10,1,1.0,,ludmilla_w,ludmilla_w,,,1,idle
d_nikke_ludmilla_winterowner_05_40,d_nikke_ludmilla_winterowner_05,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_40,True,,1,1,1.0,,ludmilla_w,ludmilla_w,,,1,idle
d_nikke_ludmilla_winterowner_05_41,d_nikke_ludmilla_winterowner_05,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_05_41,True,,1,1,1.0,,ludmilla_w,ludmilla_w,,,1,idle
