id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/hide_char_id,fade,characters/0/hide_char_id,jump_target,characters/1/hide_char_id
d_nikke_ce005_03_03_1,d_nikke_ce005_03_03,Monologue,Locale_NikkeEpisode:d_nikke_ce005_03_03_1,False,NikkeCorridor,1,1,1.0,none,,,,,,,,,,,,,,,,
d_nikke_ce005_03_03_2,d_nikke_ce005_03_03,Monologue,Locale_NikkeEpisode:d_nikke_ce005_03_03_2,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_ce005_03_03_3,d_nikke_ce005_03_03,Monologue,Locale_NikkeEpisode:d_nikke_ce005_03_03_3,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_ce005_03_03_4,d_nikke_ce005_03_03,Speech,Locale_NikkeEpisode:d_nikke_ce005_03_03_4,True,,1,event_exnii_talk_09,1.0,bgm_inark,sadman,sadman,mary,1,idle,glassesman,13,idle,,,,,,,,
d_nikke_ce005_03_03_5,d_nikke_ce005_03_03,Speech,Locale_NikkeEpisode:d_nikke_ce005_03_03_5,True,,event_exnii_talk_09,event_exnii_talk_09,1.0,,mary,mary,,1,idle,,13,idle,,,,,,,,
d_nikke_ce005_03_03_6,d_nikke_ce005_03_03,Speech,Locale_NikkeEpisode:d_nikke_ce005_03_03_6,True,,event_exnii_talk_09,event_exnii_talk_09,1.0,,mary,mary,,1,idle,,13,idle,,,,,,,,
d_nikke_ce005_03_03_7,d_nikke_ce005_03_03,Speech,Locale_NikkeEpisode:d_nikke_ce005_03_03_7,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,ce005_03,ce005_03,,1,idle,,13,idle,ce005_03,3,idle,glassesman,black,,,
d_nikke_ce005_03_03_8,d_nikke_ce005_03_03,Speech,Locale_NikkeEpisode:d_nikke_ce005_03_03_8,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,mary,mary,,1,idle,,,,,3,idle,,,,,
d_nikke_ce005_03_03_9,d_nikke_ce005_03_03,Speech,Locale_NikkeEpisode:d_nikke_ce005_03_03_9,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,mary,mary,,1,idle,,,,,3,idle,,,,,
d_nikke_ce005_03_03_10,d_nikke_ce005_03_03,Speech,Locale_NikkeEpisode:d_nikke_ce005_03_03_10,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,ce005_03,ce005_03,,1,idle,,,,,3,idle,,,,,
d_nikke_ce005_03_03_11,d_nikke_ce005_03_03,Self,Locale_NikkeEpisode:d_nikke_ce005_03_03_11,False,,event_exnii_talk_16,event_exnii_talk_16,1.0,,ce005_03,,,1,idle,,,,,3,idle,,,,,
d_nikke_ce005_03_03_12,d_nikke_ce005_03_03,Speech,Locale_NikkeEpisode:d_nikke_ce005_03_03_12,True,,event_exnii_talk_16,1,1.0,,mary,mary,,1,idle,,,,,3,idle,,,,,
d_nikke_ce005_03_03_13,d_nikke_ce005_03_03,Speech,Locale_NikkeEpisode:d_nikke_ce005_03_03_13,True,,1,1,1.0,,mary,mary,,1,idle,,,,,3,idle,,,,,
d_nikke_ce005_03_03_14,d_nikke_ce005_03_03,Speech,Locale_NikkeEpisode:d_nikke_ce005_03_03_14,True,,1,1,1.0,,mary,mary,,1,idle,,,,,3,idle,,,,,
d_nikke_ce005_03_03_15,d_nikke_ce005_03_03,Speech,Locale_NikkeEpisode:d_nikke_ce005_03_03_15,True,,1,1,1.0,,mary,mary,,1,idle,,,,,3,idle,,,,,
d_nikke_ce005_03_03_16,d_nikke_ce005_03_03,Self,Locale_NikkeEpisode:d_nikke_ce005_03_03_16,False,,1,event_exnii_talk_16,1.0,,ce005_03,,,1,idle,,,,,3,idle,,,,,
d_nikke_ce005_03_03_17,d_nikke_ce005_03_03,Speech,Locale_NikkeEpisode:d_nikke_ce005_03_03_17,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,ce005_03,ce005_03,,1,idle,,,,,3,idle,,,,,
d_nikke_ce005_03_03_18,d_nikke_ce005_03_03,Speech,Locale_NikkeEpisode:d_nikke_ce005_03_03_18,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,mary,mary,,1,idle,,,,,3,idle,,,,,
d_nikke_ce005_03_03_19,d_nikke_ce005_03_03,Speech,Locale_NikkeEpisode:d_nikke_ce005_03_03_19,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,mary,mary,,1,idle,,,,,3,idle,,,,,
d_nikke_ce005_03_03_20,d_nikke_ce005_03_03,Self,Locale_NikkeEpisode:d_nikke_ce005_03_03_20,False,,event_exnii_talk_16,event_exnii_talk_16,1.0,,mary,,,1,idle,,,,,3,idle,,,,,
d_nikke_ce005_03_03_21,d_nikke_ce005_03_03,Speech,Locale_NikkeEpisode:d_nikke_ce005_03_03_21,True,,event_exnii_talk_16,3,1.0,,ce005_03,ce005_03,,1,idle,,,,,3,idle,,black,mary,,
d_nikke_ce005_03_03_22,d_nikke_ce005_03_03,Self,Locale_NikkeEpisode:d_nikke_ce005_03_03_22,False,,3,3,1.0,,ce005_03,,,1,idle,,,,,3,idle,,,,,
d_nikke_ce005_03_03_23,d_nikke_ce005_03_03,Speech,Locale_NikkeEpisode:d_nikke_ce005_03_03_23,True,,3,3,1.0,,ce005_03,ce005_03,,1,idle,,,,,3,idle,,,,,
d_nikke_ce005_03_03_24,d_nikke_ce005_03_03,Speech,Locale_NikkeEpisode:d_nikke_ce005_03_03_24,True,,3,3,1.0,,ce005_03,ce005_03,,1,idle,,,,,3,idle,,,,,
d_nikke_ce005_03_03_25,d_nikke_ce005_03_03,Choice,Locale_NikkeEpisode:d_nikke_ce005_03_03_25,False,,3,3,1.0,,ce005_03,,,1,idle,,,,,3,idle,,,,d_nikke_ce005_03_03_27,
d_nikke_ce005_03_03_26,d_nikke_ce005_03_03,Choice,Locale_NikkeEpisode:d_nikke_ce005_03_03_26,False,,3,3,1.0,,ce005_03,,,1,idle,,,,,3,idle,,,,d_nikke_ce005_03_03_27,
d_nikke_ce005_03_03_27,d_nikke_ce005_03_03,Speech,Locale_NikkeEpisode:d_nikke_ce005_03_03_27,True,,3,3,1.0,,ce005_03,ce005_03,,1,idle,,,,,3,idle,,,,,
d_nikke_ce005_03_03_28,d_nikke_ce005_03_03,Speech,Locale_NikkeEpisode:d_nikke_ce005_03_03_28,True,,3,3,1.0,,ce005_03,ce005_03,,1,idle,,,,,3,idle,,,,,
d_nikke_ce005_03_03_29,d_nikke_ce005_03_03,Speech,Locale_NikkeEpisode:d_nikke_ce005_03_03_29,True,,3,3,1.0,,ce005_03,ce005_03,,1,idle,,,,,3,idle,,,,,
d_nikke_ce005_03_03_30,d_nikke_ce005_03_03,Speech,Locale_NikkeEpisode:d_nikke_ce005_03_03_30,True,,3,3,1.0,,ce005_03,ce005_03,,1,idle,,,,,3,idle,,,,,
d_nikke_ce005_03_03_31,d_nikke_ce005_03_03,Speech,Locale_NikkeEpisode:d_nikke_ce005_03_03_31,True,,3,3,1.0,,ce005_03,ce005_03,,1,idle,,,,,3,idle,,,,,
d_nikke_ce005_03_03_32,d_nikke_ce005_03_03,Narration,Locale_NikkeEpisode:d_nikke_ce005_03_03_32,False,,3,3,1.0,,ce005_03,,,1,surprise,,,,,3,idle,,,,,
d_nikke_ce005_03_03_33,d_nikke_ce005_03_03,Narration,Locale_NikkeEpisode:d_nikke_ce005_03_03_33,False,,3,3,1.0,,ce005_03,,,1,surprise,,,,,3,idle,,,,,
d_nikke_ce005_03_03_34,d_nikke_ce005_03_03,Speech,Locale_NikkeEpisode:d_nikke_ce005_03_03_34,True,,3,3,1.0,,ce005_03,ce005_03,,1,idle,,,,,3,idle,,,,,
d_nikke_ce005_03_03_35,d_nikke_ce005_03_03,Self,Locale_NikkeEpisode:d_nikke_ce005_03_03_35,False,,3,3,1.0,,ce005_03,,,1,idle,,,,,3,idle,,,,,
d_nikke_ce005_03_03_36,d_nikke_ce005_03_03,Speech,Locale_NikkeEpisode:d_nikke_ce005_03_03_36,True,,3,3,1.0,,ce005_03,ce005_03,,1,idle,,,,,3,idle,,,,,
d_nikke_ce005_03_03_37,d_nikke_ce005_03_03,Speech,Locale_NikkeEpisode:d_nikke_ce005_03_03_37,True,,3,3,1.0,,ce005_03,ce005_03,,1,shy,,,,,3,idle,,,,,
d_nikke_ce005_03_03_38,d_nikke_ce005_03_03,Speech,Locale_NikkeEpisode:d_nikke_ce005_03_03_38,True,,3,3,1.0,,ce005_03,ce005_03,,1,shy,,,,,3,idle,,,,,
d_nikke_ce005_03_03_39,d_nikke_ce005_03_03,Self,Locale_NikkeEpisode:d_nikke_ce005_03_03_39,False,,3,3,1.0,,ce005_03,,,1,idle,,,,,3,idle,,,,,
d_nikke_ce005_03_03_40,d_nikke_ce005_03_03,Speech,Locale_NikkeEpisode:d_nikke_ce005_03_03_40,True,,3,3,1.0,,ce005_03,ce005_03,,1,idle,,,,,3,idle,,,,,
d_nikke_ce005_03_03_41,d_nikke_ce005_03_03,Speech,Locale_NikkeEpisode:d_nikke_ce005_03_03_41,True,,3,3,1.0,,ce005_03,ce005_03,,1,idle,,,,,3,idle,,,,,
d_nikke_ce005_03_03_42,d_nikke_ce005_03_03,Speech,Locale_NikkeEpisode:d_nikke_ce005_03_03_42,True,,3,3,1.0,,ce005_03,ce005_03,,1,idle,,,,,3,idle,,,,,
d_nikke_ce005_03_03_43,d_nikke_ce005_03_03,Speech,Locale_NikkeEpisode:d_nikke_ce005_03_03_43,True,,3,3,1.0,,ce005_03,ce005_03,,1,idle,,,,,3,idle,,,,,
d_nikke_ce005_03_03_44,d_nikke_ce005_03_03,Speech,Locale_NikkeEpisode:d_nikke_ce005_03_03_44,True,,3,3,1.0,,ce005_03,ce005_03,,1,idle,,,,,3,idle,,,,,
d_nikke_ce005_03_03_45,d_nikke_ce005_03_03,Self,Locale_NikkeEpisode:d_nikke_ce005_03_03_45,False,,3,3,1.0,,ce005_03,,,1,idle,,,,,3,idle,,,,,
d_nikke_ce005_03_03_46,d_nikke_ce005_03_03,Speech,Locale_NikkeEpisode:d_nikke_ce005_03_03_46,True,,3,3,1.0,,ce005_03,ce005_03,,1,idle,,,,,3,idle,,,,,
d_nikke_ce005_03_03_47,d_nikke_ce005_03_03,Self,Locale_NikkeEpisode:d_nikke_ce005_03_03_47,False,,3,3,1.0,,ce005_03,,,1,idle,,,,,3,idle,,,,,ce005_03
