id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_ce004_04_03_1,d_nikke_ce004_04_03,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_03_1,True,SimulationRoom,1,1,1.0,bgm_story_fairytalesend_if,,ce004_04,12,idle,marciana,2,idle
d_nikke_ce004_04_03_2,d_nikke_ce004_04_03,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_03_2,True,,1,1,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_03_3,d_nikke_ce004_04_03,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_03_3,True,,1,1,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_03_4,d_nikke_ce004_04_03,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_03_4,True,,1,1,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_03_5,d_nikke_ce004_04_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_03_5,True,,1,20,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_03_6,d_nikke_ce004_04_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_03_6,True,,20,20,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_03_7,d_nikke_ce004_04_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_03_7,True,,20,20,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_03_8,d_nikke_ce004_04_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_03_8,True,,20,20,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_03_9,d_nikke_ce004_04_03,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_03_9,True,,20,120,1.0,,,,12,surprise,,2,idle
d_nikke_ce004_04_03_10,d_nikke_ce004_04_03,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_03_10,True,,120,120,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_03_11,d_nikke_ce004_04_03,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_03_11,True,,120,120,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_03_12,d_nikke_ce004_04_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_03_12,True,,120,1,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_03_13,d_nikke_ce004_04_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_03_13,True,,1,1,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_03_14,d_nikke_ce004_04_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_03_14,True,,1,1,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_03_15,d_nikke_ce004_04_03,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_03_15,True,,1,1,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_03_16,d_nikke_ce004_04_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_03_16,True,,1,20,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_03_17,d_nikke_ce004_04_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_03_17,True,,20,20,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_03_18,d_nikke_ce004_04_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_03_18,True,,20,200,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_03_19,d_nikke_ce004_04_03,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_03_19,True,,200,1,1.0,,,,12,surprise,,2,idle
d_nikke_ce004_04_03_20,d_nikke_ce004_04_03,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_03_20,True,,1,1,1.0,,,,12,surprise,,2,idle
d_nikke_ce004_04_03_21,d_nikke_ce004_04_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_03_21,False,,1,1,1.0,,,,12,surprise,,2,special
d_nikke_ce004_04_03_22,d_nikke_ce004_04_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_03_22,True,,1,1,1.0,,,,12,surprise,,2,think
d_nikke_ce004_04_03_23,d_nikke_ce004_04_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_03_23,True,,1,1,1.0,,,,12,surprise,,2,think
d_nikke_ce004_04_03_24,d_nikke_ce004_04_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_03_24,True,,1,1,1.0,,,,12,surprise,,2,think
d_nikke_ce004_04_03_25,d_nikke_ce004_04_03,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_03_25,False,,1,1,1.0,,,,12,surprise,,2,think
d_nikke_ce004_04_03_26,d_nikke_ce004_04_03,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_03_26,True,,1,1,1.0,,,,12,think,,2,think
d_nikke_ce004_04_03_27,d_nikke_ce004_04_03,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_03_27,True,,1,1,1.0,,,,12,think,,2,think
d_nikke_ce004_04_03_28,d_nikke_ce004_04_03,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_03_28,True,,1,1,1.0,,,,12,think,,2,think
d_nikke_ce004_04_03_29,d_nikke_ce004_04_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_03_29,False,,1,1,1.0,,,,12,think,,2,good
d_nikke_ce004_04_03_30,d_nikke_ce004_04_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_03_30,True,,1,1,1.0,,,,12,think,,2,idle
d_nikke_ce004_04_03_31,d_nikke_ce004_04_03,Narration,marciana,,Locale_NikkeEpisode:d_nikke_ce004_04_03_31,False,,1,1,1.0,none,sfx_scn_handtouch,,12,think,,2,idle
d_nikke_ce004_04_03_32,d_nikke_ce004_04_03,Narration,marciana,,Locale_NikkeEpisode:d_nikke_ce004_04_03_32,False,,1,1,1.0,,,,12,think,,2,idle
d_nikke_ce004_04_03_33,d_nikke_ce004_04_03,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_03_33,True,,1,1,1.0,bgm_story_weare,,,12,think,,2,surprise
d_nikke_ce004_04_03_34,d_nikke_ce004_04_03,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_03_34,True,,1,1,1.0,,,,12,idle,,2,surprise
