id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_filter_02,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_nikke_c_3_04_1,d_nikke_c_3_04,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_04_1,True,Hospital_n,black,black,1.0,none,,,,,,,,,,,,miranda,15,think,
d_nikke_c_3_04_2,d_nikke_c_3_04,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_04_2,True,,black,black,1.0,,,,,,,,,,,,,,15,think,
d_nikke_c_3_04_3,d_nikke_c_3_04,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_04_3,True,,black,black,1.0,,,,,,,,,,,,,,15,think,
d_nikke_c_3_04_4,d_nikke_c_3_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_04_4,True,,black,black,1.0,,,,,,,,,,,,,,15,think,
d_nikke_c_3_04_5,d_nikke_c_3_04,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_04_5,True,,S_150,S_1500,0.5,,,,,,,,,,,,,,15,shy,
d_nikke_c_3_04_6,d_nikke_c_3_04,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_04_6,True,,S_1500,S_1500,1.0,,,,,,,,,,,,,,15,shy,
d_nikke_c_3_04_7,d_nikke_c_3_04,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_04_7,True,,S_1500,S_1500,1.0,,,,,,,,,,,,,,15,shy,
d_nikke_c_3_04_8,d_nikke_c_3_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_04_8,True,,S_1500,S_1500,1.0,bgm_story_herecomestrouble,,,,,,,,,poli,13,sad,,15,shy,
d_nikke_c_3_04_9,d_nikke_c_3_04,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_04_9,True,,S_1500,S_150,1.0,,,,,,,,,,,13,sad,,15,shy,
d_nikke_c_3_04_10,d_nikke_c_3_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_04_10,True,,S_150,XS_130,0.5,,,,,,,,,,,13,angry,,15,shy,
d_nikke_c_3_04_11,d_nikke_c_3_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_04_11,True,,XS_130,XS_130,1.0,,,,,,,,,,,13,angry,,15,shy,
d_nikke_c_3_04_12,d_nikke_c_3_04,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_04_12,True,,XS_130,14,1.0,,,,,,,,,,,13,angry,,15,shy,
d_nikke_c_3_04_13,d_nikke_c_3_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_04_13,True,,14,14,1.0,,,,,,,,,,,13,angry,,15,shy,
d_nikke_c_3_04_14,d_nikke_c_3_04,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_04_14,True,,14,14,1.0,,,,,,,,,,,13,angry,,15,shy,
d_nikke_c_3_04_15,d_nikke_c_3_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_04_15,True,,14,14,1.0,,,,,,,,,,,13,angry,,15,shy,
d_nikke_c_3_04_16,d_nikke_c_3_04,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_04_16,True,,14,12,2.0,,,,,,c_3,1,smile,,,13,angry,,15,think,
d_nikke_c_3_04_17,d_nikke_c_3_04,Self,c_3,,Locale_NikkeEpisode:d_nikke_c_3_04_17,False,,12,12,1.0,,,,,,,1,good,,,13,angry,,15,think,
d_nikke_c_3_04_18,d_nikke_c_3_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_04_18,True,,12,12,1.0,,,,,,,1,good,,,13,sad,,15,think,
d_nikke_c_3_04_19,d_nikke_c_3_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_04_19,True,,12,12,1.0,,,,,,,1,good,,,13,sad,,15,think,
d_nikke_c_3_04_20,d_nikke_c_3_04,Self,poli,,Locale_NikkeEpisode:d_nikke_c_3_04_20,False,,12,12,1.0,,,,,,,1,idle,,,13,sad,,15,think,
d_nikke_c_3_04_21,d_nikke_c_3_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_04_21,True,,12,XS_130,2.0,,,,,,,1,idle,,,13,angry,,15,shy,
d_nikke_c_3_04_22,d_nikke_c_3_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_04_22,True,ShoppingMall,XS_30,XS_130,2.0,none,Grey,Vignetting,black,,,1,idle,c_3,,13,idle,,17,shy,miranda
d_nikke_c_3_04_23,d_nikke_c_3_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_04_23,True,,XS_130,XS_130,1.0,,Grey,Vignetting,,,,,,,,13,idle,,,,
d_nikke_c_3_04_24,d_nikke_c_3_04,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_04_24,True,,S_170,S_170,1.0,,Grey,Vignetting,,,,,,,,13,idle,miranda,17,idle,
d_nikke_c_3_04_25,d_nikke_c_3_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_04_25,True,,XS_130,XS_130,1.0,,Grey,Vignetting,,,,,,,,13,surprise,,17,idle,
d_nikke_c_3_04_26,d_nikke_c_3_04,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_04_26,True,,S_170,S_170,1.0,bgm_emergency,Grey,Vignetting,,,,,,,,13,surprise,,17,idle,
d_nikke_c_3_04_27,d_nikke_c_3_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_04_27,True,,XS_130,XS_1300,0.5,,Grey,Vignetting,,,,,,,,13,angry,,17,idle,
d_nikke_c_3_04_28,d_nikke_c_3_04,Monologue,poli,,Locale_NikkeEpisode:d_nikke_c_3_04_28,False,,XS_1300,12,2.0,,Grey,Vignetting,,,,,,,,13,angry,,17,idle,
d_nikke_c_3_04_29,d_nikke_c_3_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_04_29,True,,12,12,1.0,none,Grey,Vignetting,,,,,,,,13,surprise,,17,idle,
d_nikke_c_3_04_30,d_nikke_c_3_04,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_04_30,True,,S_170,S_1700,0.5,,Grey,Vignetting,,,,,,,,13,surprise,,17,idle,
d_nikke_c_3_04_31,d_nikke_c_3_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_04_31,True,,12,XS_130,0.5,bgm_story_herecomestrouble,Grey,Vignetting,,,,,,,,13,surprise,,17,idle,
d_nikke_c_3_04_32,d_nikke_c_3_04,Narration,poli,,Locale_NikkeEpisode:d_nikke_c_3_04_32,False,,black,black,1.0,,Grey,Vignetting,,sfx_scn_fireblindly,,,,,,13,surprise,,17,idle,
d_nikke_c_3_04_33,d_nikke_c_3_04,Narration,poli,,Locale_NikkeEpisode:d_nikke_c_3_04_33,False,Hospital_n,black,black,1.0,,Grey,Vignetting,,sfx_scn_explosions,,,,,,13,surprise,,15,idle,
d_nikke_c_3_04_34,d_nikke_c_3_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_04_34,True,,XS_130,XS_130,1.0,,,,black,,c_3,1,idle,,,13,sad,,15,shy,
d_nikke_c_3_04_35,d_nikke_c_3_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_04_35,True,,XS_130,XS_130,1.0,,,,,,,1,idle,,,13,sad,,15,shy,
d_nikke_c_3_04_36,d_nikke_c_3_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_04_36,True,,XS_130,XS_130,1.0,,,,,,,1,idle,,,13,angry,,15,shy,
d_nikke_c_3_04_37,d_nikke_c_3_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_04_37,True,,XS_130,XS_130,1.0,,,,,,,1,idle,,,13,angry,,15,shy,
d_nikke_c_3_04_38,d_nikke_c_3_04,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_04_38,True,,XS_130,S_150,2.0,,,,,,,1,idle,,,13,angry,,15,shy,
d_nikke_c_3_04_39,d_nikke_c_3_04,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_04_39,True,,S_150,S_150,1.0,,,,,,,1,idle,,,13,angry,,15,shy,
d_nikke_c_3_04_40,d_nikke_c_3_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_04_40,True,,S_150,14,1.0,,,,,,,1,idle,,,13,angry,,15,shy,
d_nikke_c_3_04_41,d_nikke_c_3_04,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_04_41,True,,14,14,1.0,,,,,,,1,idle,,,13,angry,,15,shy,
d_nikke_c_3_04_42,d_nikke_c_3_04,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_04_42,True,,black,black,1.0,none,,,,,,1,smile,,,13,surprise,,15,shy,
d_nikke_c_3_04_43,d_nikke_c_3_04,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_04_43,True,,14,10,1.0,,,,,,,1,smile,,,13,surprise,,15,shy,
d_nikke_c_3_04_44,d_nikke_c_3_04,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_04_44,True,,10,10,1.0,bgm_story_impression,,,,,,1,smile,,,13,surprise,,15,shy,
d_nikke_c_3_04_45,d_nikke_c_3_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_04_45,True,,XS_130,XS_130,1.0,,,,,,,1,good,,,13,angry,,15,shy,
d_nikke_c_3_04_46,d_nikke_c_3_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_04_46,True,,XS_130,XS_130,1.0,,,,,,,1,good,,,13,angry,,15,shy,
d_nikke_c_3_04_47,d_nikke_c_3_04,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_04_47,True,,XS_130,S_150,2.0,,,,,,,1,good,,,13,angry,,15,shy,
d_nikke_c_3_04_48,d_nikke_c_3_04,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_04_48,True,,10,10,1.0,,,,,,,1,good,,,13,angry,,15,shy,
d_nikke_c_3_04_49,d_nikke_c_3_04,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_04_49,True,,10,10,1.0,,,,,,,1,good,,,13,angry,,15,shy,
d_nikke_c_3_04_50,d_nikke_c_3_04,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_04_50,True,,10,10,1.0,,,,,,,1,good,,,13,angry,,15,delight,
d_nikke_c_3_04_51,d_nikke_c_3_04,Self,c_3,,Locale_NikkeEpisode:d_nikke_c_3_04_51,False,,10,10,1.0,,,,,,,1,good,,,13,angry,,15,delight,
d_nikke_c_3_04_52,d_nikke_c_3_04,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_04_52,True,,10,10,1.0,,,,,,,1,good,,,13,angry,,15,delight,
d_nikke_c_3_04_53,d_nikke_c_3_04,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_04_53,True,,10,10,1.0,,,,,,,1,good,,,13,angry,,15,delight,
d_nikke_c_3_04_54,d_nikke_c_3_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_04_54,True,,10,12,1.0,,,,,,,1,good,,,13,sad,,15,idle,
d_nikke_c_3_04_55,d_nikke_c_3_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_04_55,True,,12,12,1.0,,,,,,,1,good,,,13,angry,,15,idle,
d_nikke_c_3_04_56,d_nikke_c_3_04,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_04_56,True,,12,12,1.0,,,,,,,1,good,,,13,angry,,15,idle,
d_nikke_c_3_04_57,d_nikke_c_3_04,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_04_57,True,,12,12,1.0,,,,,,,1,good,,,13,angry,,15,idle,
d_nikke_c_3_04_58,d_nikke_c_3_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_04_58,True,,12,12,1.0,,,,,,,1,good,,,13,sad,,15,idle,
d_nikke_c_3_04_59,d_nikke_c_3_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_04_59,True,,12,XS_130,1.0,,,,,,,1,good,,,13,idle,,15,idle,
d_nikke_c_3_04_60,d_nikke_c_3_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_04_60,True,,XS_130,XS_130,1.0,,,,,,,1,good,,,13,idle,,15,idle,
d_nikke_c_3_04_61,d_nikke_c_3_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_04_61,True,,XS_130,XS_130,1.0,,,,,,,1,good,,,13,delight,,15,idle,
d_nikke_c_3_04_62,d_nikke_c_3_04,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_04_62,True,,XS_130,10,2.0,,,,,,,1,good,,,13,idle,,15,idle,
d_nikke_c_3_04_63,d_nikke_c_3_04,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_04_63,True,,10,10,1.0,,,,,,,1,good,,,13,idle,,15,idle,
d_nikke_c_3_04_64,d_nikke_c_3_04,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_04_64,True,,S_150,S_150,1.0,,,,,,,1,good,,,13,idle,,15,shy,
d_nikke_c_3_04_65,d_nikke_c_3_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_04_65,True,,S_150,14,1.0,,,,,,,1,good,,,13,angry,,15,shy,
d_nikke_c_3_04_66,d_nikke_c_3_04,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_04_66,True,,14,14,1.0,,,,,,,1,good,,,13,angry,,15,think,
d_nikke_c_3_04_67,d_nikke_c_3_04,Monologue,miranda,,Locale_NikkeEpisode:d_nikke_c_3_04_67,False,,14,13,2.0,,,,,,,1,good,,,13,angry,,15,think,miranda
d_nikke_c_3_04_68,d_nikke_c_3_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_04_68,True,,13,XS_130,1.0,,,,,,,1,good,,,13,sad,,,,
d_nikke_c_3_04_69,d_nikke_c_3_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_04_69,True,,XS_130,XS_130,1.0,,,,,,,1,good,,,13,idle,,,,
d_nikke_c_3_04_70,d_nikke_c_3_04,Self,poli,,Locale_NikkeEpisode:d_nikke_c_3_04_70,False,,XS_130,XS_130,1.0,,,,,,,1,good,,,13,idle,,,,
d_nikke_c_3_04_71,d_nikke_c_3_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_04_71,True,,XS_130,XS_130,1.0,,,,,,,1,good,,,13,angry,,,,
d_nikke_c_3_04_72,d_nikke_c_3_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_04_72,True,,XS_130,XS_1300,1.0,,,,,,,1,good,,,13,angry,,,,
d_nikke_c_3_04_73,d_nikke_c_3_04,Self,poli,,Locale_NikkeEpisode:d_nikke_c_3_04_73,False,,XS_1300,XS_1300,1.0,,,,,,,1,good,,,13,angry,,,,
d_nikke_c_3_04_74,d_nikke_c_3_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_04_74,True,,XS_1300,XS_130,2.0,,,,,,,1,good,,,13,angry,,,,
d_nikke_c_3_04_75,d_nikke_c_3_04,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_04_75,True,,XS_130,10,1.0,,,,,,,1,smile,,,13,angry,,,,
