id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_nikke_anchor_innocentmaid_02_1,d_nikke_anchor_innocentmaid_02,Monologue,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_1,False,MaidCafe,15,15,1.0,bgm_story_girlstalk,,,,,anchor_m,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_02_2,d_nikke_anchor_innocentmaid_02,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_2,True,,15,XS_150,1.0,,gossipingfemaleguest,gossipingfemaleguest,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_02_3,d_nikke_anchor_innocentmaid_02,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_3,True,,XS_150,XS_150,1.0,,gossipingfemaleguest,gossipingfemaleguest,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_02_4,d_nikke_anchor_innocentmaid_02,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_4,True,,XS_150,XS_150,1.0,,whisperingfemaleguest,whisperingfemaleguest,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_02_5,d_nikke_anchor_innocentmaid_02,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_5,True,,XS_150,XS_150,1.0,,whisperingfemaleguest,whisperingfemaleguest,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_02_6,d_nikke_anchor_innocentmaid_02,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_6,True,,XS_150,XS_150,1.0,,whisperingfemaleguest,whisperingfemaleguest,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_02_7,d_nikke_anchor_innocentmaid_02,Monologue,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_7,False,,XS_150,XS_1500,1.0,,,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_02_8,d_nikke_anchor_innocentmaid_02,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_8,False,,XS_1500,XS_1500,1.0,,,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_02_9,d_nikke_anchor_innocentmaid_02,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_9,True,,XS_1500,XS_100,1.5,,anchor_m,anchor_m,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_02_10,d_nikke_anchor_innocentmaid_02,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_10,True,,XS_100,XS_100,1.0,,anchor_m,anchor_m,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_02_11,d_nikke_anchor_innocentmaid_02,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_11,True,,XS_100,XS_100,1.0,,anchor_m,anchor_m,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_02_12,d_nikke_anchor_innocentmaid_02,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_12,True,,XS_100,XS_10,1.0,,anchor_m,anchor_m,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_02_13,d_nikke_anchor_innocentmaid_02,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_13,False,,XS_10,XS_10,1.0,,anchor_m,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_02_14,d_nikke_anchor_innocentmaid_02,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_14,False,,XS_10,XS_10,1.0,,anchor_m,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_02_15,d_nikke_anchor_innocentmaid_02,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_15,True,,XS_10,XS_10,1.0,,anchor_m,anchor_m,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_02_16,d_nikke_anchor_innocentmaid_02,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_16,True,,XS_10,XS_10,1.0,,anchor_m,anchor_m,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_02_17,d_nikke_anchor_innocentmaid_02,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_17,False,,XS_10,XS_10,1.0,,anchor_m,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_02_18,d_nikke_anchor_innocentmaid_02,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_18,True,,XS_10,XS_10,1.0,,anchor_m,anchor_m,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_02_19,d_nikke_anchor_innocentmaid_02,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_19,False,,XS_10,XS_10,1.0,,anchor_m,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_02_20,d_nikke_anchor_innocentmaid_02,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_20,True,,XS_10,XS_10,1.0,,anchor_m,anchor_m,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_02_21,d_nikke_anchor_innocentmaid_02,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_21,True,,XS_10,XS_10,1.0,,anchor_m,anchor_m,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_02_22,d_nikke_anchor_innocentmaid_02,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_22,False,,XS_10,XS_10,1.0,,anchor_m,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_02_23,d_nikke_anchor_innocentmaid_02,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_23,False,,XS_10,XS_10,1.0,,anchor_m,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_02_24,d_nikke_anchor_innocentmaid_02,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_24,True,,XS_10,XS_10,1.0,,anchor_m,anchor_m,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_02_25,d_nikke_anchor_innocentmaid_02,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_25,False,,XS_10,XS_10,1.0,,anchor_m,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_02_26,d_nikke_anchor_innocentmaid_02,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_26,True,,XS_10,XS_100,1.0,,anchor_m,anchor_m,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_02_27,d_nikke_anchor_innocentmaid_02,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_27,False,,XS_100,XS_100,1.0,,anchor_m,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_02_28,d_nikke_anchor_innocentmaid_02,Monologue,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_28,False,,XS_100,XS_100,1.0,,anchor_m,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_02_29,d_nikke_anchor_innocentmaid_02,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_29,False,,XS_100,XS_100,1.0,,anchor_m,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_02_30,d_nikke_anchor_innocentmaid_02,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_30,False,,XS_100,XS_100,1.0,,anchor_m,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_02_31,d_nikke_anchor_innocentmaid_02,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_31,True,,XS_100,XS_100,1.0,,anchor_m,anchor_m,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_02_32,d_nikke_anchor_innocentmaid_02,Narration,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_32,False,,black,black,1.0,,anchor_m,,sfx_scn_chimebell,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_02_33,d_nikke_anchor_innocentmaid_02,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_33,True,,53,53,1.0,,sin,sin,,,,1,idle,sin,3,idle,trony,5,surprise,,,
d_nikke_anchor_innocentmaid_02_34,d_nikke_anchor_innocentmaid_02,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_34,True,,53,53,1.0,,sin,sin,,,,1,idle,,3,idle,,5,surprise,,,
d_nikke_anchor_innocentmaid_02_35,d_nikke_anchor_innocentmaid_02,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_35,True,,53,53,1.0,,trony,trony,,,,1,idle,,3,idle,,5,surprise,,,
d_nikke_anchor_innocentmaid_02_36,d_nikke_anchor_innocentmaid_02,Choice,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_36,False,,53,53,1.0,,trony,,,d_nikke_anchor_innocentmaid_02_38,,1,idle,,3,idle,,5,surprise,,,
d_nikke_anchor_innocentmaid_02_37,d_nikke_anchor_innocentmaid_02,Choice,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_37,False,,53,53,1.0,,trony,,,d_nikke_anchor_innocentmaid_02_41,,1,idle,,3,idle,,5,surprise,,,
d_nikke_anchor_innocentmaid_02_38,d_nikke_anchor_innocentmaid_02,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_38,True,,53,53,1.0,,sin,sin,,,,1,idle,,3,idle,,5,surprise,,,
d_nikke_anchor_innocentmaid_02_39,d_nikke_anchor_innocentmaid_02,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_02_39,False,,53,53,1.0,,sin,,,,,1,idle,,3,idle,,5,surprise,,,
