id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,characters/0/hide_char_id,characters/2/hide_char_id,play_sound,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_nikke_guillotine_winterslayer_03_1,d_nikke_guillotine_winterslayer_03,Self,volume_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_1,False,guillotine_w,12,no,volume_c,2,idle,SnowTown_n,S_20,S_20,1.0,event_bgm_icedragonsaga_adventure,,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_2,d_nikke_guillotine_winterslayer_03,Speech,volume_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_2,True,,12,no,,2,delight,,S_20,S_20,1.0,,volume_c,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_3,d_nikke_guillotine_winterslayer_03,Speech,volume_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_3,True,,12,no,,2,delight,,S_20,S_20,1.0,,volume_c,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_4,d_nikke_guillotine_winterslayer_03,Speech,volume_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_4,True,,12,no,,2,delight,,S_20,S_20,1.0,,volume_c,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_5,d_nikke_guillotine_winterslayer_03,Speech,volume_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_5,True,,12,no,,2,delight,,S_20,S_20,1.0,,volume_c,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_6,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_6,True,,12,delight,,2,delight,,S_20,1,1.0,,guillotine_w,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_7,d_nikke_guillotine_winterslayer_03,Speech,volume_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_7,True,,12,delight,,2,idle,,1,1,1.0,,volume_c,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_8,d_nikke_guillotine_winterslayer_03,Speech,volume_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_8,True,,12,delight,,2,idle,,1,1,1.0,,volume_c,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_9,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_9,True,,12,idle,,2,idle,,1,1,1.0,,guillotine_w,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_10,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_10,True,,12,idle,,2,idle,,1,1,1.0,,guillotine_w,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_11,d_nikke_guillotine_winterslayer_03,Speech,volume_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_11,True,,12,idle,,2,idle,,1,1,1.0,,volume_c,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_12,d_nikke_guillotine_winterslayer_03,Speech,volume_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_12,True,,12,idle,,2,idle,,1,1,1.0,,volume_c,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_13,d_nikke_guillotine_winterslayer_03,Speech,volume_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_13,True,,12,idle,,2,idle,,1,1,1.0,,volume_c,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_14,d_nikke_guillotine_winterslayer_03,Speech,volume_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_14,True,,12,idle,,2,idle,,1,1,1.0,,volume_c,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_15,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_15,True,,12,idle,,2,idle,,1,1,1.0,,guillotine_w,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_16,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_16,True,,12,idle,,2,idle,,1,1,1.0,,guillotine_w,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_17,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_17,True,,12,idle,,2,idle,,1,1,1.0,,guillotine_w,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_18,d_nikke_guillotine_winterslayer_03,Speech,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_18,True,,12,no,,2,idle,DiningRoom_n,13,13,1.0,event_bgm_icedragonsaga_anotherhero,vesti_c,volume_c,vesti_c,14,idle,black,,,,,,,
d_nikke_guillotine_winterslayer_03_19,d_nikke_guillotine_winterslayer_03,Speech,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_19,True,,12,no,,,,,13,13,1.0,,vesti_c,,,14,idle,,,,,,,,
d_nikke_guillotine_winterslayer_03_20,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_20,True,,12,think,,,,,13,13,1.0,,guillotine_w,,,14,idle,,,,,,,,
d_nikke_guillotine_winterslayer_03_21,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_21,True,,12,delight,,,,,13,13,1.0,,guillotine_w,,,14,idle,,,,,,,,
d_nikke_guillotine_winterslayer_03_22,d_nikke_guillotine_winterslayer_03,Self,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_22,False,,12,delight,,,,,13,13,1.0,,,,,14,idle,,,,,,,,
d_nikke_guillotine_winterslayer_03_23,d_nikke_guillotine_winterslayer_03,Self,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_23,False,,12,delight,,,,,13,13,1.0,,,,,14,idle,,,,,,,,
d_nikke_guillotine_winterslayer_03_24,d_nikke_guillotine_winterslayer_03,Speech,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_24,True,,12,delight,,,,,13,XS_140,1.0,,vesti_c,,,14,idle,,,,,,,,
d_nikke_guillotine_winterslayer_03_25,d_nikke_guillotine_winterslayer_03,Speech,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_25,True,,12,delight,,,,,XS_140,XS_140,1.0,,vesti_c,,,14,idle,,,,,,,,
d_nikke_guillotine_winterslayer_03_26,d_nikke_guillotine_winterslayer_03,Speech,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_26,True,,12,delight,,,,,XS_140,XS_140,1.0,,vesti_c,,,14,delight,,,,,,,,
d_nikke_guillotine_winterslayer_03_27,d_nikke_guillotine_winterslayer_03,Self,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_27,False,,12,delight,,,,,XS_140,XS_140,1.0,,,,,14,delight,,,,,,,,
d_nikke_guillotine_winterslayer_03_28,d_nikke_guillotine_winterslayer_03,Speech,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_28,True,,12,delight,,,,,XS_140,13,1.0,,vesti_c,,,14,idle,,,,,,,,
d_nikke_guillotine_winterslayer_03_29,d_nikke_guillotine_winterslayer_03,Speech,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_29,True,,12,delight,,,,,13,13,1.0,,vesti_c,,,14,idle,,,,,,,,
d_nikke_guillotine_winterslayer_03_30,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_30,True,,12,idle,,,,,13,13,1.0,,guillotine_w,,,14,idle,,,,,,,,
d_nikke_guillotine_winterslayer_03_31,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_31,True,,12,idle,,,,,13,13,1.0,,guillotine_w,,,14,idle,,,,,,,,
d_nikke_guillotine_winterslayer_03_32,d_nikke_guillotine_winterslayer_03,Speech,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_32,True,,12,idle,,,,,13,13,1.0,,vesti_c,,,14,idle,,,,,,,,
d_nikke_guillotine_winterslayer_03_33,d_nikke_guillotine_winterslayer_03,Speech,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_33,True,,12,idle,,,,,13,13,1.0,,vesti_c,,,14,idle,,,,,,,,
d_nikke_guillotine_winterslayer_03_34,d_nikke_guillotine_winterslayer_03,Speech,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_34,True,,12,idle,,,,,13,13,1.0,,vesti_c,,,14,idle,,,,,,,,
d_nikke_guillotine_winterslayer_03_35,d_nikke_guillotine_winterslayer_03,Speech,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_35,True,,12,idle,,,,,13,13,1.0,,vesti_c,,,14,idle,,,,,,,,
d_nikke_guillotine_winterslayer_03_36,d_nikke_guillotine_winterslayer_03,Speech,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_36,True,,12,idle,,,,,13,13,1.0,,vesti_c,,,14,idle,,,,,,,,
d_nikke_guillotine_winterslayer_03_37,d_nikke_guillotine_winterslayer_03,Speech,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_37,True,,12,idle,,,,,13,13,1.0,,vesti_c,,,14,idle,,,,,,,,
d_nikke_guillotine_winterslayer_03_38,d_nikke_guillotine_winterslayer_03,Speech,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_38,True,,12,idle,,,,,13,13,1.0,,vesti_c,,,14,delight,,,,,,,,
d_nikke_guillotine_winterslayer_03_39,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_39,True,,12,idle,,,,,13,13,1.0,,guillotine_w,,,14,delight,,,,,,,,
d_nikke_guillotine_winterslayer_03_40,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_40,True,,12,idle,,,,,13,13,1.0,,guillotine_w,,,14,delight,,,,,,,,
d_nikke_guillotine_winterslayer_03_41,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_41,True,,12,idle,,,,,13,13,1.0,,guillotine_w,,,14,delight,,,,,,,,
d_nikke_guillotine_winterslayer_03_42,d_nikke_guillotine_winterslayer_03,Speech,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_42,True,,12,idle,,,,,13,13,1.0,,vesti_c,,,14,delight,,,,,,,,
d_nikke_guillotine_winterslayer_03_43,d_nikke_guillotine_winterslayer_03,Speech,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_43,True,,12,idle,,,,,13,13,1.0,,vesti_c,,,14,delight,,,,,,,,
d_nikke_guillotine_winterslayer_03_44,d_nikke_guillotine_winterslayer_03,Speech,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_44,True,,12,idle,,,,,13,13,1.0,,vesti_c,,,14,delight,,,,,,,,
d_nikke_guillotine_winterslayer_03_45,d_nikke_guillotine_winterslayer_03,Speech,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_45,True,,12,idle,,,,,13,13,1.0,,vesti_c,,,14,delight,,,,,,,,
d_nikke_guillotine_winterslayer_03_46,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_46,True,,12,idle,,,,,13,13,1.0,,guillotine_w,,,14,delight,,,,,,,,
d_nikke_guillotine_winterslayer_03_47,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_47,True,,12,idle,,,,,13,13,1.0,,guillotine_w,,,14,delight,,,,,,,,
d_nikke_guillotine_winterslayer_03_48,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_48,True,,12,idle,,,,,13,13,1.0,,guillotine_w,,,14,delight,,,,,,,,
d_nikke_guillotine_winterslayer_03_49,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_49,True,,12,idle,,,,,13,13,1.0,,guillotine_w,,,14,delight,,,,,,,,
d_nikke_guillotine_winterslayer_03_50,d_nikke_guillotine_winterslayer_03,Speech,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_50,True,,12,idle,,,,,13,13,1.0,,vesti_c,,,14,idle,,,,,,,,
d_nikke_guillotine_winterslayer_03_51,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_51,True,,12,surprise,,,,,13,13,1.0,,guillotine_w,,,14,idle,,,,,,,,
d_nikke_guillotine_winterslayer_03_52,d_nikke_guillotine_winterslayer_03,Self,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_52,False,,12,surprise,,,,,13,13,1.0,,,,,14,idle,,,,,,,,
d_nikke_guillotine_winterslayer_03_53,d_nikke_guillotine_winterslayer_03,Speech,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_53,True,,12,surprise,,,,,13,13,1.0,,vesti_c,,,14,idle,,,,,,,,
d_nikke_guillotine_winterslayer_03_54,d_nikke_guillotine_winterslayer_03,Speech,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_54,True,,12,surprise,,,,,13,13,1.0,,vesti_c,,,14,idle,,,,,,,,
d_nikke_guillotine_winterslayer_03_55,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_55,True,,12,idle,,,,,13,13,1.0,,guillotine_w,,,14,idle,,,,,,,,
d_nikke_guillotine_winterslayer_03_56,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_56,True,,12,idle,,,,,13,13,1.0,,guillotine_w,,,14,idle,,,,,,,,
