id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_milk_02_1,d_nikke_milk_02,Speech,dolla,dolla,Locale_NikkeEpisode:d_nikke_milk_02_1,True,Restaurant,S_130,S_130,1.0,bgm_story_fairytalesend_if,,milk,1,idle,dolla,13,idle,
d_nikke_milk_02_2,d_nikke_milk_02,Speech,dolla,dolla,Locale_NikkeEpisode:d_nikke_milk_02_2,True,,S_130,S_130,1.0,,,,1,idle,,13,idle,
d_nikke_milk_02_3,d_nikke_milk_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_02_3,True,,S_130,113,1.0,,,,1,idle,,13,idle,
d_nikke_milk_02_4,d_nikke_milk_02,Speech,dolla,dolla,Locale_NikkeEpisode:d_nikke_milk_02_4,True,,113,113,1.0,,,,1,idle,,13,idle,
d_nikke_milk_02_5,d_nikke_milk_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_02_5,True,,113,113,1.0,,,,1,idle,,13,idle,
d_nikke_milk_02_6,d_nikke_milk_02,Speech,dolla,dolla,Locale_NikkeEpisode:d_nikke_milk_02_6,False,,113,113,1.0,,,,1,idle,,13,idle,
d_nikke_milk_02_7,d_nikke_milk_02,Speech,dolla,dolla,Locale_NikkeEpisode:d_nikke_milk_02_7,True,,113,113,1.0,,,,1,idle,,13,idle,
d_nikke_milk_02_8,d_nikke_milk_02,Speech,dolla,dolla,Locale_NikkeEpisode:d_nikke_milk_02_8,True,,113,113,1.0,,,,1,idle,,13,idle,
d_nikke_milk_02_9,d_nikke_milk_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_02_9,False,,113,113,1.0,,,,1,idle,,13,idle,
d_nikke_milk_02_10,d_nikke_milk_02,Speech,dolla,dolla,Locale_NikkeEpisode:d_nikke_milk_02_10,True,,113,113,1.0,,,,1,idle,,13,idle,
d_nikke_milk_02_11,d_nikke_milk_02,Speech,dolla,dolla,Locale_NikkeEpisode:d_nikke_milk_02_11,True,,113,113,1.0,,,,1,idle,,13,idle,
d_nikke_milk_02_12,d_nikke_milk_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_02_12,True,,113,113,1.0,,,,1,idle,,13,idle,
d_nikke_milk_02_13,d_nikke_milk_02,Speech,dolla,dolla,Locale_NikkeEpisode:d_nikke_milk_02_13,True,,113,113,1.0,,,,1,idle,,13,good,
d_nikke_milk_02_14,d_nikke_milk_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_02_14,True,,113,1,1.0,,,,1,no,,13,good,
d_nikke_milk_02_15,d_nikke_milk_02,Monologue,milk,Monologue,Locale_NikkeEpisode:d_nikke_milk_02_15,False,,1,S_10,0.5,,,,1,no,,13,good,
d_nikke_milk_02_16,d_nikke_milk_02,Speech,dolla,dolla,Locale_NikkeEpisode:d_nikke_milk_02_16,True,,S_10,S_10,1.0,,,,1,no,,13,good,
d_nikke_milk_02_17,d_nikke_milk_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_02_17,True,,S_10,S_10,1.0,,,,1,angry,,13,idle,
d_nikke_milk_02_18,d_nikke_milk_02,Speech,dolla,dolla,Locale_NikkeEpisode:d_nikke_milk_02_18,True,,S_10,113,1.0,,,,1,angry,,13,idle,
d_nikke_milk_02_19,d_nikke_milk_02,Speech,dolla,dolla,Locale_NikkeEpisode:d_nikke_milk_02_19,True,,113,113,1.0,,,,1,angry,,13,idle,
d_nikke_milk_02_20,d_nikke_milk_02,Speech,dolla,dolla,Locale_NikkeEpisode:d_nikke_milk_02_20,True,,113,113,0.5,,,,1,idle,,13,idle,
d_nikke_milk_02_21,d_nikke_milk_02,Speech,dolla,dolla,Locale_NikkeEpisode:d_nikke_milk_02_21,True,,113,113,1.0,,,,1,idle,,13,idle,
d_nikke_milk_02_22,d_nikke_milk_02,Speech,dolla,dolla,Locale_NikkeEpisode:d_nikke_milk_02_22,True,,113,113,1.0,,,,1,idle,,13,idle,
d_nikke_milk_02_23,d_nikke_milk_02,Self,dolla,Self,Locale_NikkeEpisode:d_nikke_milk_02_23,False,,113,113,1.0,,,,1,idle,,13,idle,
d_nikke_milk_02_24,d_nikke_milk_02,Speech,dolla,dolla,Locale_NikkeEpisode:d_nikke_milk_02_24,True,,113,S_130,1.0,,,,1,idle,,13,idle,
d_nikke_milk_02_25,d_nikke_milk_02,Speech,dolla,dolla,Locale_NikkeEpisode:d_nikke_milk_02_25,True,,S_130,S_130,1.0,,,,1,idle,,13,idle,
d_nikke_milk_02_26,d_nikke_milk_02,Speech,dolla,dolla,Locale_NikkeEpisode:d_nikke_milk_02_26,True,,S_130,S_130,1.0,,,,1,idle,,13,idle,
d_nikke_milk_02_27,d_nikke_milk_02,Speech,dolla,dolla,Locale_NikkeEpisode:d_nikke_milk_02_27,True,,S_130,S_130,1.0,,,,1,idle,,13,idle,
d_nikke_milk_02_28,d_nikke_milk_02,Speech,dolla,dolla,Locale_NikkeEpisode:d_nikke_milk_02_28,True,,S_130,S_130,1.0,,,,1,idle,,13,idle,
d_nikke_milk_02_29,d_nikke_milk_02,Speech,dolla,dolla,Locale_NikkeEpisode:d_nikke_milk_02_29,True,,S_130,S_130,1.0,,,,1,idle,,13,idle,
d_nikke_milk_02_30,d_nikke_milk_02,Speech,dolla,dolla,Locale_NikkeEpisode:d_nikke_milk_02_30,True,,S_130,S_130,1.0,,,,1,idle,,13,idle,
d_nikke_milk_02_31,d_nikke_milk_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_02_31,True,,S_130,113,0.5,,,,1,idle,,13,idle,
d_nikke_milk_02_32,d_nikke_milk_02,Speech,dolla,dolla,Locale_NikkeEpisode:d_nikke_milk_02_32,True,,113,113,1.0,,,,1,idle,,13,idle,
d_nikke_milk_02_33,d_nikke_milk_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_02_33,True,,113,113,1.0,,,,1,delight,,13,idle,
d_nikke_milk_02_34,d_nikke_milk_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_02_34,True,,113,113,1.0,,,,1,delight,,13,idle,
d_nikke_milk_02_35,d_nikke_milk_02,Speech,dolla,dolla,Locale_NikkeEpisode:d_nikke_milk_02_35,True,,113,113,1.0,,,,1,delight,,13,idle,
d_nikke_milk_02_36,d_nikke_milk_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_02_36,False,,113,113,1.0,,,,1,idle,,13,idle,
d_nikke_milk_02_37,d_nikke_milk_02,Speech,dolla,dolla,Locale_NikkeEpisode:d_nikke_milk_02_37,True,,113,113,1.0,,,,1,idle,,13,idle,
d_nikke_milk_02_38,d_nikke_milk_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_02_38,True,,113,113,1.0,,,,1,idle,,13,idle,
d_nikke_milk_02_39,d_nikke_milk_02,Speech,dolla,dolla,Locale_NikkeEpisode:d_nikke_milk_02_39,True,,113,113,1.0,none,,,1,idle,,13,good,
d_nikke_milk_02_40,d_nikke_milk_02,Speech,dolla,dolla,Locale_NikkeEpisode:d_nikke_milk_02_40,True,,113,113,1.0,,,,1,idle,,13,good,
d_nikke_milk_02_41,d_nikke_milk_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_milk_02_41,False,City,113,S_10,1.0,bgm_story_epicjazzymoods,black,,1,idle,,13,good,dolla
d_nikke_milk_02_42,d_nikke_milk_02,Self,milk,Self,Locale_NikkeEpisode:d_nikke_milk_02_42,False,,S_10,S_10,1.0,,,,1,idle,,,,
d_nikke_milk_02_43,d_nikke_milk_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_02_43,True,,S_10,S_10,1.0,,,,1,idle,,,,
d_nikke_milk_02_44,d_nikke_milk_02,Self,milk,Self,Locale_NikkeEpisode:d_nikke_milk_02_44,False,,S_10,S_10,1.0,,,,1,idle,,,,
d_nikke_milk_02_45,d_nikke_milk_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_02_45,True,,S_10,S_10,1.0,,,,1,idle,,,,
d_nikke_milk_02_46,d_nikke_milk_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_02_46,True,,S_10,S_10,1.0,,,,1,idle,,,,
d_nikke_milk_02_47,d_nikke_milk_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_02_47,True,,S_10,S_10,1.0,,,,1,idle,,,,
d_nikke_milk_02_48,d_nikke_milk_02,Self,milk,Self,Locale_NikkeEpisode:d_nikke_milk_02_48,False,,S_10,S_10,1.0,,,,1,idle,,,,
d_nikke_milk_02_49,d_nikke_milk_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_02_49,True,,S_10,S_10,1.0,,,,1,idle,,,,
d_nikke_milk_02_50,d_nikke_milk_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_02_50,True,,S_10,S_10,1.0,,,,1,idle,,,,
d_nikke_milk_02_51,d_nikke_milk_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_02_51,True,,S_10,S_10,1.0,,,,1,idle,,,,
d_nikke_milk_02_52,d_nikke_milk_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_02_52,True,,S_10,S_100,0.5,,,,1,angry,,,,
d_nikke_milk_02_53,d_nikke_milk_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_02_53,True,,S_100,S_100,1.0,,,,1,angry,,,,
d_nikke_milk_02_54,d_nikke_milk_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_02_54,True,,S_100,S_100,1.0,,,,1,angry,,,,
d_nikke_milk_02_55,d_nikke_milk_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_02_55,True,,S_100,S_10,0.5,,,,1,angry,,,,
d_nikke_milk_02_56,d_nikke_milk_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_02_56,True,,S_10,S_10,1.0,,,,1,angry,,,,
d_nikke_milk_02_57,d_nikke_milk_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_02_57,True,,S_10,S_10,1.0,,,,1,angry,,,,
