id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,set_filter_01
d_nikke_soda_twinklingbunny_03_1,d_nikke_soda_twinklingbunny_03,Narration,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_1,False,none,1,1,1.0,sfx_scn_knock,none,,,,,,,
d_nikke_soda_twinklingbunny_03_2,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_2,False,,1,1,1.0,,,soda_b,soda_b,,,,,
d_nikke_soda_twinklingbunny_03_3,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_3,False,,1,1,1.0,,,soda_b,soda_b,,,,,
d_nikke_soda_twinklingbunny_03_4,d_nikke_soda_twinklingbunny_03,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_4,False,,1,1,1.0,,,,,,,,,
d_nikke_soda_twinklingbunny_03_5,d_nikke_soda_twinklingbunny_03,Narration,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_5,False,,1,1,1.0,sfx_scn_doorcloselight,,,,,,,,
d_nikke_soda_twinklingbunny_03_6,d_nikke_soda_twinklingbunny_03,Narration,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_6,False,Hotel_n,1,1,1.0,sfx_scn_servingcart,bgm_story_orangepop,,,,,,,
d_nikke_soda_twinklingbunny_03_7,d_nikke_soda_twinklingbunny_03,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_7,False,,1,1,1.0,,,,,,,,,
d_nikke_soda_twinklingbunny_03_8,d_nikke_soda_twinklingbunny_03,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_8,False,,1,1,1.0,,,,,,,,,
d_nikke_soda_twinklingbunny_03_9,d_nikke_soda_twinklingbunny_03,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_9,False,,1,1,1.0,,,,,,,,,
d_nikke_soda_twinklingbunny_03_10,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_10,True,,S_10,S_10,1.0,,,soda_b,soda_b,soda_b,1,idle,,
d_nikke_soda_twinklingbunny_03_11,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_11,True,,S_10,S_10,1.0,,,soda_b,soda_b,,1,delight,,
d_nikke_soda_twinklingbunny_03_12,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_12,True,,S_10,S_10,1.0,,,soda_b,soda_b,,1,worry,,
d_nikke_soda_twinklingbunny_03_13,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_13,True,,S_10,S_10,1.0,,,soda_b,soda_b,,1,worry,,
d_nikke_soda_twinklingbunny_03_14,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_14,True,,S_10,S_10,1.0,,,soda_b,soda_b,,1,worry,,
d_nikke_soda_twinklingbunny_03_15,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_15,True,,S_10,S_10,1.0,,,soda_b,soda_b,,1,worry,,
d_nikke_soda_twinklingbunny_03_16,d_nikke_soda_twinklingbunny_03,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_16,False,,S_10,S_10,1.0,,,,,,1,worry,,
d_nikke_soda_twinklingbunny_03_17,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_17,True,,S_10,S_10,1.0,,,soda_b,soda_b,,1,idle,,
d_nikke_soda_twinklingbunny_03_18,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_18,True,,S_10,S_10,1.0,,,soda_b,soda_b,,1,delight,,
d_nikke_soda_twinklingbunny_03_19,d_nikke_soda_twinklingbunny_03,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_19,False,,S_10,S_10,1.0,,,,,,1,delight,,
d_nikke_soda_twinklingbunny_03_20,d_nikke_soda_twinklingbunny_03,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_20,False,,S_10,S_10,1.0,,,,,,1,delight,,
d_nikke_soda_twinklingbunny_03_21,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_21,True,,S_10,S_10,1.0,,,soda_b,soda_b,,1,surprise,,
d_nikke_soda_twinklingbunny_03_22,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_22,True,,S_10,S_10,1.0,,,soda_b,soda_b,,1,surprise,,
d_nikke_soda_twinklingbunny_03_23,d_nikke_soda_twinklingbunny_03,Narration,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_23,False,,S_10,S_10,1.0,sfx_scn_hungry,,,,,1,surprise,,
d_nikke_soda_twinklingbunny_03_24,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_24,True,,S_10,S_100,1.0,,,soda_b,soda_b,,1,surprise,,
d_nikke_soda_twinklingbunny_03_25,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_25,True,,S_100,S_100,1.0,,,soda_b,soda_b,,1,worry,,
d_nikke_soda_twinklingbunny_03_26,d_nikke_soda_twinklingbunny_03,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_26,False,,S_100,S_100,1.0,,,,,,1,worry,,
d_nikke_soda_twinklingbunny_03_27,d_nikke_soda_twinklingbunny_03,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_27,False,,S_100,S_100,1.0,,,,,,1,worry,,
d_nikke_soda_twinklingbunny_03_28,d_nikke_soda_twinklingbunny_03,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_28,False,,S_100,S_10,1.0,,,,,,1,worry,,
d_nikke_soda_twinklingbunny_03_29,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_29,True,,S_10,S_10,1.0,,,soda_b,soda_b,,1,idle,,
d_nikke_soda_twinklingbunny_03_30,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_30,True,,S_10,S_10,1.0,,,soda_b,soda_b,,1,idle,,
d_nikke_soda_twinklingbunny_03_31,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_31,True,,S_10,S_10,1.0,,,soda_b,soda_b,,1,delight,,
d_nikke_soda_twinklingbunny_03_32,d_nikke_soda_twinklingbunny_03,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_32,False,,S_10,S_10,1.0,,,,,,1,delight,,
d_nikke_soda_twinklingbunny_03_33,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_33,True,,S_10,S_10,1.0,,,soda_b,soda_b,,1,idle,,
d_nikke_soda_twinklingbunny_03_34,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_34,True,,S_10,S_10,1.0,,,soda_b,soda_b,,1,worry,,
d_nikke_soda_twinklingbunny_03_35,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_35,True,,S_10,S_10,1.0,,,soda_b,soda_b,,1,idle,,
d_nikke_soda_twinklingbunny_03_36,d_nikke_soda_twinklingbunny_03,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_36,False,,S_10,S_10,1.0,,,,,,1,idle,,
d_nikke_soda_twinklingbunny_03_37,d_nikke_soda_twinklingbunny_03,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_37,False,,S_10,S_10,1.0,,,,,,1,idle,,
d_nikke_soda_twinklingbunny_03_38,d_nikke_soda_twinklingbunny_03,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_38,False,,S_10,S_10,1.0,,,,,,1,idle,,
d_nikke_soda_twinklingbunny_03_39,d_nikke_soda_twinklingbunny_03,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_39,False,,S_10,S_10,1.0,,,,,,1,idle,,
d_nikke_soda_twinklingbunny_03_40,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_40,True,,S_10,S_100,1.0,,,soda_b,soda_b,,1,idle,,
d_nikke_soda_twinklingbunny_03_41,d_nikke_soda_twinklingbunny_03,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_41,False,,S_100,S_100,1.0,,,,,,1,idle,,
d_nikke_soda_twinklingbunny_03_42,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_42,True,,S_100,S_100,1.0,,,soda_b,soda_b,,1,worry,,
d_nikke_soda_twinklingbunny_03_43,d_nikke_soda_twinklingbunny_03,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_43,False,,S_100,S_100,1.0,,,,,,1,worry,,
d_nikke_soda_twinklingbunny_03_44,d_nikke_soda_twinklingbunny_03,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_44,False,,S_100,S_100,1.0,,,,,,1,worry,,
d_nikke_soda_twinklingbunny_03_45,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_45,True,,S_100,S_10,1.0,,,soda_b,soda_b,,1,delight,,
d_nikke_soda_twinklingbunny_03_46,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_46,True,,S_10,S_10,1.0,,,soda_b,soda_b,,1,idle,,
d_nikke_soda_twinklingbunny_03_47,d_nikke_soda_twinklingbunny_03,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_47,False,,S_10,S_10,1.0,,,,,,1,idle,,
d_nikke_soda_twinklingbunny_03_48,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_48,True,,S_10,S_10,1.0,,,soda_b,soda_b,,1,delight,,
d_nikke_soda_twinklingbunny_03_49,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_49,True,,S_10,S_10,1.0,,,soda_b,soda_b,,1,delight,,
d_nikke_soda_twinklingbunny_03_50,d_nikke_soda_twinklingbunny_03,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_50,False,,S_10,S_10,1.0,,,,,,1,delight,,
d_nikke_soda_twinklingbunny_03_51,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_51,True,,S_10,S_10,1.0,,,soda_b,soda_b,,1,surprise,,
d_nikke_soda_twinklingbunny_03_52,d_nikke_soda_twinklingbunny_03,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_52,False,,S_10,S_10,1.0,,,,,,1,surprise,,
d_nikke_soda_twinklingbunny_03_53,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_53,True,,S_10,S_10,1.0,,,soda_b,soda_b,,1,think,,
d_nikke_soda_twinklingbunny_03_54,d_nikke_soda_twinklingbunny_03,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_54,False,,S_10,S_10,1.0,,,,,,1,think,,
d_nikke_soda_twinklingbunny_03_55,d_nikke_soda_twinklingbunny_03,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_55,False,,S_10,S_10,1.0,,,,,,1,think,,
d_nikke_soda_twinklingbunny_03_56,d_nikke_soda_twinklingbunny_03,Narration,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_56,False,,S_10,S_100,1.0,,none,,,,1,idle,,
d_nikke_soda_twinklingbunny_03_57,d_nikke_soda_twinklingbunny_03,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_57,False,,S_100,S_100,1.0,,,,,,1,idle,,
d_nikke_soda_twinklingbunny_03_58,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_58,True,,S_100,S_100,1.0,,,soda_b,soda_b,,1,shy,,
d_nikke_soda_twinklingbunny_03_59,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_59,True,,S_100,S_100,1.0,,,soda_b,soda_b,,1,shy,,
d_nikke_soda_twinklingbunny_03_60,d_nikke_soda_twinklingbunny_03,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_60,False,,S_100,S_100,1.0,,,,,,1,shy,,
d_nikke_soda_twinklingbunny_03_61,d_nikke_soda_twinklingbunny_03,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_61,False,,S_100,S_100,1.0,,,,,,1,shy,,
d_nikke_soda_twinklingbunny_03_62,d_nikke_soda_twinklingbunny_03,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_62,False,,S_100,S_100,1.0,,,,,,1,shy,,
d_nikke_soda_twinklingbunny_03_63,d_nikke_soda_twinklingbunny_03,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_63,False,,S_100,S_100,1.0,,,,,,1,shy,,
d_nikke_soda_twinklingbunny_03_64,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_64,False,,S_100,S_100,1.0,,,soda_b,soda_b,,1,shy,,
d_nikke_soda_twinklingbunny_03_65,d_nikke_soda_twinklingbunny_03,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_65,False,,S_100,S_100,1.0,,,,,,1,shy,,
d_nikke_soda_twinklingbunny_03_66,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_66,False,,S_100,S_100,1.0,,,soda_b,soda_b,,1,shy,,
d_nikke_soda_twinklingbunny_03_67,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_67,True,,S_100,S_100,1.0,,,soda_b,soda_b,,1,shy,,
d_nikke_soda_twinklingbunny_03_68,d_nikke_soda_twinklingbunny_03,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_68,False,,S_100,S_100,1.0,,,,,,1,shy,,
d_nikke_soda_twinklingbunny_03_69,d_nikke_soda_twinklingbunny_03,Narration,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_69,False,,S_100,S_10,1.0,sfx_scn_trip,,,,,1,shy,,
d_nikke_soda_twinklingbunny_03_70,d_nikke_soda_twinklingbunny_03,Narration,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_70,False,,S_10,S_10,1.0,sfx_scn_forkdrop,,,,,1,shy,,
d_nikke_soda_twinklingbunny_03_71,d_nikke_soda_twinklingbunny_03,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_71,False,,S_10,S_10,1.0,,,,,,1,shy,,
d_nikke_soda_twinklingbunny_03_72,d_nikke_soda_twinklingbunny_03,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_72,False,,S_10,S_10,1.0,,,,,,1,shy,,
d_nikke_soda_twinklingbunny_03_73,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_73,True,,S_10,S_10,1.0,,,soda_b,soda_b,,1,surprise,,
d_nikke_soda_twinklingbunny_03_74,d_nikke_soda_twinklingbunny_03,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_74,False,,S_10,S_10,1.0,,,,,,1,surprise,,
d_nikke_soda_twinklingbunny_03_75,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_75,True,,S_10,S_10,1.0,,,soda_b,soda_b,,1,idle,,
d_nikke_soda_twinklingbunny_03_76,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_76,True,,S_10,S_10,1.0,,,soda_b,soda_b,,1,idle,,
d_nikke_soda_twinklingbunny_03_77,d_nikke_soda_twinklingbunny_03,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_77,False,,S_10,S_10,1.0,,,,,,1,idle,,
