id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
treasurestory_diesel_05_1,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_1,True,OutpostOut,30,10,2.0,bgm_story_inwonderland,diesel,1,idle
treasurestory_diesel_05_2,treasurestory_diesel_05,Monologue,diesel,,Locale_NikkeEpisode:treasurestory_diesel_05_2,False,,10,10,1.0,,,1,idle
treasurestory_diesel_05_3,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_3,True,,10,10,1.0,,,1,idle
treasurestory_diesel_05_4,treasurestory_diesel_05,Self,diesel,,Locale_NikkeEpisode:treasurestory_diesel_05_4,False,,10,10,1.0,,,1,idle
treasurestory_diesel_05_5,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_5,True,,10,10,1.0,,,1,surprise
treasurestory_diesel_05_6,treasurestory_diesel_05,Self,diesel,,Locale_NikkeEpisode:treasurestory_diesel_05_6,False,,10,10,1.0,,,1,surprise
treasurestory_diesel_05_7,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_7,True,,10,10,1.0,,,1,worry
treasurestory_diesel_05_8,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_8,True,,10,10,1.0,,,1,worry
treasurestory_diesel_05_9,treasurestory_diesel_05,Self,diesel,,Locale_NikkeEpisode:treasurestory_diesel_05_9,False,,10,10,1.0,,,1,worry
treasurestory_diesel_05_10,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_10,True,,10,100,1.0,,,1,idle
treasurestory_diesel_05_11,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_11,True,,100,100,1.0,,,1,idle
treasurestory_diesel_05_12,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_12,True,,100,100,1.0,,,1,idle
