id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_nikke_ce005_02_05_1,d_nikke_ce005_02_05,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_05_1,True,ce005_02,1,idle,NikkeRoom,1,1,1.0,bgm_story_inwonderland
d_nikke_ce005_02_05_2,d_nikke_ce005_02_05,Narration,ce005_02,,Locale_NikkeEpisode:d_nikke_ce005_02_05_2,False,,1,idle,,1,1,1.0,
d_nikke_ce005_02_05_3,d_nikke_ce005_02_05,Self,ce005_02,,Locale_NikkeEpisode:d_nikke_ce005_02_05_3,False,,1,idle,,1,1,1.0,
d_nikke_ce005_02_05_4,d_nikke_ce005_02_05,Self,ce005_02,,Locale_NikkeEpisode:d_nikke_ce005_02_05_4,False,,1,idle,,1,1,1.0,
d_nikke_ce005_02_05_5,d_nikke_ce005_02_05,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_05_5,True,,1,idle,,1,1,1.0,
d_nikke_ce005_02_05_6,d_nikke_ce005_02_05,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_05_6,True,,1,idle,,1,1,1.0,
d_nikke_ce005_02_05_7,d_nikke_ce005_02_05,Self,ce005_02,,Locale_NikkeEpisode:d_nikke_ce005_02_05_7,False,,1,idle,,1,1,1.0,
d_nikke_ce005_02_05_8,d_nikke_ce005_02_05,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_05_8,True,,1,idle,,1,1,1.0,
d_nikke_ce005_02_05_9,d_nikke_ce005_02_05,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_05_9,True,,1,shy,,1,1,1.0,
d_nikke_ce005_02_05_10,d_nikke_ce005_02_05,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_05_10,True,,1,shy,,1,1,1.0,
d_nikke_ce005_02_05_11,d_nikke_ce005_02_05,Self,ce005_02,,Locale_NikkeEpisode:d_nikke_ce005_02_05_11,False,,1,shy,,1,1,1.0,
d_nikke_ce005_02_05_12,d_nikke_ce005_02_05,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_05_12,True,,1,think,,1,1,1.0,
d_nikke_ce005_02_05_13,d_nikke_ce005_02_05,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_05_13,True,,1,think,,1,1,1.0,
d_nikke_ce005_02_05_14,d_nikke_ce005_02_05,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_05_14,True,,1,think,,1,1,1.0,
d_nikke_ce005_02_05_15,d_nikke_ce005_02_05,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_05_15,True,,1,think,,1,1,1.0,
d_nikke_ce005_02_05_16,d_nikke_ce005_02_05,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_05_16,True,,1,delight,,1,1,1.0,
d_nikke_ce005_02_05_17,d_nikke_ce005_02_05,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_05_17,True,,1,delight,,1,1,1.0,
d_nikke_ce005_02_05_18,d_nikke_ce005_02_05,Self,ce005_02,,Locale_NikkeEpisode:d_nikke_ce005_02_05_18,False,,1,delight,,1,1,1.0,
d_nikke_ce005_02_05_19,d_nikke_ce005_02_05,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_05_19,True,,1,think,,1,1,1.0,
d_nikke_ce005_02_05_20,d_nikke_ce005_02_05,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_05_20,True,,1,think,,1,1,1.0,
d_nikke_ce005_02_05_21,d_nikke_ce005_02_05,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_05_21,True,,1,think,,1,1,1.0,
d_nikke_ce005_02_05_22,d_nikke_ce005_02_05,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_05_22,True,,1,think,,1,1,1.0,
d_nikke_ce005_02_05_23,d_nikke_ce005_02_05,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_05_23,True,,1,think,,1,1,1.0,
d_nikke_ce005_02_05_24,d_nikke_ce005_02_05,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_05_24,True,,1,think,,1,1,1.0,
d_nikke_ce005_02_05_25,d_nikke_ce005_02_05,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_05_25,True,,1,delight,,1,1,1.0,
