id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,set_camera_shake,fade,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_nikke_bay_01_1,d_nikke_bay_01,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_01_1,False,Park,7,7,1.0,bgm_story_onlineshopping,,,,,,bay,1,idle,
d_nikke_bay_01_2,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_2,False,,7,7,1.0,,cheeringspectators,sfx_scn_bigcrowdcheer,Low_2,,,,1,idle,
d_nikke_bay_01_3,d_nikke_bay_01,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_01_3,False,,7,7,1.0,,,,,,,,1,idle,
d_nikke_bay_01_4,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_4,True,,7,10,1.0,,bay,,,,,,1,delight,
d_nikke_bay_01_5,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_5,True,,10,10,1.0,,bay,,,,,,1,delight,
d_nikke_bay_01_6,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_6,True,,10,10,1.0,,bay,,,,,,1,delight,
d_nikke_bay_01_7,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_7,True,,10,7,1.0,,bay,,,,,,1,delight,
d_nikke_bay_01_8,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_8,False,,7,7,1.0,,cheeringspectators,sfx_scn_bigcrowdcheer,Low_2,,,,1,delight,
d_nikke_bay_01_9,d_nikke_bay_01,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_01_9,False,,7,10,1.0,,,,,,,,1,delight,
d_nikke_bay_01_10,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_10,False,,10,10,1.0,,fancywoman,,,,,,1,delight,
d_nikke_bay_01_11,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_11,False,,10,10,1.0,,fancywoman,,,,,,1,delight,
d_nikke_bay_01_12,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_12,False,,10,10,1.0,,skinnyman,,,,,,1,delight,
d_nikke_bay_01_13,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_13,False,,10,10,1.0,,skinnyman,,,,,,1,delight,
d_nikke_bay_01_14,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_14,False,,10,10,1.0,,skinnyman,,,,,,1,delight,
d_nikke_bay_01_15,d_nikke_bay_01,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_01_15,False,,10,10,1.0,,,,,,,,1,delight,
d_nikke_bay_01_16,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_16,True,,10,10,1.0,,bay,,,,,,1,delight,
d_nikke_bay_01_17,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_17,True,,10,10,1.0,,bay,,,,,,1,delight,
d_nikke_bay_01_18,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_18,False,,10,10,1.0,,pompomwoman,,,,,,1,delight,
d_nikke_bay_01_19,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_19,True,,10,10,1.0,,bay,,,,,,1,delight,
d_nikke_bay_01_20,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_20,True,,10,10,1.0,,bay,,,,,,1,delight,
d_nikke_bay_01_21,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_21,False,,10,10,1.0,,cheerleaderteam,,,,,,1,delight,
d_nikke_bay_01_22,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_22,True,,10,100,1.0,,bay,,,,,,1,delight,
d_nikke_bay_01_23,d_nikke_bay_01,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_01_23,False,,black,black,1.0,,,,,,,,1,delight,
d_nikke_bay_01_24,d_nikke_bay_01,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_01_24,False,,black,black,1.0,,,,,,,,1,sad,
d_nikke_bay_01_25,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_25,False,,7,7,1.0,,pompomwoman,,Low_2,,,,1,sad,
d_nikke_bay_01_26,d_nikke_bay_01,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_01_26,False,,black,black,1.0,,,,,,,,1,sad,
d_nikke_bay_01_27,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_27,True,,10,100,1.0,,bay,,,,,,1,sad,
d_nikke_bay_01_28,d_nikke_bay_01,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_01_28,False,,black,black,1.0,none,,sfx_scn_heavytrip,,,,,1,sad,
d_nikke_bay_01_29,d_nikke_bay_01,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_01_29,False,,black,black,1.0,,,,,,,,1,sad,
d_nikke_bay_01_30,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_30,False,,10,10,1.0,,pompomwoman,,,,,,1,sad,
d_nikke_bay_01_31,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_31,True,,10,10,1.0,,bay,,,,,,1,sad,
d_nikke_bay_01_32,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_32,False,,10,10,1.0,,pompomwoman,,,,,,1,sad,
d_nikke_bay_01_33,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_33,True,,10,100,1.0,,bay,,,,,,1,sad,
d_nikke_bay_01_34,d_nikke_bay_01,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_01_34,False,,black,black,1.0,,,,,,,,1,sad,
d_nikke_bay_01_35,d_nikke_bay_01,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_01_35,False,,black,black,1.0,bgm_story_leisuretime,,,,,,,1,sad,
d_nikke_bay_01_36,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_36,False,,10,10,1.0,,pompomwoman,,,,,,1,idle,
d_nikke_bay_01_37,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_37,True,,10,10,1.0,,bay,,,,,,1,idle,
d_nikke_bay_01_38,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_38,True,,10,10,1.0,,bay,,,,,,1,idle,
d_nikke_bay_01_39,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_39,False,,10,10,1.0,,pompomwoman,,,,,,1,idle,
d_nikke_bay_01_40,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_40,False,,10,10,1.0,,pompomwoman,,,,,,1,idle,
d_nikke_bay_01_41,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_41,False,,10,10,1.0,,pompomwoman,,,,,,1,idle,
d_nikke_bay_01_42,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_42,True,,10,10,1.0,,bay,,,,,,1,idle,
d_nikke_bay_01_43,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_43,True,,10,10,1.0,,bay,,,,,,1,idle,
d_nikke_bay_01_44,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_44,False,,10,10,1.0,,pompomwoman,,,,,,1,idle,
d_nikke_bay_01_45,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_45,True,,10,10,1.0,,bay,,,,,,1,idle,
d_nikke_bay_01_46,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_46,True,,10,10,1.0,,bay,,,,,,1,idle,
d_nikke_bay_01_47,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_47,False,,10,10,1.0,,pompomwoman,,,,,,1,idle,
d_nikke_bay_01_48,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_48,True,,10,100,1.0,,bay,,,,,,1,idle,
d_nikke_bay_01_49,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_49,True,,100,100,1.0,,bay,,,,,,1,idle,
d_nikke_bay_01_50,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_50,True,,100,100,1.0,,bay,,,,,,1,idle,
d_nikke_bay_01_51,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_51,False,,100,100,1.0,,pompomwoman,,,,,,1,idle,
d_nikke_bay_01_52,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_52,True,,100,10,1.0,,bay,,,,,,1,idle,
d_nikke_bay_01_53,d_nikke_bay_01,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_01_53,False,,black,black,1.0,,,,,,,,1,idle,
d_nikke_bay_01_54,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_54,False,,10,10,1.0,,pompomwoman,,,,,,1,idle,
d_nikke_bay_01_55,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_55,False,,10,10,1.0,,pompomwoman,,,,,,1,idle,
d_nikke_bay_01_56,d_nikke_bay_01,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_01_56,False,,black,black,1.0,,,,,,,,1,idle,bay
d_nikke_bay_01_57,d_nikke_bay_01,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_01_57,False,,black,black,1.0,none,,,,,,bay,1,idle,
d_nikke_bay_01_58,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_58,True,,10,10,1.0,bgm_story_onlineshopping,bay,,,,,,1,delight,
d_nikke_bay_01_59,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_59,True,,10,10,1.0,,bay,,,,,,1,delight,
d_nikke_bay_01_60,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_60,True,,10,5,1.0,,bay,,,,,,1,delight,
d_nikke_bay_01_61,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_61,False,,5,5,1.0,,quietspectators,,,,,,1,idle,
d_nikke_bay_01_62,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_62,False,,5,10,1.0,,pompomwoman,,,,,,1,idle,
d_nikke_bay_01_63,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_63,False,,10,10,1.0,,womancheerleader,,,,,,1,idle,
d_nikke_bay_01_64,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_64,False,,10,10,1.0,,pompomwoman,,,,,,1,idle,
d_nikke_bay_01_65,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_65,True,,10,10,1.0,,bay,,,,,,1,idle,
d_nikke_bay_01_66,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_66,False,,10,10,1.0,,womancheerleader,,,,,,1,idle,
d_nikke_bay_01_67,d_nikke_bay_01,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_01_67,False,GoodOffice,black,black,1.0,none,,,,,,,1,idle,
d_nikke_bay_01_68,d_nikke_bay_01,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_01_68,False,,5,5,1.0,,,,,,,,1,idle,
d_nikke_bay_01_69,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_69,False,,5,10,1.0,,womancheerleader,,,,,,1,idle,
d_nikke_bay_01_70,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_70,False,,10,10,1.0,,womancheerleader,,,,,,1,idle,
d_nikke_bay_01_71,d_nikke_bay_01,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_01_71,False,,10,10,1.0,,,,,,,,1,idle,
d_nikke_bay_01_72,d_nikke_bay_01,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_01_72,False,,black,black,1.0,bgm_story_crawlinganxiety,,,,,,,1,idle,
d_nikke_bay_01_73,d_nikke_bay_01,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_01_73,False,,black,black,1.0,,,,,,,,1,idle,
d_nikke_bay_01_74,d_nikke_bay_01,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_01_74,False,,black,black,1.0,,,,,,,,1,idle,
d_nikke_bay_01_75,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_75,False,,10,100,1.0,,bay,,,,,,1,idle,
d_nikke_bay_01_76,d_nikke_bay_01,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_01_76,False,,100,100,1.0,,,,,,,,1,idle,
d_nikke_bay_01_77,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_77,False,,100,10,1.0,,pompomwoman,,,,,,1,idle,
d_nikke_bay_01_78,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_78,False,,10,10,1.0,,pompomwoman,,,,,,1,idle,
d_nikke_bay_01_79,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_79,True,,10,10,1.0,,bay,,,,,,1,idle,
d_nikke_bay_01_80,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_80,False,,10,10,1.0,,pompomwoman,,,,,,1,idle,
d_nikke_bay_01_81,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_81,True,,10,10,1.0,,bay,,,,,,1,idle,
d_nikke_bay_01_82,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_82,True,,10,10,1.0,,bay,,,,,,1,idle,
d_nikke_bay_01_83,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_83,True,,10,10,1.0,,bay,,,,,,1,idle,
d_nikke_bay_01_84,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_84,True,,10,10,1.0,,bay,,,,,,1,idle,
d_nikke_bay_01_85,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_85,False,,10,10,1.0,,pompomwoman,,,,,,1,idle,
d_nikke_bay_01_86,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_86,True,,10,10,1.0,none,bay,,,,,,1,idle,
d_nikke_bay_01_87,d_nikke_bay_01,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_01_87,False,Park,10,10,1.0,,,,,black,,,1,idle,
d_nikke_bay_01_88,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_88,False,,10,10,1.0,,quietspectators,,,,,,1,idle,
d_nikke_bay_01_89,d_nikke_bay_01,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_01_89,False,,10,10,1.0,,,,,,,,1,idle,
d_nikke_bay_01_90,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_90,True,,10,10,1.0,bgm_story_onlineshopping,bay,,,,,,1,idle,
d_nikke_bay_01_91,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_91,True,,10,10,1.0,,bay,,,,,,1,idle,
d_nikke_bay_01_92,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_92,True,,10,10,1.0,,bay,,,,,,1,delight,
d_nikke_bay_01_93,d_nikke_bay_01,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_01_93,False,,10,10,1.0,,,,,,,,1,delight,
d_nikke_bay_01_94,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_94,False,,10,10,1.0,,quietspectators,,,,,,1,delight,
d_nikke_bay_01_95,d_nikke_bay_01,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_01_95,False,,10,10,1.0,,,,,,,,1,delight,
d_nikke_bay_01_96,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_96,True,,10,10,1.0,,bay,,,,,,1,delight,
d_nikke_bay_01_97,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_97,True,,10,10,1.0,,bay,,,,,,1,sad,
d_nikke_bay_01_98,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_98,True,,10,100,1.0,,bay,,,,,,1,sad,
d_nikke_bay_01_99,d_nikke_bay_01,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_01_99,False,,black,black,1.0,none,,,,,,,1,sad,
d_nikke_bay_01_100,d_nikke_bay_01,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_01_100,False,,100,100,1.0,,,,Low_2,,,,1,sad,
d_nikke_bay_01_101,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_101,False,,100,100,1.0,,pompomwoman,,,,,,1,sad,
d_nikke_bay_01_102,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_102,True,,100,100,1.0,,bay,,,,,,1,sad,
d_nikke_bay_01_103,d_nikke_bay_01,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_01_103,False,,black,black,1.0,,,,,,,,1,worry,
d_nikke_bay_01_104,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_104,False,,100,100,1.0,,bay,,,,,,1,worry,
d_nikke_bay_01_105,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_105,True,,100,100,1.0,bgm_story_trauma,bay,,,,,,1,worry,
d_nikke_bay_01_106,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_106,False,,100,100,1.0,,pompomwoman,,,,,,1,worry,
d_nikke_bay_01_107,d_nikke_bay_01,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_01_107,False,,black,black,1.0,,,,,,,,1,worry,
d_nikke_bay_01_108,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_108,True,,100,100,1.0,,bay,,,,,,1,worry,
d_nikke_bay_01_109,d_nikke_bay_01,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_01_109,False,,100,10,1.0,,,,,,,,1,worry,
d_nikke_bay_01_110,d_nikke_bay_01,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_01_110,False,,10,10,1.0,,,,,,,,1,worry,
d_nikke_bay_01_111,d_nikke_bay_01,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_01_111,False,,10,7,1.0,,pompomwoman,,,,Blur_Middle,,1,worry,
d_nikke_bay_01_112,d_nikke_bay_01,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_01_112,False,,7,7,1.0,,,,,,Blur_Middle,,1,worry,
d_nikke_bay_01_113,d_nikke_bay_01,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_01_113,False,,black,black,1.0,,,sfx_scn_down,,,,,1,worry,
d_nikke_bay_01_114,d_nikke_bay_01,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_01_114,False,,black,black,1.0,,,,,,,,1,worry,
