id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_nikke_dorothy_serendipity_04_1,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_1,True,dorothy_s,1,idle,irregularghost,13,idle,ShoppingStreet_d,100,10,1.0,bgm_story_milkyway
d_nikke_dorothy_serendipity_04_2,d_nikke_dorothy_serendipity_04,Monologue,dorothy_s,,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_2,False,,1,idle,,13,idle,,black,black,1.0,
d_nikke_dorothy_serendipity_04_3,d_nikke_dorothy_serendipity_04,Monologue,dorothy_s,,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_3,False,,1,idle,,13,idle,,black,black,1.0,
d_nikke_dorothy_serendipity_04_4,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_4,True,,1,think,,13,idle,,10,10,1.0,
d_nikke_dorothy_serendipity_04_5,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_5,True,,1,think,,13,idle,,10,10,1.0,
d_nikke_dorothy_serendipity_04_6,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_6,True,,1,think,,13,idle,,10,10,1.0,
d_nikke_dorothy_serendipity_04_7,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_7,True,,1,think,,13,idle,,10,10,1.0,
d_nikke_dorothy_serendipity_04_8,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_8,True,,1,think,,13,idle,,10,10,1.0,
d_nikke_dorothy_serendipity_04_9,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_9,True,,1,think,,13,idle,,10,10,1.0,
d_nikke_dorothy_serendipity_04_10,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_10,True,,1,think,,13,idle,,10,10,1.0,
d_nikke_dorothy_serendipity_04_11,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_11,True,,1,think,,13,idle,,10,10,1.0,
d_nikke_dorothy_serendipity_04_12,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_12,True,,1,idle,,13,idle,,10,10,1.0,
d_nikke_dorothy_serendipity_04_13,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_13,True,,1,idle,,13,idle,,10,10,1.0,
d_nikke_dorothy_serendipity_04_14,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_14,True,,1,idle,,13,idle,,10,10,1.0,
d_nikke_dorothy_serendipity_04_15,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_15,True,,1,idle,,13,idle,,10,10,1.0,
d_nikke_dorothy_serendipity_04_16,d_nikke_dorothy_serendipity_04,Monologue,dorothy_s,,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_16,False,,1,idle,,13,idle,,black,black,1.0,
d_nikke_dorothy_serendipity_04_17,d_nikke_dorothy_serendipity_04,Monologue,dorothy_s,,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_17,False,,1,idle,,13,idle,,black,black,1.0,
d_nikke_dorothy_serendipity_04_18,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_18,True,,1,idle,,13,idle,,10,10,1.0,
d_nikke_dorothy_serendipity_04_19,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_19,True,,1,idle,,13,idle,,10,113,1.0,
d_nikke_dorothy_serendipity_04_20,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_20,True,,1,idle,,13,idle,,113,113,1.0,
d_nikke_dorothy_serendipity_04_21,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_21,True,,1,idle,,13,idle,,113,113,1.0,
d_nikke_dorothy_serendipity_04_22,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_22,True,,1,idle,,13,idle,,113,113,1.0,
d_nikke_dorothy_serendipity_04_23,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_23,True,,1,idle,,13,idle,,113,113,1.0,
d_nikke_dorothy_serendipity_04_24,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_24,True,,1,idle,,13,idle,,113,113,1.0,
d_nikke_dorothy_serendipity_04_25,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_25,True,,1,idle,,13,idle,,113,113,1.0,
d_nikke_dorothy_serendipity_04_26,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_26,False,,1,surprise,,13,idle,,113,113,1.0,
d_nikke_dorothy_serendipity_04_27,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_27,True,,1,surprise,,13,idle,,113,113,1.0,
d_nikke_dorothy_serendipity_04_28,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_28,True,,1,surprise,,13,idle,,113,113,1.0,
d_nikke_dorothy_serendipity_04_29,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_29,True,,1,smile,,13,idle,,113,113,1.0,
d_nikke_dorothy_serendipity_04_30,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_30,True,,1,smile,,13,idle,,113,113,1.0,
d_nikke_dorothy_serendipity_04_31,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_31,True,,1,smile,,13,idle,,113,113,1.0,
d_nikke_dorothy_serendipity_04_32,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_32,True,,1,surprise,,13,idle,,113,113,1.0,
d_nikke_dorothy_serendipity_04_33,d_nikke_dorothy_serendipity_04,Monologue,dorothy_s,,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_33,False,,1,surprise,,13,idle,,black,black,1.0,
d_nikke_dorothy_serendipity_04_34,d_nikke_dorothy_serendipity_04,Monologue,dorothy_s,,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_34,False,,1,surprise,,13,idle,,black,black,1.0,
d_nikke_dorothy_serendipity_04_35,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_35,True,,1,idle,,13,idle,,100,100,1.0,
d_nikke_dorothy_serendipity_04_36,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_36,True,,1,idle,,13,idle,,100,10,1.0,
d_nikke_dorothy_serendipity_04_37,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_37,True,,1,idle,,13,idle,,10,10,1.0,
d_nikke_dorothy_serendipity_04_38,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_38,True,,1,idle,,13,idle,,10,10,1.0,
d_nikke_dorothy_serendipity_04_39,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_39,False,,1,surprise,,13,idle,,10,10,1.0,
d_nikke_dorothy_serendipity_04_40,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_40,True,,1,surprise,,13,idle,,10,10,1.0,
d_nikke_dorothy_serendipity_04_41,d_nikke_dorothy_serendipity_04,Monologue,dorothy_s,,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_41,False,,1,surprise,,13,idle,,black,black,1.0,
d_nikke_dorothy_serendipity_04_42,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_42,True,,1,surprise,,13,idle,,10,10,1.0,none
d_nikke_dorothy_serendipity_04_43,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_43,True,,1,surprise,,13,idle,,10,113,1.0,
d_nikke_dorothy_serendipity_04_44,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_44,True,,1,sad,,13,idle,,113,113,1.0,
d_nikke_dorothy_serendipity_04_45,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_45,True,,1,sad,,13,idle,,113,113,1.0,
d_nikke_dorothy_serendipity_04_46,d_nikke_dorothy_serendipity_04,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_04_46,True,,1,sad,,13,idle,,113,113,1.0,
