id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
d_nikke_rapunzel_puregrace_04_1,d_nikke_rapunzel_puregrace_04,Speech,commander,commander,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_1,True,BriefingRoom,L_50,L_50,1.0,bgm_recognition_underworld,,,,commander,5,no,,liliweiss,3,void,,rapunzel_o,1,no,,dorothy,13,think,,redhood,15,think,,snowwhite_o,17,sad,
d_nikke_rapunzel_puregrace_04_2,d_nikke_rapunzel_puregrace_04,Speech,commander,commander,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_2,True,,L_50,L_50,1.0,,,,,,5,no,,,3,void,,,1,no,,,13,think,,,15,think,,,17,sad,
d_nikke_rapunzel_puregrace_04_3,d_nikke_rapunzel_puregrace_04,Speech,commander,commander,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_3,True,,L_50,L_50,1.0,,,,,,5,no,,,3,void,,,1,no,,,13,think,,,15,think,,,17,sad,
d_nikke_rapunzel_puregrace_04_4,d_nikke_rapunzel_puregrace_04,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_4,False,,16,16,1.0,,,,,,5,no,,,3,void,,,1,no,,,13,think,,,15,think,,,17,sad,
d_nikke_rapunzel_puregrace_04_5,d_nikke_rapunzel_puregrace_04,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_5,False,,16,16,1.0,,,,,,5,no,,,3,void,,,1,no,,,13,think,,,15,think,,,17,sad,
d_nikke_rapunzel_puregrace_04_6,d_nikke_rapunzel_puregrace_04,Speech,dorothy,dorothy,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_6,False,,16,13,1.0,,,,,,5,no,,,3,void,,,1,no,,,13,think,,,15,think,,,17,sad,
d_nikke_rapunzel_puregrace_04_7,d_nikke_rapunzel_puregrace_04,Speech,dorothy,dorothy,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_7,True,,13,12,1.0,,,,,,5,no,,,3,void,,,1,no,,,13,think,,,15,think,,,17,sad,
d_nikke_rapunzel_puregrace_04_8,d_nikke_rapunzel_puregrace_04,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_8,True,,12,12,1.0,,,,,,5,no,,,3,void,,,1,no,,,13,think,,,15,think,,,17,sad,
d_nikke_rapunzel_puregrace_04_9,d_nikke_rapunzel_puregrace_04,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_9,True,,12,12,1.0,,,,,,5,no,,,3,void,,,1,no,,,13,think,,,15,think,,,17,sad,
d_nikke_rapunzel_puregrace_04_10,d_nikke_rapunzel_puregrace_04,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_10,True,,30,30,1.0,,,,,,5,no,,,3,void,,,1,no,,,13,think,,,15,think,,,17,sad,
d_nikke_rapunzel_puregrace_04_11,d_nikke_rapunzel_puregrace_04,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_11,True,,30,30,1.0,,,,,,5,no,,,3,void,,,1,no,,,13,think,,,15,think,,,17,sad,
d_nikke_rapunzel_puregrace_04_12,d_nikke_rapunzel_puregrace_04,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_12,True,,150,150,1.0,,,,,,5,no,,,3,void,,,1,no,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_13,d_nikke_rapunzel_puregrace_04,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_13,True,,150,150,1.0,,,,,,5,no,,,3,void,,,1,no,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_14,d_nikke_rapunzel_puregrace_04,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_14,True,,150,150,1.0,,,,,,5,no,,,3,void,,,1,no,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_15,d_nikke_rapunzel_puregrace_04,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_15,True,,30,30,1.0,,,,,,5,no,,,3,void,,,1,no,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_16,d_nikke_rapunzel_puregrace_04,Speech,commander,commander,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_16,True,,30,L_50,1.0,,,,,,5,no,,,3,void,,,1,no,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_17,d_nikke_rapunzel_puregrace_04,Speech,commander,commander,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_17,True,,L_50,L_50,1.0,,,,,,5,no,,,3,void,,,1,no,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_18,d_nikke_rapunzel_puregrace_04,Speech,commander,commander,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_18,True,,L_50,L_50,1.0,,,,,,5,no,,,3,void,,,1,no,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_19,d_nikke_rapunzel_puregrace_04,Speech,commander,commander,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_19,True,,L_50,L_50,1.0,,,,,,5,no,,,3,void,,,1,no,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_20,d_nikke_rapunzel_puregrace_04,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_20,False,,14,14,1.0,,,,,,5,no,,,3,void,,,1,no,,,13,no,,,15,sad_02,,,17,sad,
d_nikke_rapunzel_puregrace_04_21,d_nikke_rapunzel_puregrace_04,Speech,dorothy,dorothy,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_21,False,,14,14,1.0,,,,,,5,no,,,3,void,,,1,no,,,13,no,,,15,sad_02,,,17,sad,
d_nikke_rapunzel_puregrace_04_22,d_nikke_rapunzel_puregrace_04,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_22,False,,14,16,1.0,,,,,,5,no,,,3,void,,,1,no,,,13,no,,,15,sad_02,,,17,sad,
d_nikke_rapunzel_puregrace_04_23,d_nikke_rapunzel_puregrace_04,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_23,True,,4,4,1.0,,,,,,5,no,,,3,think,,,1,no,,,13,no,,,15,sad_02,,,17,sad,
d_nikke_rapunzel_puregrace_04_24,d_nikke_rapunzel_puregrace_04,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_24,True,,4,4,1.0,,,,,,5,no,,,3,think,,,1,no,,,13,no,,,15,sad_02,,,17,sad,
d_nikke_rapunzel_puregrace_04_25,d_nikke_rapunzel_puregrace_04,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_25,True,,4,4,1.0,,,,,,5,no,,,3,think,,,1,no,,,13,no,,,15,sad_02,,,17,sad,
d_nikke_rapunzel_puregrace_04_26,d_nikke_rapunzel_puregrace_04,Speech,commander,commander,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_26,True,,4,4,1.0,,,,,,5,no,,,3,think,,,1,no,,,13,no,,,15,sad_02,,,17,sad,
d_nikke_rapunzel_puregrace_04_27,d_nikke_rapunzel_puregrace_04,Speech,commander,commander,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_27,True,,4,4,1.0,,,,,,5,no,,,3,think,,,1,no,,,13,no,,,15,sad_02,,,17,sad,
d_nikke_rapunzel_puregrace_04_28,d_nikke_rapunzel_puregrace_04,Speech,commander,commander,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_28,True,,4,4,1.0,,,,,,5,no,,,3,think,,,1,no,,,13,no,,,15,sad_02,,,17,sad,
d_nikke_rapunzel_puregrace_04_29,d_nikke_rapunzel_puregrace_04,Speech,commander,commander,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_29,True,,4,4,1.0,,,,,,5,no,,,3,think,,,1,no,,,13,no,,,15,sad_02,,,17,sad,
d_nikke_rapunzel_puregrace_04_30,d_nikke_rapunzel_puregrace_04,Speech,dorothy,dorothy,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_30,True,,130,130,1.0,,,,,,5,no,,,3,think,,,1,no,,,13,think,,,15,sad_02,,,17,sad,
d_nikke_rapunzel_puregrace_04_31,d_nikke_rapunzel_puregrace_04,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_31,True,,16,16,1.0,,,,,,5,no,,,3,think,,,1,no,,,13,think,,,15,sad_02,,,17,sad,
d_nikke_rapunzel_puregrace_04_32,d_nikke_rapunzel_puregrace_04,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_32,True,,16,16,1.0,,,,,,5,no,,,3,think,,,1,no,,,13,think,,,15,sad_02,,,17,sad,
d_nikke_rapunzel_puregrace_04_33,d_nikke_rapunzel_puregrace_04,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_33,True,,16,16,1.0,,,,,,5,no,,,3,think,,,1,no,,,13,think,,,15,think,,,17,sad,
d_nikke_rapunzel_puregrace_04_34,d_nikke_rapunzel_puregrace_04,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_34,True,,16,16,1.0,,,,,,5,no,,,3,think,,,1,no,,,13,think,,,15,think,,,17,sad,
d_nikke_rapunzel_puregrace_04_35,d_nikke_rapunzel_puregrace_04,Speech,dorothy,dorothy,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_35,True,,16,14,1.0,,,,,,5,no,,,3,think,,,1,no,,,13,think,,,15,think,,,17,sad,
d_nikke_rapunzel_puregrace_04_36,d_nikke_rapunzel_puregrace_04,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_36,True,,14,14,1.0,,,,,,5,no,,,3,think,,,1,no,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_37,d_nikke_rapunzel_puregrace_04,Speech,commander,commander,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_37,True,,L_50,L_50,1.0,,,,,,5,no,,,3,think,,,1,no,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_38,d_nikke_rapunzel_puregrace_04,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_38,False,,10,10,1.0,,,,,,5,no,,,3,think,,,1,think,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_39,d_nikke_rapunzel_puregrace_04,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_39,True,,10,1,1.0,,,,,,5,no,,,3,think,,,1,angry,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_40,d_nikke_rapunzel_puregrace_04,Speech,commander,commander,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_40,True,,L_50,L_50,1.0,,,,,,5,surprise,,,3,think,,,1,angry,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_41,d_nikke_rapunzel_puregrace_04,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_41,True,,1,1,1.0,,,,,,5,surprise,,,3,think,,,1,angry,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_42,d_nikke_rapunzel_puregrace_04,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_42,True,,1,1,1.0,,,,,,5,surprise,,,3,think,,,1,angry,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_43,d_nikke_rapunzel_puregrace_04,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_43,True,,1,1,1.0,,,,,,5,surprise,,,3,think,,,1,angry,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_44,d_nikke_rapunzel_puregrace_04,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_44,True,,1,1,1.0,,,,,,5,surprise,,,3,think,,,1,angry,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_45,d_nikke_rapunzel_puregrace_04,Speech,commander,commander,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_45,True,,L_50,L_50,1.0,,,,,,5,no,,,3,think,,,1,angry,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_46,d_nikke_rapunzel_puregrace_04,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_46,True,,1,1,1.0,,,,,,5,no,,,3,think,,,1,angry,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_47,d_nikke_rapunzel_puregrace_04,Speech,commander,commander,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_47,False,,L_50,5,1.0,,,,,,5,no,,,3,think,,,1,angry,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_48,d_nikke_rapunzel_puregrace_04,Speech,commander,commander,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_48,True,,5,5,1.0,,,,,,5,no,,,3,think,,,1,angry,,,13,think,,,15,go,,,17,sad,
