id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,set_filter_01,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_alice_wonderlandbunny_04_1,d_nikke_alice_wonderlandbunny_04,Narration,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_04_1,False,Hotel_n,black,black,1.0,none,,,,,alice_b,12,worry,,,
d_nikke_alice_wonderlandbunny_04_2,d_nikke_alice_wonderlandbunny_04,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_04_2,True,,XS_120,XS_120,1.0,bgm_story_inwonderland,alice_b,alice_b,Blur_High,,,12,worry,,,
d_nikke_alice_wonderlandbunny_04_3,d_nikke_alice_wonderlandbunny_04,Self,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_04_3,False,,XS_120,XS_120,1.0,,alice_b,,Blur_High,,,12,worry,,,
d_nikke_alice_wonderlandbunny_04_4,d_nikke_alice_wonderlandbunny_04,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_04_4,True,,XS_120,XS_120,1.0,,alice_b,alice_b,Blur_Middle,,,12,worry,,,
d_nikke_alice_wonderlandbunny_04_5,d_nikke_alice_wonderlandbunny_04,Self,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_04_5,False,,XS_120,XS_120,1.0,,alice_b,,Blur_Middle,,,12,worry,,,
d_nikke_alice_wonderlandbunny_04_6,d_nikke_alice_wonderlandbunny_04,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_04_6,True,,XS_120,XS_1200,1.0,,alice_b,alice_b,Blur_Low,,,12,worry,,,
d_nikke_alice_wonderlandbunny_04_7,d_nikke_alice_wonderlandbunny_04,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_04_7,True,,XS_1200,XS_1200,1.0,,alice_b,alice_b,Blur_Low,,,12,worry,,,
d_nikke_alice_wonderlandbunny_04_8,d_nikke_alice_wonderlandbunny_04,Self,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_04_8,False,,XS_1200,XS_1200,1.0,,alice_b,,Blur_Low,,,12,worry,,,
d_nikke_alice_wonderlandbunny_04_9,d_nikke_alice_wonderlandbunny_04,Self,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_04_9,False,,XS_1200,XS_1200,1.0,,alice_b,,,,,12,worry,,,
d_nikke_alice_wonderlandbunny_04_10,d_nikke_alice_wonderlandbunny_04,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_04_10,True,,XS_1200,XS_120,1.0,,alice_b,alice_b,,,,12,worry,,,
d_nikke_alice_wonderlandbunny_04_11,d_nikke_alice_wonderlandbunny_04,Self,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_04_11,False,,XS_120,XS_120,1.0,,alice_b,,,,,12,worry,,,
d_nikke_alice_wonderlandbunny_04_12,d_nikke_alice_wonderlandbunny_04,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_04_12,True,,XS_120,XS_120,1.0,,alice_b,alice_b,,,,12,worry,,,
d_nikke_alice_wonderlandbunny_04_13,d_nikke_alice_wonderlandbunny_04,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_04_13,True,,XS_120,XS_120,1.0,,alice_b,alice_b,,,,12,worry,,,
d_nikke_alice_wonderlandbunny_04_14,d_nikke_alice_wonderlandbunny_04,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_04_14,True,,XS_120,XS_120,1.0,,alice_b,alice_b,,,,12,worry,,,
d_nikke_alice_wonderlandbunny_04_15,d_nikke_alice_wonderlandbunny_04,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_04_15,True,,XS_120,XS_120,1.0,,alice_b,alice_b,,,,12,worry,,,
d_nikke_alice_wonderlandbunny_04_16,d_nikke_alice_wonderlandbunny_04,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_04_16,True,,XS_120,XS_120,1.0,,alice_b,alice_b,,,,12,worry,,,
d_nikke_alice_wonderlandbunny_04_17,d_nikke_alice_wonderlandbunny_04,Self,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_04_17,False,,XS_120,XS_120,1.0,,alice_b,,,,,12,worry,,,
d_nikke_alice_wonderlandbunny_04_18,d_nikke_alice_wonderlandbunny_04,Self,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_04_18,False,,XS_120,XS_120,1.0,,alice_b,,,,,12,worry,,,
d_nikke_alice_wonderlandbunny_04_19,d_nikke_alice_wonderlandbunny_04,Self,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_04_19,False,,XS_120,XS_120,1.0,,alice_b,,,,,12,worry,,,
d_nikke_alice_wonderlandbunny_04_20,d_nikke_alice_wonderlandbunny_04,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_04_20,True,,XS_120,XS_120,1.0,,alice_b,alice_b,,,,12,worry,,,
d_nikke_alice_wonderlandbunny_04_21,d_nikke_alice_wonderlandbunny_04,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_04_21,True,,XS_120,XS_120,1.0,,alice_b,alice_b,,,,12,worry,,,
d_nikke_alice_wonderlandbunny_04_22,d_nikke_alice_wonderlandbunny_04,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_04_22,True,,XS_120,XS_120,1.0,,alice_b,alice_b,,,,12,worry,,,
d_nikke_alice_wonderlandbunny_04_23,d_nikke_alice_wonderlandbunny_04,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_04_23,True,,XS_120,XS_120,1.0,,alice_b,alice_b,,,,12,worry,,,
d_nikke_alice_wonderlandbunny_04_24,d_nikke_alice_wonderlandbunny_04,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_04_24,True,,XS_120,XS_120,1.0,,alice_b,alice_b,,,,12,worry,,,
d_nikke_alice_wonderlandbunny_04_25,d_nikke_alice_wonderlandbunny_04,Self,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_04_25,False,,XS_120,XS_120,1.0,,alice_b,,,,,12,worry,,,
d_nikke_alice_wonderlandbunny_04_26,d_nikke_alice_wonderlandbunny_04,Self,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_04_26,False,,XS_120,XS_120,1.0,,alice_b,,,,,12,worry,,,
d_nikke_alice_wonderlandbunny_04_27,d_nikke_alice_wonderlandbunny_04,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_04_27,True,,XS_120,XS_120,1.0,,alice_b,alice_b,,,,12,worry,,,
d_nikke_alice_wonderlandbunny_04_28,d_nikke_alice_wonderlandbunny_04,Self,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_04_28,False,,XS_120,XS_120,1.0,,alice_b,,,,,12,worry,,,
d_nikke_alice_wonderlandbunny_04_29,d_nikke_alice_wonderlandbunny_04,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_04_29,True,,XS_120,XS_120,1.0,,alice_b,alice_b,,,,12,worry,,,
d_nikke_alice_wonderlandbunny_04_30,d_nikke_alice_wonderlandbunny_04,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_04_30,True,,XS_120,XS_120,1.0,,alice_b,alice_b,,,,12,worry,,,
d_nikke_alice_wonderlandbunny_04_31,d_nikke_alice_wonderlandbunny_04,Narration,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_04_31,False,,black,black,1.0,,,,,,,12,worry,,,
d_nikke_alice_wonderlandbunny_04_32,d_nikke_alice_wonderlandbunny_04,Narration,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_04_32,False,CoinRushDrinkZone,black,black,1.0,,,,,,,12,worry,,,
d_nikke_alice_wonderlandbunny_04_33,d_nikke_alice_wonderlandbunny_04,Self,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_04_33,False,,XS_120,XS_120,1.0,,alice_b,,,,,12,worry,,,
d_nikke_alice_wonderlandbunny_04_34,d_nikke_alice_wonderlandbunny_04,Self,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_04_34,False,,XS_120,XS_120,1.0,,alice_b,,,,,12,worry,,,
