id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,fade,characters/0/hide_char_id,jump_target,play_sound
d_nikke_helm_03_1,d_nikke_helm_03,Narration,Locale_NikkeEpisode:d_nikke_helm_03_1,False,helm,1,idle,NikkeRoom,19,1,3.0,none,,,,,,
d_nikke_helm_03_2,d_nikke_helm_03,Monologue,Locale_NikkeEpisode:d_nikke_helm_03_2,False,,1,idle,,1,1,1.0,,,,,,,
d_nikke_helm_03_3,d_nikke_helm_03,Monologue,Locale_NikkeEpisode:d_nikke_helm_03_3,False,,1,idle,,1,1,1.0,,,,,,,
d_nikke_helm_03_4,d_nikke_helm_03,Self,Locale_NikkeEpisode:d_nikke_helm_03_4,False,,1,idle,,1,1,1.0,,,,,,,
d_nikke_helm_03_5,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_5,False,,1,idle,,1,1,1.0,,helm,helm,,,,
d_nikke_helm_03_6,d_nikke_helm_03,Monologue,Locale_NikkeEpisode:d_nikke_helm_03_6,False,,1,idle,,1,1,1.0,,helm,,,,,
d_nikke_helm_03_7,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_7,True,,1,idle,,1,1,1.0,,helm,helm,,,,
d_nikke_helm_03_8,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_8,True,,1,idle,Restaurant,1,1,1.0,bgm_story_backtonormal,helm,helm,black,,,
d_nikke_helm_03_9,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_9,True,,1,idle,,1,1,1.0,,helm,helm,,,,
d_nikke_helm_03_10,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_10,True,,1,idle,,1,1,1.0,,helm,helm,,,,
d_nikke_helm_03_11,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_11,True,,1,idle,,1,1,1.0,,helm,helm,,,,
d_nikke_helm_03_12,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_12,True,,1,idle,,1,1,1.0,,helm,helm,,,,
d_nikke_helm_03_13,d_nikke_helm_03,Self,Locale_NikkeEpisode:d_nikke_helm_03_13,False,,1,idle,,1,1,1.0,,helm,,,,,
d_nikke_helm_03_14,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_14,True,,1,no,,1,1,1.0,,helm,helm,,,,
d_nikke_helm_03_15,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_15,True,,1,idle,EzsFull,1,1,2.0,,helm,helm,,helm,,
d_nikke_helm_03_16,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_16,True,,,,,1,1,1.0,,helm,helm,,,,
d_nikke_helm_03_17,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_17,True,,,,,1,1,1.0,,helm,helm,,,,
d_nikke_helm_03_18,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_18,True,helm,1,idle,Restaurant,1,10,2.0,,helm,helm,,,,
d_nikke_helm_03_19,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_19,True,,1,no,,10,1,3.0,,helm,helm,,,,
d_nikke_helm_03_20,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_20,True,,1,idle,,1,1,1.0,,helm,helm,,,,
d_nikke_helm_03_21,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_21,True,,1,idle,,1,1,1.0,,helm,helm,,,,
d_nikke_helm_03_22,d_nikke_helm_03,Self,Locale_NikkeEpisode:d_nikke_helm_03_22,False,,1,idle,,1,1,1.0,,helm,,,,,
d_nikke_helm_03_23,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_23,True,,1,surprise,,1,10,1.0,,helm,helm,,,,
d_nikke_helm_03_24,d_nikke_helm_03,Choice,Locale_NikkeEpisode:d_nikke_helm_03_24,False,,1,surprise,,10,10,1.0,,helm,,,,d_nikke_helm_03_26,
d_nikke_helm_03_25,d_nikke_helm_03,Choice,Locale_NikkeEpisode:d_nikke_helm_03_25,False,,1,surprise,,10,10,1.0,,helm,,,,d_nikke_helm_03_26,
d_nikke_helm_03_26,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_26,True,,1,idle,,10,10,1.0,,helm,helm,,,,
d_nikke_helm_03_27,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_27,True,,1,idle,,10,10,1.0,,helm,helm,,,,
d_nikke_helm_03_28,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_28,True,,1,idle,,10,10,1.0,,helm,helm,,,,
d_nikke_helm_03_29,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_29,True,,1,idle,,10,10,1.0,,helm,helm,,,,
d_nikke_helm_03_30,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_30,False,,1,idle,,10,1,2.0,,helm,helm,,,,
d_nikke_helm_03_31,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_31,True,,1,idle,,1,1,1.0,,helm,helm,,,,
d_nikke_helm_03_32,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_32,True,,1,idle,,1,10,1.0,,helm,helm,,,,
d_nikke_helm_03_33,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_33,True,,1,idle,,10,100,1.0,,helm,helm,,,,
d_nikke_helm_03_34,d_nikke_helm_03,Self,Locale_NikkeEpisode:d_nikke_helm_03_34,False,,1,idle,,100,100,1.0,,helm,,,,,
d_nikke_helm_03_35,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_35,False,,1,idle,,100,1,2.0,,helm,helm,,,,
d_nikke_helm_03_36,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_36,True,,1,no,,1,1,1.0,,helm,helm,,,,
d_nikke_helm_03_37,d_nikke_helm_03,Self,Locale_NikkeEpisode:d_nikke_helm_03_37,False,,1,no,,1,1,1.0,,helm,,,,,
d_nikke_helm_03_38,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_38,True,,1,idle,,1,1,1.0,,helm,helm,,,,
d_nikke_helm_03_39,d_nikke_helm_03,Self,Locale_NikkeEpisode:d_nikke_helm_03_39,False,,1,idle,,1,1,1.0,,helm,,,,,
d_nikke_helm_03_40,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_40,True,,1,no,,1,10,1.0,,helm,helm,,,,
d_nikke_helm_03_41,d_nikke_helm_03,Self,Locale_NikkeEpisode:d_nikke_helm_03_41,False,,1,no,,10,10,1.0,,helm,,,,,
d_nikke_helm_03_42,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_42,True,,1,idle,,10,1,1.0,,helm,helm,,,,
d_nikke_helm_03_43,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_43,True,,1,idle,,1,1,1.0,,helm,helm,,,,
d_nikke_helm_03_44,d_nikke_helm_03,Self,Locale_NikkeEpisode:d_nikke_helm_03_44,False,,1,idle,,1,1,1.0,,helm,,,,,
d_nikke_helm_03_45,d_nikke_helm_03,Self,Locale_NikkeEpisode:d_nikke_helm_03_45,False,,1,idle,,1,1,1.0,,helm,,,,,
d_nikke_helm_03_46,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_46,True,,1,idle,,1,1,1.0,,helm,helm,,,,
d_nikke_helm_03_47,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_47,True,,1,no,,1,1,1.0,,helm,helm,,,,
d_nikke_helm_03_48,d_nikke_helm_03,Self,Locale_NikkeEpisode:d_nikke_helm_03_48,False,,1,no,,1,1,1.0,,helm,,,,,
d_nikke_helm_03_49,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_49,True,,1,surprise,,1,1,1.0,,helm,helm,,,,
d_nikke_helm_03_50,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_50,False,,1,idle,,1,1,1.0,,helm,helm,,,,
d_nikke_helm_03_51,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_51,True,,1,delight,,1,10,2.0,,helm,helm,,,,
d_nikke_helm_03_52,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_52,True,,1,delight,,10,10,1.0,,helm,helm,,,,
d_nikke_helm_03_53,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_53,True,,1,delight,,10,10,1.0,,helm,helm,,,,
d_nikke_helm_03_54,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_54,True,,1,idle,,10,1,1.0,,helm,helm,,,,
d_nikke_helm_03_55,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_55,True,,1,idle,,1,1,1.0,,helm,helm,,,,
d_nikke_helm_03_56,d_nikke_helm_03,Self,Locale_NikkeEpisode:d_nikke_helm_03_56,False,,1,idle,,1,1,1.0,,helm,,,,,
d_nikke_helm_03_57,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_57,True,,1,idle,,1,1,1.0,,helm,helm,,,,
d_nikke_helm_03_58,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_58,True,,1,idle,,1,1,1.0,,helm,helm,,,,
d_nikke_helm_03_59,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_59,True,,1,no,,1,100,3.0,,helm,helm,,,,
d_nikke_helm_03_60,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_60,False,,1,no,,100,100,1.0,,helm,helm,,,,
d_nikke_helm_03_61,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_61,True,,1,idle,,100,1,2.0,,helm,helm,,,,
d_nikke_helm_03_62,d_nikke_helm_03,Self,Locale_NikkeEpisode:d_nikke_helm_03_62,False,,1,idle,,1,1,1.0,,helm,,,,,
d_nikke_helm_03_63,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_63,True,,1,idle,,1,1,1.0,,helm,helm,,,,
d_nikke_helm_03_64,d_nikke_helm_03,Self,Locale_NikkeEpisode:d_nikke_helm_03_64,False,,1,idle,,1,1,1.0,,helm,,,,,
d_nikke_helm_03_65,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_65,True,,1,idle,,1,1,1.0,,helm,helm,,,,
d_nikke_helm_03_66,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_66,True,,1,idle,,1,10,2.0,,helm,helm,,,,
d_nikke_helm_03_67,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_67,True,,1,idle,,10,100,2.0,,helm,helm,,,,
d_nikke_helm_03_68,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_68,True,,1,idle,HotSpring,1,1,1.0,bgm_story_languor,helm,helm,black,,,
d_nikke_helm_03_69,d_nikke_helm_03,Self,Locale_NikkeEpisode:d_nikke_helm_03_69,False,,1,idle,,1,1,1.0,,helm,,,,,
d_nikke_helm_03_70,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_70,True,,1,idle,,1,1,1.0,,helm,helm,,,,
d_nikke_helm_03_71,d_nikke_helm_03,Self,Locale_NikkeEpisode:d_nikke_helm_03_71,False,,1,idle,,1,1,1.0,,helm,,,,,
d_nikke_helm_03_72,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_72,True,,1,no,,1,1,1.0,,helm,helm,,,,
d_nikke_helm_03_73,d_nikke_helm_03,Self,Locale_NikkeEpisode:d_nikke_helm_03_73,False,,1,no,,1,1,1.0,,helm,,,,,
d_nikke_helm_03_74,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_74,False,,1,no,,1,1,1.0,,helm,helm,,,,
d_nikke_helm_03_75,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_75,True,,1,angry,,1,10,3.0,,helm,helm,,,,
d_nikke_helm_03_76,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_76,True,,1,angry,,10,10,1.0,,helm,helm,,,,
d_nikke_helm_03_77,d_nikke_helm_03,Self,Locale_NikkeEpisode:d_nikke_helm_03_77,False,,1,angry,,10,10,1.0,,helm,,,,,
d_nikke_helm_03_78,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_78,True,,1,shy,,10,100,1.0,,helm,helm,,,,
d_nikke_helm_03_79,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_79,True,,1,idle,,100,1,1.0,,helm,helm,,,,
d_nikke_helm_03_80,d_nikke_helm_03,Self,Locale_NikkeEpisode:d_nikke_helm_03_80,False,,1,idle,,1,1,1.0,,helm,,,,,
d_nikke_helm_03_81,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_81,True,,1,idle,,1,1,1.0,,helm,helm,,,,
d_nikke_helm_03_82,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_82,True,,1,idle,,1,1,1.0,,helm,helm,,,,
d_nikke_helm_03_83,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_83,True,,1,idle,,1,1,1.0,,helm,helm,,,,
d_nikke_helm_03_84,d_nikke_helm_03,Self,Locale_NikkeEpisode:d_nikke_helm_03_84,False,,1,idle,,1,1,1.0,,helm,,,,,
d_nikke_helm_03_85,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_85,True,,1,idle,,1,1,1.0,,helm,helm,,,,
d_nikke_helm_03_86,d_nikke_helm_03,Narration,Locale_NikkeEpisode:d_nikke_helm_03_86,False,,1,idle,,1,1,1.0,,helm,,,helm,,sfx_scn_splash
d_nikke_helm_03_87,d_nikke_helm_03,Narration,Locale_NikkeEpisode:d_nikke_helm_03_87,False,,,,,1,1,1.0,,helm,,,,,sfx_scn_dabbling
d_nikke_helm_03_88,d_nikke_helm_03,Monologue,Locale_NikkeEpisode:d_nikke_helm_03_88,False,,,,,1,1,1.0,,helm,,,,,
d_nikke_helm_03_89,d_nikke_helm_03,Monologue,Locale_NikkeEpisode:d_nikke_helm_03_89,False,,,,,1,1,1.0,,helm,,,,,
d_nikke_helm_03_90,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_90,True,,,,,1,1,1.0,,spaowner,spaowner,,,,
d_nikke_helm_03_91,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_91,True,helm,1,shy,,1,100,1.0,,helm,helm,,,,
d_nikke_helm_03_92,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_92,True,,1,shy,,100,100,1.0,,helm,helm,,,,
d_nikke_helm_03_93,d_nikke_helm_03,Self,Locale_NikkeEpisode:d_nikke_helm_03_93,False,,1,shy,,100,100,1.0,,helm,,,,,
d_nikke_helm_03_94,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_94,False,,1,idle,,100,1,2.0,,helm,helm,,,,
d_nikke_helm_03_95,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_95,True,,1,shy,,1,1,1.0,,helm,helm,,,,
d_nikke_helm_03_96,d_nikke_helm_03,Self,Locale_NikkeEpisode:d_nikke_helm_03_96,False,,1,shy,,1,1,1.0,,helm,,,,,
d_nikke_helm_03_97,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_97,True,,1,shy,,1,1,1.0,,helm,helm,,,,
d_nikke_helm_03_98,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_98,True,,1,idle,,1,1,1.0,,helm,helm,,,,
d_nikke_helm_03_99,d_nikke_helm_03,Self,Locale_NikkeEpisode:d_nikke_helm_03_99,False,,1,idle,,1,1,1.0,,helm,,,,,
d_nikke_helm_03_100,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_100,True,,1,idle,,1,10,1.0,,helm,helm,,,,
d_nikke_helm_03_101,d_nikke_helm_03,Monologue,Locale_NikkeEpisode:d_nikke_helm_03_101,False,,1,idle,,10,1,1.0,,helm,,,helm,,
d_nikke_helm_03_102,d_nikke_helm_03,Monologue,Locale_NikkeEpisode:d_nikke_helm_03_102,False,,,,,1,1,1.0,,helm,,,,,sfx_scn_splash
d_nikke_helm_03_103,d_nikke_helm_03,Monologue,Locale_NikkeEpisode:d_nikke_helm_03_103,False,,,,,1,1,1.0,,helm,,,,,
d_nikke_helm_03_104,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_104,True,,,,,1,1,1.0,,spaowner,spaowner,,,,
d_nikke_helm_03_105,d_nikke_helm_03,Speech,Locale_NikkeEpisode:d_nikke_helm_03_105,True,,,,,1,1,1.0,,spaowner,spaowner,,,,
