id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,fade,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_neon_blueocean_03_1,d_nikke_neon_blueocean_03,Narration,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_1,False,ArkRuinIndoor,black,black,1.0,sfx_scn_pickax,ambient_scn_wind,,,,,neon_s,1,idle,,,,
d_nikke_neon_blueocean_03_2,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_2,True,,black,black,1.0,,,neon_s,neon_s,,,,1,idle,,,,
d_nikke_neon_blueocean_03_3,d_nikke_neon_blueocean_03,Narration,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_3,False,,black,black,1.0,sfx_scn_pickax,,neon_s,,,,,1,idle,,,,
d_nikke_neon_blueocean_03_4,d_nikke_neon_blueocean_03,Narration,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_4,False,,black,black,1.0,sfx_scn_metalcrack,,neon_s,,,,,1,idle,,,,
d_nikke_neon_blueocean_03_5,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_5,True,,XS_10,XS_10,1.0,,,neon_s,neon_s,,,,1,surprise,,,,
d_nikke_neon_blueocean_03_6,d_nikke_neon_blueocean_03,Self,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_6,False,,XS_10,XS_10,1.0,,,neon_s,,,,,1,surprise,,,,
d_nikke_neon_blueocean_03_7,d_nikke_neon_blueocean_03,Monologue,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_7,False,,XS_10,XS_10,1.0,,,neon_s,,,,,1,surprise,,,,
d_nikke_neon_blueocean_03_8,d_nikke_neon_blueocean_03,Monologue,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_8,False,,XS_10,XS_10,1.0,,,neon_s,,,,,1,surprise,,,,
d_nikke_neon_blueocean_03_9,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_9,True,,XS_10,XS_10,1.0,,,neon_s,neon_s,,,,1,angry,,,,
d_nikke_neon_blueocean_03_10,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_10,True,,XS_10,XS_10,1.0,,,neon_s,neon_s,,,,1,angry,,,,
d_nikke_neon_blueocean_03_11,d_nikke_neon_blueocean_03,Self,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_11,False,,XS_10,XS_10,1.0,,,neon_s,,,,,1,angry,,,,
d_nikke_neon_blueocean_03_12,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_12,True,,XS_10,XS_10,1.0,,,neon_s,neon_s,,,,1,angry,,,,
d_nikke_neon_blueocean_03_13,d_nikke_neon_blueocean_03,Self,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_13,False,,XS_10,XS_10,1.0,,,neon_s,,,,,1,angry,,,,
d_nikke_neon_blueocean_03_14,d_nikke_neon_blueocean_03,Monologue,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_14,False,,XS_10,XS_10,1.0,,,neon_s,,,,,1,angry,,,,
d_nikke_neon_blueocean_03_15,d_nikke_neon_blueocean_03,Monologue,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_15,False,,XS_10,XS_10,1.0,,,neon_s,,,,,1,angry,,,,
d_nikke_neon_blueocean_03_16,d_nikke_neon_blueocean_03,Narration,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_16,False,Beach_d,XS_10,XS_10,1.0,,none,neon_s,,black,,,1,surprise,liter_s,3,idle,
d_nikke_neon_blueocean_03_17,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_17,True,,XS_10,2,1.0,,bgm_story_whosdumber,neon_s,neon_s,,,,1,surprise,,3,idle,
d_nikke_neon_blueocean_03_18,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_18,True,,2,2,1.0,,,neon_s,neon_s,,,,1,surprise,,3,idle,
d_nikke_neon_blueocean_03_19,d_nikke_neon_blueocean_03,Monologue,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_19,False,,2,2,1.0,,,neon_s,,,,,1,surprise,,3,idle,
d_nikke_neon_blueocean_03_20,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_20,True,,2,2,1.0,,,liter_s,liter_s,,,,1,surprise,,3,idle,
d_nikke_neon_blueocean_03_21,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_21,True,,2,2,1.0,,,neon_s,neon_s,,,,1,idle,,3,idle,
d_nikke_neon_blueocean_03_22,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_22,True,,2,2,1.0,,,neon_s,neon_s,,,,1,idle,,3,idle,
d_nikke_neon_blueocean_03_23,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_23,True,,2,2,1.0,,,liter_s,liter_s,,,,1,idle,,3,sorrow,
d_nikke_neon_blueocean_03_24,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_24,True,,2,XS_30,1.0,,,liter_s,liter_s,,,,1,idle,,3,sorrow,
d_nikke_neon_blueocean_03_25,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_25,True,,XS_30,XS_30,1.0,,,liter_s,liter_s,,,,1,idle,,3,sorrow,
d_nikke_neon_blueocean_03_26,d_nikke_neon_blueocean_03,Self,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_26,False,,XS_30,XS_30,1.0,,,liter_s,,,,,1,idle,,3,sorrow,
d_nikke_neon_blueocean_03_27,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_27,True,,XS_30,XS_30,1.0,,,liter_s,liter_s,,,,1,idle,,3,angry,
d_nikke_neon_blueocean_03_28,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_28,True,,XS_30,XS_30,1.0,,,liter_s,liter_s,,,,1,idle,,3,angry,
d_nikke_neon_blueocean_03_29,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_29,True,,XS_10,XS_10,1.0,,,neon_s,neon_s,,,,1,idle,,3,angry,
d_nikke_neon_blueocean_03_30,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_30,True,,XS_30,XS_30,1.0,,,liter_s,liter_s,,,,1,idle,,3,no,
d_nikke_neon_blueocean_03_31,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_31,True,,XS_10,XS_10,1.0,,,neon_s,neon_s,,,,1,idle,,3,no,
d_nikke_neon_blueocean_03_32,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_32,True,,XS_10,XS_10,1.0,,,neon_s,neon_s,,,,1,idle,,3,no,
d_nikke_neon_blueocean_03_33,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_33,True,,XS_30,XS_300,1.0,,,liter_s,liter_s,,,,1,idle,,3,sorrow,
d_nikke_neon_blueocean_03_34,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_34,True,,XS_300,XS_300,1.0,,,liter_s,liter_s,,,,1,idle,,3,sorrow,
