id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,play_sound
d_nikke_moran_04_1,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_1,True,moran,1,no,City_d,1,1,1.0,bgm_inark,,,,,,
d_nikke_moran_04_2,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_2,True,,1,no,,1,1,1.0,,,,,,,
d_nikke_moran_04_3,d_nikke_moran_04,Choice,,,Locale_NikkeEpisode:d_nikke_moran_04_3,False,,1,no,,1,1,1.0,,d_nikke_moran_04_5,,,,,
d_nikke_moran_04_4,d_nikke_moran_04,Choice,,,Locale_NikkeEpisode:d_nikke_moran_04_4,False,,1,no,,1,1,1.0,,d_nikke_moran_04_7,,,,,
d_nikke_moran_04_5,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_5,True,,1,no,,1,10,1.0,,,,,,,
d_nikke_moran_04_6,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_6,True,,1,no,,10,10,1.0,,d_nikke_moran_04_8,,,,,
d_nikke_moran_04_7,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_7,True,,1,idle,,1,10,1.0,,d_nikke_moran_04_8,,,,,
d_nikke_moran_04_8,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_8,True,,1,think,,10,10,1.0,,,,,,,
d_nikke_moran_04_9,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_9,True,,1,think,,10,10,1.0,,,,,,,
d_nikke_moran_04_10,d_nikke_moran_04,Self,,,Locale_NikkeEpisode:d_nikke_moran_04_10,False,,1,think,,10,10,1.0,,,,,,,
d_nikke_moran_04_11,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_11,True,,1,think,,10,10,1.0,,,,,,,
d_nikke_moran_04_12,d_nikke_moran_04,Self,,,Locale_NikkeEpisode:d_nikke_moran_04_12,False,,1,think,,10,10,1.0,,,,,,,
d_nikke_moran_04_13,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_13,True,,1,idle,,10,100,1.0,,,,,,,
d_nikke_moran_04_14,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_14,True,,1,idle,,100,100,1.0,,,,,,,
d_nikke_moran_04_15,d_nikke_moran_04,Self,,,Locale_NikkeEpisode:d_nikke_moran_04_15,False,,1,idle,,100,100,1.0,,,,,,,
d_nikke_moran_04_16,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_16,True,,1,delight,,100,100,1.0,,,,,,,
d_nikke_moran_04_17,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_17,True,,1,delight,,100,100,1.0,,,,,,,
d_nikke_moran_04_18,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_18,True,,1,delight,,100,100,1.0,,,,,,,
d_nikke_moran_04_19,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_19,True,,1,delight,,100,100,1.0,,,,,,,
d_nikke_moran_04_20,d_nikke_moran_04,Self,,,Locale_NikkeEpisode:d_nikke_moran_04_20,False,,1,delight,,100,100,1.0,,,,,,,
d_nikke_moran_04_21,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_21,True,,1,think,,100,10,1.0,,,,,,,
d_nikke_moran_04_22,d_nikke_moran_04,Self,,,Locale_NikkeEpisode:d_nikke_moran_04_22,False,,1,think,,10,10,1.0,,,,,,,
d_nikke_moran_04_23,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_23,True,,1,think,,10,10,1.0,,,,,,,
d_nikke_moran_04_24,d_nikke_moran_04,Speech,sickwoman,sickwoman,Locale_NikkeEpisode:d_nikke_moran_04_24,True,,1,think,,10,113,1.0,none,,sickwoman,13,idle,,
d_nikke_moran_04_25,d_nikke_moran_04,Speech,sickwoman,sickwoman,Locale_NikkeEpisode:d_nikke_moran_04_25,True,,1,think,,113,113,1.0,,,,13,idle,,
d_nikke_moran_04_26,d_nikke_moran_04,Speech,sickwoman,sickwoman,Locale_NikkeEpisode:d_nikke_moran_04_26,True,,1,think,,113,113,1.0,bgm_story_fairytalesend_if,,,13,idle,,
d_nikke_moran_04_27,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_27,False,,1,think,,113,113,1.0,,,,13,idle,,
d_nikke_moran_04_28,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_28,True,,1,think,,113,113,1.0,,,,13,idle,,
d_nikke_moran_04_29,d_nikke_moran_04,Speech,sickwoman,sickwoman,Locale_NikkeEpisode:d_nikke_moran_04_29,True,,1,think,,113,113,1.0,,,,13,idle,,
d_nikke_moran_04_30,d_nikke_moran_04,Speech,sickwoman,sickwoman,Locale_NikkeEpisode:d_nikke_moran_04_30,False,,1,think,,113,130,1.0,,,,13,idle,,
d_nikke_moran_04_31,d_nikke_moran_04,Speech,sickwoman,sickwoman,Locale_NikkeEpisode:d_nikke_moran_04_31,True,,1,think,,130,130,1.0,,,,13,idle,,
d_nikke_moran_04_32,d_nikke_moran_04,Speech,sickwoman,sickwoman,Locale_NikkeEpisode:d_nikke_moran_04_32,True,,1,think,,130,130,1.0,,,,13,idle,,
d_nikke_moran_04_33,d_nikke_moran_04,Speech,sickwoman,sickwoman,Locale_NikkeEpisode:d_nikke_moran_04_33,True,,1,think,,130,130,1.0,,,,13,idle,,
d_nikke_moran_04_34,d_nikke_moran_04,Speech,sickwoman,sickwoman,Locale_NikkeEpisode:d_nikke_moran_04_34,True,,1,think,,130,13,1.0,,,,13,idle,,
d_nikke_moran_04_35,d_nikke_moran_04,Speech,sickwoman,sickwoman,Locale_NikkeEpisode:d_nikke_moran_04_35,True,,1,think,,13,13,1.0,,,,13,idle,,
d_nikke_moran_04_36,d_nikke_moran_04,Speech,sickwoman,sickwoman,Locale_NikkeEpisode:d_nikke_moran_04_36,True,,1,think,,13,13,1.0,,,,13,idle,,
d_nikke_moran_04_37,d_nikke_moran_04,Speech,sickwoman,sickwoman,Locale_NikkeEpisode:d_nikke_moran_04_37,True,,1,think,,13,13,1.0,,,,13,idle,,
d_nikke_moran_04_38,d_nikke_moran_04,Speech,sickwoman,sickwoman,Locale_NikkeEpisode:d_nikke_moran_04_38,True,,1,think,,13,13,1.0,,,,13,idle,,
d_nikke_moran_04_39,d_nikke_moran_04,Speech,sickwoman,sickwoman,Locale_NikkeEpisode:d_nikke_moran_04_39,True,,1,think,,13,13,1.0,,,,13,idle,,
d_nikke_moran_04_40,d_nikke_moran_04,Speech,sickwoman,sickwoman,Locale_NikkeEpisode:d_nikke_moran_04_40,True,,1,think,,13,130,1.0,,,,13,idle,,
d_nikke_moran_04_41,d_nikke_moran_04,Speech,sickwoman,sickwoman,Locale_NikkeEpisode:d_nikke_moran_04_41,True,,1,think,,130,130,1.0,,,,13,idle,,
d_nikke_moran_04_42,d_nikke_moran_04,Monologue,,,Locale_NikkeEpisode:d_nikke_moran_04_42,False,,1,think,,130,130,1.0,,,,13,idle,,
d_nikke_moran_04_43,d_nikke_moran_04,Self,,,Locale_NikkeEpisode:d_nikke_moran_04_43,False,,1,think,,130,10,1.0,,,,13,idle,,
d_nikke_moran_04_44,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_44,False,,1,think,,10,10,1.0,,,,13,idle,,
d_nikke_moran_04_45,d_nikke_moran_04,Self,,,Locale_NikkeEpisode:d_nikke_moran_04_45,False,,1,think,,10,10,1.0,,,,13,idle,,
d_nikke_moran_04_46,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_46,True,,1,think,,10,100,1.0,,,,13,idle,,
d_nikke_moran_04_47,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_47,True,,1,think,,100,100,1.0,,,,13,idle,,
d_nikke_moran_04_48,d_nikke_moran_04,Self,,,Locale_NikkeEpisode:d_nikke_moran_04_48,False,,1,think,,100,100,1.0,,,,13,idle,,
d_nikke_moran_04_49,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_49,True,,1,think,,100,100,1.0,,,,13,idle,,
d_nikke_moran_04_50,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_50,True,,1,think,,100,100,1.0,,,,13,idle,,
d_nikke_moran_04_51,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_51,True,,1,think,,100,100,1.0,,,,13,idle,,
d_nikke_moran_04_52,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_52,True,,1,think,,100,100,1.0,,,,13,idle,,
d_nikke_moran_04_53,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_53,True,,1,think,,100,10,1.0,,,,13,idle,,
d_nikke_moran_04_54,d_nikke_moran_04,Self,,,Locale_NikkeEpisode:d_nikke_moran_04_54,False,,1,think,,10,10,1.0,,,,13,idle,,
d_nikke_moran_04_55,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_55,True,,1,idle,,10,10,1.0,,,,13,idle,,
d_nikke_moran_04_56,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_56,True,,1,idle,,10,10,1.0,,,,13,idle,,
d_nikke_moran_04_57,d_nikke_moran_04,Speech,sickwoman,sickwoman,Locale_NikkeEpisode:d_nikke_moran_04_57,True,,1,idle,,10,113,1.0,,,,13,idle,,
d_nikke_moran_04_58,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_58,True,,1,idle,,113,113,1.0,,,,13,idle,,
d_nikke_moran_04_59,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_59,True,,1,idle,,113,113,1.0,,,,13,idle,,
d_nikke_moran_04_60,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_60,True,,1,idle,,113,113,1.0,,,,13,idle,,
d_nikke_moran_04_61,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_61,True,,1,idle,,113,113,1.0,,,,13,idle,,
d_nikke_moran_04_62,d_nikke_moran_04,Self,,,Locale_NikkeEpisode:d_nikke_moran_04_62,False,,1,idle,,113,113,1.0,,,,13,idle,,
d_nikke_moran_04_63,d_nikke_moran_04,Speech,sickwoman,sickwoman,Locale_NikkeEpisode:d_nikke_moran_04_63,True,,1,idle,,113,113,1.0,,,,13,idle,,
d_nikke_moran_04_64,d_nikke_moran_04,Monologue,,,Locale_NikkeEpisode:d_nikke_moran_04_64,False,,1,idle,Backstreet,black,black,1.0,,,,13,idle,black,
d_nikke_moran_04_65,d_nikke_moran_04,Monologue,,,Locale_NikkeEpisode:d_nikke_moran_04_65,False,,1,idle,,black,black,1.0,,,,13,idle,,
d_nikke_moran_04_66,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_66,True,,1,think,,1,1,1.0,,,,13,idle,,
d_nikke_moran_04_67,d_nikke_moran_04,Self,,,Locale_NikkeEpisode:d_nikke_moran_04_67,False,,1,think,,1,1,1.0,,,,13,idle,,
d_nikke_moran_04_68,d_nikke_moran_04,Narration,,,Locale_NikkeEpisode:d_nikke_moran_04_68,False,,1,think,,1,3,1.0,,,,13,idle,,sfx_scn_heavyknock
d_nikke_moran_04_69,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_69,True,,1,angry,,3,3,1.0,,,,13,idle,,
d_nikke_moran_04_70,d_nikke_moran_04,Monologue,,,Locale_NikkeEpisode:d_nikke_moran_04_70,False,,1,angry,,3,3,1.0,,,,13,idle,,
d_nikke_moran_04_71,d_nikke_moran_04,Narration,,,Locale_NikkeEpisode:d_nikke_moran_04_71,False,,1,angry,,3,3,1.0,,,,13,idle,,
d_nikke_moran_04_72,d_nikke_moran_04,Monologue,,,Locale_NikkeEpisode:d_nikke_moran_04_72,False,,1,think,,3,3,1.0,,,,13,idle,,
d_nikke_moran_04_73,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_73,True,,1,think,,3,1,1.0,,,,13,idle,,
d_nikke_moran_04_74,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_74,True,,1,think,,1,1,1.0,,,,13,idle,,
d_nikke_moran_04_75,d_nikke_moran_04,Narration,,,Locale_NikkeEpisode:d_nikke_moran_04_75,False,,1,think,,1,1,1.0,,,,13,idle,,sfx_scn_heavyknock
d_nikke_moran_04_76,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_76,True,,1,think,,1,1,1.0,,,,13,idle,,
d_nikke_moran_04_77,d_nikke_moran_04,Monologue,,,Locale_NikkeEpisode:d_nikke_moran_04_77,False,,1,think,,1,1,1.0,,,,13,idle,,
d_nikke_moran_04_78,d_nikke_moran_04,Narration,,,Locale_NikkeEpisode:d_nikke_moran_04_78,False,,1,think,,1,10,1.0,,,,13,idle,,sfx_scn_rustydooropen
d_nikke_moran_04_79,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_79,False,,1,worry,,10,10,1.0,,,,13,idle,,
d_nikke_moran_04_80,d_nikke_moran_04,Self,,,Locale_NikkeEpisode:d_nikke_moran_04_80,False,,1,worry,,10,10,1.0,,,,13,idle,,
d_nikke_moran_04_81,d_nikke_moran_04,Speech,sickwoman,sickwoman,Locale_NikkeEpisode:d_nikke_moran_04_81,False,,1,worry,,10,10,1.0,,,,13,idle,,
d_nikke_moran_04_82,d_nikke_moran_04,Monologue,,,Locale_NikkeEpisode:d_nikke_moran_04_82,False,,1,worry,,10,10,1.0,,,,13,idle,,
d_nikke_moran_04_83,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_83,True,,1,worry,,10,10,1.0,,,,13,idle,,
d_nikke_moran_04_84,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_84,True,,1,worry,,10,10,1.0,,,,13,idle,,
d_nikke_moran_04_85,d_nikke_moran_04,Speech,sickwoman,sickwoman,Locale_NikkeEpisode:d_nikke_moran_04_85,True,,1,worry,,10,113,1.0,,,,13,idle,,
d_nikke_moran_04_86,d_nikke_moran_04,Speech,sickwoman,sickwoman,Locale_NikkeEpisode:d_nikke_moran_04_86,True,,1,worry,,113,113,1.0,,,,13,idle,,
d_nikke_moran_04_87,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_87,True,,1,worry,,113,113,1.0,,,,13,idle,,
