id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
d_nikke_rosanna_chicocean_04_1,d_nikke_rosanna_chicocean_04,Narration,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_1,False,Sky_s,2,20,1.0,sfx_scn_oldengine,bgm_story_voicesofthesea,,,,
d_nikke_rosanna_chicocean_04_2,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_2,True,,20,20,1.0,,,rosanna_s,rosanna_s,2,idle
d_nikke_rosanna_chicocean_04_3,d_nikke_rosanna_chicocean_04,Monologue,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_3,False,,20,20,1.0,,,,,2,idle
d_nikke_rosanna_chicocean_04_4,d_nikke_rosanna_chicocean_04,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_4,False,,20,20,1.0,,,,,2,idle
d_nikke_rosanna_chicocean_04_5,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_5,True,,20,20,1.0,,,rosanna_s,,2,idle
d_nikke_rosanna_chicocean_04_6,d_nikke_rosanna_chicocean_04,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_6,False,,20,20,1.0,,,,,2,idle
d_nikke_rosanna_chicocean_04_7,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_7,True,,20,20,1.0,,,rosanna_s,,2,idle
d_nikke_rosanna_chicocean_04_8,d_nikke_rosanna_chicocean_04,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_8,False,,20,20,1.0,,,,,2,idle
d_nikke_rosanna_chicocean_04_9,d_nikke_rosanna_chicocean_04,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_9,False,,20,20,1.0,,,,,2,idle
d_nikke_rosanna_chicocean_04_10,d_nikke_rosanna_chicocean_04,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_10,False,,20,20,1.0,,,,,2,idle
d_nikke_rosanna_chicocean_04_11,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_11,True,,20,20,1.0,,,rosanna_s,,2,idle
d_nikke_rosanna_chicocean_04_12,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_12,True,,20,200,1.0,,,rosanna_s,,2,idle
d_nikke_rosanna_chicocean_04_13,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_13,True,,200,200,1.0,,,rosanna_s,,2,idle
d_nikke_rosanna_chicocean_04_14,d_nikke_rosanna_chicocean_04,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_14,False,,200,200,1.0,,,,,2,idle
d_nikke_rosanna_chicocean_04_15,d_nikke_rosanna_chicocean_04,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_15,False,,200,200,1.0,,,,,2,idle
d_nikke_rosanna_chicocean_04_16,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_16,True,,200,200,1.0,,,rosanna_s,,2,idle
d_nikke_rosanna_chicocean_04_17,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_17,True,,200,200,1.0,,,rosanna_s,,2,idle
d_nikke_rosanna_chicocean_04_18,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_18,True,,200,200,1.0,,,rosanna_s,,2,idle
d_nikke_rosanna_chicocean_04_19,d_nikke_rosanna_chicocean_04,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_19,False,,200,200,1.0,,,,,2,idle
d_nikke_rosanna_chicocean_04_20,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_20,True,,200,200,1.0,,,rosanna_s,,2,idle
d_nikke_rosanna_chicocean_04_21,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_21,True,,200,200,1.0,,,rosanna_s,,2,idle
d_nikke_rosanna_chicocean_04_22,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_22,True,,200,200,1.0,,,rosanna_s,,2,idle
d_nikke_rosanna_chicocean_04_23,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_23,True,,200,200,1.0,,,rosanna_s,,2,idle
d_nikke_rosanna_chicocean_04_24,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_24,True,,200,200,1.0,,,rosanna_s,,2,idle
d_nikke_rosanna_chicocean_04_25,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_25,True,,200,200,1.0,,,rosanna_s,,2,idle
d_nikke_rosanna_chicocean_04_26,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_26,True,,200,200,1.0,,,rosanna_s,,2,idle
d_nikke_rosanna_chicocean_04_27,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_27,True,,200,200,1.0,,,rosanna_s,,2,idle
d_nikke_rosanna_chicocean_04_28,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_28,True,,200,200,1.0,,,rosanna_s,,2,idle
d_nikke_rosanna_chicocean_04_29,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_29,True,,200,20,1.0,,,rosanna_s,,2,void
d_nikke_rosanna_chicocean_04_30,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_30,True,,20,20,1.0,,,rosanna_s,,2,void
d_nikke_rosanna_chicocean_04_31,d_nikke_rosanna_chicocean_04,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_31,False,,20,20,1.0,,,,,2,void
d_nikke_rosanna_chicocean_04_32,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_32,True,,20,20,1.0,,,rosanna_s,,2,void
d_nikke_rosanna_chicocean_04_33,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_33,True,,20,20,1.0,,,rosanna_s,,2,void
d_nikke_rosanna_chicocean_04_34,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_34,True,,20,20,1.0,,,rosanna_s,,2,void
d_nikke_rosanna_chicocean_04_35,d_nikke_rosanna_chicocean_04,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_35,False,,20,20,1.0,,,,,2,void
d_nikke_rosanna_chicocean_04_36,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_36,True,,20,20,1.0,,,rosanna_s,,2,void
d_nikke_rosanna_chicocean_04_37,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_37,True,,20,20,1.0,,,rosanna_s,,2,void
d_nikke_rosanna_chicocean_04_38,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_38,True,,20,20,1.0,,,rosanna_s,,2,void
d_nikke_rosanna_chicocean_04_39,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_39,True,,20,20,1.0,,,rosanna_s,,2,void
d_nikke_rosanna_chicocean_04_40,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_40,True,,20,20,1.0,,,rosanna_s,,2,void
d_nikke_rosanna_chicocean_04_41,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_41,True,,20,20,1.0,,,rosanna_s,,2,think
d_nikke_rosanna_chicocean_04_42,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_42,True,,20,20,1.0,,,rosanna_s,,2,think
d_nikke_rosanna_chicocean_04_43,d_nikke_rosanna_chicocean_04,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_43,False,,20,20,1.0,,,,,2,think
d_nikke_rosanna_chicocean_04_44,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_44,True,,20,200,1.0,,,rosanna_s,,2,void
d_nikke_rosanna_chicocean_04_45,d_nikke_rosanna_chicocean_04,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_45,False,,200,200,1.0,,,,,2,void
d_nikke_rosanna_chicocean_04_46,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_46,True,,200,200,1.0,,,rosanna_s,,2,void
d_nikke_rosanna_chicocean_04_47,d_nikke_rosanna_chicocean_04,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_47,False,,200,200,1.0,,,,,2,void
d_nikke_rosanna_chicocean_04_48,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_48,True,,200,200,1.0,,,rosanna_s,,2,idle
d_nikke_rosanna_chicocean_04_49,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_49,True,,200,200,1.0,,,rosanna_s,,2,idle
d_nikke_rosanna_chicocean_04_50,d_nikke_rosanna_chicocean_04,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_50,False,,200,200,1.0,,,,,2,idle
d_nikke_rosanna_chicocean_04_51,d_nikke_rosanna_chicocean_04,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_51,False,,200,200,1.0,,,,,2,idle
d_nikke_rosanna_chicocean_04_52,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_52,True,,200,20,1.0,,,rosanna_s,,2,void
d_nikke_rosanna_chicocean_04_53,d_nikke_rosanna_chicocean_04,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_53,False,,20,20,1.0,,,,,2,void
d_nikke_rosanna_chicocean_04_54,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_54,False,,20,20,1.0,,,rosanna_s,,2,void
d_nikke_rosanna_chicocean_04_55,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_55,True,,20,20,1.0,,,rosanna_s,,2,shy
d_nikke_rosanna_chicocean_04_56,d_nikke_rosanna_chicocean_04,Narration,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_56,False,,20,200,1.0,sfx_scn_handtouchsmooth,,,,2,shy
d_nikke_rosanna_chicocean_04_57,d_nikke_rosanna_chicocean_04,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_57,False,,200,200,1.0,,,,,2,shy
d_nikke_rosanna_chicocean_04_58,d_nikke_rosanna_chicocean_04,Monologue,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_58,False,,200,200,1.0,,,,,2,shy
d_nikke_rosanna_chicocean_04_59,d_nikke_rosanna_chicocean_04,Monologue,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_59,False,,200,200,1.0,,,,,2,shy
d_nikke_rosanna_chicocean_04_60,d_nikke_rosanna_chicocean_04,Monologue,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_60,False,,200,200,1.0,,,,,2,shy
d_nikke_rosanna_chicocean_04_61,d_nikke_rosanna_chicocean_04,Monologue,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_61,False,,200,200,1.0,,,,,2,shy
d_nikke_rosanna_chicocean_04_62,d_nikke_rosanna_chicocean_04,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_62,False,,200,200,1.0,,,,,2,shy
d_nikke_rosanna_chicocean_04_63,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_63,True,,200,200,1.0,,,rosanna_s,,2,shy
d_nikke_rosanna_chicocean_04_64,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_64,True,,200,200,1.0,,,rosanna_s,,2,shy
d_nikke_rosanna_chicocean_04_65,d_nikke_rosanna_chicocean_04,Narration,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_65,False,,200,200,1.0,sfx_scn_handtouchsmooth,,,,2,shy
d_nikke_rosanna_chicocean_04_66,d_nikke_rosanna_chicocean_04,Monologue,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_66,False,,200,200,1.0,,,,,2,shy
d_nikke_rosanna_chicocean_04_67,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_67,True,,200,200,1.0,,,rosanna_s,,2,shy
d_nikke_rosanna_chicocean_04_68,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_68,True,,200,200,1.0,,,rosanna_s,,2,shy
d_nikke_rosanna_chicocean_04_69,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_69,True,,200,200,1.0,,,rosanna_s,,2,shy
d_nikke_rosanna_chicocean_04_70,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_70,True,,200,200,1.0,,,rosanna_s,,2,shy
d_nikke_rosanna_chicocean_04_71,d_nikke_rosanna_chicocean_04,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_71,False,,200,200,1.0,,,,,2,shy
d_nikke_rosanna_chicocean_04_72,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_72,True,,200,200,1.0,,,rosanna_s,,2,shy
d_nikke_rosanna_chicocean_04_73,d_nikke_rosanna_chicocean_04,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_04_73,True,,200,200,1.0,,,rosanna_s,,2,shy
