id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_ein_03_1,d_nikke_ein_03,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_ein_03_1,True,ShoppingMall,L_120,L_120,1.0,bgm_story_shopperholic,ein,2,angry,rupee,12,idle
d_nikke_ein_03_2,d_nikke_ein_03,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_ein_03_2,True,,L_120,L_120,1.0,,,2,angry,,12,idle
d_nikke_ein_03_3,d_nikke_ein_03,Self,rupee,,Locale_NikkeEpisode:d_nikke_ein_03_3,False,,L_120,L_120,1.0,,,2,angry,,12,idle
d_nikke_ein_03_4,d_nikke_ein_03,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_ein_03_4,True,,L_120,L_120,1.0,,,2,angry,,12,shy
d_nikke_ein_03_5,d_nikke_ein_03,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_ein_03_5,True,,L_120,L_120,1.0,,,2,angry,,12,shy
d_nikke_ein_03_6,d_nikke_ein_03,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_ein_03_6,True,,L_120,L_120,1.0,,,2,angry,,12,idle
d_nikke_ein_03_7,d_nikke_ein_03,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ein_03_7,True,,L_120,1,1.0,,,2,angry,,12,idle
d_nikke_ein_03_8,d_nikke_ein_03,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ein_03_8,True,,1,1,1.0,,,2,surprise,,12,idle
d_nikke_ein_03_9,d_nikke_ein_03,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ein_03_9,True,,1,1,1.0,,,2,shy,,12,idle
d_nikke_ein_03_10,d_nikke_ein_03,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_ein_03_10,True,,1,1,1.0,,,2,shy,,12,delight
