id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_ce004_04_05_1,d_nikke_ce004_04_05,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_05_1,True,Classroom_e,1,1,1.0,bgm_story_inwonderland,ce004_04,12,idle,marciana,2,idle
d_nikke_ce004_04_05_2,d_nikke_ce004_04_05,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_05_2,True,,1,1,1.0,,,12,idle,,2,idle
d_nikke_ce004_04_05_3,d_nikke_ce004_04_05,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_05_3,True,,1,1,1.0,,,12,idle,,2,idle
d_nikke_ce004_04_05_4,d_nikke_ce004_04_05,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_05_4,True,,1,1,1.0,,,12,idle,,2,idle
d_nikke_ce004_04_05_5,d_nikke_ce004_04_05,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_05_5,True,,1,1,1.0,,,12,idle,,2,idle
d_nikke_ce004_04_05_6,d_nikke_ce004_04_05,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_05_6,True,,1,1,1.0,,,12,idle,,2,idle
d_nikke_ce004_04_05_7,d_nikke_ce004_04_05,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_05_7,True,,1,1,1.0,,,12,idle,,2,idle
d_nikke_ce004_04_05_8,d_nikke_ce004_04_05,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_05_8,True,,1,1,1.0,,,12,idle,,2,special
d_nikke_ce004_04_05_9,d_nikke_ce004_04_05,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_05_9,True,,1,1,1.0,,,12,idle,,2,special
d_nikke_ce004_04_05_10,d_nikke_ce004_04_05,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_05_10,True,,1,1,1.0,,,12,idle,,2,special
d_nikke_ce004_04_05_11,d_nikke_ce004_04_05,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_05_11,True,,1,1,1.0,,,12,surprise,,2,special
d_nikke_ce004_04_05_12,d_nikke_ce004_04_05,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_05_12,True,,1,1,1.0,,,12,surprise,,2,special
d_nikke_ce004_04_05_13,d_nikke_ce004_04_05,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_05_13,True,,1,20,1.0,,,12,surprise,,2,special
d_nikke_ce004_04_05_14,d_nikke_ce004_04_05,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_05_14,True,,20,20,1.0,,,12,surprise,,2,special
d_nikke_ce004_04_05_15,d_nikke_ce004_04_05,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_05_15,True,,20,20,1.0,,,12,surprise,,2,delight
d_nikke_ce004_04_05_16,d_nikke_ce004_04_05,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_05_16,True,,20,20,1.0,,,12,surprise,,2,delight
d_nikke_ce004_04_05_17,d_nikke_ce004_04_05,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_05_17,True,,20,20,1.0,,,12,surprise,,2,delight
d_nikke_ce004_04_05_18,d_nikke_ce004_04_05,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_05_18,True,,20,1,1.0,,,12,idle,,2,delight
d_nikke_ce004_04_05_19,d_nikke_ce004_04_05,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_05_19,True,,1,1,1.0,,,12,idle,,2,delight
d_nikke_ce004_04_05_20,d_nikke_ce004_04_05,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_05_20,True,,1,1,1.0,,,12,idle,,2,delight
d_nikke_ce004_04_05_21,d_nikke_ce004_04_05,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_05_21,True,,1,1,1.0,,,12,idle,,2,delight
