id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_ce_02_03_03_1,d_nikke_ce_02_03_03,Speech,ce_02_03,ce_02_03,Locale_NikkeEpisode:d_nikke_ce_02_03_03_1,True,WasteLand_02,L_30,3,1.0,event_bgm_ce002_story_2,ce_02_03,3,idle,massproduction01,13,idle
d_nikke_ce_02_03_03_2,d_nikke_ce_02_03_03,Speech,ce_02_03,ce_02_03,Locale_NikkeEpisode:d_nikke_ce_02_03_03_2,True,,3,3,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_3,d_nikke_ce_02_03_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_03_3,True,,13,13,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_4,d_nikke_ce_02_03_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_03_4,True,,13,13,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_5,d_nikke_ce_02_03_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_03_5,True,,13,13,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_6,d_nikke_ce_02_03_03,Speech,ce_02_03,ce_02_03,Locale_NikkeEpisode:d_nikke_ce_02_03_03_6,True,,3,3,1.0,,,3,surprise,,13,idle
d_nikke_ce_02_03_03_7,d_nikke_ce_02_03_03,Speech,ce_02_03,ce_02_03,Locale_NikkeEpisode:d_nikke_ce_02_03_03_7,True,,3,3,1.0,,,3,worry,,13,idle
d_nikke_ce_02_03_03_8,d_nikke_ce_02_03_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_03_8,True,,13,130,1.0,,,3,worry,,13,idle
d_nikke_ce_02_03_03_9,d_nikke_ce_02_03_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_03_9,True,,130,130,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_10,d_nikke_ce_02_03_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_03_10,True,,130,130,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_11,d_nikke_ce_02_03_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_03_11,True,,130,130,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_12,d_nikke_ce_02_03_03,Speech,ce_02_03,ce_02_03,Locale_NikkeEpisode:d_nikke_ce_02_03_03_12,True,,3,L_30,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_13,d_nikke_ce_02_03_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_03_13,True,,130,130,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_14,d_nikke_ce_02_03_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_03_14,True,,130,130,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_15,d_nikke_ce_02_03_03,Speech,ce_02_03,ce_02_03,Locale_NikkeEpisode:d_nikke_ce_02_03_03_15,True,,L_30,L_30,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_16,d_nikke_ce_02_03_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_03_16,True,,130,130,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_17,d_nikke_ce_02_03_03,Speech,ce_02_03,ce_02_03,Locale_NikkeEpisode:d_nikke_ce_02_03_03_17,True,,L_30,L_30,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_18,d_nikke_ce_02_03_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_03_18,True,,130,130,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_19,d_nikke_ce_02_03_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_03_19,True,,130,130,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_20,d_nikke_ce_02_03_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_03_20,True,,130,130,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_21,d_nikke_ce_02_03_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_03_21,True,,130,130,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_22,d_nikke_ce_02_03_03,Speech,ce_02_03,ce_02_03,Locale_NikkeEpisode:d_nikke_ce_02_03_03_22,True,,L_30,3,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_23,d_nikke_ce_02_03_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_03_23,True,,130,13,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_24,d_nikke_ce_02_03_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_03_24,True,,13,13,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_25,d_nikke_ce_02_03_03,Speech,ce_02_03,ce_02_03,Locale_NikkeEpisode:d_nikke_ce_02_03_03_25,True,,3,3,1.0,,,3,worry,,13,idle
d_nikke_ce_02_03_03_26,d_nikke_ce_02_03_03,Speech,ce_02_03,ce_02_03,Locale_NikkeEpisode:d_nikke_ce_02_03_03_26,True,,3,3,1.0,,,3,worry,,13,idle
d_nikke_ce_02_03_03_27,d_nikke_ce_02_03_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_03_27,True,,13,130,1.0,,,3,worry,,13,idle
d_nikke_ce_02_03_03_28,d_nikke_ce_02_03_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_03_28,True,,130,130,1.0,,,3,worry,,13,idle
d_nikke_ce_02_03_03_29,d_nikke_ce_02_03_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_03_29,True,,130,130,1.0,,,3,worry,,13,idle
d_nikke_ce_02_03_03_30,d_nikke_ce_02_03_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_03_30,True,,130,130,1.0,,,3,worry,,13,idle
d_nikke_ce_02_03_03_31,d_nikke_ce_02_03_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_03_31,True,,130,130,1.0,,,3,worry,,13,idle
d_nikke_ce_02_03_03_32,d_nikke_ce_02_03_03,Speech,ce_02_03,ce_02_03,Locale_NikkeEpisode:d_nikke_ce_02_03_03_32,True,,L_30,L_30,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_33,d_nikke_ce_02_03_03,Speech,ce_02_03,ce_02_03,Locale_NikkeEpisode:d_nikke_ce_02_03_03_33,True,,L_30,L_30,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_34,d_nikke_ce_02_03_03,Speech,ce_02_03,ce_02_03,Locale_NikkeEpisode:d_nikke_ce_02_03_03_34,False,,L_30,3,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_35,d_nikke_ce_02_03_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_03_35,False,,130,13,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_36,d_nikke_ce_02_03_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_03_36,True,,13,13,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_37,d_nikke_ce_02_03_03,Speech,ce_02_03,ce_02_03,Locale_NikkeEpisode:d_nikke_ce_02_03_03_37,True,,3,3,1.0,,,3,worry,,13,idle
d_nikke_ce_02_03_03_38,d_nikke_ce_02_03_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_03_38,True,,13,13,1.0,,,3,worry,,13,idle
d_nikke_ce_02_03_03_39,d_nikke_ce_02_03_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_03_39,True,,13,13,1.0,,,3,worry,,13,idle
d_nikke_ce_02_03_03_40,d_nikke_ce_02_03_03,Speech,ce_02_03,ce_02_03,Locale_NikkeEpisode:d_nikke_ce_02_03_03_40,True,,3,3,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_41,d_nikke_ce_02_03_03,Speech,ce_02_03,ce_02_03,Locale_NikkeEpisode:d_nikke_ce_02_03_03_41,True,Grassland,3,8,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_42,d_nikke_ce_02_03_03,Speech,ce_02_03,ce_02_03,Locale_NikkeEpisode:d_nikke_ce_02_03_03_42,True,,8,8,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_43,d_nikke_ce_02_03_03,Speech,ce_02_03,ce_02_03,Locale_NikkeEpisode:d_nikke_ce_02_03_03_43,True,,8,8,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_44,d_nikke_ce_02_03_03,Speech,ce_02_03,ce_02_03,Locale_NikkeEpisode:d_nikke_ce_02_03_03_44,True,,8,8,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_45,d_nikke_ce_02_03_03,Speech,ce_02_03,ce_02_03,Locale_NikkeEpisode:d_nikke_ce_02_03_03_45,True,,8,8,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_46,d_nikke_ce_02_03_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_03_46,True,WasteLand_02,8,13,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_47,d_nikke_ce_02_03_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_03_47,True,,13,13,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_48,d_nikke_ce_02_03_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_03_48,True,,13,13,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_49,d_nikke_ce_02_03_03,Speech,ce_02_03,ce_02_03,Locale_NikkeEpisode:d_nikke_ce_02_03_03_49,True,,3,L_30,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_50,d_nikke_ce_02_03_03,Speech,ce_02_03,ce_02_03,Locale_NikkeEpisode:d_nikke_ce_02_03_03_50,True,,L_30,L_30,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_51,d_nikke_ce_02_03_03,Speech,ce_02_03,ce_02_03,Locale_NikkeEpisode:d_nikke_ce_02_03_03_51,True,,L_30,L_30,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_52,d_nikke_ce_02_03_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_03_52,True,,13,13,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_53,d_nikke_ce_02_03_03,Speech,ce_02_03,ce_02_03,Locale_NikkeEpisode:d_nikke_ce_02_03_03_53,True,,L_30,L_30,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_54,d_nikke_ce_02_03_03,Speech,ce_02_03,ce_02_03,Locale_NikkeEpisode:d_nikke_ce_02_03_03_54,True,,L_30,L_30,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_55,d_nikke_ce_02_03_03,Speech,ce_02_03,ce_02_03,Locale_NikkeEpisode:d_nikke_ce_02_03_03_55,True,,L_30,L_30,1.0,,,3,idle,,13,idle
d_nikke_ce_02_03_03_56,d_nikke_ce_02_03_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_03_56,True,,130,130,1.0,,,3,idle,,13,idle
