id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_ce004_03_04_1,d_nikke_ce004_03_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_04_1,True,MaidCafe,1,1,1.0,bgm_story_leisuretime,,ce004_03_s,12,idle,rei,2,delight
d_nikke_ce004_03_04_2,d_nikke_ce004_03_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_04_2,True,,1,1,1.0,,,,12,idle,,2,delight
d_nikke_ce004_03_04_3,d_nikke_ce004_03_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_04_3,True,,1,1,1.0,,sfx_scn_swallow,,12,idle,,2,delight
d_nikke_ce004_03_04_4,d_nikke_ce004_03_04,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_04_4,True,,1,1,1.0,,,,12,idle,,2,delight
d_nikke_ce004_03_04_5,d_nikke_ce004_03_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_04_5,True,,1,XS_20,1.0,,,,12,idle,,2,idle
d_nikke_ce004_03_04_6,d_nikke_ce004_03_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_04_6,True,,XS_20,XS_20,1.0,,,,12,idle,,2,idle
d_nikke_ce004_03_04_7,d_nikke_ce004_03_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_04_7,True,,XS_20,XS_20,1.0,,,,12,idle,,2,idle
d_nikke_ce004_03_04_8,d_nikke_ce004_03_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_04_8,True,,XS_20,XS_20,1.0,,,,12,idle,,2,idle
d_nikke_ce004_03_04_9,d_nikke_ce004_03_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_04_9,True,,XS_20,XS_200,1.0,,,,12,idle,,2,delight
d_nikke_ce004_03_04_10,d_nikke_ce004_03_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_04_10,True,,XS_200,XS_200,1.0,,,,12,idle,,2,delight
d_nikke_ce004_03_04_11,d_nikke_ce004_03_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_04_11,True,,XS_200,XS_200,1.0,,,,12,idle,,2,delight
d_nikke_ce004_03_04_12,d_nikke_ce004_03_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_04_12,True,,XS_200,XS_200,1.0,,,,12,idle,,2,delight
d_nikke_ce004_03_04_13,d_nikke_ce004_03_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_04_13,True,,XS_200,XS_200,1.0,,,,12,idle,,2,idle
d_nikke_ce004_03_04_14,d_nikke_ce004_03_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_04_14,True,,XS_200,XS_200,1.0,,,,12,idle,,2,idle
d_nikke_ce004_03_04_15,d_nikke_ce004_03_04,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_04_15,True,,XS_200,1,1.0,,,,12,idle,,2,idle
d_nikke_ce004_03_04_16,d_nikke_ce004_03_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_04_16,True,,1,1,1.0,,,,12,idle,,2,delight
d_nikke_ce004_03_04_17,d_nikke_ce004_03_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_04_17,True,,1,1,1.0,,,,12,idle,,2,delight
d_nikke_ce004_03_04_18,d_nikke_ce004_03_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_04_18,True,,1,1,1.0,,,,12,idle,,2,delight
d_nikke_ce004_03_04_19,d_nikke_ce004_03_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_04_19,True,,1,1,1.0,,,,12,idle,,2,idle
d_nikke_ce004_03_04_20,d_nikke_ce004_03_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_04_20,True,,1,1,1.0,,,,12,idle,,2,idle
d_nikke_ce004_03_04_21,d_nikke_ce004_03_04,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_04_21,True,,1,120,1.0,,,,12,idle,,2,idle
d_nikke_ce004_03_04_22,d_nikke_ce004_03_04,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_04_22,True,,120,120,1.0,,,,12,idle,,2,idle
d_nikke_ce004_03_04_23,d_nikke_ce004_03_04,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_04_23,True,,120,120,1.0,,,,12,idle,,2,idle
d_nikke_ce004_03_04_24,d_nikke_ce004_03_04,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_04_24,True,,120,120,1.0,,,,12,idle,,2,idle
d_nikke_ce004_03_04_25,d_nikke_ce004_03_04,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_04_25,True,,120,1200,1.0,,,,12,delight,,2,idle
d_nikke_ce004_03_04_26,d_nikke_ce004_03_04,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_04_26,True,,1200,1200,1.0,,,,12,delight,,2,idle
d_nikke_ce004_03_04_27,d_nikke_ce004_03_04,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_04_27,True,,1200,1200,1.0,,,,12,delight,,2,idle
d_nikke_ce004_03_04_28,d_nikke_ce004_03_04,Monologue,ce004_03_s,,Locale_NikkeEpisode:d_nikke_ce004_03_04_28,False,,1200,1,1.0,,sfx_scn_hairtouch,,12,delight,,2,idle
d_nikke_ce004_03_04_29,d_nikke_ce004_03_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_04_29,True,,1,1,1.0,,,,12,delight,,2,angry
d_nikke_ce004_03_04_30,d_nikke_ce004_03_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_04_30,True,,1,1,1.0,,,,12,delight,,2,angry
d_nikke_ce004_03_04_31,d_nikke_ce004_03_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_04_31,True,,1,1,1.0,,,,12,delight,,2,angry
d_nikke_ce004_03_04_32,d_nikke_ce004_03_04,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_04_32,True,,1,1,1.0,,,,12,delight,,2,angry
d_nikke_ce004_03_04_33,d_nikke_ce004_03_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_04_33,True,,1,XS_20,1.0,,,,12,delight,,2,surprise
d_nikke_ce004_03_04_34,d_nikke_ce004_03_04,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_04_34,True,,XS_20,XS_20,1.0,,,,12,delight,,2,surprise
