id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
d_nikke_kilo_05_1,d_nikke_kilo_05,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_kilo_05_1,False,Desert_02,15,5,3.0,bgm_emergency,,rapi,5,idle,,anis,7,void,,neon,9,idle,,kilo,3,idle,,talos,1,idle,
d_nikke_kilo_05_2,d_nikke_kilo_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_kilo_05_2,True,,5,5,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_3,d_nikke_kilo_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_05_3,True,,5,7,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_4,d_nikke_kilo_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_05_4,True,,7,9,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_5,d_nikke_kilo_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_kilo_05_5,False,,9,3,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_6,d_nikke_kilo_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_kilo_05_6,False,,3,3,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_7,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_7,True,,3,3,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,angry,,,1,idle,
d_nikke_kilo_05_8,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_8,True,,3,31,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,angry,,,1,idle,
d_nikke_kilo_05_9,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_9,True,,31,31,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,angry,,,1,idle,
d_nikke_kilo_05_10,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_10,True,,31,31,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,angry,,,1,idle,
d_nikke_kilo_05_11,d_nikke_kilo_05,Speech,talos,talos,Locale_NikkeEpisode:d_nikke_kilo_05_11,True,,31,31,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,angry,,,1,idle,
d_nikke_kilo_05_12,d_nikke_kilo_05,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_kilo_05_12,False,,black,black,1.0,,,,5,idle,rapi,,7,void,anis,,9,idle,neon,,3,angry,kilo,,1,idle,talos
d_nikke_kilo_05_13,d_nikke_kilo_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_05_13,True,,15,15,1.0,,,neon,5,idle,,rapi,1,idle,,anis,15,angry,,,,,,,,,
d_nikke_kilo_05_14,d_nikke_kilo_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_05_14,True,,15,5,2.0,,,,5,idle,,,1,idle,,,15,angry,,,,,,,,,
d_nikke_kilo_05_15,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_15,True,,5,15,2.0,,,,5,idle,,,1,idle,,,15,angry,,talos,17,idle,,,,,
d_nikke_kilo_05_16,d_nikke_kilo_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_05_16,True,,15,15,1.0,,,,5,idle,,,1,idle,,,15,idle,,,17,idle,,,,,
d_nikke_kilo_05_17,d_nikke_kilo_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_kilo_05_17,True,,15,1,2.0,,,,5,idle,,,1,idle,,,15,idle,,,17,idle,talos,,,,
d_nikke_kilo_05_18,d_nikke_kilo_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_05_18,True,,1,1,2.0,,,,5,idle,,,1,idle,,,15,void,,,,,,,,,
d_nikke_kilo_05_19,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_19,True,,1,1,1.0,,,,5,idle,,,1,idle,,,15,void,,talos,13,idle,,,,,
d_nikke_kilo_05_20,d_nikke_kilo_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_kilo_05_20,True,,1,1,1.0,,,,5,idle,,,1,idle,,,15,void,,,13,idle,,,,,
d_nikke_kilo_05_21,d_nikke_kilo_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_05_21,True,,1,5,1.0,,,,5,surprise,,,1,idle,,,15,void,,,13,idle,talos,,,,
d_nikke_kilo_05_22,d_nikke_kilo_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_kilo_05_22,False,,5,5,1.0,,,,5,surprise,,,1,idle,,,15,void,,,,,,,,,
d_nikke_kilo_05_23,d_nikke_kilo_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_05_23,True,,5,5,1.0,,,,5,idle,,,1,idle,,,15,void,,,,,,,,,
d_nikke_kilo_05_24,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_24,True,,5,9,1.0,,,,5,idle,,,1,idle,,,15,void,,talos,9,idle,,,,,
d_nikke_kilo_05_25,d_nikke_kilo_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_05_25,True,,9,9,1.0,,,,5,surprise,,,1,idle,,,15,void,,,9,idle,,,,,
d_nikke_kilo_05_26,d_nikke_kilo_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_05_26,True,,9,15,2.0,,,,5,surprise,,,1,idle,,,15,angry,,,9,idle,talos,,,,
d_nikke_kilo_05_27,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_27,True,,15,15,1.0,,,,5,idle,,,1,idle,,,15,angry,,talos,13,idle,,,,,
d_nikke_kilo_05_28,d_nikke_kilo_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_05_28,True,,15,15,1.0,,,,5,idle,,,1,idle,,,15,angry,,,13,idle,,,,,
d_nikke_kilo_05_29,d_nikke_kilo_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_kilo_05_29,True,,15,1,1.0,,,,5,idle,,,1,idle,,,15,angry,,,13,idle,talos,,,,
d_nikke_kilo_05_30,d_nikke_kilo_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_kilo_05_30,False,,1,1,1.0,,,,5,idle,,,1,idle,,,15,angry,,,,,,,,,
d_nikke_kilo_05_31,d_nikke_kilo_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_kilo_05_31,True,,1,1,1.0,,,,5,idle,,,1,idle,,,15,angry,,,,,,,,,
d_nikke_kilo_05_32,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_32,True,,1,1,1.0,,,,5,idle,,,1,idle,,,15,angry,,talos,13,idle,,,,,
d_nikke_kilo_05_33,d_nikke_kilo_05,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_kilo_05_33,False,,black,black,1.0,none,,,5,idle,neon,,7,idle,rapi,,9,angry,anis,kilo,3,idle,,,,,
d_nikke_kilo_05_34,d_nikke_kilo_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_kilo_05_34,True,,black,black,1.0,,,rapi,5,idle,,anis,7,void,,neon,9,idle,,,3,idle,,talos,1,idle,
d_nikke_kilo_05_35,d_nikke_kilo_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_kilo_05_35,False,,5,5,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_36,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_36,True,,5,3,1.0,bgm_story_breakaway,,,5,idle,,,7,void,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_37,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_37,True,,3,3,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_38,d_nikke_kilo_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_05_38,False,,97,97,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_39,d_nikke_kilo_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_05_39,False,,97,97,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,idle,,,1,idle,
d_nikke_kilo_05_40,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_40,True,,3,3,1.0,,,,5,idle,,,7,void,,,9,idle,,,3,surprise,,,1,idle,
d_nikke_kilo_05_41,d_nikke_kilo_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_05_41,True,,70,70,1.0,,,,5,idle,,,7,idle,,,9,idle,,,3,surprise,,,1,idle,
d_nikke_kilo_05_42,d_nikke_kilo_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_05_42,True,,S_90,S_90,1.0,,,,5,idle,,,7,idle,,,9,delight,,,3,surprise,,,1,idle,
d_nikke_kilo_05_43,d_nikke_kilo_05,Speech,kilo,kilo,Locale_NikkeEpisode:d_nikke_kilo_05_43,True,,3,S_30,0.5,,,,5,idle,,,7,idle,,,9,delight,,,3,idle,,,1,idle,
d_nikke_kilo_05_44,d_nikke_kilo_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_05_44,True,,97,97,1.0,,,,5,idle,,,7,idle,,,9,delight,,,3,idle,,,1,idle,
d_nikke_kilo_05_45,d_nikke_kilo_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_kilo_05_45,True,,97,97,1.0,,,,5,idle,,,7,idle,,,9,delight,,,3,idle,,,1,idle,
d_nikke_kilo_05_46,d_nikke_kilo_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_kilo_05_46,True,,97,97,1.0,,,,5,idle,,,7,idle,,,9,delight,,,3,idle,,,1,idle,
