id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_ce005_03_02_1,d_nikke_ce005_03_02,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_02_1,True,Park,1,1,1.0,bgm_inark,,,ce005_03,1,idle,,,,
d_nikke_ce005_03_02_2,d_nikke_ce005_03_02,Self,,,Locale_NikkeEpisode:d_nikke_ce005_03_02_2,False,,1,1,1.0,,,,,1,idle,,,,
d_nikke_ce005_03_02_3,d_nikke_ce005_03_02,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_02_3,True,,1,1,1.0,,,,,1,idle,youngwoman,6,,
d_nikke_ce005_03_02_4,d_nikke_ce005_03_02,Narration,youngwoman,,Locale_NikkeEpisode:d_nikke_ce005_03_02_4,False,,1,1,1.0,,,,,1,idle,,2,idle,
d_nikke_ce005_03_02_5,d_nikke_ce005_03_02,Speech,youngwoman,youngwoman,Locale_NikkeEpisode:d_nikke_ce005_03_02_5,True,,1,event_exnii_talk_04,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_03_02_6,d_nikke_ce005_03_02,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_02_6,True,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_03_02_7,d_nikke_ce005_03_02,Speech,youngwoman,youngwoman,Locale_NikkeEpisode:d_nikke_ce005_03_02_7,True,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_03_02_8,d_nikke_ce005_03_02,Monologue,,,Locale_NikkeEpisode:d_nikke_ce005_03_02_8,False,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_03_02_9,d_nikke_ce005_03_02,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_02_9,True,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,1,no,,3,idle,
d_nikke_ce005_03_02_10,d_nikke_ce005_03_02,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_02_10,True,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_03_02_11,d_nikke_ce005_03_02,Narration,youngwoman,,Locale_NikkeEpisode:d_nikke_ce005_03_02_11,False,,event_exnii_talk_04,event_exnii_talk_04,1.0,none,Blur_Low,,,1,idle,,3,idle,youngwoman
d_nikke_ce005_03_02_12,d_nikke_ce005_03_02,Self,ce005_03,,Locale_NikkeEpisode:d_nikke_ce005_03_02_12,False,,event_exnii_talk_04,1,1.0,,,,,1,idle,,,,
d_nikke_ce005_03_02_13,d_nikke_ce005_03_02,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_02_13,True,,1,1,1.0,bgm_story_armageddon,,,,1,surprise,,,,
d_nikke_ce005_03_02_14,d_nikke_ce005_03_02,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_02_14,True,,1,1,1.0,,,,,1,surprise,,,,
d_nikke_ce005_03_02_15,d_nikke_ce005_03_02,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_02_15,True,,1,1,1.0,,,,,1,sad,,,,
d_nikke_ce005_03_02_16,d_nikke_ce005_03_02,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_02_16,True,,1,1,1.0,,,,,1,sad,,,,
d_nikke_ce005_03_02_17,d_nikke_ce005_03_02,Self,ce005_03,,Locale_NikkeEpisode:d_nikke_ce005_03_02_17,False,,1,1,1.0,,,,,1,sad,,,,
d_nikke_ce005_03_02_18,d_nikke_ce005_03_02,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_02_18,True,,1,1,1.0,,,,,1,sad,,,,
d_nikke_ce005_03_02_19,d_nikke_ce005_03_02,Narration,,,Locale_NikkeEpisode:d_nikke_ce005_03_02_19,False,NikkeCorridor,1,1,1.0,,,black,,1,sad,,,,
d_nikke_ce005_03_02_20,d_nikke_ce005_03_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_02_20,True,,1,3,1.0,,,,,1,sad,mary,3,idle,
d_nikke_ce005_03_02_21,d_nikke_ce005_03_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_02_21,True,,3,3,1.0,,,,,1,sad,,3,worry,
d_nikke_ce005_03_02_22,d_nikke_ce005_03_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_02_22,True,,3,3,1.0,,,,,1,sad,,3,worry,
d_nikke_ce005_03_02_23,d_nikke_ce005_03_02,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_02_23,True,,3,event_exnii_talk_16,1.0,,,,,1,think,,3,worry,
d_nikke_ce005_03_02_24,d_nikke_ce005_03_02,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_02_24,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,think,,3,worry,
d_nikke_ce005_03_02_25,d_nikke_ce005_03_02,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_02_25,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,think,,3,worry,
d_nikke_ce005_03_02_26,d_nikke_ce005_03_02,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_02_26,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,think,,3,worry,
d_nikke_ce005_03_02_27,d_nikke_ce005_03_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_02_27,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,think,,3,idle,
d_nikke_ce005_03_02_28,d_nikke_ce005_03_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_02_28,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,think,,3,idle,
d_nikke_ce005_03_02_29,d_nikke_ce005_03_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_02_29,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,think,,3,idle,
d_nikke_ce005_03_02_30,d_nikke_ce005_03_02,Self,mary,,Locale_NikkeEpisode:d_nikke_ce005_03_02_30,False,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,think,,3,idle,
d_nikke_ce005_03_02_31,d_nikke_ce005_03_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_02_31,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,sad,,3,idle,
d_nikke_ce005_03_02_32,d_nikke_ce005_03_02,Narration,,,Locale_NikkeEpisode:d_nikke_ce005_03_02_32,False,,black,black,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_03_02_33,d_nikke_ce005_03_02,Narration,,,Locale_NikkeEpisode:d_nikke_ce005_03_02_33,False,,black,black,1.0,none,,,,1,idle,,3,idle,
d_nikke_ce005_03_02_34,d_nikke_ce005_03_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_02_34,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,bgm_story_backtonormal,,black,,1,idle,,3,shy,
d_nikke_ce005_03_02_35,d_nikke_ce005_03_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_02_35,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_03_02_36,d_nikke_ce005_03_02,Self,ce005_03,,Locale_NikkeEpisode:d_nikke_ce005_03_02_36,False,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_03_02_37,d_nikke_ce005_03_02,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_02_37,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_03_02_38,d_nikke_ce005_03_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_02_38,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_03_02_39,d_nikke_ce005_03_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_02_39,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_03_02_40,d_nikke_ce005_03_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_02_40,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_03_02_41,d_nikke_ce005_03_02,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_02_41,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_03_02_42,d_nikke_ce005_03_02,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_02_42,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_03_02_43,d_nikke_ce005_03_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_02_43,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_03_02_44,d_nikke_ce005_03_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_02_44,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_03_02_45,d_nikke_ce005_03_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_02_45,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_03_02_46,d_nikke_ce005_03_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_02_46,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_03_02_47,d_nikke_ce005_03_02,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_02_47,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,no,,3,idle,
d_nikke_ce005_03_02_48,d_nikke_ce005_03_02,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_02_48,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,no,,3,idle,
d_nikke_ce005_03_02_49,d_nikke_ce005_03_02,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_02_49,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,no,,3,idle,
d_nikke_ce005_03_02_50,d_nikke_ce005_03_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_02_50,True,,event_exnii_talk_16,3,1.0,,,,,1,sad,,3,idle,
d_nikke_ce005_03_02_51,d_nikke_ce005_03_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_02_51,True,,3,3,1.0,,,,,1,sad,,3,idle,
d_nikke_ce005_03_02_52,d_nikke_ce005_03_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_02_52,True,,3,3,1.0,,,,,1,sad,,3,idle,
d_nikke_ce005_03_02_53,d_nikke_ce005_03_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_02_53,True,,3,3,1.0,,,,,1,sad,,3,idle,
d_nikke_ce005_03_02_54,d_nikke_ce005_03_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_02_54,True,,3,3,1.0,,,,,1,sad,,3,idle,
d_nikke_ce005_03_02_55,d_nikke_ce005_03_02,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_02_55,True,,3,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_03_02_56,d_nikke_ce005_03_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_02_56,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_03_02_57,d_nikke_ce005_03_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_02_57,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_03_02_58,d_nikke_ce005_03_02,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_02_58,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_03_02_59,d_nikke_ce005_03_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_02_59,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_03_02_60,d_nikke_ce005_03_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_02_60,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_03_02_61,d_nikke_ce005_03_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_02_61,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_03_02_62,d_nikke_ce005_03_02,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_02_62,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_03_02_63,d_nikke_ce005_03_02,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_02_63,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_03_02_64,d_nikke_ce005_03_02,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_02_64,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_03_02_65,d_nikke_ce005_03_02,Self,ce005_03,,Locale_NikkeEpisode:d_nikke_ce005_03_02_65,False,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_03_02_66,d_nikke_ce005_03_02,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_02_66,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_03_02_67,d_nikke_ce005_03_02,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_02_67,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_03_02_68,d_nikke_ce005_03_02,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_02_68,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle,
