id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,speaker,set_filter_01,set_filter_02,jump_target,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,fade
d_nikke_c_2_05_1,d_nikke_c_2_05,Narration,Locale_NikkeEpisode:d_nikke_c_2_05_1,False,drake,3,angry,c_2,1,smile,anis,13,idle,neon,15,idle,rapi,17,idle,Hospital,black,black,1.0,none,,,,,,,,,,
d_nikke_c_2_05_2,d_nikke_c_2_05,Narration,Locale_NikkeEpisode:d_nikke_c_2_05_2,False,,3,angry,,1,smile,,13,idle,,15,idle,,17,idle,,black,black,1.0,,sfx_scn_ultrasonic,,,,,,,,,
d_nikke_c_2_05_3,d_nikke_c_2_05,Monologue,Locale_NikkeEpisode:d_nikke_c_2_05_3,False,,3,angry,,1,smile,,13,idle,,15,idle,,17,idle,,black,black,1.0,,,,,,,,,,,
d_nikke_c_2_05_4,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_4,True,,3,angry,,1,smile,,13,idle,,15,idle,,17,idle,,black,black,1.0,bgm_inark,,drake,drake,Grey,Blur_High,,,,,
d_nikke_c_2_05_5,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_5,True,,3,angry,,1,smile,,13,idle,,15,idle,,17,idle,,black,black,1.0,,,drake,drake,Grey,Blur_High,,,,,
d_nikke_c_2_05_6,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_6,True,,3,angry,,1,smile,,13,idle,,15,idle,,17,idle,,black,black,1.0,,,drake,drake,Grey,Blur_High,,,,,
d_nikke_c_2_05_7,d_nikke_c_2_05,Self,Locale_NikkeEpisode:d_nikke_c_2_05_7,False,,3,angry,,1,smile,,13,idle,,15,idle,,17,idle,,black,black,1.0,,,,,Grey,Blur_High,,,,,
d_nikke_c_2_05_8,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_8,True,,3,angry,,1,smile,,13,idle,,15,idle,,17,idle,,31,31,1.0,,,c_2,c_2,Grey,Blur_High,,,,,
d_nikke_c_2_05_9,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_9,True,,3,angry,,1,smile,,13,idle,,15,idle,,17,idle,,31,31,1.0,,,c_2,c_2,Grey,Blur_High,,,,,
d_nikke_c_2_05_10,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_10,True,,3,idle,,1,smile,,13,angry,,15,idle,,17,idle,,31,113,1.0,,,anis,anis,Grey,Blur_High,,,,,
d_nikke_c_2_05_11,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_11,True,,3,idle,,1,smile,,13,angry,,15,angry,,17,idle,,113,113,1.0,,,anis,anis,Grey,Blur_High,,,,,
d_nikke_c_2_05_12,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_12,True,,3,idle,,1,smile,,13,angry,,15,angry,,17,idle,,113,1315,1.0,,,neon,neon,Grey,Blur_High,,,,,
d_nikke_c_2_05_13,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_13,True,,3,idle,,1,smile,,13,angry,,15,angry,,17,idle,,1315,17,1.0,,,rapi,rapi,Grey,Blur_High,,,,,
d_nikke_c_2_05_14,d_nikke_c_2_05,Monologue,Locale_NikkeEpisode:d_nikke_c_2_05_14,False,,3,idle,,1,smile,,13,idle,,15,idle,,17,idle,,black,black,1.0,,,,,Grey,Blur_High,,,,,
d_nikke_c_2_05_15,d_nikke_c_2_05,Choice,Locale_NikkeEpisode:d_nikke_c_2_05_15,False,,3,idle,,1,smile,,13,idle,,15,idle,,17,idle,,black,black,1.0,,,,,Grey,Blur_High,d_nikke_c_2_05_17,,,,
d_nikke_c_2_05_16,d_nikke_c_2_05,Choice,Locale_NikkeEpisode:d_nikke_c_2_05_16,False,,3,idle,,1,smile,,13,idle,,15,idle,,17,idle,,black,black,1.0,,,,,Grey,Blur_High,d_nikke_c_2_05_24,,,,
d_nikke_c_2_05_17,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_17,True,,3,idle,,1,smile,,13,idle,,15,idle,,17,idle,,31,31,1.0,,,c_2,c_2,Grey,Blur_High,,,,,
d_nikke_c_2_05_18,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_18,True,,3,idle,,1,smile,,13,idle,,15,idle,,17,idle,,31,31,1.0,,,c_2,c_2,Grey,Blur_High,,,,,
d_nikke_c_2_05_19,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_19,True,,3,idle,,1,smile,,13,idle,,15,idle,,17,idle,,31,31,1.0,,,drake,drake,Grey,Blur_High,,,,,
d_nikke_c_2_05_20,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_20,False,,3,idle,,1,smile,,13,idle,,15,idle,,17,idle,,31,31,1.0,,,c_2,c_2,Grey,Blur_High,,,,,
d_nikke_c_2_05_21,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_21,True,,3,idle,,1,delight,,13,idle,,15,idle,,17,idle,,31,31,1.0,,,c_2,c_2,Grey,Blur_High,,,,,
d_nikke_c_2_05_22,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_22,True,,3,idle,,1,delight,,13,idle,,15,idle,,17,idle,,31,31,1.0,,,drake,drake,Grey,Blur_High,,,,,
d_nikke_c_2_05_23,d_nikke_c_2_05,Monologue,Locale_NikkeEpisode:d_nikke_c_2_05_23,False,,3,idle,,1,delight,,13,idle,,15,idle,,17,idle,,31,31,1.0,,,,,Grey,Blur_High,d_nikke_c_2_05_24,,,,
d_nikke_c_2_05_24,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_24,True,,3,idle,,1,smile,,13,idle,,15,idle,,17,idle,,1315,1315,1.0,none,,anis,anis,,,,,,,
d_nikke_c_2_05_25,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_25,True,,3,idle,,1,smile,,13,idle,,15,idle,,17,idle,,1315,1315,1.0,,,neon,neon,,,,,,,
d_nikke_c_2_05_26,d_nikke_c_2_05,Self,Locale_NikkeEpisode:d_nikke_c_2_05_26,False,,3,idle,,1,smile,,13,idle,,15,idle,,17,idle,,1315,1315,1.0,,,,,,,,,,,
d_nikke_c_2_05_27,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_27,True,,3,idle,,1,smile,,13,idle,,15,idle,,17,idle,,100,100,1.0,,,c_2,c_2,,,,,,,
d_nikke_c_2_05_28,d_nikke_c_2_05,Self,Locale_NikkeEpisode:d_nikke_c_2_05_28,False,,3,idle,,1,smile,,13,idle,,15,idle,,17,idle,,100,170,2.0,,,,,,,,,,,
d_nikke_c_2_05_29,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_29,True,,3,idle,,1,smile,,13,idle,,15,idle,,17,idle,,170,170,1.0,bgm_story_orangepop,,rapi,rapi,,,,,,,
d_nikke_c_2_05_30,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_30,True,,3,idle,,1,delight,,13,idle,,15,idle,,17,idle,,170,113,2.0,,,c_2,c_2,,,,,,,
d_nikke_c_2_05_31,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_31,True,,3,idle,,1,delight,,13,angry,,15,idle,,17,idle,,113,113,1.0,,,anis,anis,,,,,,,
d_nikke_c_2_05_32,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_32,True,,3,idle,,1,smile,,13,angry,,15,idle,,17,idle,,113,17,2.0,,,rapi,rapi,,,,,,,
d_nikke_c_2_05_33,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_33,True,,3,idle,,1,smile,,13,idle,,15,idle,,17,idle,,17,170,1.0,,,rapi,rapi,,,,,,,
d_nikke_c_2_05_34,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_34,True,,3,idle,,1,smile,,13,idle,,15,idle,,17,idle,,170,170,1.0,,,rapi,rapi,,,,,,,
d_nikke_c_2_05_35,d_nikke_c_2_05,Self,Locale_NikkeEpisode:d_nikke_c_2_05_35,False,,3,idle,,1,smile,,13,idle,,15,idle,,17,idle,,170,170,1.0,,,,,,,,,,,
d_nikke_c_2_05_36,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_36,True,,3,angry,,1,smile,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,drake,drake,,,,,,,
d_nikke_c_2_05_37,d_nikke_c_2_05,Self,Locale_NikkeEpisode:d_nikke_c_2_05_37,False,,3,angry,,1,smile,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,,,,,,,,,
d_nikke_c_2_05_38,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_38,True,,3,no,,1,smile,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,drake,drake,,,,,,,
d_nikke_c_2_05_39,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_39,True,,3,no,,1,smile,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,drake,drake,,,,,,,
d_nikke_c_2_05_40,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_40,True,,3,idle,,1,smile,,13,angry,,15,idle,,17,idle,,170,170,1.0,,,rapi,rapi,,,,,,,
d_nikke_c_2_05_41,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_41,True,,3,idle,,1,smile,,13,angry,,15,idle,,17,idle,,130,130,1.0,,,anis,anis,,,,,,,
d_nikke_c_2_05_42,d_nikke_c_2_05,Self,Locale_NikkeEpisode:d_nikke_c_2_05_42,False,,3,idle,,1,smile,,13,angry,,15,idle,,17,idle,,130,30,2.0,,,,,,,,,,,
d_nikke_c_2_05_43,d_nikke_c_2_05,Choice,Locale_NikkeEpisode:d_nikke_c_2_05_43,False,,3,idle,,1,smile,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,,,,,d_nikke_c_2_05_45,,,,
d_nikke_c_2_05_44,d_nikke_c_2_05,Choice,Locale_NikkeEpisode:d_nikke_c_2_05_44,False,,3,idle,,1,smile,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,,,,,d_nikke_c_2_05_46,,,,
d_nikke_c_2_05_45,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_45,True,,3,angry,,1,smile,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,drake,drake,,,d_nikke_c_2_05_46,,,,
d_nikke_c_2_05_46,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_46,True,,3,idle,,1,smile,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,drake,drake,,,,,,,
d_nikke_c_2_05_47,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_47,True,,3,idle,,1,smile,,13,idle,,15,idle,,17,idle,,30,300,0.5,,,drake,drake,,,,,,,
d_nikke_c_2_05_48,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_48,True,,3,idle,,1,smile,,13,idle,,15,idle,,17,idle,,300,300,1.0,,,drake,drake,,,,,,,
d_nikke_c_2_05_49,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_49,True,,3,idle,,1,smile,,13,idle,,15,idle,,17,idle,,300,31,2.0,,,c_2,c_2,,,,,,,
d_nikke_c_2_05_50,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_50,True,,3,delight,,1,delight,,13,idle,,15,idle,,17,idle,,31,31,1.0,,,c_2,c_2,,,,,,,
d_nikke_c_2_05_51,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_51,True,,3,delight,,1,delight,,13,idle,,15,idle,,17,idle,,31,31,1.0,,,drake,drake,,,,,,,
d_nikke_c_2_05_52,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_52,True,,3,delight,,1,smile,,13,sad,,15,no,,17,idle,,31,1315,2.0,,,anis,anis,,,,,,,
d_nikke_c_2_05_53,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_53,True,,3,delight,,1,smile,,13,sad,,15,no,,17,idle,,1315,1315,1.0,,,neon,neon,,,,,,,
d_nikke_c_2_05_54,d_nikke_c_2_05,Self,Locale_NikkeEpisode:d_nikke_c_2_05_54,False,,3,delight,,1,smile,,13,sad,,15,no,,17,idle,,1315,1315,1.0,none,,,,,,,,,,
d_nikke_c_2_05_55,d_nikke_c_2_05,Narration,Locale_NikkeEpisode:d_nikke_c_2_05_55,False,,3,idle,,1,smile,,13,sad,,15,no,,17,idle,FastFood,black,black,1.0,,,,,,,,anis,neon,rapi,black
d_nikke_c_2_05_56,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_56,True,,3,idle,,1,smile,,,,,,,,,,,150,150,1.0,bgm_story_breakaway,,announcer,announcer,Grey,,,,,,
d_nikke_c_2_05_57,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_57,True,,3,idle,,1,smile,,,,,,,,,,,150,150,1.0,,,announcer,announcer,Grey,,,,,,
d_nikke_c_2_05_58,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_58,True,,3,idle,,1,smile,,,,,,,,,,,150,150,1.0,,,announcer,announcer,Grey,,,,,,
d_nikke_c_2_05_59,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_59,True,,3,idle,,1,smile,,,,,,,,,,,150,150,1.0,,,announcer,announcer,Grey,,,,,,
d_nikke_c_2_05_60,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_60,True,,3,idle,,1,smile,,,,,,,,,,,150,170,1.0,,,clerk01,clerk01,Grey,,,,,,
d_nikke_c_2_05_61,d_nikke_c_2_05,Speech,Locale_NikkeEpisode:d_nikke_c_2_05_61,True,,3,idle,,1,smile,,,,,,,,,,,170,170,1.0,,,clerk01,clerk01,Grey,,,,,,
