id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_nikke_ce_02_03_02_1,d_nikke_ce_02_03_02,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_02_1,True,ce_02_03,3,idle,massproduction01,13,idle,WasteLand_02,13,13,1.0,event_bgm_ce002_story_2
d_nikke_ce_02_03_02_2,d_nikke_ce_02_03_02,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_02_2,True,,3,idle,,13,idle,,13,13,1.0,
d_nikke_ce_02_03_02_3,d_nikke_ce_02_03_02,Speech,ce_02_03,ce_02_03,Locale_NikkeEpisode:d_nikke_ce_02_03_02_3,True,,3,idle,,13,idle,,13,13,1.0,
d_nikke_ce_02_03_02_4,d_nikke_ce_02_03_02,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_02_4,True,,3,idle,,13,idle,,13,130,1.0,
d_nikke_ce_02_03_02_5,d_nikke_ce_02_03_02,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_02_5,True,,3,idle,,13,idle,,130,130,1.0,
d_nikke_ce_02_03_02_6,d_nikke_ce_02_03_02,Speech,ce_02_03,ce_02_03,Locale_NikkeEpisode:d_nikke_ce_02_03_02_6,True,,3,idle,,13,idle,,3,3,1.0,
d_nikke_ce_02_03_02_7,d_nikke_ce_02_03_02,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_02_7,True,,3,idle,,13,idle,,130,130,1.0,
d_nikke_ce_02_03_02_8,d_nikke_ce_02_03_02,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_02_8,True,,3,idle,,13,idle,,130,130,1.0,
d_nikke_ce_02_03_02_9,d_nikke_ce_02_03_02,Speech,ce_02_03,ce_02_03,Locale_NikkeEpisode:d_nikke_ce_02_03_02_9,True,,3,idle,,13,idle,,3,3,1.0,
d_nikke_ce_02_03_02_10,d_nikke_ce_02_03_02,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_02_10,True,,3,idle,,13,idle,,130,13,1.0,
d_nikke_ce_02_03_02_11,d_nikke_ce_02_03_02,Speech,ce_02_03,ce_02_03,Locale_NikkeEpisode:d_nikke_ce_02_03_02_11,True,,3,idle,,13,idle,,3,3,1.0,
d_nikke_ce_02_03_02_12,d_nikke_ce_02_03_02,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_02_12,False,,3,idle,,13,idle,,13,13,1.0,
d_nikke_ce_02_03_02_13,d_nikke_ce_02_03_02,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_02_13,True,,3,idle,,13,idle,,13,13,1.0,
d_nikke_ce_02_03_02_14,d_nikke_ce_02_03_02,Speech,ce_02_03,ce_02_03,Locale_NikkeEpisode:d_nikke_ce_02_03_02_14,True,,3,idle,,13,idle,,3,3,1.0,
d_nikke_ce_02_03_02_15,d_nikke_ce_02_03_02,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_02_15,False,,3,idle,,13,idle,,13,13,1.0,
d_nikke_ce_02_03_02_16,d_nikke_ce_02_03_02,Speech,ce_02_03,ce_02_03,Locale_NikkeEpisode:d_nikke_ce_02_03_02_16,False,,3,idle,,13,idle,,13,13,1.0,
d_nikke_ce_02_03_02_17,d_nikke_ce_02_03_02,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_02_17,True,,3,idle,,13,idle,,13,130,1.0,
d_nikke_ce_02_03_02_18,d_nikke_ce_02_03_02,Speech,ce_02_03,ce_02_03,Locale_NikkeEpisode:d_nikke_ce_02_03_02_18,True,,3,worry,,13,idle,,3,3,1.0,
d_nikke_ce_02_03_02_19,d_nikke_ce_02_03_02,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_02_19,True,,3,worry,,13,idle,,130,130,1.0,
d_nikke_ce_02_03_02_20,d_nikke_ce_02_03_02,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_ce_02_03_02_20,True,,3,worry,,13,idle,,130,130,1.0,
