id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/hide_char_id,set_filter_01,set_filter_02,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_Mary_BayGoddess_05_1,d_nikke_Mary_BayGoddess_05,Self,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_1,False,mary_s,1,sad,LogHouseIn_n,10,10,1.0,ambient_scn_wind,,,,,,,,,,
d_nikke_Mary_BayGoddess_05_2,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_2,True,,1,sad,,10,10,1.0,,mary_s,mary_s,,,,,,,,
d_nikke_Mary_BayGoddess_05_3,d_nikke_Mary_BayGoddess_05,Self,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_3,False,,1,sad,,10,10,1.0,,mary_s,,,,,,,,,
d_nikke_Mary_BayGoddess_05_4,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_4,True,,1,idle,,10,10,1.0,,mary_s,mary_s,,,,,,,,
d_nikke_Mary_BayGoddess_05_5,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_5,True,,1,idle,,10,10,1.0,,mary_s,mary_s,,,,,,,,
d_nikke_Mary_BayGoddess_05_6,d_nikke_Mary_BayGoddess_05,Self,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_6,False,,1,idle,,10,10,1.0,,mary_s,,,,,,,,,
d_nikke_Mary_BayGoddess_05_7,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_7,True,,1,idle,,10,10,1.0,,mary_s,mary_s,,,,,,,,
d_nikke_Mary_BayGoddess_05_8,d_nikke_Mary_BayGoddess_05,Self,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_8,False,,1,idle,,10,10,1.0,,mary_s,,,,,,,,,
d_nikke_Mary_BayGoddess_05_9,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_9,True,,1,idle,,10,10,1.0,,mary_s,mary_s,,,,,,,,
d_nikke_Mary_BayGoddess_05_10,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_10,True,,1,idle,,10,10,1.0,,mary_s,mary_s,,,,,,,,
d_nikke_Mary_BayGoddess_05_11,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_11,True,,1,idle,,10,10,1.0,,mary_s,mary_s,,,,,,,,
d_nikke_Mary_BayGoddess_05_12,d_nikke_Mary_BayGoddess_05,Self,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_12,False,,1,idle,,10,10,1.0,,mary_s,,,,,,,,,
d_nikke_Mary_BayGoddess_05_13,d_nikke_Mary_BayGoddess_05,Monologue,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_13,False,,1,idle,,10,10,1.0,,mary_s,,,,,,,,,
d_nikke_Mary_BayGoddess_05_14,d_nikke_Mary_BayGoddess_05,Monologue,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_14,False,,1,idle,,10,10,1.0,,mary_s,,,,,,,,,
d_nikke_Mary_BayGoddess_05_15,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_15,True,,1,idle,,10,10,1.0,,mary_s,mary_s,,,,,,,,
d_nikke_Mary_BayGoddess_05_16,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_16,True,,1,idle,,10,10,1.0,,mary_s,mary_s,,,,,,,,
d_nikke_Mary_BayGoddess_05_17,d_nikke_Mary_BayGoddess_05,Monologue,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_17,False,,1,idle,,10,10,1.0,,mary_s,,,,,,,,,
d_nikke_Mary_BayGoddess_05_18,d_nikke_Mary_BayGoddess_05,Monologue,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_18,False,,1,idle,,10,10,1.0,bgm_story_sunshinesorrow,mary_s,,,,,,,,,
d_nikke_Mary_BayGoddess_05_19,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_19,True,,1,idle,,10,100,2.0,,mary_s,mary_s,,,,,,,,
d_nikke_Mary_BayGoddess_05_20,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_20,True,,1,idle,,100,100,1.0,,mary_s,mary_s,,,,,,,,
d_nikke_Mary_BayGoddess_05_21,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_21,True,,1,idle,,100,100,1.0,,mary_s,mary_s,,,,,,,,
d_nikke_Mary_BayGoddess_05_22,d_nikke_Mary_BayGoddess_05,Monologue,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_22,False,,1,idle,,100,100,1.0,,mary_s,,,,,,,,,
d_nikke_Mary_BayGoddess_05_23,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_23,True,,1,idle,,100,100,1.0,,mary_s,mary_s,,,,,,,,
d_nikke_Mary_BayGoddess_05_24,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_24,True,,1,idle,,100,100,1.0,,mary_s,mary_s,,,,,,,,
d_nikke_Mary_BayGoddess_05_25,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_25,True,,1,idle,,100,100,1.0,,mary_s,mary_s,,,,,,,,
d_nikke_Mary_BayGoddess_05_26,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_26,True,,1,idle,,100,100,1.0,,mary_s,mary_s,,,,,,,,
d_nikke_Mary_BayGoddess_05_27,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_27,True,,1,idle,,100,100,1.0,,mary_s,mary_s,,,,,,,,
d_nikke_Mary_BayGoddess_05_28,d_nikke_Mary_BayGoddess_05,Monologue,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_28,False,,1,idle,,100,100,1.0,,mary_s,,,,,,,,,
d_nikke_Mary_BayGoddess_05_29,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_29,True,,1,idle,,100,100,1.0,,mary_s,mary_s,,,,,,,,
d_nikke_Mary_BayGoddess_05_30,d_nikke_Mary_BayGoddess_05,Monologue,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_30,False,,1,idle,,100,100,1.0,,mary_s,,,,,,,,,
d_nikke_Mary_BayGoddess_05_31,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_31,True,,1,think,,100,100,1.0,,mary_s,mary_s,,,,,,,,
d_nikke_Mary_BayGoddess_05_32,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_32,True,,1,think,,100,10,1.0,,mary_s,mary_s,,,,,,,,
d_nikke_Mary_BayGoddess_05_33,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_33,True,,1,think,,10,10,1.0,,mary_s,mary_s,,,,,,,,
d_nikke_Mary_BayGoddess_05_34,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_34,True,,1,think,,10,10,1.0,,mary_s,mary_s,,,,,,,,
d_nikke_Mary_BayGoddess_05_35,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_35,True,,1,think,,10,10,1.0,,mary_s,mary_s,,,,,,,,
d_nikke_Mary_BayGoddess_05_36,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_36,True,,1,think,,10,10,1.0,,mary_s,mary_s,,,,,,,,
d_nikke_Mary_BayGoddess_05_37,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_37,True,,1,think,,10,10,1.0,,mary_s,mary_s,,,,,,,,
d_nikke_Mary_BayGoddess_05_38,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_38,True,,1,idle,,10,10,1.0,,mary_s,mary_s,,,,,,,,
d_nikke_Mary_BayGoddess_05_39,d_nikke_Mary_BayGoddess_05,Monologue,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_39,False,,1,idle,,10,10,1.0,,mary_s,,,,,,,,,
d_nikke_Mary_BayGoddess_05_40,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_40,True,,1,idle,,10,10,1.0,,mary_s,mary_s,,,,,,,,
d_nikke_Mary_BayGoddess_05_41,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_41,True,,1,idle,,10,10,1.0,,mary_s,mary_s,,,,,,,,
