id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_nikke_grave_05_1,d_nikke_grave_05,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_grave_05_1,True,Hospital,10,10,1.0,bgm_intotheswarm,,mana,1,idle,
d_nikke_grave_05_2,d_nikke_grave_05,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_grave_05_2,True,,10,10,1.0,,,,1,idle,
d_nikke_grave_05_3,d_nikke_grave_05,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_grave_05_3,True,,10,10,1.0,,,,1,idle,
d_nikke_grave_05_4,d_nikke_grave_05,Self,mana,,Locale_NikkeEpisode:d_nikke_grave_05_4,False,,10,10,1.0,,,,1,idle,
d_nikke_grave_05_5,d_nikke_grave_05,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_grave_05_5,True,,10,10,1.0,,,,1,idle,
d_nikke_grave_05_6,d_nikke_grave_05,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_grave_05_6,True,,10,10,1.0,,,,1,idle,
d_nikke_grave_05_7,d_nikke_grave_05,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_grave_05_7,True,,10,10,1.0,,,,1,idle,
d_nikke_grave_05_8,d_nikke_grave_05,Self,mana,,Locale_NikkeEpisode:d_nikke_grave_05_8,False,,10,10,1.0,,,,1,idle,
d_nikke_grave_05_9,d_nikke_grave_05,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_grave_05_9,True,,10,10,1.0,,,,1,idle,
d_nikke_grave_05_10,d_nikke_grave_05,Monologue,mana,,Locale_NikkeEpisode:d_nikke_grave_05_10,False,,10,1,1.0,,,,1,idle,mana
d_nikke_grave_05_11,d_nikke_grave_05,Self,,,Locale_NikkeEpisode:d_nikke_grave_05_11,False,,1,1,1.0,,,,,,
d_nikke_grave_05_12,d_nikke_grave_05,Narration,,,Locale_NikkeEpisode:d_nikke_grave_05_12,False,,1,1,1.0,,sfx_scn_knock,,,,
d_nikke_grave_05_13,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_13,True,,1,1,1.0,,,,,,
d_nikke_grave_05_14,d_nikke_grave_05,Self,,,Locale_NikkeEpisode:d_nikke_grave_05_14,False,,1,1,1.0,,,,,,
d_nikke_grave_05_15,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_15,True,,1,1,1.0,,,,,,
d_nikke_grave_05_16,d_nikke_grave_05,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_05_16,False,,1,1,1.0,,,,,,
d_nikke_grave_05_17,d_nikke_grave_05,Monologue,grave_p,,Locale_NikkeEpisode:d_nikke_grave_05_17,False,,1,L_10,1.0,,sfx_scn_autodooropen,grave_p,1,idle,
d_nikke_grave_05_18,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_18,True,,L_10,L_10,1.0,,,,1,idle,
d_nikke_grave_05_19,d_nikke_grave_05,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_05_19,False,,L_10,L_10,1.0,,,,1,idle,
d_nikke_grave_05_20,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_20,True,,L_10,L_10,1.0,,,,1,idle,
d_nikke_grave_05_21,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_21,True,,L_10,L_10,1.0,,,,1,idle,
d_nikke_grave_05_22,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_22,True,,L_10,L_10,1.0,,,,1,idle,
d_nikke_grave_05_23,d_nikke_grave_05,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_05_23,False,,L_10,L_10,1.0,,,,1,idle,
d_nikke_grave_05_24,d_nikke_grave_05,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_05_24,False,,L_10,L_10,1.0,,,,1,idle,
d_nikke_grave_05_25,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_25,True,,L_10,L_10,1.0,none,,,1,idle,
d_nikke_grave_05_26,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_26,True,,L_10,L_10,1.0,,,,1,idle,
d_nikke_grave_05_27,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_27,True,,L_10,L_10,1.0,,,,1,idle,
d_nikke_grave_05_28,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_28,True,,L_10,L_10,1.0,,,,1,idle,
d_nikke_grave_05_29,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_29,True,,L_10,L_10,1.0,,,,1,idle,
d_nikke_grave_05_30,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_30,True,,L_10,L_10,1.0,,,,1,idle,
d_nikke_grave_05_31,d_nikke_grave_05,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_05_31,False,,L_10,L_10,1.0,,,,1,idle,
d_nikke_grave_05_32,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_32,True,,L_10,L_100,1.0,bgm_destroyingcalamity,,,1,idle,
d_nikke_grave_05_33,d_nikke_grave_05,Monologue,grave_p,,Locale_NikkeEpisode:d_nikke_grave_05_33,False,,L_100,L_100,1.0,,,,1,idle,
d_nikke_grave_05_34,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_34,True,,L_100,L_100,1.0,,,,1,idle,
d_nikke_grave_05_35,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_35,True,,L_100,L_100,1.0,,,,1,idle,
d_nikke_grave_05_36,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_36,True,,L_100,L_100,1.0,,,,1,idle,
d_nikke_grave_05_37,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_37,True,,L_100,L_100,1.0,,,,1,idle,
d_nikke_grave_05_38,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_38,True,,L_100,L_100,1.0,,,,1,idle,
d_nikke_grave_05_39,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_39,True,,L_100,L_100,1.0,,,,1,idle,
d_nikke_grave_05_40,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_40,True,,L_100,L_100,1.0,,,,1,delight,
d_nikke_grave_05_41,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_41,True,,L_100,L_100,1.0,,,,1,delight,
d_nikke_grave_05_42,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_42,True,,L_100,L_100,1.0,,,,1,delight,
d_nikke_grave_05_43,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_43,True,,L_100,L_100,1.0,,,,1,delight,
d_nikke_grave_05_44,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_44,True,,L_100,L_100,1.0,,,,1,delight,
d_nikke_grave_05_45,d_nikke_grave_05,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_05_45,False,,L_100,L_100,1.0,,,,1,delight,
d_nikke_grave_05_46,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_46,True,,L_100,L_100,1.0,,,,1,idle,
d_nikke_grave_05_47,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_47,True,,L_100,L_100,1.0,,,,1,idle,
d_nikke_grave_05_48,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_48,True,,L_100,L_100,1.0,,,,1,idle,
d_nikke_grave_05_49,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_49,True,,L_100,L_100,1.0,,,,1,idle,
d_nikke_grave_05_50,d_nikke_grave_05,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_05_50,False,,L_100,L_100,1.0,,,,1,idle,
d_nikke_grave_05_51,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_51,True,,L_100,L_100,1.0,,,,1,idle,
d_nikke_grave_05_52,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_52,True,,L_100,L_100,1.0,,,,1,idle,
d_nikke_grave_05_53,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_53,True,,L_100,L_100,1.0,,,,1,idle,
d_nikke_grave_05_54,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_54,True,,L_100,L_100,1.0,,,,1,idle,
d_nikke_grave_05_55,d_nikke_grave_05,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_05_55,False,,L_100,L_100,1.0,,,,1,idle,
d_nikke_grave_05_56,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_56,True,,L_100,L_100,1.0,,,,1,idle,
d_nikke_grave_05_57,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_57,True,,L_100,L_100,1.0,,,,1,idle,
d_nikke_grave_05_58,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_58,True,,L_100,L_100,1.0,,,,1,idle,
d_nikke_grave_05_59,d_nikke_grave_05,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_05_59,True,,L_100,L_100,1.0,,,,1,idle,
