id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,speaker,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_nikke_anchor_innocentmaid_01_1,d_nikke_anchor_innocentmaid_01,Monologue,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_01_1,False,MaidCafe,15,15,1.0,bgm_story_leisuretime,,,,,anchor_m,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_01_2,d_nikke_anchor_innocentmaid_01,Narration,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_01_2,False,,15,15,1.0,,sfx_scn_dishdebris,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_01_3,d_nikke_anchor_innocentmaid_01,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_01_3,True,,15,1,1.5,,,anchor_m,anchor_m,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_01_4,d_nikke_anchor_innocentmaid_01,Monologue,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_01_4,False,,1,1,1.0,,,anchor_m,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_01_5,d_nikke_anchor_innocentmaid_01,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_01_5,False,,1,XS_10,1.0,,,anchor_m,femaleguest,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_01_6,d_nikke_anchor_innocentmaid_01,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_01_6,True,,XS_10,XS_10,1.0,,,anchor_m,anchor_m,,,1,delight,,,,,,,,,
d_nikke_anchor_innocentmaid_01_7,d_nikke_anchor_innocentmaid_01,Narration,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_01_7,False,,XS_10,XS_100,1.0,,,anchor_m,,,,1,delight,,,,,,,,,
d_nikke_anchor_innocentmaid_01_8,d_nikke_anchor_innocentmaid_01,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_01_8,False,,XS_100,XS_100,1.0,,,anchor_m,femaleguest,,,1,delight,,,,,,,,,
d_nikke_anchor_innocentmaid_01_9,d_nikke_anchor_innocentmaid_01,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_01_9,True,,XS_100,XS_100,1.0,,,anchor_m,anchor_m,,,1,delight,,,,,,,,,
d_nikke_anchor_innocentmaid_01_10,d_nikke_anchor_innocentmaid_01,Monologue,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_01_10,False,,XS_100,XS_100,1.0,,,anchor_m,,,,1,delight,,,,,,,,,
d_nikke_anchor_innocentmaid_01_11,d_nikke_anchor_innocentmaid_01,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_01_11,False,,XS_100,XS_100,1.0,,,anchor_m,,,,1,delight,,,,,,,,,
d_nikke_anchor_innocentmaid_01_12,d_nikke_anchor_innocentmaid_01,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_01_12,True,,XS_100,XS_300,1.0,,,cocoa,cocoa,,,1,delight,cocoa,3,serious,soda,5,idle,,,
d_nikke_anchor_innocentmaid_01_13,d_nikke_anchor_innocentmaid_01,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_01_13,False,,XS_300,XS_300,1.0,,,cocoa,,,,1,delight,,3,serious,,5,idle,,,
d_nikke_anchor_innocentmaid_01_14,d_nikke_anchor_innocentmaid_01,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_01_14,True,,XS_300,XS_30,1.0,,,cocoa,cocoa,,,1,delight,,3,serious,,5,idle,,,
d_nikke_anchor_innocentmaid_01_15,d_nikke_anchor_innocentmaid_01,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_01_15,True,,XS_30,XS_30,1.0,,,cocoa,cocoa,,,1,delight,,3,serious,,5,idle,,,
d_nikke_anchor_innocentmaid_01_16,d_nikke_anchor_innocentmaid_01,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_01_16,True,,XS_30,XS_30,1.0,,,cocoa,cocoa,,,1,delight,,3,serious,,5,idle,,,
d_nikke_anchor_innocentmaid_01_17,d_nikke_anchor_innocentmaid_01,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_01_17,False,,XS_30,XS_30,1.0,,,cocoa,,,,1,delight,,3,serious,,5,idle,,,
d_nikke_anchor_innocentmaid_01_18,d_nikke_anchor_innocentmaid_01,Monologue,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_01_18,False,,XS_30,3,1.0,,,cocoa,,,,1,delight,,3,serious,,5,idle,,,
d_nikke_anchor_innocentmaid_01_19,d_nikke_anchor_innocentmaid_01,Monologue,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_01_19,False,,3,3,1.0,,,cocoa,,,,1,delight,,3,serious,,5,idle,,,
d_nikke_anchor_innocentmaid_01_20,d_nikke_anchor_innocentmaid_01,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_01_20,True,,3,3,1.0,,,cocoa,cocoa,,,1,delight,,3,serious,,5,idle,,,
d_nikke_anchor_innocentmaid_01_21,d_nikke_anchor_innocentmaid_01,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_01_21,True,,3,53,1.0,,,soda,soda,,,1,delight,,3,serious,,5,idle,,,
d_nikke_anchor_innocentmaid_01_22,d_nikke_anchor_innocentmaid_01,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_01_22,True,,53,53,1.0,,,soda,soda,,,1,delight,,3,serious,,5,idle,,,
d_nikke_anchor_innocentmaid_01_23,d_nikke_anchor_innocentmaid_01,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_01_23,True,,53,53,1.0,,,cocoa,cocoa,,,1,delight,,3,idle,,5,idle,,,
d_nikke_anchor_innocentmaid_01_24,d_nikke_anchor_innocentmaid_01,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_01_24,True,,53,53,1.0,,,soda,soda,,,1,delight,,3,idle,,5,sad,,,
d_nikke_anchor_innocentmaid_01_25,d_nikke_anchor_innocentmaid_01,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_01_25,True,,53,53,1.0,,,cocoa,cocoa,,,1,delight,,3,serious,,5,sad,,,
d_nikke_anchor_innocentmaid_01_26,d_nikke_anchor_innocentmaid_01,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_01_26,True,,53,53,1.0,,,soda,soda,,,1,delight,,3,serious,,5,think,,,
