id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
d_nikke_ce_003_01_02_1,d_nikke_ce_003_01_02,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_02_1,True,MaidCafe,1,12,1.0,bgm_story_orangepop,,,,ce_003_01,1,idle,,diesel,13,idle,,brid,15,idle,,soline,17,idle,,,,,
d_nikke_ce_003_01_02_2,d_nikke_ce_003_01_02,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_01_02_2,True,,12,12,1.0,,,,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,,,,
d_nikke_ce_003_01_02_3,d_nikke_ce_003_01_02,Speech,brid,brid,Locale_NikkeEpisode:d_nikke_ce_003_01_02_3,True,,12,16,1.0,,,,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,,,,
d_nikke_ce_003_01_02_4,d_nikke_ce_003_01_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_02_4,True,,16,16,1.0,,,,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,,,,
d_nikke_ce_003_01_02_5,d_nikke_ce_003_01_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_02_5,True,,16,S_170,1.0,,,,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,,,,
d_nikke_ce_003_01_02_6,d_nikke_ce_003_01_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_02_6,True,,S_170,S_170,1.0,,,,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,,,,
d_nikke_ce_003_01_02_7,d_nikke_ce_003_01_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_02_7,True,,S_170,S_1700,0.6,,,,,,1,idle,,,13,idle,,,15,idle,,,17,delight,,,,,
d_nikke_ce_003_01_02_8,d_nikke_ce_003_01_02,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_01_02_8,True,,130,130,1.0,,,,,,1,idle,,,13,surprise,,,15,idle,,,17,delight,,,,,
d_nikke_ce_003_01_02_9,d_nikke_ce_003_01_02,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_01_02_9,True,,130,130,1.0,,,,,,1,idle,,,13,surprise,,,15,idle,,,17,delight,,,,,
d_nikke_ce_003_01_02_10,d_nikke_ce_003_01_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_02_10,True,,S_170,S_170,1.0,,,,,,1,idle,,,13,surprise,,,15,idle,,,17,angry,,,,,
