id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
treasurestory_tove_04_1,treasurestory_tove_04,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_04_1,True,Office,S_20,S_20,1.0,bgm_story_overjoy,tove,2,sad,,,
treasurestory_tove_04_2,treasurestory_tove_04,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_04_2,True,,S_20,S_20,1.0,,,2,sad,,,
treasurestory_tove_04_3,treasurestory_tove_04,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_04_3,True,,S_20,S_20,1.0,,,2,sad,,,
treasurestory_tove_04_4,treasurestory_tove_04,Self,tove,,Locale_NikkeEpisode:treasurestory_tove_04_4,False,,S_20,S_20,1.0,,,2,sad,,,
treasurestory_tove_04_5,treasurestory_tove_04,Self,tove,,Locale_NikkeEpisode:treasurestory_tove_04_5,False,,S_20,S_20,1.0,,,2,sad,,,
treasurestory_tove_04_6,treasurestory_tove_04,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_04_6,True,,S_20,S_20,1.0,,,2,idle,,,
treasurestory_tove_04_7,treasurestory_tove_04,Self,tove,,Locale_NikkeEpisode:treasurestory_tove_04_7,False,,S_20,S_20,1.0,,,2,idle,,,
treasurestory_tove_04_8,treasurestory_tove_04,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_04_8,True,,S_20,S_20,1.0,,,2,idle,,,
treasurestory_tove_04_9,treasurestory_tove_04,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_04_9,True,,S_20,S_200,1.3,,,2,idle,,,
treasurestory_tove_04_10,treasurestory_tove_04,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_04_10,True,,S_200,S_200,,,,2,idle,,,
treasurestory_tove_04_11,treasurestory_tove_04,Speech,tove,tove,Locale_NikkeEpisode:treasurestory_tove_04_11,True,,S_200,S_200,11.0,,,2,idle,,,
