id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_filter_01,characters/2/hide_char_id,set_camera_shake,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/0/hide_char_id,play_sound
d_nikke_naga_04_1,d_nikke_naga_04,Speech,students,students,Locale_NikkeEpisode:d_nikke_naga_04_1,False,naga,1,surprise,Classroom,5,5,1.0,bgm_story_crawlinganxiety,,,,,,,,,,,,,
d_nikke_naga_04_2,d_nikke_naga_04,Speech,students,students,Locale_NikkeEpisode:d_nikke_naga_04_2,False,,1,surprise,,5,5,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_3,d_nikke_naga_04,Speech,students,students,Locale_NikkeEpisode:d_nikke_naga_04_3,False,,1,surprise,,5,5,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_4,d_nikke_naga_04,Narration,,,Locale_NikkeEpisode:d_nikke_naga_04_4,False,,1,surprise,,5,5,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_5,d_nikke_naga_04,Narration,,,Locale_NikkeEpisode:d_nikke_naga_04_5,False,,1,surprise,,5,5,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_6,d_nikke_naga_04,Narration,,,Locale_NikkeEpisode:d_nikke_naga_04_6,False,,1,surprise,,5,5,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_7,d_nikke_naga_04,Monologue,,,Locale_NikkeEpisode:d_nikke_naga_04_7,False,,1,surprise,,5,5,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_8,d_nikke_naga_04,Monologue,,,Locale_NikkeEpisode:d_nikke_naga_04_8,False,,1,surprise,,5,5,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_9,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_9,True,,1,surprise,,5,1,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_10,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_10,True,,1,surprise,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_11,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_11,True,,1,surprise,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_12,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_12,True,,1,surprise,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_13,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_13,True,,1,surprise,,1,1,1.0,,marciana,15,think,,,,,,,,,,
d_nikke_naga_04_14,d_nikke_naga_04,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_naga_04_14,True,,1,surprise,,15,15,1.0,,,15,think,Grey,,,,,,,,,
d_nikke_naga_04_15,d_nikke_naga_04,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_naga_04_15,True,,1,surprise,,15,15,1.0,,,15,think,Grey,,,,,,,,,
d_nikke_naga_04_16,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_16,True,,1,surprise,,1,1,1.0,,,15,think,,marciana,,,,,,,,
d_nikke_naga_04_17,d_nikke_naga_04,Monologue,,,Locale_NikkeEpisode:d_nikke_naga_04_17,False,,1,surprise,,1,10,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_18,d_nikke_naga_04,Monologue,,,Locale_NikkeEpisode:d_nikke_naga_04_18,False,,1,surprise,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_19,d_nikke_naga_04,Monologue,,,Locale_NikkeEpisode:d_nikke_naga_04_19,False,,1,surprise,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_20,d_nikke_naga_04,Monologue,,,Locale_NikkeEpisode:d_nikke_naga_04_20,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_21,d_nikke_naga_04,Monologue,,,Locale_NikkeEpisode:d_nikke_naga_04_21,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_22,d_nikke_naga_04,Monologue,,,Locale_NikkeEpisode:d_nikke_naga_04_22,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_23,d_nikke_naga_04,Monologue,,,Locale_NikkeEpisode:d_nikke_naga_04_23,False,,1,idle,,black,black,1.0,none,,,,,,,,,,,,,
d_nikke_naga_04_24,d_nikke_naga_04,Monologue,,,Locale_NikkeEpisode:d_nikke_naga_04_24,False,,1,idle,SimulationRoom,black,black,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_25,d_nikke_naga_04,Monologue,,,Locale_NikkeEpisode:d_nikke_naga_04_25,False,,1,idle,,5,5,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_26,d_nikke_naga_04,Monologue,,,Locale_NikkeEpisode:d_nikke_naga_04_26,False,,1,idle,,5,5,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_27,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_27,True,,1,angry,,5,1,1.0,bgm_story_fairytalesend_if,,,,,,,,,,,,,
d_nikke_naga_04_28,d_nikke_naga_04,Speech,firstfriend,firstfriend,Locale_NikkeEpisode:d_nikke_naga_04_28,True,,1,angry,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_29,d_nikke_naga_04,Speech,secondfriend,secondfriend,Locale_NikkeEpisode:d_nikke_naga_04_29,True,,1,angry,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_30,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_30,True,,1,idle,,1,10,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_31,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_31,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_32,d_nikke_naga_04,Speech,firstfriend,firstfriend,Locale_NikkeEpisode:d_nikke_naga_04_32,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_33,d_nikke_naga_04,Speech,secondfriend,secondfriend,Locale_NikkeEpisode:d_nikke_naga_04_33,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_34,d_nikke_naga_04,Speech,firstfriend,firstfriend,Locale_NikkeEpisode:d_nikke_naga_04_34,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_35,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_35,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_36,d_nikke_naga_04,Speech,firstfriend,firstfriend,Locale_NikkeEpisode:d_nikke_naga_04_36,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_37,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_37,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_38,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_38,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_39,d_nikke_naga_04,Speech,firstfriend,firstfriend,Locale_NikkeEpisode:d_nikke_naga_04_39,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_40,d_nikke_naga_04,Speech,firstfriend,firstfriend,Locale_NikkeEpisode:d_nikke_naga_04_40,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_41,d_nikke_naga_04,Speech,firstfriend,firstfriend,Locale_NikkeEpisode:d_nikke_naga_04_41,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_42,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_42,True,,1,surprise,WasteLand_02,black,black,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_43,d_nikke_naga_04,Speech,activestudent,activestudent,Locale_NikkeEpisode:d_nikke_naga_04_43,True,,1,surprise,,1,1,1.0,,,,,Red,,,,,,,,,
d_nikke_naga_04_44,d_nikke_naga_04,Speech,ordinarystudent,ordinarystudent,Locale_NikkeEpisode:d_nikke_naga_04_44,True,,1,surprise,,1,1,1.0,,,,,Red,,,,,,,,,
d_nikke_naga_04_45,d_nikke_naga_04,Speech,ordinarystudent,ordinarystudent,Locale_NikkeEpisode:d_nikke_naga_04_45,True,,1,surprise,,1,1,1.0,,,,,Red,,Low_2,,,,,,,
d_nikke_naga_04_46,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_46,True,,1,surprise,,1,1,1.0,,,,,Red,,,,,,,,,
d_nikke_naga_04_47,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_47,True,,1,surprise,,1,10,1.5,,,,,Red,,Low_2,,,,,,,
d_nikke_naga_04_48,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_48,True,,1,surprise,SimulationRoom,black,black,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_49,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_49,True,,1,surprise,,10,1,0.6,,,,,,,Low_2,,,,,,,
d_nikke_naga_04_50,d_nikke_naga_04,Speech,firstfriend,firstfriend,Locale_NikkeEpisode:d_nikke_naga_04_50,True,,1,surprise,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_51,d_nikke_naga_04,Speech,firstfriend,firstfriend,Locale_NikkeEpisode:d_nikke_naga_04_51,True,,1,surprise,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_52,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_52,True,,1,surprise,,1,10,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_53,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_53,True,,1,surprise,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_54,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_54,True,,1,angry,Park_n,10,10,1.0,,,,,,,,black,,,,,,
d_nikke_naga_04_55,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_55,True,,1,angry,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_naga_04_56,d_nikke_naga_04,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_04_56,True,,1,angry,,10,2,1.0,,,,,,,,,tia,3,idle,,,
d_nikke_naga_04_57,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_57,True,,1,idle,,2,2,1.0,,,,,,,,,,3,idle,,,
d_nikke_naga_04_58,d_nikke_naga_04,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_04_58,True,,1,idle,,2,2,1.0,,,,,,,,,,3,idle,,,
d_nikke_naga_04_59,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_59,True,,1,idle,,2,2,1.0,,,,,,,,,,3,idle,,,
d_nikke_naga_04_60,d_nikke_naga_04,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_04_60,True,,1,idle,,2,2,1.0,,,,,,,,,,3,delight,,,
d_nikke_naga_04_61,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_61,True,,1,idle,,2,2,1.0,,,,,,,,,,3,delight,,,
d_nikke_naga_04_62,d_nikke_naga_04,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_04_62,True,,1,idle,,2,2,1.0,,,,,,,,,,3,idle,,,
d_nikke_naga_04_63,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_63,True,,1,idle,,2,2,1.0,,,,,,,,,,3,idle,,,
d_nikke_naga_04_64,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_64,True,,1,idle,,2,2,1.0,,,,,,,,,,3,idle,,,
d_nikke_naga_04_65,d_nikke_naga_04,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_04_65,True,,1,idle,,2,2,1.0,,,,,,,,,,3,idle,,,
d_nikke_naga_04_66,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_66,True,,1,idle,,2,10,1.0,,,,,,,,,,3,idle,,,
d_nikke_naga_04_67,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_67,True,,1,idle,,10,10,1.0,,,,,,,,,,3,idle,,,
d_nikke_naga_04_68,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_68,True,,1,idle,,10,10,1.0,,,,,,,,,,3,idle,,,
d_nikke_naga_04_69,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_69,True,,1,idle,,10,10,1.0,,,,,,,,,,3,idle,,,
d_nikke_naga_04_70,d_nikke_naga_04,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_04_70,True,,1,idle,,10,30,1.0,,,,,,,,,,3,worry,,,
d_nikke_naga_04_71,d_nikke_naga_04,Narration,,,Locale_NikkeEpisode:d_nikke_naga_04_71,False,,1,idle,,30,30,1.0,,,,,,,,,,3,worry,,,
d_nikke_naga_04_72,d_nikke_naga_04,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_04_72,True,,1,idle,,30,30,1.0,,,,,,,,,,3,idle,,,
d_nikke_naga_04_73,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_73,True,,1,idle,,30,2,1.0,,,,,,,,,,3,idle,,,
d_nikke_naga_04_74,d_nikke_naga_04,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_04_74,True,,1,idle,,2,2,1.0,,,,,,,,,,3,idle,,,
d_nikke_naga_04_75,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_75,True,,1,idle,,2,2,1.0,,,,,,,,,,3,idle,,,
d_nikke_naga_04_76,d_nikke_naga_04,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_04_76,True,,1,idle,,2,2,1.0,,,,,,,,,,3,worry,,,
d_nikke_naga_04_77,d_nikke_naga_04,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_04_77,True,,1,idle,,2,2,1.0,,,,,,,,,,3,worry,,,
d_nikke_naga_04_78,d_nikke_naga_04,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_04_78,True,,1,idle,,2,2,1.0,,,,,,,,,,3,sad,,,
d_nikke_naga_04_79,d_nikke_naga_04,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_04_79,True,,1,idle,,2,2,1.0,,,,,,,,,,3,sad,,,
d_nikke_naga_04_80,d_nikke_naga_04,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_04_80,True,,1,idle,,2,2,1.0,,,,,,,,,,3,sad,,,
d_nikke_naga_04_81,d_nikke_naga_04,Narration,,,Locale_NikkeEpisode:d_nikke_naga_04_81,False,,1,angry,,10,10,1.0,,,,,,,,,,3,sad,,,
d_nikke_naga_04_82,d_nikke_naga_04,Narration,,,Locale_NikkeEpisode:d_nikke_naga_04_82,False,,1,angry,,10,10,1.0,,,,,,,,,,3,sad,,,
d_nikke_naga_04_83,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_83,True,,1,angry,,2,2,1.0,,,,,,,,,,3,sad,,,
d_nikke_naga_04_84,d_nikke_naga_04,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_04_84,True,,1,angry,,2,2,1.0,,,,,,,,,,3,idle,,,
d_nikke_naga_04_85,d_nikke_naga_04,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_04_85,True,,1,angry,,2,2,1.0,,,,,,,,,,3,idle,,,
d_nikke_naga_04_86,d_nikke_naga_04,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_04_86,True,,1,angry,,2,2,1.0,,,,,,,,,,3,idle,,,
d_nikke_naga_04_87,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_87,True,,1,angry,,2,10,0.6,,,,,,,,,,3,idle,,,
