id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_nikke_ce_003_03_05_1,d_nikke_ce_003_03_05,Narration,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_05_1,False,Park_n,2,2,1.0,none,,,cocoa,3,idle,ce_003_03,1,idle,,,
d_nikke_ce_003_03_05_2,d_nikke_ce_003_03_05,Narration,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_05_2,False,,2,2,1.0,bgm_story_impression,,,,3,idle,,1,idle,,,
d_nikke_ce_003_03_05_3,d_nikke_ce_003_03_05,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_05_3,True,,2,2,1.0,,cocoa,,,3,idle,,1,idle,,,
d_nikke_ce_003_03_05_4,d_nikke_ce_003_03_05,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_05_4,True,,2,2,1.0,,ce_003_03,,,3,idle,,1,idle,,,
d_nikke_ce_003_03_05_5,d_nikke_ce_003_03_05,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_05_5,True,,2,2,1.0,,cocoa,,,3,idle,,1,idle,,,
d_nikke_ce_003_03_05_6,d_nikke_ce_003_03_05,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_05_6,True,,2,10,1.0,,ce_003_03,,,3,idle,,1,idle,,,
d_nikke_ce_003_03_05_7,d_nikke_ce_003_03_05,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_05_7,True,,10,10,1.0,,ce_003_03,,,3,idle,,1,idle,,,
d_nikke_ce_003_03_05_8,d_nikke_ce_003_03_05,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_05_8,True,,10,10,1.0,,ce_003_03,,,3,idle,,1,idle,,,
d_nikke_ce_003_03_05_9,d_nikke_ce_003_03_05,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_05_9,True,,XS_30,XS_30,1.0,,cocoa,,,3,serious,,1,idle,,,
d_nikke_ce_003_03_05_10,d_nikke_ce_003_03_05,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_05_10,True,,XS_30,XS_30,1.0,,cocoa,,,3,serious,,1,idle,,,
d_nikke_ce_003_03_05_11,d_nikke_ce_003_03_05,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_05_11,True,,10,10,1.0,,ce_003_03,,,3,serious,,1,idle,,,
d_nikke_ce_003_03_05_12,d_nikke_ce_003_03_05,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_05_12,True,,XS_30,XS_30,1.0,,cocoa,,,3,serious,,1,idle,,,
d_nikke_ce_003_03_05_13,d_nikke_ce_003_03_05,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_05_13,True,,XS_30,XS_30,1.0,,cocoa,,,3,serious,,1,idle,,,
d_nikke_ce_003_03_05_14,d_nikke_ce_003_03_05,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_05_14,True,,XS_30,XS_30,1.0,,cocoa,,,3,serious,,1,idle,,,
d_nikke_ce_003_03_05_15,d_nikke_ce_003_03_05,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_05_15,True,,XS_30,XS_30,1.0,,cocoa,,,3,idle,,1,idle,,,
d_nikke_ce_003_03_05_16,d_nikke_ce_003_03_05,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_05_16,True,,XS_30,2,1.0,,cocoa,,,3,delight,,1,idle,,,
d_nikke_ce_003_03_05_17,d_nikke_ce_003_03_05,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_05_17,True,,2,2,1.0,,cocoa,,,3,shy,,1,idle,,,
d_nikke_ce_003_03_05_18,d_nikke_ce_003_03_05,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_05_18,True,,2,2,1.0,,cocoa,,,3,shy,,1,idle,,,
d_nikke_ce_003_03_05_19,d_nikke_ce_003_03_05,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_05_19,True,,2,2,1.0,,cocoa,,,3,idle,,1,idle,,,
d_nikke_ce_003_03_05_20,d_nikke_ce_003_03_05,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_05_20,True,,2,2,1.0,,ce_003_03,,,3,idle,,1,idle,,,
d_nikke_ce_003_03_05_21,d_nikke_ce_003_03_05,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_05_21,True,,2,2,1.0,,cocoa,,,3,idle,,1,idle,,,
d_nikke_ce_003_03_05_22,d_nikke_ce_003_03_05,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_05_22,True,,2,2,1.0,,cocoa,,,3,delight,,1,idle,,,
d_nikke_ce_003_03_05_23,d_nikke_ce_003_03_05,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_05_23,True,,2,2,1.0,,ce_003_03,,,3,delight,,1,surprise,,,
d_nikke_ce_003_03_05_24,d_nikke_ce_003_03_05,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_05_24,True,,2,2,1.0,,cocoa,,,3,idle,,1,surprise,,,
d_nikke_ce_003_03_05_25,d_nikke_ce_003_03_05,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_05_25,True,,2,2,1.0,,ce_003_03,,,3,idle,,1,idle,,,
d_nikke_ce_003_03_05_26,d_nikke_ce_003_03_05,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_05_26,True,,2,2,1.0,none,ce_003_03,,,3,idle,,1,idle,,,
d_nikke_ce_003_03_05_27,d_nikke_ce_003_03_05,Narration,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_05_27,False,MaidCafe,black,black,1.0,,,sfx_scn_toyshopbell,,1,idle,,3,idle,ce_003_01,13,idle
d_nikke_ce_003_03_05_28,d_nikke_ce_003_03_05,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_05_28,True,,12,12,1.0,bgm_story_languor,cocoa,,,1,idle,,3,idle,,13,idle
d_nikke_ce_003_03_05_29,d_nikke_ce_003_03_05,Speech,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_03_05_29,True,,12,12,1.0,,ce_003_01,,,1,idle,,3,idle,,13,idle
d_nikke_ce_003_03_05_30,d_nikke_ce_003_03_05,Speech,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_03_05_30,True,,12,12,1.0,,ce_003_01,,,1,idle,,3,idle,,13,worry
d_nikke_ce_003_03_05_31,d_nikke_ce_003_03_05,Speech,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_03_05_31,True,,12,12,1.0,,ce_003_01,,,1,idle,,3,idle,,13,worry
d_nikke_ce_003_03_05_32,d_nikke_ce_003_03_05,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_05_32,True,,12,12,1.0,,cocoa,,,1,serious,,3,idle,,13,worry
d_nikke_ce_003_03_05_33,d_nikke_ce_003_03_05,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_05_33,True,,12,12,1.0,,cocoa,,,1,serious,,3,idle,,13,worry
d_nikke_ce_003_03_05_34,d_nikke_ce_003_03_05,Speech,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_03_05_34,True,,12,S_130,1.0,,ce_003_01,,,1,idle,,3,idle,,13,smile
d_nikke_ce_003_03_05_35,d_nikke_ce_003_03_05,Speech,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_03_05_35,True,,S_130,S_130,1.0,,ce_003_01,,,1,idle,,3,idle,,13,idle
d_nikke_ce_003_03_05_36,d_nikke_ce_003_03_05,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_05_36,True,,30,30,1.0,,ce_003_03,,,1,idle,,3,delight,,13,idle
d_nikke_ce_003_03_05_37,d_nikke_ce_003_03_05,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_05_37,True,,30,30,1.0,,ce_003_03,,,1,idle,,3,idle,,13,idle
d_nikke_ce_003_03_05_38,d_nikke_ce_003_03_05,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_05_38,True,,30,30,1.0,,ce_003_03,,,1,idle,,3,idle,,13,idle
d_nikke_ce_003_03_05_39,d_nikke_ce_003_03_05,Speech,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_03_05_39,True,,S_130,S_130,1.0,,ce_003_01,,,1,idle,,3,idle,,13,idle
d_nikke_ce_003_03_05_40,d_nikke_ce_003_03_05,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_05_40,True,,S_130,2,1.0,,cocoa,,,1,delight,,3,idle,,13,idle
