id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
d_nikke_grave_03_1,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_1,True,Hospital_n,1,L_10,1.0,bgm_intotheswarm,grave_p,1,idle
d_nikke_grave_03_2,d_nikke_grave_03,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_03_2,False,,L_10,L_10,1.0,,,1,idle
d_nikke_grave_03_3,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_3,True,,L_10,L_10,1.0,,,1,pain
d_nikke_grave_03_4,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_4,True,,L_10,L_10,1.0,,,1,pain
d_nikke_grave_03_5,d_nikke_grave_03,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_03_5,False,,L_10,L_10,1.0,,,1,pain
d_nikke_grave_03_6,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_6,True,,L_10,L_10,1.0,,,1,pain
d_nikke_grave_03_7,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_7,True,,L_10,L_10,1.0,,,1,pain
d_nikke_grave_03_8,d_nikke_grave_03,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_03_8,False,,L_10,L_10,1.0,,,1,pain
d_nikke_grave_03_9,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_9,True,,L_10,L_10,1.0,,,1,idle
d_nikke_grave_03_10,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_10,True,,L_10,L_10,1.0,,,1,idle
d_nikke_grave_03_11,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_11,True,,L_10,L_10,1.0,,,1,idle
d_nikke_grave_03_12,d_nikke_grave_03,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_03_12,False,,L_10,L_10,1.0,,,1,idle
d_nikke_grave_03_13,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_13,True,,L_10,L_10,1.0,,,1,surprise
d_nikke_grave_03_14,d_nikke_grave_03,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_03_14,False,,L_10,L_10,1.0,,,1,surprise
d_nikke_grave_03_15,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_15,True,,L_10,L_10,1.0,,,1,idle
d_nikke_grave_03_16,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_16,True,,L_10,L_10,1.0,,,1,idle
d_nikke_grave_03_17,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_17,True,,L_10,L_10,1.0,,,1,idle
d_nikke_grave_03_18,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_18,True,,L_10,L_10,1.0,,,1,idle
d_nikke_grave_03_19,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_19,True,,L_10,L_10,1.0,,,1,idle
d_nikke_grave_03_20,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_20,True,,L_10,L_10,1.0,,,1,idle
d_nikke_grave_03_21,d_nikke_grave_03,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_03_21,False,,L_10,L_10,1.0,,,1,idle
