id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
treasurestory_poli_03_1,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_1,True,poli,1,idle,NikkeRoom,XS_10,XS_10,1.0,bgm_story_languor
treasurestory_poli_03_2,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_2,True,,1,idle,,XS_10,XS_10,1.0,
treasurestory_poli_03_3,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_3,True,,1,angry,,XS_10,XS_10,1.0,
treasurestory_poli_03_4,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_4,True,,1,angry,,XS_10,XS_10,1.0,
treasurestory_poli_03_5,treasurestory_poli_03,Self,poli,,Locale_NikkeEpisode:treasurestory_poli_03_5,False,,1,angry,,XS_10,XS_10,1.0,
treasurestory_poli_03_6,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_6,True,,1,idle,,XS_10,XS_10,1.0,
treasurestory_poli_03_7,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_7,True,,1,idle,,XS_10,XS_10,1.0,
treasurestory_poli_03_8,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_8,True,,1,idle,,XS_10,XS_10,1.0,
treasurestory_poli_03_9,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_9,True,,1,idle,,XS_10,XS_10,1.0,
treasurestory_poli_03_10,treasurestory_poli_03,Self,poli,,Locale_NikkeEpisode:treasurestory_poli_03_10,False,,1,idle,,XS_10,XS_10,1.0,
treasurestory_poli_03_11,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_11,True,,1,idle,,XS_10,XS_10,1.0,
treasurestory_poli_03_12,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_12,True,,1,idle,,XS_10,XS_10,1.0,
treasurestory_poli_03_13,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_13,True,,1,idle,,XS_10,XS_10,1.0,
treasurestory_poli_03_14,treasurestory_poli_03,Self,poli,,Locale_NikkeEpisode:treasurestory_poli_03_14,False,,1,idle,,XS_10,XS_10,1.0,
treasurestory_poli_03_15,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_15,True,,1,idle,,XS_10,XS_10,1.0,
treasurestory_poli_03_16,treasurestory_poli_03,Self,poli,,Locale_NikkeEpisode:treasurestory_poli_03_16,False,,1,idle,,XS_10,XS_10,1.0,
treasurestory_poli_03_17,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_17,True,,1,idle,,XS_10,XS_100,1.0,
treasurestory_poli_03_18,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_18,True,,1,idle,,XS_100,XS_100,1.0,
treasurestory_poli_03_19,treasurestory_poli_03,Self,poli,,Locale_NikkeEpisode:treasurestory_poli_03_19,False,,1,idle,,XS_100,XS_100,1.0,
treasurestory_poli_03_20,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_20,True,,1,idle,,XS_100,XS_10,1.3,
treasurestory_poli_03_21,treasurestory_poli_03,Self,poli,,Locale_NikkeEpisode:treasurestory_poli_03_21,False,,1,idle,,XS_10,XS_10,1.0,
treasurestory_poli_03_22,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_22,True,,1,idle,,XS_10,XS_10,1.0,
treasurestory_poli_03_23,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_23,True,,1,idle,,XS_10,XS_10,1.0,
treasurestory_poli_03_24,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_24,True,,1,idle,,XS_10,XS_10,1.0,
treasurestory_poli_03_25,treasurestory_poli_03,Self,poli,,Locale_NikkeEpisode:treasurestory_poli_03_25,False,,1,idle,,XS_10,XS_10,1.0,
treasurestory_poli_03_26,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_26,True,,1,idle,,XS_10,XS_10,1.0,
treasurestory_poli_03_27,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_27,True,,1,idle,,XS_10,XS_10,1.0,
treasurestory_poli_03_28,treasurestory_poli_03,Self,poli,,Locale_NikkeEpisode:treasurestory_poli_03_28,False,,1,idle,,XS_10,XS_10,1.0,
treasurestory_poli_03_29,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_29,True,,1,idle,,XS_10,XS_10,1.0,
treasurestory_poli_03_30,treasurestory_poli_03,Monologue,poli,,Locale_NikkeEpisode:treasurestory_poli_03_30,False,,1,idle,,XS_10,XS_10,1.0,
treasurestory_poli_03_31,treasurestory_poli_03,Self,poli,,Locale_NikkeEpisode:treasurestory_poli_03_31,False,,1,idle,,XS_10,XS_10,1.0,
treasurestory_poli_03_32,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_32,True,,1,idle,,XS_10,XS_10,1.0,
treasurestory_poli_03_33,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_33,True,,1,idle,,XS_10,XS_10,1.0,
treasurestory_poli_03_34,treasurestory_poli_03,Self,poli,,Locale_NikkeEpisode:treasurestory_poli_03_34,False,,1,idle,,XS_10,XS_10,1.0,
treasurestory_poli_03_35,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_35,True,,1,idle,,XS_10,XS_10,1.0,
treasurestory_poli_03_36,treasurestory_poli_03,Self,poli,,Locale_NikkeEpisode:treasurestory_poli_03_36,False,,1,idle,,XS_10,XS_10,1.0,
treasurestory_poli_03_37,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_37,True,,1,idle,,XS_10,XS_10,1.0,
treasurestory_poli_03_38,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_38,True,,1,idle,,XS_10,XS_10,1.0,
treasurestory_poli_03_39,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_39,True,,1,idle,,XS_10,XS_10,1.0,
treasurestory_poli_03_40,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_40,True,,1,idle,,XS_10,XS_10,1.0,
treasurestory_poli_03_41,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_41,False,,1,idle,,XS_10,XS_100,1.3,
treasurestory_poli_03_42,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_42,True,,1,idle,,XS_100,XS_100,1.0,
treasurestory_poli_03_43,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_43,True,,1,idle,,XS_100,XS_100,1.0,
treasurestory_poli_03_44,treasurestory_poli_03,Self,poli,,Locale_NikkeEpisode:treasurestory_poli_03_44,False,,1,idle,,XS_100,XS_100,1.0,
treasurestory_poli_03_45,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_45,True,,1,idle,,XS_100,XS_100,1.0,
treasurestory_poli_03_46,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_46,True,,1,idle,,XS_100,XS_100,1.0,
treasurestory_poli_03_47,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_47,True,,1,idle,,XS_100,XS_100,1.0,
treasurestory_poli_03_48,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_48,True,,1,idle,,XS_100,XS_100,1.0,
treasurestory_poli_03_49,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_49,True,,1,idle,,XS_100,XS_100,1.0,
treasurestory_poli_03_50,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_50,True,,1,idle,,XS_100,XS_100,1.0,
treasurestory_poli_03_51,treasurestory_poli_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_03_51,True,,1,idle,,XS_100,XS_100,1.0,
