id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
treasurestory_poli_05_1,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_1,True,GoddessOfVictory,XS_40,XS_40,1.0,none,,poli,4,idle,,,,,,,,
treasurestory_poli_05_2,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_2,True,,XS_40,XS_40,1.0,,,,4,idle,,,,,,,,
treasurestory_poli_05_3,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_3,True,,XS_40,XS_40,1.0,,,,4,idle,,,,,,,,
treasurestory_poli_05_4,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_4,True,,XS_40,XS_400,1.3,,,,4,idle,,,,,,,,
treasurestory_poli_05_5,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_5,True,,XS_400,XS_400,1.0,,,,4,surprise,,,,,,,,
treasurestory_poli_05_6,treasurestory_poli_05,Self,poli,,Locale_NikkeEpisode:treasurestory_poli_05_6,False,,XS_400,XS_400,1.0,,,,4,surprise,,,,,,,,
treasurestory_poli_05_7,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_7,True,,XS_400,XS_40,1.3,,,,4,angry,,,,,,,,
treasurestory_poli_05_8,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_8,True,,XS_40,XS_40,1.0,,,,4,angry,,,,,,,,
treasurestory_poli_05_9,treasurestory_poli_05,Monologue,poli,,Locale_NikkeEpisode:treasurestory_poli_05_9,False,,black,black,1.0,,sfx_scn_run,,4,angry,drake,12,angry,,sugar,14,idle,
treasurestory_poli_05_10,treasurestory_poli_05,Speech,drake,drake,Locale_NikkeEpisode:treasurestory_poli_05_10,True,,13,13,1.0,bgm_story_tuffguys,,,4,angry,,12,angry,,,14,idle,
treasurestory_poli_05_11,treasurestory_poli_05,Speech,drake,drake,Locale_NikkeEpisode:treasurestory_poli_05_11,True,,13,13,1.0,,,,4,angry,,12,angry,,,14,idle,
treasurestory_poli_05_12,treasurestory_poli_05,Speech,sugar,sugar,Locale_NikkeEpisode:treasurestory_poli_05_12,True,,13,13,1.0,,,,4,angry,,12,angry,,,14,idle,
treasurestory_poli_05_13,treasurestory_poli_05,Speech,drake,drake,Locale_NikkeEpisode:treasurestory_poli_05_13,True,,13,13,1.0,,,,4,angry,,12,angry,,,14,idle,
treasurestory_poli_05_14,treasurestory_poli_05,Speech,drake,drake,Locale_NikkeEpisode:treasurestory_poli_05_14,True,,13,13,1.0,,,,4,angry,,12,angry,,,14,idle,
treasurestory_poli_05_15,treasurestory_poli_05,Speech,drake,drake,Locale_NikkeEpisode:treasurestory_poli_05_15,True,,13,13,1.0,,,,4,angry,,12,angry,,,14,idle,
treasurestory_poli_05_16,treasurestory_poli_05,Speech,sugar,sugar,Locale_NikkeEpisode:treasurestory_poli_05_16,True,,13,13,1.0,,,,4,angry,,12,angry,,,14,idle,
treasurestory_poli_05_17,treasurestory_poli_05,Speech,drake,drake,Locale_NikkeEpisode:treasurestory_poli_05_17,True,,13,13,1.0,,,,4,angry,,12,idle,,,14,idle,
treasurestory_poli_05_18,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_18,False,,XS_40,XS_40,1.0,,,,4,angry,,12,idle,,,14,idle,
treasurestory_poli_05_19,treasurestory_poli_05,Self,poli,,Locale_NikkeEpisode:treasurestory_poli_05_19,False,,XS_40,XS_40,1.0,,,,4,angry,,12,idle,,,14,idle,
treasurestory_poli_05_20,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_20,True,,XS_40,XS_40,1.0,,,,4,angry,,12,idle,,,14,idle,
treasurestory_poli_05_21,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_21,True,,XS_40,XS_40,1.0,,,,4,angry,,12,idle,,,14,idle,
treasurestory_poli_05_22,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_22,True,,XS_40,4,1.5,,,,4,idle,,12,idle,,,14,idle,
treasurestory_poli_05_23,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_23,True,,4,1,1.3,,,,2,angry,,12,idle,,,14,idle,
treasurestory_poli_05_24,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_24,True,,1,1,1.0,,,,2,angry,,12,idle,,,14,idle,
treasurestory_poli_05_25,treasurestory_poli_05,Speech,sugar,sugar,Locale_NikkeEpisode:treasurestory_poli_05_25,True,,1,13,1.3,,,,2,angry,,12,idle,,,14,idle,
treasurestory_poli_05_26,treasurestory_poli_05,Speech,sugar,sugar,Locale_NikkeEpisode:treasurestory_poli_05_26,True,,13,13,1.0,,,,2,angry,,12,idle,,,14,idle,
treasurestory_poli_05_27,treasurestory_poli_05,Speech,drake,drake,Locale_NikkeEpisode:treasurestory_poli_05_27,True,,13,13,1.0,,,,2,angry,,12,angry,,,14,idle,
treasurestory_poli_05_28,treasurestory_poli_05,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_05_28,True,,XS_20,XS_20,1.0,,,,2,angry,,12,angry,,,14,idle,
treasurestory_poli_05_29,treasurestory_poli_05,Speech,sugar,sugar,Locale_NikkeEpisode:treasurestory_poli_05_29,True,,13,13,1.0,,,,2,angry,,12,angry,,,14,idle,
