id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_camera_shake,play_sound
d_nikke_ce_02_03_01_1,d_nikke_ce_02_03_01,Narration,Locale_NikkeEpisode:d_nikke_ce_02_03_01_1,False,WasteLand_02,7,5,1.0,event_bgm_ce002_story_2,,,,,,,,,,
d_nikke_ce_02_03_01_2,d_nikke_ce_02_03_01,Narration,Locale_NikkeEpisode:d_nikke_ce_02_03_01_2,False,,5,5,1.0,,,,,,,,,,,
d_nikke_ce_02_03_01_3,d_nikke_ce_02_03_01,Narration,Locale_NikkeEpisode:d_nikke_ce_02_03_01_3,False,,5,5,1.0,,,,,,,,,,,
d_nikke_ce_02_03_01_4,d_nikke_ce_02_03_01,Narration,Locale_NikkeEpisode:d_nikke_ce_02_03_01_4,False,,5,5,1.0,,,,,,,,,,,
d_nikke_ce_02_03_01_5,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_5,False,,5,L_50,1.0,,ce_02_03,ce_02_03,ce_02_03,5,idle,,,,,
d_nikke_ce_02_03_01_6,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_6,True,,L_50,L_50,1.0,,ce_02_03,ce_02_03,,5,idle,,,,,
d_nikke_ce_02_03_01_7,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_7,True,,L_50,L_50,1.0,,ce_02_03,ce_02_03,,5,idle,,,,,
d_nikke_ce_02_03_01_8,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_8,True,,L_50,L_50,1.0,,ce_02_03,ce_02_03,,5,worry,,,,,
d_nikke_ce_02_03_01_9,d_nikke_ce_02_03_01,Narration,Locale_NikkeEpisode:d_nikke_ce_02_03_01_9,False,,L_50,5,1.0,,,,,5,idle,,,,,
d_nikke_ce_02_03_01_10,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_10,True,,5,5,1.0,,ce_02_03,ce_02_03,,5,idle,,,,,
d_nikke_ce_02_03_01_11,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_11,False,,5,5,1.0,,ce_02_03,ce_02_03,,5,idle,,,,,
d_nikke_ce_02_03_01_12,d_nikke_ce_02_03_01,Narration,Locale_NikkeEpisode:d_nikke_ce_02_03_01_12,False,,5,1,1.0,,,,,5,idle,,,,,
d_nikke_ce_02_03_01_13,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_13,False,,1,1,1.0,,ce_02_03,ce_02_03,,5,surprise,,,,,
d_nikke_ce_02_03_01_14,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_14,True,,1,5,1.0,,ce_02_03,ce_02_03,,5,surprise,,,,,
d_nikke_ce_02_03_01_15,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_15,True,,5,5,1.0,,unknown,unknown,,5,surprise,,,,,
d_nikke_ce_02_03_01_16,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_16,True,,5,5,1.0,,unknown,unknown,,5,surprise,,,,,
d_nikke_ce_02_03_01_17,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_17,True,,5,L_50,1.0,,ce_02_03,ce_02_03,,5,idle,,,,,
d_nikke_ce_02_03_01_18,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_18,True,,L_50,L_50,1.0,,ce_02_03,ce_02_03,,5,idle,,,,,
d_nikke_ce_02_03_01_19,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_19,True,,13,130,0.6,,massproduction01,massproduction01,,5,idle,massproduction01,13,idle,Low_2,
d_nikke_ce_02_03_01_20,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_20,True,,130,130,1.0,,massproduction01,massproduction01,,5,idle,,13,idle,,
d_nikke_ce_02_03_01_21,d_nikke_ce_02_03_01,Narration,Locale_NikkeEpisode:d_nikke_ce_02_03_01_21,False,,black,black,1.0,,,,,5,idle,,13,idle,,sfx_scn_2shot
d_nikke_ce_02_03_01_22,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_22,True,,L_50,L_50,1.0,,ce_02_03,ce_02_03,,5,idle,,13,idle,,
d_nikke_ce_02_03_01_23,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_23,True,,L_50,L_50,1.0,,ce_02_03,ce_02_03,,5,idle,,13,idle,,
d_nikke_ce_02_03_01_24,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_24,False,,130,130,1.0,,massproduction01,massproduction01,,5,idle,,13,idle,,
d_nikke_ce_02_03_01_25,d_nikke_ce_02_03_01,Speech,Locale_NikkeEpisode:d_nikke_ce_02_03_01_25,True,,130,130,1.0,,massproduction01,massproduction01,,5,idle,,13,idle,,
