id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_quiry_01_1,d_nikke_quiry_01,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_01_1,False,CommanderRoom,10,1,2.0,bgm_story_girlstalk,,,,,,,,,,
d_nikke_quiry_01_2,d_nikke_quiry_01,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_01_2,False,,1,1,1.0,,,,,,,,,,,
d_nikke_quiry_01_3,d_nikke_quiry_01,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_01_3,False,,1,1,1.0,,,,,,,,,,,
d_nikke_quiry_01_4,d_nikke_quiry_01,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_01_4,False,,1,1,1.0,,,,,,,,,,,
d_nikke_quiry_01_5,d_nikke_quiry_01,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_quiry_01_5,False,,1,1,1.0,,sfx_scn_autodooropen,,,,,,,,,
d_nikke_quiry_01_6,d_nikke_quiry_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_quiry_01_6,True,,1,10,1.0,,,anis,1,void,,,,,,
d_nikke_quiry_01_7,d_nikke_quiry_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_quiry_01_7,True,,10,10,1.0,,,,1,void,,,,,,
d_nikke_quiry_01_8,d_nikke_quiry_01,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_01_8,False,,10,10,1.0,,,,1,void,,,,,,
d_nikke_quiry_01_9,d_nikke_quiry_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_quiry_01_9,True,,10,10,1.0,,,,1,void,,,,,,
d_nikke_quiry_01_10,d_nikke_quiry_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_quiry_01_10,True,,10,10,1.0,,,,1,void,,,,,,
d_nikke_quiry_01_11,d_nikke_quiry_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_quiry_01_11,True,,10,10,1.0,,,,1,void,,,,,,
d_nikke_quiry_01_12,d_nikke_quiry_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_quiry_01_12,True,,10,10,1.0,,,,1,void,,,,,,
d_nikke_quiry_01_13,d_nikke_quiry_01,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_01_13,False,,10,10,1.0,,,,1,void,,,,,,
d_nikke_quiry_01_14,d_nikke_quiry_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_quiry_01_14,True,,10,10,1.0,,,,1,void,,,,,,
d_nikke_quiry_01_15,d_nikke_quiry_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_quiry_01_15,True,,10,1,2.0,,,,1,void,,,,,,
d_nikke_quiry_01_16,d_nikke_quiry_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_quiry_01_16,True,,1,1,1.0,,,,1,idle,,,,,,
d_nikke_quiry_01_17,d_nikke_quiry_01,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_01_17,False,,1,1,1.0,,,,1,idle,,,,,,
d_nikke_quiry_01_18,d_nikke_quiry_01,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_quiry_01_18,False,,1,1,1.0,,sfx_scn_autodooropen,,1,idle,anis,,,,,
d_nikke_quiry_01_19,d_nikke_quiry_01,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_01_19,False,,1,1,1.0,,,,,,,,,,,
d_nikke_quiry_01_20,d_nikke_quiry_01,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_01_20,False,,1,1,1.0,,,,,,,,,,,
d_nikke_quiry_01_21,d_nikke_quiry_01,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_01_21,False,,1,1,1.0,,,,,,,,,,,
d_nikke_quiry_01_22,d_nikke_quiry_01,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_01_22,False,,1,1,1.0,,,,,,,,,,,
d_nikke_quiry_01_23,d_nikke_quiry_01,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_quiry_01_23,False,,1,1,1.0,,sfx_scn_autodooropen,,,,,,,,,
d_nikke_quiry_01_24,d_nikke_quiry_01,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_quiry_01_24,True,,1,XS_100,0.5,,,liter,1,angry,,,,,,
d_nikke_quiry_01_25,d_nikke_quiry_01,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_quiry_01_25,True,,XS_100,XS_100,1.0,,,,1,angry,,,,,,
d_nikke_quiry_01_26,d_nikke_quiry_01,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_01_26,False,,XS_100,XS_100,1.0,,,,1,angry,,,,,,
d_nikke_quiry_01_27,d_nikke_quiry_01,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_quiry_01_27,True,,XS_100,XS_10,1.0,,,,1,angry,,,,,,
d_nikke_quiry_01_28,d_nikke_quiry_01,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_quiry_01_28,True,,XS_10,XS_10,1.0,,,,1,angry,,,,,,
d_nikke_quiry_01_29,d_nikke_quiry_01,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_quiry_01_29,True,,XS_10,XS_10,1.0,,,,1,angry,,,,,,
d_nikke_quiry_01_30,d_nikke_quiry_01,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_01_30,False,,XS_10,XS_10,1.0,,,,1,angry,,,,,,
d_nikke_quiry_01_31,d_nikke_quiry_01,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_quiry_01_31,True,,XS_10,XS_10,1.0,,,,1,angry,,,,,,
d_nikke_quiry_01_32,d_nikke_quiry_01,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_quiry_01_32,True,,XS_10,XS_10,1.0,,,,1,angry,,,,,,
d_nikke_quiry_01_33,d_nikke_quiry_01,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_01_33,False,,XS_10,XS_10,1.0,,,,1,angry,,,,,,
d_nikke_quiry_01_34,d_nikke_quiry_01,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_quiry_01_34,False,,XS_10,1,1.0,,sfx_scn_autodooropen,,1,angry,liter,,,,,
d_nikke_quiry_01_35,d_nikke_quiry_01,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_01_35,False,,1,1,1.0,,,,,,,,,,,
d_nikke_quiry_01_36,d_nikke_quiry_01,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_01_36,False,,1,1,1.0,,,,,,,,,,,
d_nikke_quiry_01_37,d_nikke_quiry_01,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_quiry_01_37,False,Police,1,1,1.0,bgm_story_orangepop,,,,,,black,,,,
d_nikke_quiry_01_38,d_nikke_quiry_01,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_01_38,False,,1,1,1.0,,,,,,,,,,,
d_nikke_quiry_01_39,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_39,True,,31,31,1.0,,,miranda,3,idle,,,poli,1,idle,
d_nikke_quiry_01_40,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_40,True,,31,31,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_41,d_nikke_quiry_01,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quiry_01_41,True,,31,31,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_42,d_nikke_quiry_01,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quiry_01_42,True,,31,31,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_43,d_nikke_quiry_01,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_01_43,False,,31,31,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_44,d_nikke_quiry_01,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quiry_01_44,True,,31,31,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_45,d_nikke_quiry_01,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quiry_01_45,True,,31,31,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_46,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_46,True,,31,XS_10,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_47,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_47,True,,XS_10,XS_10,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_48,d_nikke_quiry_01,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quiry_01_48,True,,XS_10,S_30,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_49,d_nikke_quiry_01,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quiry_01_49,True,,S_30,S_30,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_50,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_50,True,,S_30,31,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_51,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_51,True,,31,31,1.0,,,,3,idle,,,,1,sad,
d_nikke_quiry_01_52,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_52,True,,31,31,1.0,,,,3,idle,,,,1,sad,
d_nikke_quiry_01_53,d_nikke_quiry_01,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_01_53,False,,31,31,1.0,,,,3,idle,,,,1,sad,
d_nikke_quiry_01_54,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_54,True,,31,XS_10,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_55,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_55,True,,XS_10,XS_10,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_56,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_56,True,,XS_10,XS_10,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_57,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_57,True,,XS_10,XS_10,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_58,d_nikke_quiry_01,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quiry_01_58,True,,S_30,S_30,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_59,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_59,True,,S_30,XS_10,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_60,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_60,True,,XS_10,XS_10,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_61,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_61,True,,XS_10,XS_10,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_62,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_62,True,,XS_10,XS_10,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_63,d_nikke_quiry_01,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_01_63,False,,XS_10,XS_10,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_64,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_64,True,,XS_10,XS_10,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_65,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_65,True,,XS_10,XS_10,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_66,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_66,True,,XS_10,XS_10,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_67,d_nikke_quiry_01,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quiry_01_67,True,,XS_10,31,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_68,d_nikke_quiry_01,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quiry_01_68,True,,31,31,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_69,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_69,True,,31,31,1.0,,,,3,idle,,,,1,sad,
d_nikke_quiry_01_70,d_nikke_quiry_01,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quiry_01_70,True,,31,31,1.0,,,,3,idle,,,,1,sad,
d_nikke_quiry_01_71,d_nikke_quiry_01,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quiry_01_71,True,,31,31,1.0,,,,3,idle,,,,1,sad,
d_nikke_quiry_01_72,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_72,True,,31,31,1.0,,,,3,idle,,,,1,sad,
d_nikke_quiry_01_73,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_73,True,,31,31,1.0,,,,3,idle,,,,1,sad,
d_nikke_quiry_01_74,d_nikke_quiry_01,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_01_74,False,,31,31,1.0,,,,3,idle,,,,1,sad,
d_nikke_quiry_01_75,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_75,True,,31,31,1.0,,,,3,idle,,,,1,sad,
d_nikke_quiry_01_76,d_nikke_quiry_01,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_01_76,False,,31,31,1.0,,,,3,idle,,,,1,sad,
d_nikke_quiry_01_77,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_77,True,,31,XS_10,1.0,,,,3,idle,,,,1,idle,
d_nikke_quiry_01_78,d_nikke_quiry_01,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_01_78,True,,XS_10,XS_100,2.0,,,,3,idle,,,,1,idle,
