id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,characters/1/hide_char_id,fade,characters/0/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id
d_nikke_rapunzel_puregrace_05_1,d_nikke_rapunzel_puregrace_05,Narration,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_1,False,rapunzel_o,3,think,abe,1,idle,redshoes,13,worry,TechIndoor,black,black,1.0,sfx_scn_autodooropen,bgm_belowzero,,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_2,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_2,True,,3,think,,1,idle,,13,worry,,3,3,1.0,,,rapunzel_o,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_3,d_nikke_rapunzel_puregrace_05,Speech,redshoes,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_3,False,,3,think,,1,idle,,13,worry,,3,12,1.0,,,redshoes,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_4,d_nikke_rapunzel_puregrace_05,Speech,redshoes,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_4,True,,3,think,,1,idle,,13,worry,,12,12,1.0,,,redshoes,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_5,d_nikke_rapunzel_puregrace_05,Speech,redshoes,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_5,True,,3,think,,1,idle,,13,worry,,12,12,1.0,,,redshoes,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_6,d_nikke_rapunzel_puregrace_05,Speech,abe,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_6,True,,3,think,,1,idle,,13,worry,,12,12,1.0,,,abe,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_7,d_nikke_rapunzel_puregrace_05,Speech,abe,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_7,True,,3,think,,1,idle,,13,worry,,12,12,1.0,,,abe,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_8,d_nikke_rapunzel_puregrace_05,Speech,redshoes,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_8,True,,3,think,,1,idle,,13,think,,12,12,1.0,,,redshoes,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_9,d_nikke_rapunzel_puregrace_05,Speech,abe,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_9,True,,3,think,,1,think,,13,think,,12,12,1.0,,,abe,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_10,d_nikke_rapunzel_puregrace_05,Speech,redshoes,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_10,False,,3,think,,1,think,,13,think,,12,12,1.0,,,redshoes,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_11,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_11,True,,3,no,,1,think,,13,think,,12,2,1.0,,,rapunzel_o,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_12,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_12,True,,3,no,,1,think,,13,think,,2,2,1.0,,,rapunzel_o,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_13,d_nikke_rapunzel_puregrace_05,Speech,abe,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_13,True,,3,no,,1,idle,,13,think,,2,2,1.0,,,abe,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_14,d_nikke_rapunzel_puregrace_05,Speech,abe,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_14,True,,3,no,,1,idle,,13,think,,2,2,1.0,,,abe,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_15,d_nikke_rapunzel_puregrace_05,Speech,abe,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_15,True,,3,no,,1,idle,,13,think,,2,2,1.0,,,abe,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_16,d_nikke_rapunzel_puregrace_05,Speech,abe,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_16,True,,3,no,,1,think,,13,think,,2,2,1.0,,,abe,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_17,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_17,False,,3,no,,1,think,,13,think,,2,30,1.0,,,rapunzel_o,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_18,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_18,True,,3,no,,1,think,,13,think,,30,30,1.0,,,rapunzel_o,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_19,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_19,True,,3,no,,1,think,,13,think,,30,30,1.0,,,rapunzel_o,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_20,d_nikke_rapunzel_puregrace_05,Speech,redshoes,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_20,True,,3,no,,1,think,,13,worry,,130,130,1.0,,,redshoes,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_21,d_nikke_rapunzel_puregrace_05,Speech,redshoes,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_21,True,,3,no,,1,think,,13,worry,,130,130,1.0,,,redshoes,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_22,d_nikke_rapunzel_puregrace_05,Speech,redshoes,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_22,True,,3,no,,1,think,,13,worry,,130,130,1.0,,,redshoes,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_23,d_nikke_rapunzel_puregrace_05,Speech,redshoes,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_23,True,,3,no,,1,think,,13,worry,,130,130,1.0,,,redshoes,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_24,d_nikke_rapunzel_puregrace_05,Speech,redshoes,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_24,True,,3,no,,1,think,,13,worry,,130,130,1.0,,,redshoes,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_25,d_nikke_rapunzel_puregrace_05,Speech,abe,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_25,True,,3,no,,1,worry,,13,worry,,130,10,1.0,,,abe,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_26,d_nikke_rapunzel_puregrace_05,Speech,abe,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_26,True,,3,no,,1,worry,,13,worry,,10,10,1.0,,,abe,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_27,d_nikke_rapunzel_puregrace_05,Speech,abe,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_27,True,,3,no,,1,worry,,13,worry,,10,10,1.0,,,abe,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_28,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_28,True,,3,smile,,1,worry,,13,worry,,10,2,1.0,,,rapunzel_o,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_29,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_29,True,,3,smile,,1,worry,,13,worry,,2,2,1.0,,,rapunzel_o,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_30,d_nikke_rapunzel_puregrace_05,Speech,abe,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_30,True,,3,smile,,1,think,,13,worry,,2,2,1.0,,,abe,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_31,d_nikke_rapunzel_puregrace_05,Speech,abe,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_31,True,,3,smile,,1,idle,,13,worry,,2,2,1.0,,,abe,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_32,d_nikke_rapunzel_puregrace_05,Speech,redshoes,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_32,True,,3,smile,,1,idle,,13,idle,,130,130,1.0,,,redshoes,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_33,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_33,True,,3,smile,,1,idle,,13,idle,,30,30,1.0,,,rapunzel_o,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_34,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_34,False,,3,no,,1,idle,,1,worry,,2,2,1.0,,,rapunzel_o,abe,black,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_35,d_nikke_rapunzel_puregrace_05,Speech,redshoes,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_35,False,,3,no,,,,,1,worry,,2,2,1.0,,,redshoes,,,,,,,,,,,,,,,,
