id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_c_2_01_1,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_1,True,CommanderRoom,100,100,1.0,bgm_story_whosdumber,,drake,1,idle,c_2,13,smile
d_nikke_c_2_01_2,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_2,True,,100,10,1.0,,,,1,idle,,13,smile
d_nikke_c_2_01_3,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_3,True,,10,10,1.0,,,,1,idle,,13,smile
d_nikke_c_2_01_4,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_4,True,,10,10,1.0,,,,1,idle,,13,smile
d_nikke_c_2_01_5,d_nikke_c_2_01,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_01_5,True,,10,113,1.0,,,,1,idle,,13,smile
d_nikke_c_2_01_6,d_nikke_c_2_01,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_01_6,True,,113,113,1.0,,,,1,idle,,13,smile
d_nikke_c_2_01_7,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_7,True,,113,113,1.0,,,,1,idle,,13,smile
d_nikke_c_2_01_8,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_8,True,,113,1,1.0,,,,1,idle,,13,smile
d_nikke_c_2_01_9,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_9,True,,1,10,0.5,,,,1,idle,,13,smile
d_nikke_c_2_01_10,d_nikke_c_2_01,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_01_10,False,,130,130,1.0,,,,1,idle,,13,sad
d_nikke_c_2_01_11,d_nikke_c_2_01,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_01_11,True,,130,130,1.0,,,,1,idle,,13,sad
d_nikke_c_2_01_12,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_12,True,,100,100,1.0,,,,1,delight,,13,sad
d_nikke_c_2_01_13,d_nikke_c_2_01,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_01_13,False,,1300,1300,1.0,,,,1,delight,,13,sad
d_nikke_c_2_01_14,d_nikke_c_2_01,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_01_14,True,,1300,1300,1.0,,,,1,delight,,13,sad
d_nikke_c_2_01_15,d_nikke_c_2_01,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_01_15,True,,1300,130,0.5,,,,1,delight,,13,smile
d_nikke_c_2_01_16,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_16,False,,130,10,1.0,,,,1,idle,,13,smile
d_nikke_c_2_01_17,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_17,True,,10,10,1.0,,,,1,idle,,13,smile
d_nikke_c_2_01_18,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_18,True,,10,10,1.0,,,,1,idle,,13,smile
d_nikke_c_2_01_19,d_nikke_c_2_01,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_01_19,True,,10,113,1.0,,,,1,idle,,13,sad
d_nikke_c_2_01_20,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_20,True,,113,113,1.0,,,,1,delight,,13,sad
d_nikke_c_2_01_21,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_21,True,,113,113,1.0,,,,1,delight,,13,sad
d_nikke_c_2_01_22,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_22,True,,113,113,1.0,,,,1,delight,,13,sad
d_nikke_c_2_01_23,d_nikke_c_2_01,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_01_23,True,,113,113,1.0,,,,1,delight,,13,delight
d_nikke_c_2_01_24,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_24,True,,113,113,1.0,,,,1,delight,,13,delight
