id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id,fade,set_filter_01
d_nikke_emma_tactical_01_1,d_nikke_emma_tactical_01,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_01_1,False,emma_t,1,worry,NikkeRoom,10,10,1.0,bgm_inark,,,,
d_nikke_emma_tactical_01_2,d_nikke_emma_tactical_01,Monologue,emma_t,,Locale_NikkeEpisode:d_nikke_emma_tactical_01_2,False,,1,worry,,10,10,1.0,,,,,
d_nikke_emma_tactical_01_3,d_nikke_emma_tactical_01,Narration,emma_t,,Locale_NikkeEpisode:d_nikke_emma_tactical_01_3,False,,1,worry,,10,10,1.0,,sfx_scn_pour_water,,,
d_nikke_emma_tactical_01_4,d_nikke_emma_tactical_01,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_01_4,True,,1,idle,,10,10,1.0,,,,,
d_nikke_emma_tactical_01_5,d_nikke_emma_tactical_01,Narration,emma_t,,Locale_NikkeEpisode:d_nikke_emma_tactical_01_5,False,,1,idle,,10,10,1.0,,sfx_scn_feetwater,,,
d_nikke_emma_tactical_01_6,d_nikke_emma_tactical_01,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_01_6,True,,1,idle,,10,100,1.0,,,,,
d_nikke_emma_tactical_01_7,d_nikke_emma_tactical_01,Narration,emma_t,,Locale_NikkeEpisode:d_nikke_emma_tactical_01_7,False,,1,idle,,100,100,1.0,,sfx_scn_perfume,,,
d_nikke_emma_tactical_01_8,d_nikke_emma_tactical_01,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_01_8,False,,1,idle,,100,100,1.0,,,,,
d_nikke_emma_tactical_01_9,d_nikke_emma_tactical_01,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_01_9,True,,1,idle,,100,10,1.3,,,,,
d_nikke_emma_tactical_01_10,d_nikke_emma_tactical_01,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_01_10,True,,1,idle,,10,10,1.0,,,,,
d_nikke_emma_tactical_01_11,d_nikke_emma_tactical_01,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_01_11,True,,1,idle,,10,10,1.0,,,,,
d_nikke_emma_tactical_01_12,d_nikke_emma_tactical_01,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_01_12,True,,1,idle,,10,10,1.0,,,,,
d_nikke_emma_tactical_01_13,d_nikke_emma_tactical_01,Narration,emma_t,,Locale_NikkeEpisode:d_nikke_emma_tactical_01_13,False,,1,idle,,10,10,1.0,,sfx_scn_pour_water,,,
