id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
treasurestory_helm_04_1,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_1,False,ShoppingMall,10,10,1.0,bgm_story_cottoncandy,,helm,1,idle
treasurestory_helm_04_2,treasurestory_helm_04,Self,helm,,Locale_NikkeEpisode:treasurestory_helm_04_2,False,,10,10,1.0,,,,1,idle
treasurestory_helm_04_3,treasurestory_helm_04,Monologue,helm,,Locale_NikkeEpisode:treasurestory_helm_04_3,False,,10,10,1.0,,,,1,idle
treasurestory_helm_04_4,treasurestory_helm_04,Narration,helm,,Locale_NikkeEpisode:treasurestory_helm_04_4,False,,10,10,1.0,,sfx_scn_emptyshell,,1,idle
treasurestory_helm_04_5,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_5,False,,10,10,1.0,,,,1,idle
treasurestory_helm_04_6,treasurestory_helm_04,Monologue,helm,,Locale_NikkeEpisode:treasurestory_helm_04_6,False,,10,10,1.0,,,,1,idle
treasurestory_helm_04_7,treasurestory_helm_04,Monologue,helm,,Locale_NikkeEpisode:treasurestory_helm_04_7,False,,10,10,1.0,,,,1,idle
treasurestory_helm_04_8,treasurestory_helm_04,Self,helm,,Locale_NikkeEpisode:treasurestory_helm_04_8,False,,10,10,1.0,,,,1,idle
treasurestory_helm_04_9,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_9,True,,10,10,1.0,,,,1,surprise
treasurestory_helm_04_10,treasurestory_helm_04,Self,helm,,Locale_NikkeEpisode:treasurestory_helm_04_10,False,,10,10,1.0,,,,1,surprise
treasurestory_helm_04_11,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_11,True,,10,10,1.0,,,,1,idle
treasurestory_helm_04_12,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_12,True,,10,10,1.0,,,,1,idle
treasurestory_helm_04_13,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_13,True,,10,10,1.0,,,,1,idle
treasurestory_helm_04_14,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_14,True,,10,10,1.0,,,,1,idle
treasurestory_helm_04_15,treasurestory_helm_04,Self,helm,,Locale_NikkeEpisode:treasurestory_helm_04_15,False,,10,10,1.0,,,,1,idle
treasurestory_helm_04_16,treasurestory_helm_04,Self,helm,,Locale_NikkeEpisode:treasurestory_helm_04_16,False,,10,10,1.0,,,,1,idle
treasurestory_helm_04_17,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_17,True,,10,10,1.0,,,,1,surprise
treasurestory_helm_04_18,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_18,True,,10,10,1.0,,,,1,idle
treasurestory_helm_04_19,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_19,True,,10,10,1.0,,,,1,idle
treasurestory_helm_04_20,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_20,True,,10,10,1.0,,,,1,idle
treasurestory_helm_04_21,treasurestory_helm_04,Self,helm,,Locale_NikkeEpisode:treasurestory_helm_04_21,False,,10,10,1.0,,,,1,idle
treasurestory_helm_04_22,treasurestory_helm_04,Speech,helm,helm,Locale_NikkeEpisode:treasurestory_helm_04_22,False,,10,10,1.0,,,,1,idle
treasurestory_helm_04_23,treasurestory_helm_04,Monologue,helm,,Locale_NikkeEpisode:treasurestory_helm_04_23,False,,black,black,1.0,,,,1,idle
