id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_nikke_vesti_tactical_01_1,d_nikke_vesti_tactical_01,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_1,True,RoyalRoad,XS_10,XS_10,1.0,bgm_story_daytoday,,,vesti_t,1,delight,,,,,,,,
d_nikke_vesti_tactical_01_2,d_nikke_vesti_tactical_01,Monologue,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_2,False,,XS_10,XS_10,1.0,,,,,1,delight,,,,,,,,
d_nikke_vesti_tactical_01_3,d_nikke_vesti_tactical_01,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_3,True,,XS_10,XS_10,1.0,,,,,1,idle,,,,,,,,
d_nikke_vesti_tactical_01_4,d_nikke_vesti_tactical_01,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_4,True,,XS_10,XS_10,1.0,,,,,1,idle,,,,,,,,
d_nikke_vesti_tactical_01_5,d_nikke_vesti_tactical_01,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_5,True,,XS_10,XS_10,1.0,,,,,1,idle,,,,,,,,
d_nikke_vesti_tactical_01_6,d_nikke_vesti_tactical_01,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_6,True,,XS_10,XS_10,1.0,,,,,1,idle,,,,,,,,
d_nikke_vesti_tactical_01_7,d_nikke_vesti_tactical_01,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_7,True,,XS_10,XS_10,1.0,,,,,1,shy,,,,,,,,
d_nikke_vesti_tactical_01_8,d_nikke_vesti_tactical_01,Monologue,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_8,False,,XS_10,XS_10,1.0,,,,,1,shy,,,,,,,,
d_nikke_vesti_tactical_01_9,d_nikke_vesti_tactical_01,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_9,True,,XS_10,XS_10,1.0,,,,,1,delight,,,,,,,,
d_nikke_vesti_tactical_01_10,d_nikke_vesti_tactical_01,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_10,True,,XS_10,XS_10,1.0,,,,,1,worry,,,,,,,,
d_nikke_vesti_tactical_01_11,d_nikke_vesti_tactical_01,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_11,True,,XS_10,XS_10,1.0,,,,,1,worry,,,,,,,,
d_nikke_vesti_tactical_01_12,d_nikke_vesti_tactical_01,Monologue,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_12,False,,XS_10,XS_10,1.0,,,,,1,worry,,,,,,,,
d_nikke_vesti_tactical_01_13,d_nikke_vesti_tactical_01,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_13,True,,XS_10,XS_100,1.0,,,,,1,shy,,,,,,,,
d_nikke_vesti_tactical_01_14,d_nikke_vesti_tactical_01,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_14,True,,XS_100,XS_100,1.0,,,,,1,delight,,,,,,,,
d_nikke_vesti_tactical_01_15,d_nikke_vesti_tactical_01,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_15,True,,XS_100,XS_100,1.0,,,,,1,delight,,,,,,,,
d_nikke_vesti_tactical_01_16,d_nikke_vesti_tactical_01,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_16,True,,XS_100,XS_100,1.0,,,,,1,shy,,,,,,,,
d_nikke_vesti_tactical_01_17,d_nikke_vesti_tactical_01,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_17,True,Cafe,XS_10,XS_10,1.0,,black,,,1,delight,,,,,,,,
d_nikke_vesti_tactical_01_18,d_nikke_vesti_tactical_01,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_18,True,,XS_10,XS_10,1.0,,,,,1,delight,,,,,,,,
d_nikke_vesti_tactical_01_19,d_nikke_vesti_tactical_01,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_19,True,,XS_10,XS_10,1.0,,,,,1,idle,,,,,,,,
d_nikke_vesti_tactical_01_20,d_nikke_vesti_tactical_01,Monologue,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_20,False,,XS_10,XS_10,1.0,,,,,1,idle,,,,,,,,
d_nikke_vesti_tactical_01_21,d_nikke_vesti_tactical_01,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_21,True,,XS_10,XS_100,1.0,,,,,1,shy,,,,,,,,
d_nikke_vesti_tactical_01_22,d_nikke_vesti_tactical_01,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_22,True,,XS_100,XS_100,1.0,,,,,1,shy,,,,,,,,
d_nikke_vesti_tactical_01_23,d_nikke_vesti_tactical_01,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_23,True,,XS_100,XS_10,1.5,,,,,1,shy,,,,,,,,
d_nikke_vesti_tactical_01_24,d_nikke_vesti_tactical_01,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_24,True,,XS_10,XS_10,1.0,,,,,1,shy,,,,,,,,
d_nikke_vesti_tactical_01_25,d_nikke_vesti_tactical_01,Monologue,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_25,False,,XS_10,XS_10,1.0,,,,,1,shy,,,,,,,,
d_nikke_vesti_tactical_01_26,d_nikke_vesti_tactical_01,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_26,True,,XS_10,XS_10,1.0,,,,,1,shy,,,,,,,,
d_nikke_vesti_tactical_01_27,d_nikke_vesti_tactical_01,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_27,True,,XS_10,XS_10,1.0,,,,,1,delight,,,,,,,,
d_nikke_vesti_tactical_01_28,d_nikke_vesti_tactical_01,Monologue,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_28,False,,XS_10,XS_10,1.0,,,,,1,delight,,,,,,,,
d_nikke_vesti_tactical_01_29,d_nikke_vesti_tactical_01,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_29,True,,XS_10,XS_10,1.0,,,,,1,worry,,,,,,,,
d_nikke_vesti_tactical_01_30,d_nikke_vesti_tactical_01,Monologue,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_30,False,,XS_10,XS_10,1.0,,,,,1,worry,,,,,,,,
d_nikke_vesti_tactical_01_31,d_nikke_vesti_tactical_01,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_31,True,,XS_10,XS_10,1.0,,,,,1,worry,,,,,,,,
d_nikke_vesti_tactical_01_32,d_nikke_vesti_tactical_01,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_32,True,,XS_10,XS_10,1.0,,,,,1,shy,,,,,,,,
d_nikke_vesti_tactical_01_33,d_nikke_vesti_tactical_01,Monologue,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_33,False,,XS_10,XS_10,1.0,,,,,1,shy,,,,,,,,
d_nikke_vesti_tactical_01_34,d_nikke_vesti_tactical_01,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_34,True,,XS_10,XS_10,1.0,,,,,1,shy,,,,,,,,
d_nikke_vesti_tactical_01_35,d_nikke_vesti_tactical_01,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_35,True,,XS_10,XS_10,1.0,,,,,1,shy,,,,,,,,
d_nikke_vesti_tactical_01_36,d_nikke_vesti_tactical_01,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_36,True,,XS_10,XS_100,1.5,,,,,1,delight,,,,,,,,
d_nikke_vesti_tactical_01_37,d_nikke_vesti_tactical_01,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_37,True,,XS_100,XS_100,1.0,,,,,1,delight,,,,,,,,
d_nikke_vesti_tactical_01_38,d_nikke_vesti_tactical_01,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_38,True,,XS_100,XS_100,1.0,,,,,1,delight,,,,,,,,
d_nikke_vesti_tactical_01_39,d_nikke_vesti_tactical_01,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_39,True,ShoppingMall,XS_20,XS_10,1.5,,black,,,1,idle,,,,,,,,
d_nikke_vesti_tactical_01_40,d_nikke_vesti_tactical_01,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_40,True,,XS_10,XS_10,1.0,,,,,1,idle,,,,,,,,
d_nikke_vesti_tactical_01_41,d_nikke_vesti_tactical_01,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_41,True,,XS_10,XS_10,1.0,,,,,1,idle,,,,,,,,
d_nikke_vesti_tactical_01_42,d_nikke_vesti_tactical_01,Monologue,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_01_42,False,,XS_10,XS_10,1.0,,,,,1,idle,,,,,,,,
