id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,fade,jump_target
d_nikke_milk_bloomingbunny_03_1,d_nikke_milk_bloomingbunny_03,Monologue,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_1,False,Park,1,1,1.0,bgm_story_overjoy,,,,,,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_2,d_nikke_milk_bloomingbunny_03,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_2,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_3,d_nikke_milk_bloomingbunny_03,Monologue,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_3,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_4,d_nikke_milk_bloomingbunny_03,Narration,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_4,False,,1,1,1.0,,sfx_scn_phonesignal,,,,,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_5,d_nikke_milk_bloomingbunny_03,Narration,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_5,False,,1,1,1.0,,sfx_scn_phoneend,,,,,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_6,d_nikke_milk_bloomingbunny_03,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_6,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_7,d_nikke_milk_bloomingbunny_03,Narration,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_7,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_8,d_nikke_milk_bloomingbunny_03,Monologue,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_8,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_9,d_nikke_milk_bloomingbunny_03,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_9,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_10,d_nikke_milk_bloomingbunny_03,Monologue,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_10,False,,black,black,1.0,,,,,,,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_11,d_nikke_milk_bloomingbunny_03,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_11,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_12,d_nikke_milk_bloomingbunny_03,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_12,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_13,d_nikke_milk_bloomingbunny_03,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_13,True,,1,10,1.0,,,milk_b,milk_b,1,shy3,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_14,d_nikke_milk_bloomingbunny_03,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_14,True,,10,10,1.0,,,milk_b,,1,shy3,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_15,d_nikke_milk_bloomingbunny_03,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_15,True,,10,10,1.0,,,milk_b,,1,shy3,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_16,d_nikke_milk_bloomingbunny_03,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_16,False,,10,10,1.0,,,,,1,shy3,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_17,d_nikke_milk_bloomingbunny_03,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_17,False,,10,10,1.0,,,,,1,shy3,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_18,d_nikke_milk_bloomingbunny_03,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_18,True,,10,10,1.0,,,milk_b,,1,shy,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_19,d_nikke_milk_bloomingbunny_03,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_19,True,,10,10,1.0,,,milk_b,,1,shy,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_20,d_nikke_milk_bloomingbunny_03,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_20,True,,10,10,1.0,,,milk_b,,1,delight3,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_21,d_nikke_milk_bloomingbunny_03,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_21,True,,10,10,1.0,,,milk_b,,1,delight3,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_22,d_nikke_milk_bloomingbunny_03,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_22,False,,10,10,1.0,,,,,1,delight3,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_23,d_nikke_milk_bloomingbunny_03,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_23,True,,10,100,1.3,,,milk_b,,1,delight,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_24,d_nikke_milk_bloomingbunny_03,Monologue,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_24,False,,100,100,1.0,,,,,1,delight,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_25,d_nikke_milk_bloomingbunny_03,Monologue,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_25,False,,100,100,1.0,,,,,1,delight,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_26,d_nikke_milk_bloomingbunny_03,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_26,False,,100,100,1.0,,,,,1,delight,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_27,d_nikke_milk_bloomingbunny_03,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_27,True,,100,100,1.0,,,milk_b,,1,delight2,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_28,d_nikke_milk_bloomingbunny_03,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_28,False,,100,100,1.0,,,,,1,delight2,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_29,d_nikke_milk_bloomingbunny_03,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_29,True,,100,100,1.0,,,milk_b,,1,delight2,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_30,d_nikke_milk_bloomingbunny_03,Monologue,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_30,False,,100,100,1.0,,,,,1,delight2,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_31,d_nikke_milk_bloomingbunny_03,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_31,True,,100,100,1.0,,,milk_b,,1,delight2,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_32,d_nikke_milk_bloomingbunny_03,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_32,False,,100,100,1.0,,,,,1,delight2,,,,,,,,,,,
d_nikke_milk_bloomingbunny_03_33,d_nikke_milk_bloomingbunny_03,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_33,False,,100,100,1.0,,,,,1,delight2,sugar,5,idle,ade_b,7,worry,,,,,
d_nikke_milk_bloomingbunny_03_34,d_nikke_milk_bloomingbunny_03,Speech,ade_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_34,True,,6,6,1.0,,,ade_b,,1,delight2,,5,idle,,7,worry,milk_b,,,,
d_nikke_milk_bloomingbunny_03_35,d_nikke_milk_bloomingbunny_03,Speech,ade_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_35,True,,6,6,1.0,,,ade_b,,,,,5,idle,,7,worry,,,,,
d_nikke_milk_bloomingbunny_03_36,d_nikke_milk_bloomingbunny_03,Speech,sugar,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_36,True,,6,6,1.0,,,sugar,,,,,5,idle,,7,worry,,,,,
d_nikke_milk_bloomingbunny_03_37,d_nikke_milk_bloomingbunny_03,Speech,ade_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_37,True,,6,6,1.0,,,ade_b,,,,,5,idle,,7,worry,,,,,
d_nikke_milk_bloomingbunny_03_38,d_nikke_milk_bloomingbunny_03,Speech,ade_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_38,True,,6,6,1.0,,,ade_b,,,,,5,idle,,7,worry,,,,,
d_nikke_milk_bloomingbunny_03_39,d_nikke_milk_bloomingbunny_03,Speech,sugar,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_39,True,,6,S_50,1.3,,,sugar,,,,,5,idle,,7,worry,,,,,
d_nikke_milk_bloomingbunny_03_40,d_nikke_milk_bloomingbunny_03,Speech,sugar,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_40,True,,S_50,S_50,1.0,,,sugar,,,,,5,idle,,7,worry,,,,,
d_nikke_milk_bloomingbunny_03_41,d_nikke_milk_bloomingbunny_03,Speech,ade_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_41,True,,70,70,1.0,,,ade_b,,,,,5,idle,,7,shy2,,,,,
d_nikke_milk_bloomingbunny_03_42,d_nikke_milk_bloomingbunny_03,Speech,ade_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_42,True,,70,70,1.0,,,ade_b,,,,,5,idle,,7,shy2,,,,,
d_nikke_milk_bloomingbunny_03_43,d_nikke_milk_bloomingbunny_03,Speech,ade_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_43,True,,70,70,1.0,,,ade_b,,,,,5,idle,,7,shy2,,,,,
d_nikke_milk_bloomingbunny_03_44,d_nikke_milk_bloomingbunny_03,Speech,ade_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_44,True,,70,6,1.0,,,ade_b,,,,,5,idle,,7,shy,,,,,
d_nikke_milk_bloomingbunny_03_45,d_nikke_milk_bloomingbunny_03,Speech,ade_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_45,True,,6,6,1.0,,,ade_b,,,,,5,idle,,7,shy,,,,,
d_nikke_milk_bloomingbunny_03_46,d_nikke_milk_bloomingbunny_03,Speech,ade_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_46,True,,6,6,1.0,,,ade_b,,,,,5,idle,,7,shy,,,,,
d_nikke_milk_bloomingbunny_03_47,d_nikke_milk_bloomingbunny_03,Speech,sugar,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_03_47,True,,6,6,1.0,,,sugar,,,,,5,idle,,7,shy,,,,,
