id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_leona_05_1,d_nikke_leona_05,Monologue,Locale_NikkeEpisode:d_nikke_leona_05_1,False,land_d,6,6,1.0,bgm_story_backtonormal,,,,,leona_no,1,idle,,,,
d_nikke_leona_05_2,d_nikke_leona_05,Monologue,Locale_NikkeEpisode:d_nikke_leona_05_2,False,,6,6,1.0,,,,,,,1,idle,,,,
d_nikke_leona_05_3,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_3,True,,6,Leo_1,1.0,,leona_no,leona_no,,,,1,idle,,,,
d_nikke_leona_05_4,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_4,True,,Leo_1,Leo_1,1.0,,leona_no,leona_no,,,,1,delight,,,,
d_nikke_leona_05_5,d_nikke_leona_05,Self,Locale_NikkeEpisode:d_nikke_leona_05_5,False,,Leo_1,Leo_1,1.0,,,,,,,1,delight,,,,
d_nikke_leona_05_6,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_6,False,,Leo_1,Leo_1,1.0,,leona_no,leona_no,,,,1,idle,,,,
d_nikke_leona_05_7,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_7,True,,Leo_1,Leo_1,1.0,,leona_no,leona_no,,,,1,sad,,,,
d_nikke_leona_05_8,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_8,True,,Leo_1,Leo_1,1.0,,leona_no,leona_no,,,,1,sad,,,,
d_nikke_leona_05_9,d_nikke_leona_05,Self,Locale_NikkeEpisode:d_nikke_leona_05_9,False,,Leo_1,Leo_1,1.0,,,,,,,1,sad,,,,
d_nikke_leona_05_10,d_nikke_leona_05,Monologue,Locale_NikkeEpisode:d_nikke_leona_05_10,False,,Leo_1,Leo_10,1.0,,,,,,,1,idle,,,,
d_nikke_leona_05_11,d_nikke_leona_05,Monologue,Locale_NikkeEpisode:d_nikke_leona_05_11,False,,Leo_10,Leo_10,1.0,,,,,,,1,idle,,,,
d_nikke_leona_05_12,d_nikke_leona_05,Monologue,Locale_NikkeEpisode:d_nikke_leona_05_12,False,,Leo_10,Leo_10,1.0,none,,,,,,1,idle,,,,
d_nikke_leona_05_13,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_13,True,,Leo_10,Leo_1,1.0,,leona_no,leona_no,,,,1,idle,,,,
d_nikke_leona_05_14,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_14,True,,Leo_1,Leo_1,1.0,,leona_no,leona_no,,,,1,idle,,,,
d_nikke_leona_05_15,d_nikke_leona_05,Self,Locale_NikkeEpisode:d_nikke_leona_05_15,False,,Leo_1,Leo_1,1.0,,,,,,,1,idle,,,,
d_nikke_leona_05_16,d_nikke_leona_05,Monologue,Locale_NikkeEpisode:d_nikke_leona_05_16,False,,Leo_1,6,1.0,bgm_story_marrybad,,,,,,1,idle,timi,6,special,
d_nikke_leona_05_17,d_nikke_leona_05,Monologue,Locale_NikkeEpisode:d_nikke_leona_05_17,False,,6,6,1.0,,,,,,,1,idle,,6,special,
d_nikke_leona_05_18,d_nikke_leona_05,Monologue,Locale_NikkeEpisode:d_nikke_leona_05_18,False,,6,6,1.0,,,,,,,1,idle,,6,special,
d_nikke_leona_05_19,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_19,True,,6,2,1.0,,leona_no,leona_no,,,,1,delight,,3,special,
d_nikke_leona_05_20,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_20,True,,2,2,1.0,,timi,timi,sfx_scn_lionroar,,,1,delight,,3,special,
d_nikke_leona_05_21,d_nikke_leona_05,Monologue,Locale_NikkeEpisode:d_nikke_leona_05_21,False,,2,2,1.0,,,,,,,1,delight,,3,special,
d_nikke_leona_05_22,d_nikke_leona_05,Monologue,Locale_NikkeEpisode:d_nikke_leona_05_22,False,,2,2,1.0,,,,,,,1,delight,,3,special,
d_nikke_leona_05_23,d_nikke_leona_05,Monologue,Locale_NikkeEpisode:d_nikke_leona_05_23,False,,2,2,1.0,,,,,,,1,delight,,3,special,
d_nikke_leona_05_24,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_24,True,,2,2,1.0,,leona_no,leona_no,,,,1,idle,,3,special,
d_nikke_leona_05_25,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_25,True,,2,2,1.0,,leona_no,leona_no,,,,1,idle,,3,special,
d_nikke_leona_05_26,d_nikke_leona_05,Speech,Locale_NikkeEpisode:d_nikke_leona_05_26,True,,2,2,1.0,,timi,timi,sfx_scn_lionroar,,,1,idle,,3,special,
