id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_trina_05_1,d_nikke_trina_05,Speech,trina,trina,Locale_NikkeEpisode:d_nikke_trina_05_1,True,Arboretum,1,1,1.0,none,,,trina,1,think2,,,,
d_nikke_trina_05_2,d_nikke_trina_05,Speech,trina,trina,Locale_NikkeEpisode:d_nikke_trina_05_2,True,,1,1,1.0,,,,,1,think2,,,,
d_nikke_trina_05_3,d_nikke_trina_05,Self,trina,,Locale_NikkeEpisode:d_nikke_trina_05_3,False,,1,1,1.0,bgm_story_flipflop,,,,1,think2,,,,
d_nikke_trina_05_4,d_nikke_trina_05,Self,trina,,Locale_NikkeEpisode:d_nikke_trina_05_4,False,,1,1,1.0,,,,,1,think2,,,,
d_nikke_trina_05_5,d_nikke_trina_05,Speech,trina,trina,Locale_NikkeEpisode:d_nikke_trina_05_5,True,,1,1,1.0,,,,,1,idle,,,,
d_nikke_trina_05_6,d_nikke_trina_05,Monologue,trina,,Locale_NikkeEpisode:d_nikke_trina_05_6,False,,1,6,2.0,,,,,1,idle,,,,
d_nikke_trina_05_7,d_nikke_trina_05,Monologue,trina,,Locale_NikkeEpisode:d_nikke_trina_05_7,False,,6,6,1.0,,,,,1,idle,,,,
d_nikke_trina_05_8,d_nikke_trina_05,Monologue,trina,,Locale_NikkeEpisode:d_nikke_trina_05_8,False,,6,6,1.0,,,,,1,idle,,,,
d_nikke_trina_05_9,d_nikke_trina_05,Self,trina,,Locale_NikkeEpisode:d_nikke_trina_05_9,False,,6,6,1.0,,,,,1,idle,,,,
d_nikke_trina_05_10,d_nikke_trina_05,Narration,trina,,Locale_NikkeEpisode:d_nikke_trina_05_10,False,,6,6,1.0,,sfx_scn_poke2,,,1,think2,,,,
d_nikke_trina_05_11,d_nikke_trina_05,Speech,trina,trina,Locale_NikkeEpisode:d_nikke_trina_05_11,True,,6,6,2.0,,,,,1,idle,,,,
d_nikke_trina_05_12,d_nikke_trina_05,Speech,trina,trina,Locale_NikkeEpisode:d_nikke_trina_05_12,True,,L_100,L_100,1.0,,,,,1,idle,,,,
d_nikke_trina_05_13,d_nikke_trina_05,Self,trina,,Locale_NikkeEpisode:d_nikke_trina_05_13,False,,L_100,L_10,0.7,,,,,1,idle,,,,
d_nikke_trina_05_14,d_nikke_trina_05,Monologue,trina,,Locale_NikkeEpisode:d_nikke_trina_05_14,False,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_trina_05_15,d_nikke_trina_05,Speech,trina,trina,Locale_NikkeEpisode:d_nikke_trina_05_15,True,,L_10,L_10,1.0,,,,,1,delight,,,,
d_nikke_trina_05_16,d_nikke_trina_05,Speech,trina,trina,Locale_NikkeEpisode:d_nikke_trina_05_16,True,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_trina_05_17,d_nikke_trina_05,Speech,trina,trina,Locale_NikkeEpisode:d_nikke_trina_05_17,True,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_trina_05_18,d_nikke_trina_05,Self,trina,,Locale_NikkeEpisode:d_nikke_trina_05_18,False,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_trina_05_19,d_nikke_trina_05,Speech,trina,trina,Locale_NikkeEpisode:d_nikke_trina_05_19,True,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_trina_05_20,d_nikke_trina_05,Self,trina,,Locale_NikkeEpisode:d_nikke_trina_05_20,False,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_trina_05_21,d_nikke_trina_05,Self,trina,,Locale_NikkeEpisode:d_nikke_trina_05_21,False,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_trina_05_22,d_nikke_trina_05,Speech,trina,trina,Locale_NikkeEpisode:d_nikke_trina_05_22,True,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_trina_05_23,d_nikke_trina_05,Speech,trina,trina,Locale_NikkeEpisode:d_nikke_trina_05_23,True,,L_10,L_100,1.0,,,,,1,idle,,,,
d_nikke_trina_05_24,d_nikke_trina_05,Speech,trina,trina,Locale_NikkeEpisode:d_nikke_trina_05_24,True,,L_100,L_100,1.0,,,,,1,idle,,,,
d_nikke_trina_05_25,d_nikke_trina_05,Self,trina,,Locale_NikkeEpisode:d_nikke_trina_05_25,False,,L_100,L_100,1.0,,,,,1,idle,,,,
d_nikke_trina_05_26,d_nikke_trina_05,Speech,trina,trina,Locale_NikkeEpisode:d_nikke_trina_05_26,True,,L_100,L_100,1.0,,,,,1,idle,,,,
d_nikke_trina_05_27,d_nikke_trina_05,Speech,trina,trina,Locale_NikkeEpisode:d_nikke_trina_05_27,True,,L_100,L_100,1.0,,,,,1,idle,,,,
d_nikke_trina_05_28,d_nikke_trina_05,Speech,trina,trina,Locale_NikkeEpisode:d_nikke_trina_05_28,True,,L_100,L_100,1.0,,,,,1,idle,,,,
d_nikke_trina_05_29,d_nikke_trina_05,Self,trina,,Locale_NikkeEpisode:d_nikke_trina_05_29,False,,L_100,L_100,1.0,,,,,1,idle,,,,
d_nikke_trina_05_30,d_nikke_trina_05,Speech,trina,trina,Locale_NikkeEpisode:d_nikke_trina_05_30,True,,L_100,L_10,1.3,,,,,1,delight,,,,
