id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_ce004_04_02_1,d_nikke_ce004_04_02,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_02_1,True,Library,1,1,1.0,bgm_story_backtonormal,,ce004_04,12,surprise,marciana,2,idle
d_nikke_ce004_04_02_2,d_nikke_ce004_04_02,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_02_2,True,,1,1,1.0,,,,12,surprise,,2,idle
d_nikke_ce004_04_02_3,d_nikke_ce004_04_02,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_02_3,True,,1,1,1.0,,,,12,surprise,,2,idle
d_nikke_ce004_04_02_4,d_nikke_ce004_04_02,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_02_4,True,,1,1,1.0,,,,12,surprise,,2,idle
d_nikke_ce004_04_02_5,d_nikke_ce004_04_02,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_02_5,True,,1,1,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_02_6,d_nikke_ce004_04_02,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_02_6,True,,1,1,1.0,,,,12,idle,,2,delight
d_nikke_ce004_04_02_8,d_nikke_ce004_04_02,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_02_8,True,Office,1,1,1.0,,black,,12,idle,,2,idle
d_nikke_ce004_04_02_9,d_nikke_ce004_04_02,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_02_9,True,,1,1,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_02_10,d_nikke_ce004_04_02,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_02_10,True,,1,1,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_02_11,d_nikke_ce004_04_02,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_02_11,True,,1,1,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_02_12,d_nikke_ce004_04_02,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_02_12,True,,1,1,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_02_13,d_nikke_ce004_04_02,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_02_13,True,,1,1,1.0,,,,12,surprise,,2,idle
d_nikke_ce004_04_02_14,d_nikke_ce004_04_02,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_02_14,True,,1,1,1.0,,,,12,surprise,,2,idle
d_nikke_ce004_04_02_15,d_nikke_ce004_04_02,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_02_15,True,,1,1,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_02_16,d_nikke_ce004_04_02,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_02_16,True,,1,1,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_02_18,d_nikke_ce004_04_02,Narration,marciana,,Locale_NikkeEpisode:d_nikke_ce004_04_02_18,False,,black,black,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_02_19,d_nikke_ce004_04_02,Narration,marciana,,Locale_NikkeEpisode:d_nikke_ce004_04_02_19,False,,black,black,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_02_20,d_nikke_ce004_04_02,Narration,marciana,,Locale_NikkeEpisode:d_nikke_ce004_04_02_20,False,,black,black,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_02_21,d_nikke_ce004_04_02,Narration,marciana,,Locale_NikkeEpisode:d_nikke_ce004_04_02_21,False,SimulationRoom,black,black,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_02_23,d_nikke_ce004_04_02,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_02_23,True,,1,1,1.0,none,,,12,idle,,2,idle
d_nikke_ce004_04_02_24,d_nikke_ce004_04_02,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_02_24,True,,1,1,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_02_25,d_nikke_ce004_04_02,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_02_25,True,,1,1,1.0,,,,12,idle,,2,idle
d_nikke_ce004_04_02_26,d_nikke_ce004_04_02,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_02_26,True,,1,1,1.0,,,,12,idle,,2,idle
