id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_quency_escapequeen_03_1,d_nikke_quency_escapequeen_03,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_1,False,City_d,S_10,S_10,1.0,bgm_inark,,,quency_e,1,think,,,,
d_nikke_quency_escapequeen_03_2,d_nikke_quency_escapequeen_03,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_2,False,,S_10,S_10,1.0,,,,,1,think,,,,
d_nikke_quency_escapequeen_03_3,d_nikke_quency_escapequeen_03,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_3,False,,S_10,S_10,1.0,,,,,1,think,,,,
d_nikke_quency_escapequeen_03_4,d_nikke_quency_escapequeen_03,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_4,False,,S_10,S_10,1.0,,,,,1,think,,,,
d_nikke_quency_escapequeen_03_5,d_nikke_quency_escapequeen_03,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_5,True,,S_10,S_10,1.0,,,,,1,angry,,,,
d_nikke_quency_escapequeen_03_6,d_nikke_quency_escapequeen_03,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_6,False,,S_10,S_10,1.0,,,,,1,angry,,,,
d_nikke_quency_escapequeen_03_7,d_nikke_quency_escapequeen_03,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_7,True,,S_10,S_100,1.0,,,,,1,think,,,,
d_nikke_quency_escapequeen_03_8,d_nikke_quency_escapequeen_03,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_8,True,,S_100,S_100,1.0,,,,,1,think,,,,
d_nikke_quency_escapequeen_03_9,d_nikke_quency_escapequeen_03,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_9,True,,S_100,S_100,1.0,,,,,1,think,,,,
d_nikke_quency_escapequeen_03_10,d_nikke_quency_escapequeen_03,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_10,True,,S_100,S_100,1.0,,,,,1,think,,,,
d_nikke_quency_escapequeen_03_11,d_nikke_quency_escapequeen_03,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_11,True,,S_100,S_100,1.0,,,,,1,delight,,,,
d_nikke_quency_escapequeen_03_12,d_nikke_quency_escapequeen_03,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_12,False,,S_100,S_100,1.0,,,,,1,delight,,,,
d_nikke_quency_escapequeen_03_13,d_nikke_quency_escapequeen_03,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_13,True,,black,black,1.0,none,,,,1,surprise,miranda,13,idle,
d_nikke_quency_escapequeen_03_14,d_nikke_quency_escapequeen_03,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_14,False,,12,12,1.0,bgm_story_whosdumber,,,,1,surprise,,13,idle,
d_nikke_quency_escapequeen_03_15,d_nikke_quency_escapequeen_03,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_15,False,,12,12,1.0,,,,,1,surprise,,13,idle,
d_nikke_quency_escapequeen_03_16,d_nikke_quency_escapequeen_03,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_16,False,,12,12,1.0,,,,,1,surprise,,13,idle,
d_nikke_quency_escapequeen_03_17,d_nikke_quency_escapequeen_03,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_17,True,,12,S_130,1.0,,,,,1,surprise,,13,angry,
d_nikke_quency_escapequeen_03_18,d_nikke_quency_escapequeen_03,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_18,True,,S_130,S_130,1.0,,,,,1,surprise,,13,angry,
d_nikke_quency_escapequeen_03_19,d_nikke_quency_escapequeen_03,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_19,True,,S_130,S_130,1.0,,,,,1,surprise,,13,angry,
d_nikke_quency_escapequeen_03_20,d_nikke_quency_escapequeen_03,Self,miranda,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_20,False,,S_130,S_130,1.0,,,,,1,surprise,,13,angry,
d_nikke_quency_escapequeen_03_21,d_nikke_quency_escapequeen_03,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_21,True,,S_130,12,1.0,,,,,1,surprise,,13,idle,
d_nikke_quency_escapequeen_03_22,d_nikke_quency_escapequeen_03,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_22,True,,12,12,1.0,,,,,1,surprise,,13,idle,
d_nikke_quency_escapequeen_03_23,d_nikke_quency_escapequeen_03,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_23,True,,12,12,1.0,,,,,1,surprise,,13,idle,
d_nikke_quency_escapequeen_03_24,d_nikke_quency_escapequeen_03,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_24,True,,12,12,1.0,,,,,1,idle,,13,idle,
d_nikke_quency_escapequeen_03_25,d_nikke_quency_escapequeen_03,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_25,True,,12,12,1.0,,,,,1,idle,,13,idle,
d_nikke_quency_escapequeen_03_26,d_nikke_quency_escapequeen_03,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_26,True,,12,12,1.0,,,,,1,idle,,13,idle,
d_nikke_quency_escapequeen_03_27,d_nikke_quency_escapequeen_03,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_27,True,,12,12,1.0,,,,,1,idle,,13,idle,
d_nikke_quency_escapequeen_03_28,d_nikke_quency_escapequeen_03,Self,miranda,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_28,False,,12,12,1.0,,,,,1,idle,,13,idle,
d_nikke_quency_escapequeen_03_29,d_nikke_quency_escapequeen_03,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_29,True,,12,12,1.0,,,,,1,idle,,13,idle,
d_nikke_quency_escapequeen_03_30,d_nikke_quency_escapequeen_03,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_30,True,,12,12,1.0,,,,,1,idle,,13,idle,
d_nikke_quency_escapequeen_03_31,d_nikke_quency_escapequeen_03,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_31,True,,12,12,1.0,,,,,1,idle,,13,idle,
d_nikke_quency_escapequeen_03_32,d_nikke_quency_escapequeen_03,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_32,False,,12,12,1.0,,,,,1,surprise,,13,idle,
d_nikke_quency_escapequeen_03_33,d_nikke_quency_escapequeen_03,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_33,False,,12,12,1.0,,,,,1,surprise,,13,idle,
d_nikke_quency_escapequeen_03_34,d_nikke_quency_escapequeen_03,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_34,True,,12,S_130,1.0,,,,,1,surprise,,13,idle,
d_nikke_quency_escapequeen_03_35,d_nikke_quency_escapequeen_03,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_35,True,,S_130,S_130,1.0,,,,,1,surprise,,13,idle,
d_nikke_quency_escapequeen_03_36,d_nikke_quency_escapequeen_03,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_36,True,,S_130,S_130,1.0,,,,,1,surprise,,13,idle,
d_nikke_quency_escapequeen_03_37,d_nikke_quency_escapequeen_03,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_37,True,,S_130,S_130,1.0,,,,,1,surprise,,13,idle,
d_nikke_quency_escapequeen_03_38,d_nikke_quency_escapequeen_03,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_38,True,,S_130,S_130,1.0,,,,,1,surprise,,13,idle,
d_nikke_quency_escapequeen_03_39,d_nikke_quency_escapequeen_03,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_39,True,,S_100,S_100,1.0,,Low_2,,,1,surprise,,13,idle,
d_nikke_quency_escapequeen_03_40,d_nikke_quency_escapequeen_03,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_40,True,,S_100,12,1.0,,,,,1,surprise,,13,shy,
d_nikke_quency_escapequeen_03_41,d_nikke_quency_escapequeen_03,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_41,True,,12,12,1.0,,,,,1,delight,,13,shy,
d_nikke_quency_escapequeen_03_42,d_nikke_quency_escapequeen_03,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_42,True,,12,12,1.0,,,,,1,delight,,13,shy,
d_nikke_quency_escapequeen_03_43,d_nikke_quency_escapequeen_03,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_43,True,,12,12,1.0,,,,,1,delight,,13,idle,
d_nikke_quency_escapequeen_03_44,d_nikke_quency_escapequeen_03,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_44,True,,12,12,1.0,,,,,1,delight,,13,idle,
d_nikke_quency_escapequeen_03_45,d_nikke_quency_escapequeen_03,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_45,True,,12,12,1.0,,,,,1,idle,,13,idle,
d_nikke_quency_escapequeen_03_46,d_nikke_quency_escapequeen_03,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_03_46,True,,12,12,1.0,,,,,1,idle,,13,idle,
